RegioNaam;@invalid;@blank;KVP;PvdA;VVD;ARP;CHU;Pacifistisch-Socialistische Partij (PSP);Communistische Partij van Nederland;SGP;Gereformeerd Politiek Verbond (GPV);Protestants Christelijke Groep;Vrije Burgers;Boeren Partij;Samenwerkende Christelijke Groepering;Lijst Fokker;Lijst Groen;Wereldburgers;Christelijk-Nationale Volks Partij;Lijst Hartman;@abs
Aagtekerke-G1000;8;0;5;18;14;42;108;0;0;192;0.0;0;0;0;0;0;0;0;0;0.0;33.0
Aalsmeer-G0358;161;0;1627;2285;1179;1135;1130;456;109;76;22.0;0;65;0;0;0;10;0;0;0.0;493.0
Aalten-G0197;247;0;1370;1480;442;2949;1623;39;8;17;16.0;0;0;45;0;0;0;0;0;0.0;395.0
Aardenburg-G0648;97;0;1222;314;164;103;56;12;5;7;0.0;0;0;0;0;0;0;0;0;0.0;91.0
Aarle-Rixtel-G0739;61;0;1514;123;31;0;0;5;8;0;0.0;24;0;0;0;0;0;0;0;0.0;77.0
Abbekerk-G0359;6;0;205;162;78;11;18;26;6;0;0.0;0;0;0;0;0;0;0;0;0.0;31.0
Abbenbroek-G0481;14;0;6;205;116;35;29;19;8;9;0.0;0;6;0;0;0;0;0;0;0.0;50.0
Abcoude-G0305;57;0;856;463;378;323;568;75;22;70;4.0;0;0;0;0;0;0;19;7;0.0;167.0
Achtkarspelen-G0059;115;0;25;2969;437;3895;1499;158;220;94;280.0;0;0;0;0;0;0;0;0;0.0;580.0
Adorp-G0001;8;0;5;224;125;344;51;9;5;0;73.0;0;0;0;0;0;0;0;0;0.0;27.0
Aduard-G0002;16;0;5;365;238;378;71;27;12;0;110.0;0;0;0;0;0;0;0;0;0.0;51.0
Akersloot-G0360;25;0;933;195;140;17;18;35;22;0;0.0;0;6;0;0;0;1;0;0;0.0;66.0
Alblasserdam-G0482;175;0;239;2827;681;675;1231;147;88;878;60.0;0;22;0;0;0;0;0;0;0.0;642.0
Alkemade-G0483;55;0;3386;143;97;273;138;16;7;7;0.0;0;16;0;0;0;0;0;0;0.0;205.0
Alkmaar-G0361;533;0;8477;8227;2787;1404;1043;1066;824;37;51.0;0;165;0;0;0;32;0;0;0.0;1449.0
Almelo-G0141;891;0;7062;11052;2827;2313;1853;831;1402;203;110.0;0;0;0;0;0;0;0;0;0.0;1493.0
Almkerk-G0740;35;0;17;267;59;0;0;0;0;0;0.0;2004;0;0;0;72;0;0;0;0.0;163.0
Alphen aan den Rijn-G0484;199;0;2725;2903;872;2563;3071;172;102;548;32.0;0;56;0;0;0;0;0;0;0.0;762.0
Alphen en Riel-G0741;31;0;1731;45;12;0;0;1;1;0;0.0;1;0;0;0;0;0;0;0;0.0;51.0
Ambt Delden-G0142;30;0;1738;362;201;40;219;7;3;2;1.0;0;10;0;0;0;0;0;0;0.0;134.0
Amby-G0883;74;0;1201;182;31;0;0;0;16;0;0.0;0;0;0;10;0;0;0;0;0.0;81.0
Ameide-G0485;17;0;0;361;75;377;117;4;3;72;1.0;0;5;0;0;0;0;0;0;0.0;72.0
Ameland-G0060;10;0;386;410;143;112;208;27;1;1;3.0;0;0;0;0;0;0;0;0;0.0;111.0
Amerongen-G0306;42;0;109;727;217;264;748;49;12;291;10.0;0;0;0;0;0;0;5;18;0.0;262.0
Amersfoort-G0307;1020;0;8892;12315;4476;3158;4621;1121;707;554;756.0;0;0;0;0;0;0;140;66;0.0;2890.0
Ammerstol-G0486;14;0;3;426;75;16;18;32;90;17;1.0;0;3;0;0;0;0;0;0;0.0;44.0
Ammerzoden-G0198;27;0;1196;136;11;94;212;1;0;53;3.0;0;0;2;0;0;0;0;0;0.0;55.0
Amstenrade-G0884;90;0;1236;254;33;0;0;0;17;0;0.0;0;0;0;58;0;0;0;0;0.0;73.0
Amsterdam-G0363;20256;0;83517;181214;56137;28988;19837;42915;62958;1564;1745.0;0;8799;0;0;0;1939;0;0;0.0;40489.0
Andel-G0742;12;0;3;82;13;0;0;0;0;0;0.0;517;0;0;0;57;0;0;0;0.0;84.0
Andijk-G0364;38;0;441;521;98;821;33;99;116;36;0.0;0;7;0;0;0;1;0;0;0.0;109.0
Angerlo-G0199;24;0;1020;246;55;39;312;10;1;2;0.0;0;0;15;0;0;0;0;0;0.0;72.0
Ankeveen-G1014;9;0;233;142;40;32;92;13;15;4;0.0;0;3;0;0;0;1;0;0;0.0;36.0
Anloo-G0105;133;0;15;1777;1152;74;74;48;56;0;12.0;0;0;0;0;0;0;0;0;35.0;219.0
Anna Paulowna-G0366;54;0;1399;1154;440;261;132;85;109;20;37.0;0;9;0;0;0;3;0;0;0.0;198.0
Apeldoorn-G0200;1573;0;8007;19215;6989;5812;10883;1299;536;1268;190.0;0;0;1140;0;0;0;0;0;0.0;4664.0
Appeltern-G0201;32;0;1574;52;10;20;127;3;0;2;0.0;0;0;10;0;0;0;0;0;0.0;110.0
Appingedam-G0003;190;0;114;2249;600;958;850;172;199;0;59.0;0;0;0;0;0;0;0;0;0.0;299.0
Arcen en Velden-G0885;39;0;2583;67;0;0;0;0;0;0;0.0;0;0;0;19;0;0;0;0;0.0;64.0
Arkel-G0487;39;0;32;660;204;147;81;10;4;29;2.0;0;4;0;0;0;0;0;0;0.0;61.0
Arnemuiden-G0649;46;0;5;303;34;267;257;8;4;487;6.0;0;0;0;0;0;0;0;0;0.0;132.0
Arnhem-G0202;2143;0;20489;25644;7569;4090;5331;1458;1070;359;218.0;0;0;556;0;0;0;0;0;0.0;4302.0
Asperen-G0488;15;0;12;248;107;243;164;6;1;143;2.0;0;2;0;0;0;0;0;0;0.0;74.0
Assen-G0106;458;0;657;7232;2474;2250;1390;359;322;0;607.0;0;0;0;0;0;0;0;0;62.0;1286.0
Assendelft-G0367;58;0;1577;1144;210;116;70;254;442;0;21.0;0;16;0;0;0;6;0;0;0.0;196.0
Asten-G0743;62;0;4295;124;31;0;0;7;4;0;0.0;33;0;0;0;0;0;0;0;0.0;105.0
Avenhorn-G0368;4;0;450;222;88;8;13;26;7;0;0.0;0;0;0;0;0;1;0;0;0.0;33.0
Avereest-G0143;101;0;638;1383;570;1191;1885;32;17;33;31.0;0;31;0;0;0;0;0;0;0.0;678.0
Axel-G0650;112;0;906;917;350;689;687;34;4;169;417.0;0;0;0;0;0;0;0;0;0.0;263.0
Baarderadeel-G0061;24;0;123;1327;542;356;330;77;9;8;2.0;0;0;0;0;0;0;0;0;0.0;174.0
Baarland-G0651;12;0;95;75;27;76;101;0;8;34;0.0;0;0;0;0;0;0;0;0;0.0;36.0
Baarle-Nassau-G0744;40;0;1942;73;17;0;0;3;7;0;0.0;30;0;0;0;2;0;0;0;0.0;71.0
Baarn-G0308;303;0;2109;3435;2087;1885;1110;385;127;251;84.0;0;0;0;0;0;0;66;17;0.0;1132.0
Baexem-G0886;10;0;735;5;0;0;0;0;2;0;0.0;0;0;0;1;0;0;0;0;0.0;
Baflo-G0004;19;0;8;524;210;715;109;20;14;0;41.0;0;0;0;0;0;0;0;0;0.0;64.0
Bakel en Milheeze-G0745;59;0;2525;97;28;0;0;8;2;0;0.0;19;0;0;0;0;0;0;0;0.0;3.0
Barendrecht-G0489;64;0;108;1172;708;1535;635;44;15;393;51.0;0;17;0;0;0;0;0;0;0.0;287.0
Barneveld-G0203;170;0;629;1671;610;2254;3932;56;19;1914;75.0;0;0;278;0;0;0;0;0;0.0;1076.0
Barradeel-G0062;40;0;27;1105;246;1127;1137;76;13;3;37.0;0;0;0;0;0;0;0;0;0.0;153.0
Barsingerhorn-G0369;23;0;76;507;207;37;33;74;66;2;0.0;0;8;0;0;0;1;0;0;0.0;103.0
Barwoutswaarder-G1017;8;0;94;79;17;95;154;0;7;35;1.0;0;3;0;0;0;0;0;0;0.0;24.0
Batenburg-G0204;8;0;231;18;4;7;30;0;0;1;0.0;0;0;2;0;0;0;0;0;0.0;28.0
Bathmen-G0144;29;0;36;422;534;24;297;7;15;5;3.0;0;27;0;0;0;0;0;0;0.0;75.0
Bedum-G0005;50;0;217;992;385;1757;193;56;13;0;468.0;0;0;0;0;0;0;0;0;0.0;192.0
Beegden-G0887;15;0;561;14;0;0;0;0;1;0;0.0;0;0;0;0;0;0;0;0;0.0;25.0
Beek-G0888;190;0;4571;443;101;0;0;0;19;0;0.0;0;0;0;56;0;0;0;0;0.0;215.0
Beek en Donk-G0746;70;0;2332;132;34;0;0;10;10;0;0.0;9;0;0;0;0;0;0;0;0.0;126.0
Beemster-G0370;56;0;1067;1335;678;153;117;133;84;7;0.0;0;23;0;0;0;2;0;0;0.0;195.0
Beers-G0747;8;0;1059;14;0;0;0;0;2;0;0.0;0;0;0;0;0;0;0;0;0.0;37.0
Beerta-G0006;143;0;15;744;252;25;79;81;760;0;4.0;0;0;0;0;0;0;0;0;0.0;125.0
Beesd-G0205;30;0;703;358;64;35;349;8;12;83;5.0;0;0;20;0;0;0;0;0;0.0;77.0
Beesel-G0889;132;0;3772;161;38;0;0;0;22;0;0.0;0;0;0;23;0;0;0;0;0.0;105.0
Beets-G0371;1;0;6;151;86;14;13;6;6;2;0.0;0;0;0;0;0;0;0;0;0.0;31.0
Beilen-G0107;154;0;64;2298;879;1217;1099;74;35;0;118.0;0;0;0;0;0;0;0;0;47.0;379.0
Belfeld-G0890;56;0;1556;73;12;0;0;0;7;0;0.0;0;0;0;7;0;0;0;0;0.0;76.0
Bellingwolde-G1019;130;0;25;1833;448;164;256;85;430;0;9.0;0;0;0;0;0;0;0;0;0.0;230.0
Bemelen-G0891;3;0;162;4;0;0;0;0;1;0;0.0;0;0;0;0;0;0;0;0;0.0;0.0
Bemmel-G0206;87;0;4377;343;56;55;209;21;9;12;2.0;0;0;22;0;0;0;0;0;0.0;309.0
Bennebroek-G0372;65;0;768;357;558;392;184;59;14;10;12.0;0;42;0;0;0;1;0;0;0.0;658.0
Benschop-G0309;4;0;389;116;63;236;196;5;0;156;0.0;0;0;0;0;0;0;1;0;0.0;68.0
Benthuizen-G0490;7;0;11;141;41;88;96;3;1;296;2.0;0;4;0;0;0;0;0;0;0.0;47.0
Berg en Terblijt-G0892;61;0;1278;51;17;0;0;0;4;0;0.0;0;0;0;7;0;0;0;0;0.0;11.0
Bergambacht-G0491;43;0;21;866;342;374;183;22;48;452;2.0;0;35;0;0;0;0;0;0;0.0;141.0
Bergen-G0373;86;0;1974;1386;1329;284;167;329;79;7;5.0;0;67;0;0;0;9;0;0;0.0;474.0
Bergen-G0893;136;0;4714;164;0;0;0;0;0;0;0.0;0;0;0;50;0;0;0;0;0.0;197.0
Bergen op Zoom-G0748;838;0;12088;3609;972;0;0;0;193;0;0.0;986;0;0;0;60;0;0;0;0.0;1023.0
Bergeyk-G0749;45;0;2679;103;52;0;0;28;8;0;0.0;61;0;0;0;2;0;0;0;0.0;97.0
Bergh-G0207;257;0;6322;657;122;50;95;36;13;15;0.0;0;0;45;0;0;0;0;0;0.0;367.0
Bergharen-G0208;18;0;837;38;10;7;93;1;0;1;1.0;0;0;5;0;0;0;0;0;0.0;57.0
Berghem-G0750;51;0;1579;152;12;0;0;0;3;0;0.0;9;0;0;0;0;0;0;0;0.0;109.0
Bergschenhoek-G0492;29;0;496;396;182;194;606;15;11;92;41.0;0;14;0;0;0;0;0;0;0.0;134.0
Berkel en Rodenrijs-G0493;26;0;1779;284;311;471;778;18;1;42;338.0;0;12;0;0;0;0;0;0;0.0;153.0
Berkel-Enschot-G0751;28;0;1601;88;28;0;0;5;0;0;0.0;16;0;0;0;0;0;0;0;0.0;43.0
Berkenwoude-G0494;8;0;4;96;192;66;20;8;2;104;0.0;0;9;0;0;0;0;0;0;0.0;40.0
Berkhout-G0374;14;0;1006;446;164;22;14;60;7;2;0.0;0;1;0;0;0;1;0;0;0.0;63.0
Berlicum-G0752;46;0;2311;184;15;0;0;8;5;0;0.0;27;0;0;0;0;0;0;0;0.0;148.0
Best-G0753;139;0;4314;557;104;0;0;36;23;0;0.0;83;0;0;0;7;0;0;0;0.0;231.0
Beuningen-G0209;91;0;1846;228;69;29;68;9;0;2;0.0;0;0;23;0;0;0;0;0;0.0;124.0
Beusichem-G0210;20;0;62;502;174;42;135;9;9;68;0.0;0;0;29;0;0;0;0;0;0.0;54.0
Beverwijk-G0375;565;0;7621;6030;1419;1027;1037;943;977;30;71.0;0;147;0;0;0;33;0;0;0.0;1150.0
Bierum-G0008;37;0;6;533;193;821;631;19;15;0;13.0;0;0;0;0;0;0;0;0;0.0;154.0
Biervliet-G0652;23;0;382;371;133;35;117;3;3;26;8.0;0;0;0;0;0;0;0;0;0.0;96.0
Biggekerke-G1022;3;0;3;35;19;138;165;1;0;90;2.0;0;0;0;0;0;0;0;0;0.0;34.0
Bingelrade-G0894;18;0;346;16;3;0;0;0;0;0;0.0;0;0;0;1;0;0;0;0;0.0;7.0
Bladel en Netersel-G0754;25;0;2104;51;9;0;0;10;3;0;0.0;39;0;0;0;1;0;0;0;0.0;104.0
Blankenham-G0145;1;0;18;93;84;15;67;0;0;0;0.0;0;0;0;0;0;0;0;0;0.0;13.0
Blaricum-G0376;91;0;1042;524;926;155;132;254;41;7;3.0;0;48;0;0;0;3;0;0;0.0;519.0
Bleiswijk-G0495;23;0;529;241;147;235;340;6;0;186;0.0;0;8;0;0;0;0;0;0;0.0;67.0
Bleskensgraaf en Hofwegen-G0496;6;0;0;106;45;238;48;2;2;243;3.0;0;1;0;0;0;0;0;0;0.0;81.0
Bloemendaal-G0377;212;0;2717;1938;3507;930;676;333;56;48;11.0;0;250;0;0;0;12;0;0;0.0;1974.0
Blokker-G0378;17;0;976;161;147;14;10;29;5;2;0.0;0;2;0;0;0;3;0;0;0.0;88.0
Blokzijl-G0146;25;0;9;308;63;154;121;15;3;4;11.0;0;2;0;0;0;0;0;0;0.0;34.0
Bocholtz-G0895;123;0;1877;196;19;0;0;0;28;0;0.0;0;0;0;10;0;0;0;0;0.0;77.0
Bodegraven-G0497;67;0;990;781;264;1190;698;46;10;308;24.0;0;17;0;0;0;0;0;0;0.0;254.0
Boekel-G0755;36;0;2730;67;21;0;0;5;3;0;0.0;11;0;0;0;0;0;0;0;0.0;156.0
Bolsward-G0064;78;0;1466;1170;195;591;624;101;22;3;5.0;0;0;0;0;0;0;0;0;0.0;237.0
Borculo-G0211;111;0;606;1552;894;300;443;74;14;8;9.0;0;0;80;0;0;0;0;0;0.0;250.0
Borger-G0108;122;0;80;3035;1000;619;747;51;103;0;34.0;0;0;0;0;0;0;0;0;47.0;326.0
Borgharen-G0896;50;0;576;79;5;0;0;0;3;0;0.0;0;0;0;9;0;0;0;0;0.0;26.0
Born-G0897;83;0;2041;96;21;0;0;0;10;0;0.0;0;0;0;11;0;0;0;0;0.0;119.0
Borne-G0147;115;0;4239;1694;271;267;541;85;122;20;11.0;0;19;0;0;0;0;0;0;0.0;270.0
Borsele-G0654;13;0;127;156;54;73;148;6;0;231;2.0;0;0;0;0;0;0;0;0;0.0;67.0
Boskoop-G0499;74;0;1111;954;696;1072;698;59;31;218;3.0;0;23;0;0;0;0;0;0;0.0;264.0
Bovenkarspel-G0379;33;0;1320;206;98;23;18;30;2;0;0.0;0;3;0;0;0;1;0;0;0.0;93.0
Boxmeer-G0756;111;0;3827;523;55;0;0;0;13;0;0.0;67;0;0;0;0;0;0;0;0.0;248.0
Boxtel-G0757;393;0;6279;1079;219;0;0;51;18;0;0.0;112;0;0;0;8;0;0;0;0.0;441.0
Brakel-G0212;89;0;13;834;56;379;417;13;0;684;15.0;0;0;119;0;0;0;0;0;0.0;350.0
Brandwijk-G0500;6;0;1;65;78;201;44;5;3;101;1.0;0;3;0;0;0;0;0;0;0.0;55.0
Breda-G0758;2287;0;35036;13145;3879;0;0;618;460;0;0.0;3144;0;0;0;171;0;0;0;0.0;3256.0
Breskens-G0655;96;0;201;930;340;108;334;24;38;18;5.0;0;0;0;0;0;0;0;0;0.0;171.0
Breukelen-G0311;76;0;771;675;392;508;695;35;17;184;66.0;0;0;0;0;0;0;9;4;0.0;202.0
Brielle-G0501;49;0;207;901;550;227;383;57;27;25;4.0;0;15;0;0;0;0;0;0;0.0;186.0
Broek in Waterland-G0380;35;0;57;378;267;55;186;44;23;3;0.0;0;15;0;0;0;3;0;0;0.0;57.0
Broekhuizen-G0898;6;0;603;10;0;0;0;0;0;0;0.0;0;0;0;2;0;0;0;0;0.0;18.0
Brouwershaven-G0656;46;0;19;965;484;289;205;19;0;72;27.0;0;0;0;0;0;0;0;0;0.0;177.0
Bruinisse-G0657;22;0;14;316;180;197;217;15;0;269;9.0;0;0;0;0;0;0;0;0;0.0;259.0
Brummen-G0213;163;0;598;4035;1013;384;1243;100;64;39;16.0;0;0;190;0;0;0;0;0;0.0;507.0
Brunssum-G0899;545;0;7946;2624;124;0;0;0;382;0;0.0;0;0;0;652;0;0;0;0;0.0;607.0
Budel-G0759;114;0;3356;290;32;0;0;13;13;0;0.0;40;0;0;0;0;0;0;0;0.0;138.0
Bunde-G0900;52;0;1195;136;34;0;0;0;13;0;0.0;0;0;0;7;0;0;0;0;0.0;77.0
Bunnik-G0312;28;0;1161;394;284;196;277;38;5;46;4.0;0;0;0;0;0;0;9;2;0.0;136.0
Bunschoten-G0313;38;0;20;234;57;2071;97;14;5;97;1625.0;0;0;0;0;0;0;4;14;0.0;163.0
Buren-G0214;24;0;67;615;101;76;280;15;4;73;1.0;0;0;33;0;0;0;0;0;0.0;79.0
Bussum-G0381;718;0;6037;5101;4615;1966;1912;833;421;218;113.0;0;380;0;0;0;28;0;0;0.0;1837.0
Buurmalsen-G0215;19;0;39;467;118;118;335;16;2;113;3.0;0;0;18;0;0;0;0;0;0.0;129.0
Cadier en Keer-G0901;38;0;703;27;4;0;0;0;9;0;0.0;0;0;0;3;0;0;0;0;0.0;50.0
Cadzand-G0658;28;0;19;267;148;15;122;14;2;5;1.0;0;0;0;0;0;0;0;0;0.0;36.0
Callantsoog-G0382;4;0;116;318;165;22;18;46;16;3;0.0;0;6;0;0;0;1;0;0;0.0;49.0
Capelle aan den IJssel-G0502;107;0;234;2232;725;564;928;166;40;991;126.0;0;30;0;0;0;0;0;0;0.0;576.0
Castricum-G0383;106;0;3214;1515;753;356;169;235;71;3;10.0;0;93;0;0;0;14;0;0;0.0;941.0
Chaam-G0760;16;0;1170;55;22;0;0;4;2;0;0.0;59;0;0;0;1;0;0;0;0.0;46.0
Clinge-G0659;92;0;1483;110;15;5;21;5;6;0;2.0;0;0;0;0;0;0;0;0;0.0;99.0
Coevorden-G0109;85;0;1351;1903;558;639;662;46;15;0;20.0;0;0;0;0;0;0;0;0;8.0;303.0
Cothen-G0314;13;0;532;28;10;11;60;4;2;18;0.0;0;0;0;0;0;0;1;0;0.0;17.0
Cuijk en Sint Agatha-G0761;112;0;3393;311;83;0;0;0;12;0;0.0;30;0;0;0;0;0;0;0;0.0;176.0
Culemborg-G0216;143;0;2557;2395;603;349;399;164;112;173;30.0;0;0;43;0;0;0;0;0;0.0;311.0
Dalen-G0110;92;0;248;969;806;111;186;12;13;0;1.0;0;0;0;0;0;0;0;0;12.0;130.0
Dalfsen-G0148;55;0;1685;672;281;400;1924;21;10;46;292.0;0;0;0;0;0;0;0;0;0.0;285.0
Dantumadeel-G0065;122;0;76;2147;429;2607;1684;159;47;509;193.0;0;0;0;0;0;0;0;0;0.0;694.0
De Bilt-G0310;332;0;2496;3615;3459;1766;1427;521;70;361;74.0;0;0;0;0;0;0;89;25;0.0;1316.0
De Lier-G0552;24;0;473;256;178;796;744;11;0;28;23.0;0;6;0;0;0;0;0;0;0.0;89.0
De Rijp-G0440;18;0;429;211;63;5;3;56;41;4;0.0;0;4;0;0;0;0;0;0;0.0;21.0
De Wijk-G0135;46;0;8;771;635;398;293;24;19;0;14.0;0;0;0;0;0;0;0;0;23.0;205.0
Deil-G0217;30;0;235;512;111;55;331;9;4;53;1.0;0;0;37;0;0;0;0;0;0.0;95.0
Delft-G0503;1202;0;10953;13281;3889;3679;3008;1215;1201;985;165.0;0;343;0;0;0;0;0;0;0.0;3176.0
Delfzijl-G0010;312;0;352;3837;1151;1229;1014;335;487;0;97.0;0;0;0;0;0;0;0;0;0.0;969.0
Den Bommel-G1024;16;0;241;199;56;206;169;6;4;101;0.0;0;4;0;0;0;0;0;0;0.0;83.0
Den Dungen-G0768;18;0;1349;77;11;0;0;0;4;0;0.0;4;0;0;0;0;0;0;0;0.0;79.0
Den Ham-G0159;122;0;361;1008;153;1414;2002;27;31;38;136.0;0;15;0;0;0;0;0;0;0.0;365.0
Den Helder-G0400;650;0;4084;10459;3373;2827;1296;972;247;196;176.0;0;203;0;0;0;39;0;0;0.0;2603.0
Denekamp-G0149;86;0;3792;338;52;55;277;18;35;0;5.0;0;0;0;0;0;0;0;0;0.0;272.0
Deurne-G0762;223;0;8478;334;63;0;0;26;26;0;0.0;217;0;0;0;0;0;0;0;0.0;302.0
Deventer-G0150;869;0;6376;13449;3737;1351;1944;1120;2098;137;109.0;0;221;0;0;0;0;0;0;0.0;2566.0
Didam-G0218;128;0;4241;239;26;15;65;13;13;7;0.0;0;0;48;0;0;0;0;0;0.0;277.0
Diemen-G0384;119;0;1118;1297;547;410;456;183;110;25;10.0;0;50;0;0;0;10;0;0;0.0;225.0
Diepenheim-G0151;34;0;120;643;293;34;120;10;5;6;2.0;0;10;0;0;0;0;0;0;0.0;117.0
Diepenveen-G0152;85;0;1611;1179;1001;168;585;58;39;11;4.0;0;39;0;0;0;0;0;0;0.0;297.0
Diessen-G0763;12;0;1078;22;7;0;0;0;0;0;0.0;8;0;0;0;1;0;0;0;0.0;30.0
Diever-G0111;42;0;29;749;432;357;90;22;2;0;14.0;0;0;0;0;0;0;0;0;8.0;86.0
Dinteloord en Prinsenland-G0764;38;0;932;423;107;0;0;0;21;0;0.0;670;0;0;0;167;0;0;0;0.0;191.0
Dinther-G1044;14;0;1335;36;3;0;0;2;4;0;0.0;26;0;0;0;0;0;0;0;0.0;46.0
Dinxperlo-G0219;93;0;521;515;158;336;978;8;6;3;0.0;0;0;21;0;0;0;0;0;0.0;181.0
Dirksland-G0504;36;0;14;464;210;431;55;15;3;415;3.0;0;5;0;0;0;0;0;0;0.0;206.0
Dodewaard-G0220;30;0;22;628;107;240;273;8;3;169;1.0;0;0;30;0;0;0;0;0;0.0;91.0
Doesburg-G0221;97;0;1382;1487;194;207;377;65;31;20;0.0;0;0;11;0;0;0;0;0;0.0;192.0
Doetinchem-G0222;347;0;4899;4786;1250;664;1480;140;82;157;0.0;0;0;108;0;0;0;0;0;0.0;965.0
Dokkum-G0066;32;0;152;1069;252;1842;590;67;9;36;30.0;0;0;0;0;0;0;0;0;0.0;166.0
Domburg-G0660;10;0;21;295;100;92;177;3;1;122;3.0;0;0;0;0;0;0;0;0;0.0;78.0
Dongen-G0766;206;0;6127;403;86;0;0;0;28;0;0.0;160;0;0;0;11;0;0;0;0.0;281.0
Doniawerstal-G0067;35;0;802;785;195;484;764;35;12;12;2.0;0;0;0;0;0;0;0;0;0.0;152.0
Doorn-G0315;103;0;385;1197;979;722;832;88;17;195;31.0;0;0;0;0;0;0;17;61;0.0;569.0
Doornspijk-G0223;61;0;99;660;168;686;699;41;7;1066;34.0;0;0;307;0;0;0;0;0;0.0;446.0
Dordrecht-G0505;1439;0;5158;20518;4869;5270;4043;1654;1011;1212;156.0;0;417;0;0;0;0;0;0;0.0;4631.0
Dreumel-G0224;32;0;1245;130;20;9;40;2;0;4;2.0;0;0;30;0;0;0;0;0;0.0;73.0
Driebergen-Rijsenburg-G0316;162;0;1153;2018;1272;1322;1129;141;24;392;67.0;0;0;0;0;0;0;45;12;0.0;657.0
Driewegen-G0661;4;0;50;84;46;61;90;3;0;11;0.0;0;0;0;0;0;0;0;0;0.0;31.0
Drunen-G0767;77;0;3302;310;66;0;0;0;0;0;0.0;97;0;0;0;8;0;0;0;0.0;196.0
Druten-G0225;132;0;3889;233;69;23;88;10;0;6;1.0;0;0;37;0;0;0;0;0;0.0;275.0
Dubbeldam-G0507;64;0;135;1011;647;469;671;31;8;121;16.0;0;25;0;0;0;0;0;0;0.0;235.0
Duiven-G0226;30;0;12;570;262;246;302;14;0;604;2.0;0;0;0;0;0;0;0;0;0.0;282.0
Duivendijke-G1050;34;0;2482;84;18;24;48;4;3;1;0.0;0;0;26;0;0;0;0;0;0.0;115.0
Dussen-G0769;50;0;1431;186;35;0;0;0;0;0;0.0;538;0;0;0;75;0;0;0;0.0;136.0
Dwingeloo-G0112;30;0;5;920;566;314;78;16;3;0;0.0;0;0;0;0;0;0;0;0;16.0;75.0
Echt-G0902;345;0;6563;360;90;0;0;0;40;0;0.0;0;0;0;41;0;0;0;0;0.0;200.0
Echteld-G0227;33;0;34;1157;197;194;289;15;3;291;5.0;0;0;46;0;0;0;0;0;0.0;153.0
Edam-Volendam-G0385;117;0;4997;852;500;166;174;159;41;7;0.0;0;36;0;0;0;3;0;0;0.0;185.0
Ede-G0228;754;0;2661;6694;2957;5392;6721;410;119;3896;147.0;0;0;897;0;0;0;0;0;0.0;2260.0
Eelde-G0113;130;0;142;1662;934;219;174;119;28;0;22.0;0;0;0;0;0;0;0;0;35.0;230.0
Eemnes-G0317;18;0;619;234;117;196;116;30;14;54;0.0;0;0;0;0;0;0;5;3;0.0;85.0
Eenrum-G0011;31;0;48;790;269;167;28;45;7;0;115.0;0;0;0;0;0;0;0;0;0.0;67.0
Eersel-G0770;28;0;2466;78;17;0;0;11;1;0;0.0;23;0;0;0;1;0;0;0;0.0;92.0
Eethen-G0771;21;0;51;262;71;0;0;0;0;0;0.0;1023;0;0;0;172;0;0;0;0.0;114.0
Egmond aan Zee-G0386;45;0;338;1316;213;125;92;111;24;2;1.0;0;14;0;0;0;5;0;0;0.0;171.0
Egmond-Binnen-G0387;15;0;1490;162;78;23;22;16;7;0;1.0;0;10;0;0;0;1;0;0;0.0;82.0
Eibergen-G0229;84;0;3045;1750;551;482;800;42;9;10;18.0;0;0;36;0;0;0;0;0;0.0;279.0
Eijgelshoven-G0904;188;0;1983;523;35;0;0;19;64;0;;0;0;0;43;0;0;0;0;0.0;150.0
Eijsden-G0905;108;0;2377;120;11;0;0;0;15;0;0.0;0;0;0;15;0;0;0;0;0.0;127.0
Eindhoven-G0772;2870;0;54064;20439;5587;0;0;1518;675;0;0.0;5510;0;0;0;229;0;0;0;0.0;4110.0
Elburg-G0230;48;0;48;375;69;285;700;11;5;349;9.0;0;0;48;0;0;0;0;0;0.0;168.0
Ellewoutsdijk-G0663;6;0;2;111;26;13;81;0;2;7;1.0;0;0;0;0;0;0;0;0;0.0;12.0
Elsloo-G0903;133;0;2286;163;17;0;0;0;13;0;0.0;0;0;0;22;0;0;0;0;0.0;94.0
Elst-G0231;122;0;4050;1332;426;309;721;48;4;53;7.0;0;0;39;0;0;0;0;0;0.0;381.0
Elten-G1055;44;0;322;128;19;25;17;4;3;2;0.0;0;0;6;0;0;0;0;0;0.0;57.0
Emmen-G0114;1573;0;6215;12418;2969;4312;3966;605;1692;0;192.0;0;0;0;0;0;0;0;0;59.0;2253.0
Empel en Meerwijk-G0773;4;0;562;35;3;0;0;2;1;0;0.0;8;0;0;0;0;0;0;0;0.0;35.0
Engelen-G0774;17;0;396;71;7;0;0;0;0;0;0.0;15;0;0;0;1;0;0;0;0.0;41.0
Enkhuizen-G0388;140;0;848;2123;557;1169;687;180;76;155;0.0;0;20;0;0;0;5;0;0;0.0;288.0
Enschede-G0153;2689;0;16612;25292;7754;3908;4786;1534;5671;314;1518.0;0;449;0;0;0;0;0;0;0.0;4483.0
Epe-G0232;287;0;1335;4687;1536;1000;2112;218;77;380;30.0;0;0;344;0;0;0;0;0;0.0;956.0
Ermelo-G0233;234;0;576;1852;1104;3113;4296;117;32;1740;196.0;0;0;504;0;0;0;0;0;0.0;2568.0
