RegioNaam;@invalid;@blank;VVD;CDA;PvdA;D66;GL;AOV/Unie55+;SGP;GPV/RPF;SP;GL/DG;Algemeen Ouderen Verbond (AOV);Centrumdemocraten;Gereformeerd Politiek Verbond (GPV);U55;PNL;DG;Reformatorische Politieke Federatie (RPF);FNP;RPF/SGP;NB;BOF;PNG;SGP-GPV-RPF;Natuurwetpartij (NWP);Centrumpartij;ZVV;Nieuwe Communistische Partij (NCPN);OPD;BWGB;FGF;LOGO;GB;DA;LINS;BPN;PDA;KANS;SAP;@abs
Aalburg-G0738;16;0;850;1131;349;148;52.0;113.0;;;73.0;;;53.0;;;;8.0;;;;;2.0;;1996.0;;;;;;;;;17.0;;2.0;5.0;;;;3198
Aalsmeer-G0358;10;0;3618;2049;1115;703;404.0;308.0;55.0;367.0;56.0;;;106.0;;;;113.0;;;;;;;;26.0;;;0.0;;112.0;;;;;;;;;;8083
Aalten-G0197;15;0;1411;4283;1020;654;206.0;289.0;30.0;440.0;65.0;;;18.0;;;;37.0;;;;9.0;;18.0;;37.0;15.0;;;;;;;;;;;;;;5215
Aarle-Rixtel-G0739;17;0;555;817;285;192;66.0;158.0;;;30.0;;;24.0;;;;3.0;;;;;109.0;;10.0;;;;;;;;;7.0;;1.0;0.0;;;;2139
Abcoude-G0305;19;0;1529;935;470;441;200.0;;45.0;101.0;18.0;;121.0;19.0;;20.0;;31.0;;;;12.0;;;;;8.0;;;;;;;;;;;;;7.0;2039
Achtkarspelen-G0059;21;0;1253;4556;2253;270;222.0;;;;82.0;;173.0;64.0;778.0;;;;;1277.0;867.0;79.0;;;;;;;17.0;;;239.0;;;;;;;;;8527
Akersloot-G0360;7;0;657;431;275;166;63.0;84.0;0.0;13.0;15.0;;;14.0;;;;17.0;;;;;;;;6.0;;;4.0;;86.0;;;;;;;;;;1853
Alblasserdam-G0482;25;0;1491;1267;1576;493;;280.0;1135.0;569.0;93.0;148.0;;84.0;;;;;;;;13.0;;;;;25.0;;;;;;;;;;;8.0;;;5737
Albrandswaard-G0613;8;0;2559;1291;779;567;;248.0;138.0;217.0;82.0;196.0;;55.0;;;;;;;;13.0;;;;;31.0;;;;;;;;;;;5.0;;;5434
Alkemade-G0483;10;0;1933;1856;532;365;;220.0;9.0;32.0;81.0;355.0;;54.0;;;;;;;;14.0;;;;;13.0;;;;;;;;;;;1.0;;;5089
Alkmaar-G0361;53;0;8206;5045;6550;3220;2860.0;1724.0;48.0;568.0;1338.0;;;353.0;;;;338.0;;;;;;;;163.0;;;89.0;;199.0;;;;;;;;;;36486
Almelo-G0141;85;0;5648;5617;5328;2037;875.0;;90.0;;354.0;;746.0;308.0;311.0;436.0;;172.0;458.0;;;;;;;;;;50.0;;;;90.0;;;;;;;;24345
Almere-G0034;88;0;12357;2368;5663;4584;2481.0;2606.0;62.0;;;;;493.0;319.0;;;;289.0;;;;;;;336.0;;;;;;;;;;;24.0;;;;39243
Alphen aan den Rijn-G0484;30;0;7627;4655;2863;2754;;960.0;513.0;1378.0;1317.0;1236.0;;153.0;;;;;;;;52.0;;;;;61.0;;;;;;;;;;;3.0;;;24985
Alphen en Riel-G0741;9;0;681;1090;201;186;65.0;97.0;;;27.0;;;16.0;;;;7.0;;;;;16.0;;5.0;;;;;;;;;16.0;;5.0;2.0;;;;2259
Ambt Delden-G0142;3;0;637;1605;175;91;26.0;;2.0;;12.0;;36.0;13.0;5.0;18.0;;6.0;11.0;;;;;;;;;;0.0;;;;83.0;;;;;;;;1224
Ambt Montfort-G1679;14;0;1104;1541;554;226;199.0;;;;38.0;;103.0;63.0;;165.0;230.0;;;;;40.0;;;;51.0;;;;;;;;;;;;;80.0;;4147
Ameland-G0060;4;0;380;549;312;69;32.0;;;;15.0;;47.0;6.0;5.0;;;;;3.0;9.0;7.0;;;;;;;1.0;;;212.0;;;;;;;;;930
Amerongen-G0306;0;0;1012;714;372;264;100.0;;400.0;209.0;26.0;;76.0;10.0;;32.0;;10.0;;;;14.0;;;;;4.0;;;;;;;;;;;;;3.0;2243
Amersfoort-G0307;58;0;11631;7460;6359;5249;3529.0;;742.0;3285.0;464.0;;1449.0;194.0;;776.0;;227.0;;;;391.0;;;;;69.0;;;;;;;;;;;;;117.0;41197
Ammerzoden-G0198;5;0;460;730;174;128;25.0;58.0;32.0;39.0;8.0;;;12.0;;;;17.0;;;;1.0;;82.0;;0.0;6.0;;;;;;;;;;;;;;1673
Amstelveen-G0362;51;0;13346;4732;4931;3740;2117.0;1767.0;71.0;478.0;335.0;;;232.0;;;;325.0;;;;;;;;105.0;;;0.0;;469.0;;;;;;;;;;24993
Amsterdam-G0363;961;0;55956;15329;52243;23771;25981.0;14372.0;280.0;1693.0;6422.0;;;4848.0;;;;4441.0;;;;;;;;799.0;;;1134.0;;720.0;;;;;;;;;;297335
Andijk-G0364;0;0;554;778;345;145;135.0;87.0;32.0;268.0;25.0;;;31.0;;;;16.0;;;;;;;;0.0;;;4.0;;9.0;;;;;;;;;;2015
Angerlo-G0199;12;0;442;637;381;172;82.0;72.0;7.0;7.0;18.0;;;6.0;;;;19.0;;;;1.0;;92.0;;8.0;0.0;;;;;;;;;;;;;;1590
Anloo-G0105;11;0;1224;230;1105;423;197.0;172.0;5.0;;50.0;;;;43.0;;;;18.0;;;;;;;;;;;234.0;;;;;;;;;;;2521
Anna Paulowna-G0366;13;0;1905;965;713;363;99.0;170.0;11.0;86.0;33.0;;;57.0;;;;15.0;;;;;;;;14.0;;;17.0;;11.0;;;;;;;;;;5164
Apeldoorn-G0200;0;0;14804;11512;9123;5962;2506.0;3316.0;2045.0;2694.0;555.0;;;237.0;;;;307.0;;;;58.0;;571.0;;198.0;120.0;;;;;;;;;;;;;;59909
Appingedam-G0003;3;0;799;1105;1516;413;97.0;;;;143.0;;334.0;47.0;130.0;60.0;;41.0;;;94.0;;;;;;;;36.0;;;;;;;;;;;;4884
Arcen en Velden-G0885;0;0;814;1761;338;222;196.0;;;;26.0;;102.0;26.0;;59.0;108.0;;;;;10.0;;;;7.0;;;;;;;;;;;;;5.0;;2938
Arnemuiden-G0649;10;0;303;347;204;47;16.0;;542.0;506.0;;;24.0;21.0;;25.0;;;;;;;;;;4.0;;3.0;;;;;;;25.0;;16.0;;;;1307
Arnhem-G0202;182;0;11579;7202;9415;6336;4004.0;2897.0;152.0;1134.0;1843.0;;;307.0;;;;396.0;;;;103.0;;202.0;;205.0;131.0;;;;;;;;;;;;;;56370
Assen-G0106;49;0;4675;3539;5950;2446;1361.0;978.0;27.0;;478.0;;;;1812.0;;;;473.0;;;;;;;;;;;602.0;;;;;;;;;;;17132
Asten-G0743;17;0;1761;2380;619;626;239.0;331.0;;;90.0;;;51.0;;;;16.0;;;;;22.0;;21.0;;;;;;;;;17.0;;1.0;0.0;;;;5634
Avereest-G0143;15;0;1464;2197;980;387;98.0;;64.0;;37.0;;167.0;60.0;234.0;54.0;;18.0;294.0;;;;;;;;;;0.0;;;;36.0;;;;;;;;4855
Axel-G0650;23;0;902;966;547;191;128.0;;102.0;631.0;;;122.0;56.0;;61.0;;;;;;;;;;15.0;;464.0;;;;;;;48.0;;22.0;;;;4615
Baarle-Nassau-G0744;0;0;461;1015;194;122;53.0;106.0;;;21.0;;;24.0;;;;4.0;;;;;9.0;;7.0;;;;;;;;;10.0;;2.0;0.0;;;;2385
Baarn-G0308;0;0;4224;1945;1448;1056;502.0;;122.0;514.0;129.0;;362.0;70.0;;139.0;;53.0;;;;52.0;;;;;28.0;;;;;;;;;;;;;7.0;8075
Bakel en Milheeze-G0745;19;0;628;1441;252;252;55.0;166.0;;;35.0;;;28.0;;;;6.0;;;;;58.0;;4.0;;;;;;;;;5.0;;0.0;0.0;;;;2883
Barendrecht-G0489;12;0;3002;2111;1030;1057;;283.0;865.0;652.0;102.0;311.0;;58.0;;;;;;;;20.0;;;;;28.0;;;;;;;;;;;11.0;;;6933
Barneveld-G0203;49;0;4868;5139;1233;779;276.0;342.0;4618.0;3147.0;53.0;;;116.0;;;;31.0;;;;37.0;;163.0;;24.0;23.0;;;;;;;;;;;;;;10502
Bathmen-G0144;8;0;970;499;463;270;70.0;;1.0;;15.0;;66.0;9.0;7.0;11.0;;11.0;12.0;;;;;;;;;;0.0;;;;137.0;;;;;;;;1494
Bedum-G0005;0;0;702;1752;989;483;143.0;;;;85.0;;100.0;15.0;767.0;32.0;;65.0;;;130.0;;;;;;;;6.0;;;;;;;;;;;;2461
Beek-G0888;40;0;2404;1972;732;504;489.0;;;;121.0;;233.0;66.0;;198.0;194.0;;;;;50.0;;;;66.0;;;;;;;;;;;;;9.0;;6160
Beek en Donk-G0746;18;0;593;1268;432;274;227.0;217.0;;;69.0;;;33.0;;;;8.0;;;;;46.0;;9.0;;;;;;;;;3.0;;3.0;0.0;;;;3940
Beemster-G0370;14;0;1432;710;703;324;125.0;162.0;5.0;27.0;24.0;;;21.0;;;;27.0;;;;;;;;18.0;;;6.0;;15.0;;;;;;;;;;2576
Beesel-G0889;25;0;1201;1690;679;232;142.0;;;;35.0;;162.0;255.0;;154.0;285.0;;;;;50.0;;;;60.0;;;;;;;;;;;;;23.0;;4767
Beilen-G0107;13;0;1660;1681;2091;420;212.0;182.0;27.0;;44.0;;;;225.0;;;;133.0;;;;;;;;;;;122.0;;;;;;;;;;;4639
Belfeld-G0890;3;0;403;726;307;145;47.0;;;;24.0;;62.0;28.0;;37.0;47.0;;;;;12.0;;;;23.0;;;;;;;;;;;;;2.0;;2089
Bellingwedde-G0007;0;0;793;466;1861;222;213.0;;;;102.0;;155.0;54.0;16.0;75.0;;23.0;;;126.0;;;;;;;;75.0;;;;;;;;;;;;3318
Bemmel-G0206;25;0;1591;1948;915;892;182.0;222.0;12.0;30.0;39.0;;;28.0;;;;29.0;;;;5.0;;67.0;;8.0;9.0;;;;;;;;;;;;;;6493
Bennebroek-G0372;11;0;1154;729;265;217;101.0;90.0;3.0;30.0;11.0;;;16.0;;;;28.0;;;;;;;;0.0;;;0.0;;2.0;;;;;;;;;;1489
Bergambacht-G0491;4;0;1298;653;942;302;;111.0;728.0;286.0;31.0;112.0;;29.0;;;;;;;;13.0;;;;;14.0;;;;;;;;;;;3.0;;;2436
Bergen-G0373;16;0;2627;1063;1091;708;453.0;258.0;1.0;41.0;49.0;;;40.0;;;;119.0;;;;;;;;24.0;;;6.0;;30.0;;;;;;;;;;4410
Bergen-G0893;29;0;1024;2271;731;230;88.0;;;;47.0;;147.0;31.0;;79.0;127.0;;;;;9.0;;;;21.0;;;;;;;;;;;;;4.0;;5117
Bergen op Zoom-G0748;25;0;4373;3079;1831;1455;703.0;796.0;;;267.0;;;218.0;;;;48.0;;;;;237.0;;115.0;;;;;;;;;41.0;;805.0;34.0;;;;20483
Bergeyk-G0749;14;0;884;1873;450;250;115.0;241.0;;;36.0;;;49.0;;;;11.0;;;;;28.0;;21.0;;;;;;;;;14.0;;5.0;0.0;;;;4037
Bergh-G0207;25;0;1318;2596;992;460;139.0;281.0;14.0;24.0;47.0;;;44.0;;;;30.0;;;;12.0;;463.0;;14.0;13.0;;;;;;;;;;;;;;7491
Bergschenhoek-G0492;7;0;1241;952;305;315;;161.0;49.0;284.0;36.0;116.0;;40.0;;;;;;;;21.0;;;;;14.0;;;;;;;;;;;3.0;;;2653
Berkel en Rodenrijs-G0493;9;0;2134;2017;541;777;;186.0;52.0;812.0;48.0;269.0;;41.0;;;;;;;;8.0;;;;;30.0;;;;;;;;;;;0.0;;;4618
Berkel-Enschot-G0751;33;0;1369;1330;421;401;168.0;198.0;;;94.0;;;34.0;;;;26.0;;;;;183.0;;35.0;;;;;;;;;34.0;;4.0;7.0;;;;3651
Berlicum-G0752;10;0;822;1255;493;253;101.0;139.0;;;149.0;;;19.0;;;;13.0;;;;;14.0;;8.0;;;;;;;;;9.0;;4.0;0.0;;;;3377
Bernheze-G1721;19;0;1981;4331;924;783;311.0;331.0;;;762.0;;;50.0;;;;11.0;;;;;23.0;;18.0;;;;;;;;;25.0;;2.0;0.0;;;;10934
Bernisse-G0568;7;0;1834;1063;762;490;;126.0;107.0;117.0;40.0;139.0;;49.0;;;;;;;;15.0;;;;;15.0;;;;;;;;;;;1.0;;;4752
Best-G0753;41;0;2185;2192;989;932;199.0;520.0;;;145.0;;;137.0;;;;20.0;;;;;474.0;;113.0;;;;;;;;;32.0;;4.0;0.0;;;;9022
Beuningen-G0209;25;0;2062;1929;1218;1009;396.0;340.0;9.0;69.0;115.0;;;37.0;;;;78.0;;;;11.0;;181.0;;20.0;13.0;;;;;;;;;;;;;;9935
Beverwijk-G0375;49;0;3409;2382;2601;1166;720.0;1104.0;21.0;119.0;190.0;;;251.0;;;;247.0;;;;;;;;68.0;;;40.0;;127.0;;;;;;;;;;14401
Binnenmaas-G0585;16;0;2905;1425;1449;636;;240.0;725.0;264.0;66.0;289.0;;67.0;;;;;;;;23.0;;;;;22.0;;;;;;;;;;;2.0;;;6441
Bladel en Netersel-G0754;8;0;888;1407;504;260;98.0;223.0;;;47.0;;;38.0;;;;13.0;;;;;19.0;;16.0;;;;;;;;;20.0;;1.0;0.0;;;;4414
Blaricum-G0376;11;0;2239;682;575;546;184.0;260.0;10.0;75.0;26.0;;;35.0;;;;40.0;;;;;;;;15.0;;;2.0;;101.0;;;;;;;;;;2864
Bleiswijk-G0495;2;0;1477;1214;356;353;;86.0;110.0;213.0;33.0;78.0;;33.0;;;;;;;;6.0;;;;;4.0;;;;;;;;;;;3.0;;;2912
Bloemendaal-G0377;28;0;4653;1463;884;907;430.0;270.0;21.0;88.0;28.0;;;45.0;;;;106.0;;;;;;;;0.0;;;8.0;;13.0;;;;;;;;;;4140
Boarnsterhim-G0055;20;0;2005;1397;2591;651;267.0;;;;68.0;;304.0;21.0;17.0;;;;;1148.0;93.0;34.0;;;;;;;23.0;;;138.0;;;;;;;;;4824
Bodegraven-G0497;24;0;2035;2022;760;647;;293.0;576.0;585.0;56.0;244.0;;39.0;;;;;;;;21.0;;;;;21.0;;;;;;;;;;;4.0;;;6187
Boekel-G0755;15;0;539;2052;302;203;96.0;150.0;;;167.0;;;23.0;;;;9.0;;;;;65.0;;14.0;;;;;;;;;12.0;;1.0;0.0;;;;3164
Bolsward-G0064;0;0;642;1604;760;213;194.0;;;;91.0;;106.0;6.0;31.0;;;;;141.0;94.0;7.0;;;;;;;6.0;;;87.0;;;;;;;;;3464
Borculo-G0211;19;0;1700;1061;1167;379;96.0;159.0;2.0;57.0;44.0;;;12.0;;;;21.0;;;;3.0;;140.0;;3.0;3.0;;;;;;;;;;;;;;2877
Borger-G0108;25;0;1476;1086;1883;517;172.0;230.0;12.0;;73.0;;;;83.0;;;;91.0;;;;;;;;;;;140.0;;;;;;;;;;;4337
Born-G0897;44;0;916;3181;868;344;257.0;;;;82.0;;301.0;55.0;;169.0;200.0;;;;;33.0;;;;69.0;;;;;;;;;;;;;20.0;;4526
Borne-G0147;15;0;2307;3484;1470;846;361.0;;10.0;;74.0;;131.0;48.0;55.0;107.0;;67.0;52.0;;;;;;;;;;7.0;;;;25.0;;;;;;;;7211
Borsele-G0654;34;0;1881;2246;1003;537;294.0;;1502.0;359.0;;;397.0;73.0;;132.0;;;;;;;;;;32.0;;36.0;;;;;;;343.0;;31.0;;;;6839
Boskoop-G0499;27;0;2096;1691;578;575;;240.0;333.0;369.0;69.0;315.0;;68.0;;;;;;;;14.0;;;;;24.0;;;;;;;;;;;1.0;;;4391
Boxmeer-G0756;36;0;1674;2852;1211;616;235.0;491.0;;;418.0;;;57.0;;;;17.0;;;;;590.0;;36.0;;;;;;;;;12.0;;2.0;0.0;;;;6924
Boxtel-G0757;19;0;1938;2186;1208;913;373.0;578.0;;;496.0;;;58.0;;;;41.0;;;;;22.0;;59.0;;;;;;;;;31.0;;2.0;0.0;;;;10995
Brakel-G0212;11;0;500;625;400;93;53.0;47.0;891.0;275.0;8.0;;;9.0;;;;3.0;;;;2.0;;13.0;;2.0;14.0;;;;;;;;;;;;;;2023
Breda-G0758;103;0;12234;8652;6881;5907;3212.0;2405.0;;;1021.0;;;498.0;;;;184.0;;;;;153.0;;382.0;;;;;;;;;287.0;;431.0;41.0;;;;56783
Brederwiede-G0194;13;0;1087;1671;1000;444;104.0;;50.0;;28.0;;278.0;30.0;562.0;26.0;;16.0;192.0;;;;;;;;;;5.0;;;;38.0;;;;;;;;3455
Breukelen-G0311;18;0;1997;1537;585;621;426.0;;535.0;386.0;36.0;;177.0;32.0;;71.0;;20.0;;;;18.0;;;;;13.0;;;;;;;;;;;;;8.0;4034
Brielle-G0501;5;0;2570;885;1045;727;;284.0;47.0;80.0;74.0;186.0;;52.0;;;;;;;;11.0;;;;;17.0;;;;;;;;;;;3.0;;;6174
Broekhuizen-G0898;0;0;198;398;73;41;28.0;;;;8.0;;24.0;9.0;;10.0;1.0;;;;;6.0;;;;14.0;;;;;;;;;;;;;2.0;;603
Brouwershaven-G0656;3;0;583;257;449;186;47.0;;44.0;113.0;;;68.0;16.0;;13.0;;;;;;;;;;19.0;;0.0;;;;;;;30.0;;0.0;;;;1163
Bruinisse-G0657;5;0;472;301;237;77;18.0;;384.0;103.0;;;30.0;17.0;;13.0;;;;;;;;;;3.0;;2.0;;;;;;;16.0;;5.0;;;;1033
Brummen-G0213;36;0;2468;1443;2120;1037;279.0;413.0;31.0;107.0;66.0;;;41.0;;;;38.0;;;;17.0;;30.0;;72.0;10.0;;;;;;;;;;;;;;7643
Brunssum-G0899;19;0;1915;2533;1520;635;273.0;;;;741.0;;339.0;226.0;;532.0;432.0;;;;;47.0;;;;93.0;;;;;;;;;;;;;15.0;;14131
Budel-G0759;22;0;798;1398;472;472;66.0;279.0;;;41.0;;;50.0;;;;12.0;;;;;12.0;;24.0;;;;;;;;;9.0;;5.0;0.0;;;;5690
Bunnik-G0312;13;0;2443;1813;858;724;752.0;;110.0;144.0;61.0;;188.0;20.0;;70.0;;24.0;;;;46.0;;;;;8.0;;;;;;;;;;;;;2.0;3407
Bunschoten-G0313;29;0;1277;2195;283;225;74.0;;350.0;3825.0;8.0;;76.0;35.0;;32.0;;8.0;;;;83.0;;;;;13.0;;;;;;;;;;;;;1.0;4601
Buren-G0214;11;0;2019;565;764;516;152.0;69.0;148.0;49.0;32.0;;;40.0;;;;11.0;;;;37.0;;37.0;;9.0;17.0;;;;;;;;;;;;;;3127
Bussum-G0381;28;0;5460;2191;1891;1402;781.0;720.0;81.0;343.0;105.0;;;96.0;;;;99.0;;;;;;;;36.0;;;15.0;;18.0;;;;;;;;;;11032
Capelle aan den IJssel-G0502;53;0;6749;2428;3288;2188;;1192.0;1795.0;1125.0;357.0;750.0;;234.0;;;;;;;;47.0;;;;;91.0;;;;;;;;;;;22.0;;;25014
Castricum-G0383;31;0;3583;1946;1859;1245;871.0;348.0;9.0;88.0;101.0;;;82.0;;;;91.0;;;;;;;;72.0;;;13.0;;242.0;;;;;;;;;;7056
Chaam-G0760;12;0;541;555;179;101;26.0;75.0;;;20.0;;;19.0;;;;3.0;;;;;22.0;;1.0;;;;;;;;;14.0;;1.0;2.0;;;;1324
Coevorden-G0109;14;0;1159;1763;1562;457;147.0;209.0;7.0;;43.0;;;;26.0;;;;97.0;;;;;;;;;;;49.0;;;;;;;;;;;5889
Cothen-G0314;0;0;322;368;88;85;50.0;;29.0;14.0;2.0;;15.0;6.0;;13.0;;1.0;;;;1.0;;;;;2.0;;;;;;;;;;;;;1.0;953
Cromstrijen-G0611;3;0;1759;890;982;525;;155.0;449.0;163.0;37.0;149.0;;53.0;;;;;;;;18.0;;;;;8.0;;;;;;;;;;;5.0;;;4376
Cuijk en Sint Agatha-G0761;33;0;1917;2639;1457;730;300.0;443.0;;;160.0;;;104.0;;;;23.0;;;;;289.0;;13.0;;;;;;;;;36.0;;6.0;0.0;;;;8713
Culemborg-G0216;9;0;3025;1785;1769;1334;458.0;377.0;155.0;183.0;670.0;;;70.0;;;;47.0;;;;220.0;;41.0;;25.0;24.0;;;;;;;;;;;;;;6603
Dalen-G0110;6;0;905;438;627;197;46.0;94.0;3.0;;14.0;;;;9.0;;;;26.0;;;;;;;;;;;106.0;;;;;;;;;;;1869
Dalfsen-G0148;17;0;1556;3333;789;484;120.0;;46.0;;33.0;;124.0;31.0;847.0;52.0;;66.0;202.0;;;;;;;;;;1.0;;;;82.0;;;;;;;;3955
Dantumadeel-G0065;12;0;867;2953;1443;271;205.0;;;;65.0;;143.0;8.0;314.0;;;;;483.0;1325.0;71.0;;;;;;;26.0;;;90.0;;;;;;;;;6146
De Bilt-G0310;47;0;6566;2531;2344;2124;1151.0;;199.0;578.0;164.0;;371.0;48.0;;289.0;;60.0;;;;40.0;;;;;30.0;;;;;;;;;;;;;5.0;8982
De Lier-G0552;4;0;1530;1905;239;198;;87.0;15.0;177.0;6.0;58.0;;47.0;;;;;;;;16.0;;;;;8.0;;;;;;;;;;;0.0;;;3331
De Marne-G1663;9;0;920;1363;1352;215;264.0;;;;82.0;;211.0;16.0;556.0;37.0;;157.0;;;118.0;;;;;;;;5.0;;;;;;;;;;;;3030
De Ronde Venen-G0736;0;0;5115;3849;1051;1205;513.0;;317.0;687.0;54.0;;370.0;63.0;;105.0;;35.0;;;;129.0;;;;;27.0;;;;;;;;;;;;;1.0;11012
De Wijk-G0135;9;0;787;448;587;160;61.0;74.0;6.0;;15.0;;;;57.0;;;;16.0;;;;;;;;;;;395.0;;;;;;;;;;;1300
Delft-G0503;131;0;9148;5514;6926;5011;;1486.0;426.0;1116.0;992.0;3609.0;;408.0;;;;;;;;87.0;;;;;79.0;;;;;;;;;;;12.0;;;36778
Delfzijl-G0010;21;0;2475;2462;3665;909;296.0;;;;330.0;;652.0;115.0;290.0;137.0;;126.0;;;388.0;;;;;;;;81.0;;;;;;;;;;;;11503
Den Dungen-G0768;5;0;283;671;256;128;37.0;90.0;;;39.0;;;12.0;;;;7.0;;;;;8.0;;2.0;;;;;;;;;12.0;;0.0;0.0;;;;1695
Den Ham-G0159;17;0;753;3365;840;191;76.0;;71.0;;24.0;;52.0;35.0;427.0;36.0;;24.0;484.0;;;;;;;;;;4.0;;;;5.0;;;;;;;;4470
Den Helder-G0400;71;0;7344;2794;3421;1769;701.0;1206.0;94.0;924.0;232.0;;;270.0;;;;77.0;;;;;;;;72.0;;;28.0;;36.0;;;;;;;;;;26976
Denekamp-G0149;20;0;923;3368;531;251;63.0;;1.0;;21.0;;111.0;25.0;12.0;67.0;;22.0;11.0;;;;;;;;;;3.0;;;;25.0;;;;;;;;3857
Deurne-G0762;16;0;2269;4093;1007;804;405.0;650.0;;;168.0;;;85.0;;;;52.0;;;;;46.0;;39.0;;;;;;;;;14.0;;9.0;0.0;;;;13370
Deventer-G0150;32;0;5251;3367;5914;2627;1756.0;;57.0;;482.0;;940.0;171.0;241.0;339.0;;243.0;256.0;;;;;;;;;;42.0;;;;230.0;;;;;;;;29314
Didam-G0218;0;0;1138;2623;890;484;162.0;238.0;8.0;14.0;37.0;;;36.0;;;;26.0;;;;17.0;;479.0;;15.0;17.0;;;;;;;;;;;;;;6446
Diemen-G0384;8;0;3331;965;1592;1031;632.0;418.0;8.0;89.0;143.0;;;122.0;;;;173.0;;;;;;;;27.0;;;0.0;;17.0;;;;;;;;;;8694
Diepenheim-G0151;0;0;471;257;436;116;34.0;;5.0;;13.0;;28.0;8.0;3.0;15.0;;6.0;6.0;;;;;;;;;;2.0;;;;40.0;;;;;;;;704
Diepenveen-G0152;17;0;1524;1795;825;434;156.0;;5.0;;24.0;;151.0;13.0;12.0;31.0;;43.0;40.0;;;;;;;;;;1.0;;;;176.0;;;;;;;;3002
Diessen-G0763;4;0;328;795;155;98;48.0;66.0;;;12.0;;;16.0;;;;4.0;;;;;19.0;;5.0;;;;;;;;;5.0;;2.0;1.0;;;;1518
Diever-G0111;2;0;493;343;509;157;66.0;59.0;2.0;;20.0;;;;24.0;;;;25.0;;;;;;;;;;;151.0;;;;;;;;;;;999
Dinteloord en Prinsenland-G0764;0;0;574;502;326;120;36.0;84.0;;;23.0;;;25.0;;;;6.0;;;;;8.0;;310.0;;;;;;;;;9.0;;4.0;5.0;;;;2394
Dinxperlo-G0219;13;0;575;1475;496;207;49.0;93.0;12.0;72.0;21.0;;;16.0;;;;11.0;;;;0.0;;12.0;;8.0;2.0;;;;;;;;;;;;;;3042
Dirksland-G0504;11;0;699;481;493;156;;101.0;979.0;312.0;29.0;51.0;;33.0;;;;;;;;5.0;;;;;25.0;;;;;;;;;;;0.0;;;2376
Dodewaard-G0220;3;0;335;323;338;118;44.0;42.0;242.0;107.0;11.0;;;7.0;;;;0.0;;;;2.0;;94.0;;3.0;6.0;;;;;;;;;;;;;;1363
Doesburg-G0221;0;0;898;831;937;439;121.0;118.0;19.0;98.0;444.0;;;17.0;;;;16.0;;;;6.0;;10.0;;19.0;6.0;;;;;;;;;;;;;;3928
Doetinchem-G0222;51;0;4162;3971;3658;1825;973.0;933.0;237.0;376.0;301.0;;;87.0;;;;62.0;;;;41.0;;149.0;;43.0;25.0;;;;;;;;;;;;;;16188
Domburg-G0660;3;0;505;465;265;122;63.0;;305.0;112.0;;;75.0;8.0;;36.0;;;;;;;;;;9.0;;2.0;;;;;;;57.0;;3.0;;;;943
Dongen-G0766;18;0;1634;2235;1145;652;185.0;276.0;;;1025.0;;;55.0;;;;26.0;;;;;29.0;;58.0;;;;;;;;;34.0;;4.0;8.0;;;;8843
Dongeradeel-G0058;14;0;1340;5365;1492;443;242.0;;;;82.0;;197.0;28.0;307.0;;;;;626.0;703.0;111.0;;;;;;;10.0;;;78.0;;;;;;;;;6868
Doorn-G0315;0;0;2038;938;555;522;294.0;;210.0;188.0;18.0;;154.0;16.0;;53.0;;20.0;;;;11.0;;;;;5.0;;;;;;;;;;;;;3.0;3196
Dordrecht-G0505;67;0;10461;5835;7393;4035;;1852.0;1552.0;1749.0;621.0;2165.0;;623.0;;;;;;;;116.0;;;;;112.0;;;;;;;;;;;267.0;;;46617
Drechterland-G0498;4;0;1176;1003;432;359;140.0;122.0;3.0;39.0;20.0;;;24.0;;;;30.0;;;;;;;;0.0;;;2.0;;48.0;;;;;;;;;;3164
Driebergen-Rijsenburg-G0316;0;0;2885;1621;1047;993;621.0;;306.0;491.0;43.0;;351.0;35.0;;63.0;;78.0;;;;30.0;;;;;12.0;;;;;;;;;;;;;11.0;5460
Dronten-G0303;21;0;3890;3186;1446;852;500.0;655.0;144.0;;;;;122.0;660.0;;;;504.0;;;;;;;77.0;;;;;;;;;;;5.0;;;;8994
Drunen-G0767;20;0;1830;1784;835;579;170.0;504.0;;;186.0;;;91.0;;;;20.0;;;;;477.0;;57.0;;;;;;;;;34.0;;3.0;6.0;;;;7021
Druten-G0225;21;0;1295;1538;1009;526;138.0;241.0;12.0;12.0;70.0;;;20.0;;;;18.0;;;;15.0;;471.0;;13.0;14.0;;;;;;;;;;;;;;5998
Duiveland-G0662;2;0;705;373;401;132;27.0;;860.0;163.0;;;76.0;13.0;;13.0;;;;;;;;;;8.0;;1.0;;;;;;;21.0;;2.0;;;;1368
Duiven-G0226;21;0;2580;1954;1293;1256;344.0;423.0;6.0;145.0;98.0;;;50.0;;;;49.0;;;;9.0;;82.0;;30.0;11.0;;;;;;;;;;;;;;8882
Dussen-G0769;4;0;545;791;311;173;45.0;91.0;;;24.0;;;37.0;;;;7.0;;;;;40.0;;203.0;;;;;;;;;12.0;;0.0;1.0;;;;2486
Dwingeloo-G0112;6;0;593;420;551;148;81.0;39.0;6.0;;22.0;;;;23.0;;;;24.0;;;;;;;;;;;136.0;;;;;;;;;;;1004
Echt-G0902;52;0;1213;2178;795;271;426.0;;;;86.0;;130.0;115.0;;1295.0;1027.0;;;;;43.0;;;;61.0;;;;;;;;;;;;;30.0;;6854
