RegioNaam;@invalid;@blank;PvdA;KVP;ARP;VVD;CHU;Communistische Partij van Nederland;SGP;Gereformeerd Politiek Verbond (GPV);Nationale Unie (Algemeen Christelijk);Nederlandse Oppositie Unie;@abs
Giessen-G0783;4;;35;;81.0;14.0;136.0;;27.0;20.0;;;42.0
Giessendam-G1063;40;;520;4.0;577.0;250.0;290.0;54.0;609.0;107.0;4.0;;349.0
Giessen-Nieuwkerk-G1062;9;;164;;287.0;72.0;89.0;2.0;63.0;1.0;;1.0;18.0
Gieten-G0116;76;;1385;31.0;96.0;503.0;231.0;32.0;;5.0;;20.0;75.0
Giethoorn-G0155;30;;821;17.0;89.0;189.0;209.0;111.0;6.0;22.0;;2.0;64.0
Gilze en Rijen-G0784;85;;448;5884.0;101.0;124.0;60.0;13.0;8.0;1.0;21.0;21.0;37.0
Goedereede-G0511;17;;232;2.0;182.0;72.0;25.0;3.0;114.0;;;;113.0
Goes-G0664;121;;2766;1254.0;989.0;723.0;1556.0;22.0;368.0;46.0;37.0;12.0;385.0
Goirle-G0785;82;;308;3537.0;22.0;39.0;12.0;10.0;2.0;;7.0;6.0;87.0
Goor-G0156;55;;2045;945.0;121.0;260.0;171.0;135.0;11.0;13.0;2.0;14.0;85.0
Gorinchem-G0512;216;;5261;1133.0;1427.0;1218.0;673.0;247.0;261.0;40.0;21.0;15.0;566.0
Gorssel-G0239;93;;2317;373.0;823.0;1122.0;1404.0;83.0;16.0;4.0;30.0;114.0;313.0
Gouda-G0513;527;;9188;5059.0;2549.0;2396.0;1583.0;1116.0;895.0;140.0;72.0;25.0;808.0
Gouderak-G0514;18;;395;21.0;249.0;191.0;49.0;9.0;185.0;;1.0;1.0;75.0
Goudriaan-G0515;2;;43;;179.0;55.0;15.0;;59.0;;2.0;3.0;15.0
Goudswaard-G0516;6;;157;4.0;111.0;86.0;47.0;1.0;316.0;1.0;4.0;2.0;76.0
Graauw en Langendam-G0665;29;;82;779.0;10.0;2.0;1.0;;;;1.0;4.0;62.0
Graft-G0389;7;;307;212.0;10.0;67.0;15.0;38.0;1.0;;1.0;1.0;19.0
Gramsbergen-G0157;30;;927;63.0;740.0;169.0;735.0;4.0;6.0;37.0;2.0;2.0;62.0
Grathem-G0909;4;;16;956.0;;2.0;2.0;;;;1.0;1.0;
Grave-G0786;31;;220;2182.0;54.0;42.0;20.0;4.0;3.0;2.0;3.0;11.0;333.0
Grevenbicht-G0910;21;;213;969.0;2.0;6.0;28.0;5.0;;1.0;9.0;7.0;104.0
Grijpskerk-G0016;18;;328;15.0;1143.0;234.0;153.0;5.0;9.0;107.0;1.0;7.0;40.0
Grijpskerke-G1067;4;;29;3.0;268.0;4.0;100.0;;45.0;6.0;;;25.0
Groede-G0667;27;;523;196.0;55.0;305.0;125.0;5.0;6.0;2.0;;4.0;82.0
Groenlo-G0240;46;;412;2401.0;25.0;56.0;61.0;6.0;;;3.0;11.0;46.0
Groesbeek-G0241;232;;941;5099.0;69.0;114.0;126.0;41.0;3.0;1.0;28.0;13.0;
Groningen-G0014;2105;;33332;6996.0;8869.0;10736.0;6353.0;6906.0;208.0;3403.0;286.0;403.0;5832.0
Gronsveld-G0911;11;;37;1255.0;1.0;3.0;;2.0;;;;2.0;
Groot-Ammers-G0520;14;;205;9.0;300.0;182.0;38.0;5.0;208.0;8.0;2.0;2.0;73.0
Grootebroek-G0391;14;;187;2223.0;6.0;35.0;4.0;30.0;1.0;;;5.0;27.0
Grootegast-G0015;57;;991;30.0;2361.0;233.0;462.0;47.0;7.0;177.0;2.0;6.0;156.0
Grubbenvorst-G0912;11;;41;1675.0;;3.0;1.0;;;;;1.0;10.0
Gulpen-G0913;36;;281;1611.0;4.0;26.0;15.0;10.0;;1.0;7.0;1.0;
Haaften-G0242;27;;763;8.0;183.0;37.0;385.0;2.0;189.0;4.0;1.0;3.0;76.0
Haaksbergen-G0158;70;;1272;4597.0;74.0;511.0;68.0;49.0;2.0;4.0;9.0;4.0;99.0
Haamstede-G1068;15;;321;27.0;189.0;199.0;198.0;4.0;71.0;5.0;3.0;;65.0
Haaren-G0788;9;;42;1419.0;;4.0;;;;;;;25.0
Haarlem-G0392;2421;;37442;25224.0;6442.0;10674.0;4130.0;6882.0;426.0;256.0;754.0;372.0;5058.0
Haarlemmerliede en Spaarnwoude-G0393;29;;362;1147.0;167.0;219.0;108.0;90.0;17.0;3.0;1.0;7.0;86.0
Haarlemmermeer-G0394;373;;5926;4965.0;3728.0;1423.0;2957.0;929.0;391.0;190.0;74.0;27.0;1009.0
Haastrecht-G0521;20;;330;557.0;162.0;185.0;62.0;5.0;62.0;4.0;1.0;;37.0
Haelen-G0914;15;;81;1569.0;3.0;3.0;3.0;4.0;;;2.0;3.0;50.0
Hagestein-G0522;5;;52;181.0;34.0;39.0;93.0;;94.0;;;;24.0
Halsteren-G0789;143;;679;3104.0;116.0;67.0;64.0;22.0;4.0;4.0;9.0;13.0;140.0
Haps-G0790;5;;15;981.0;;1.0;1.0;;;;;;1.0
Hardenberg-G0160;93;;2469;1158.0;2941.0;552.0;2216.0;35.0;30.0;1041.0;5.0;17.0;314.0
Harderwijk-G0243;89;;1787;523.0;1681.0;542.0;2471.0;53.0;640.0;51.0;23.0;13.0;148.0
Hardinxveld-G1070;97;;1780;34.0;606.0;338.0;305.0;77.0;938.0;62.0;6.0;5.0;534.0
Haren-G0017;147;;2329;192.0;1260.0;1835.0;965.0;147.0;6.0;176.0;32.0;56.0;470.0
Harenkarspel-G0395;10;;375;1390.0;92.0;76.0;3.0;20.0;4.0;4.0;;3.0;24.0
Harlingen-G0072;81;;2633;832.0;626.0;485.0;866.0;274.0;10.0;222.0;10.0;24.0;474.0
Harmelen-G0318;13;;126;726.0;236.0;31.0;311.0;3.0;92.0;7.0;1.0;6.0;36.0
Haskerland-G0073;120;;2578;698.0;686.0;378.0;1365.0;124.0;29.0;18.0;2.0;14.0;294.0
Hasselt-G0161;7;;323;51.0;358.0;50.0;325.0;3.0;46.0;103.0;;1.0;114.0
Hattem-G0244;49;;1520;120.0;516.0;323.0;860.0;101.0;47.0;234.0;14.0;2.0;102.0
Havelte-G0117;90;;1529;47.0;121.0;590.0;172.0;18.0;3.0;8.0;4.0;11.0;
Hazerswoude-G0524;20;;253;1156.0;695.0;72.0;496.0;5.0;168.0;3.0;;4.0;94.0
Hedel-G0245;14;;220;524.0;97.0;17.0;122.0;8.0;200.0;2.0;;5.0;52.0
Heel en Panheel-G0915;11;;24;1449.0;4.0;6.0;1.0;;;;;1.0;36.0
Heemskerk-G0396;30;;416;2462.0;22.0;76.0;112.0;57.0;7.0;2.0;7.0;3.0;76.0
Heemstede-G0397;252;;2834;4531.0;1524.0;3292.0;814.0;223.0;50.0;33.0;244.0;31.0;1171.0
Heenvliet-G0525;27;;306;3.0;62.0;165.0;41.0;65.0;21.0;2.0;;2.0;66.0
Heer-G0916;197;;961;2702.0;15.0;24.0;8.0;15.0;;3.0;11.0;10.0;113.0
Heerde-G0246;83;;2666;68.0;1116.0;510.0;1927.0;13.0;148.0;181.0;13.0;2.0;180.0
Heerenveen-G0074;318;;6830;502.0;1570.0;1623.0;1143.0;1523.0;26.0;86.0;35.0;31.0;1058.0
Heerewaarden-G0247;14;;470;30.0;27.0;79.0;11.0;1.0;4.0;;;;23.0
Heerhugowaard-G0398;23;;440;2110.0;174.0;116.0;45.0;21.0;2.0;3.0;1.0;13.0;65.0
Heerjansdam-G0526;18;;257;4.0;167.0;74.0;264.0;14.0;55.0;;1.0;;43.0
Heerlen-G0917;984;;8703;21887.0;555.0;422.0;468.0;849.0;13.0;31.0;58.0;125.0;678.0
Heesch-G0791;12;;151;2213.0;5.0;2.0;14.0;4.0;;;;3.0;22.0
Heeswijk-G1072;1;;24;1135.0;;1.0;;;;;;;14.0
Heeze-G0793;28;;159;2113.0;8.0;32.0;62.0;6.0;2.0;;;2.0;48.0
Hei- en Boeicop-G0527;4;;55;1.0;129.0;29.0;44.0;;149.0;1.0;;;39.0
Heiloo-G0399;92;;1774;2722.0;258.0;827.0;184.0;125.0;17.0;6.0;26.0;6.0;717.0
Heinenoord-G0528;27;;437;16.0;257.0;143.0;173.0;8.0;163.0;3.0;2.0;3.0;58.0
Heinkenszand-G0672;14;;128;582.0;130.0;35.0;252.0;1.0;44.0;;;;46.0
Heino-G0162;11;;345;949.0;71.0;41.0;436.0;3.0;4.0;50.0;;2.0;36.0
Hekelingen-G1074;4;;379;7.0;52.0;117.0;33.0;7.0;30.0;1.0;;5.0;33.0
Hekendorp-G1075;5;;50;123.0;63.0;46.0;68.0;2.0;42.0;;;1.0;25.0
Helden-G0918;31;;66;4381.0;5.0;13.0;;;;2.0;;1.0;39.0
Hellendoorn-G0163;90;;2797;2718.0;2114.0;321.0;3634.0;67.0;184.0;105.0;5.0;16.0;125.0
Hellevoetsluis-G0530;12;;627;109.0;95.0;154.0;66.0;17.0;16.0;;2.0;5.0;68.0
Helmond-G0794;607;;4877;13740.0;171.0;400.0;147.0;344.0;16.0;17.0;27.0;68.0;540.0
Helvoirt-G0795;7;;70;1341.0;6.0;16.0;43.0;1.0;3.0;;8.0;2.0;26.0
Hemelumer Oldeferd-G0075;25;;619;113.0;546.0;95.0;1273.0;5.0;31.0;8.0;5.0;15.0;112.0
Hendrik-Ido-Ambacht-G0531;51;;1141;29.0;736.0;218.0;487.0;23.0;693.0;16.0;8.0;8.0;145.0
Hengelo-G0164;505;;13013;11060.0;1644.0;2666.0;1750.0;1168.0;39.0;100.0;79.0;41.0;861.0
Hengelo-G0248;34;;877;1212.0;534.0;155.0;502.0;7.0;36.0;2.0;5.0;24.0;89.0
Hennaarderadeel-G0076;19;;632;130.0;549.0;201.0;1066.0;4.0;3.0;2.0;3.0;16.0;93.0
Hensbroek-G0401;4;;177;291.0;2.0;43.0;3.0;11.0;1.0;;;;16.0
Herkingen-G1078;11;;95;4.0;117.0;13.0;19.0;2.0;251.0;1.0;3.0;;66.0
Herten-G0919;18;;69;981.0;2.0;7.0;;3.0;;;;1.0;15.0
Herwen en Aerdt-G0249;49;;403;2496.0;92.0;62.0;127.0;8.0;5.0;1.0;5.0;2.0;198.0
Herwijnen-G0250;7;;405;2.0;242.0;56.0;203.0;1.0;80.0;;;;48.0
Het Bildt-G0063;59;;1855;26.0;1590.0;560.0;751.0;217.0;8.0;19.0;6.0;37.0;236.0
Heteren-G0251;16;;313;1419.0;283.0;33.0;273.0;4.0;221.0;1.0;;2.0;55.0
Heukelum-G0533;21;;489;8.0;175.0;147.0;151.0;8.0;22.0;5.0;2.0;1.0;46.0
Heumen-G0252;27;;79;1453.0;20.0;21.0;9.0;3.0;4.0;2.0;2.0;2.0;32.0
Heusden-G0797;21;;412;1003.0;84.0;67.0;162.0;44.0;51.0;;;1.0;
Heythuysen-G0920;19;;55;1631.0;2.0;11.0;1.0;;;;;1.0;0.0
Hillegom-G0534;74;;1411;3879.0;633.0;292.0;817.0;61.0;75.0;4.0;33.0;14.0;341.0
Hilvarenbeek-G0798;35;;285;2426.0;20.0;32.0;81.0;5.0;2.0;2.0;4.0;3.0;1.0
Hilversum-G0402;1438;;18780;11418.0;6279.0;7585.0;4288.0;2665.0;898.0;142.0;398.0;179.0;3120.0
Hindeloopen-G0077;4;;251;11.0;69.0;9.0;133.0;9.0;1.0;2.0;;;18.0
Hoedekenskerke-G0673;17;;119;477.0;49.0;24.0;118.0;1.0;102.0;;2.0;2.0;40.0
Hoek-G0674;25;;549;39.0;148.0;163.0;307.0;3.0;231.0;73.0;1.0;3.0;68.0
Hoenkoop-G0319;0;;33;186.0;63.0;15.0;42.0;;8.0;;;;4.0
Hoensbroek-G0921;304;;3009;5949.0;139.0;54.0;100.0;311.0;6.0;13.0;11.0;32.0;175.0
Hoevelaken-G0253;10;;282;50.0;90.0;36.0;307.0;6.0;201.0;4.0;2.0;1.0;60.0
Hoeven-G0799;55;;141;2182.0;10.0;5.0;6.0;11.0;4.0;;2.0;8.0;61.0
Holten-G0165;41;;987;56.0;437.0;439.0;1180.0;8.0;22.0;3.0;15.0;9.0;22.0
Hontenisse-G0675;62;;208;2684.0;18.0;26.0;92.0;2.0;4.0;9.0;;6.0;107.0
Hoofdplaat-G0676;16;;42;502.0;12.0;10.0;52.0;2.0;7.0;;;;26.0
Hoogblokland-G0535;4;;180;8.0;169.0;140.0;11.0;1.0;34.0;1.0;1.0;;5.0
Hooge en Lage Mierde-G0801;2;;16;1202.0;6.0;1.0;7.0;;;;5.0;1.0;22.0
Hooge en Lage Zwaluwe-G0802;26;;390;1303.0;97.0;68.0;614.0;6.0;30.0;;1.0;2.0;76.0
Hoogeloon, Hapert en Casteren-G0800;7;;25;1748.0;3.0;1.0;34.0;1.0;1.0;;;2.0;18.0
Hoogeveen-G0118;641;;3017;187.0;4147.0;460.0;2260.0;422.0;191.0;216.0;10.0;84.0;481.0
Hoogezand-Sappemeer-G0018;626;;6316;1099.0;882.0;1556.0;504.0;1462.0;13.0;82.0;32.0;100.0;654.0
Hoogkarspel-G0403;14;;260;1012.0;4.0;78.0;8.0;5.0;;;1.0;;31.0
Hoogkerk-G1084;57;;1029;64.0;511.0;243.0;255.0;99.0;4.0;280.0;4.0;7.0;133.0
Hoogland-G0320;31;;167;1701.0;62.0;24.0;200.0;6.0;60.0;9.0;3.0;1.0;54.0
Hoogwoud-G0404;14;;412;719.0;5.0;145.0;10.0;30.0;;;1.0;2.0;34.0
Hoorn-G0405;143;;3396;2847.0;375.0;861.0;270.0;361.0;17.0;13.0;12.0;7.0;337.0
Hoornaar-G0536;6;;138;3.0;182.0;93.0;11.0;1.0;36.0;;;3.0;25.0
Horn-G0922;18;;58;1318.0;4.0;7.0;2.0;5.0;;2.0;2.0;3.0;73.0
Horssen-G0254;2;;13;531.0;1.0;1.0;54.0;;;;;;6.0
Horst-G0923;41;;90;5255.0;2.0;7.0;10.0;3.0;1.0;;4.0;8.0;50.0
Houten-G0321;13;;137;1024.0;80.0;33.0;105.0;2.0;153.0;2.0;1.0;2.0;135.0
Huijbergen-G0803;11;;20;498.0;7.0;;1.0;;1.0;;;3.0;6.0
Huissen-G0255;34;;220;3468.0;11.0;12.0;117.0;7.0;3.0;2.0;7.0;6.0;50.0
Huizen-G0406;113;;1897;317.0;2228.0;856.0;1577.0;132.0;722.0;18.0;37.0;9.0;437.0
Hulsberg-G0924;34;;118;1072.0;5.0;2.0;5.0;5.0;1.0;;;1.0;
Hulst-G0677;76;;437;1954.0;10.0;33.0;24.0;3.0;4.0;1.0;10.0;11.0;111.0
Hummelo en Keppel-G0256;27;;828;326.0;186.0;322.0;260.0;7.0;18.0;;7.0;7.0;76.0
Hunsel-G0925;7;;25;1493.0;1.0;1.0;1.0;;;;;;15.0
Idaarderadeel-G0078;63;;2820;228.0;231.0;446.0;154.0;147.0;5.0;2.0;4.0;18.0;120.0
IJlst-G0102;8;;228;5.0;249.0;36.0;283.0;5.0;3.0;1.0;1.0;1.0;42.0
IJsselmuiden-G0191;33;;538;466.0;611.0;100.0;735.0;8.0;1199.0;226.0;4.0;2.0;187.0
IJsselstein-G0353;43;;452;1685.0;215.0;60.0;405.0;21.0;265.0;2.0;3.0;2.0;88.0
IJzendijke-G0730;28;;320;931.0;56.0;74.0;73.0;8.0;4.0;;;1.0;56.0
Ilpendam-G0407;22;;549;338.0;89.0;65.0;128.0;241.0;7.0;1.0;2.0;;44.0
Itteren-G0926;10;;26;348.0;;2.0;;2.0;;;1.0;;4.0
Jabeek-G0927;10;;25;317.0;;;;;;;;;3.0
Jisp-G0408;8;;216;37.0;5.0;102.0;9.0;67.0;;;;5.0;0.0
Jutphaas-G0322;6;;359;1077.0;128.0;58.0;221.0;15.0;85.0;2.0;1.0;3.0;23.0
Kamerik-G0323;7;;71;433.0;193.0;11.0;272.0;;233.0;;1.0;;31.0
Kampen-G0166;140;;3690;1355.0;2550.0;545.0;2734.0;66.0;1335.0;1097.0;30.0;14.0;621.0
Kantens-G0020;18;;567;20.0;216.0;194.0;123.0;10.0;1.0;122.0;2.0;3.0;42.0
Kapelle-G0678;38;;662;51.0;400.0;248.0;714.0;6.0;219.0;2.0;2.0;4.0;108.0
Kattendijke-G0679;6;;377;7.0;35.0;45.0;181.0;1.0;17.0;;3.0;;15.0
Katwijk-G0537;154;;2567;824.0;1665.0;535.0;5171.0;59.0;1404.0;80.0;53.0;18.0;788.0
Katwoude-G0409;1;;47;27.0;18.0;18.0;30.0;;;1.0;1.0;1.0;4.0
Kedichem-G0538;19;;286;7.0;118.0;146.0;35.0;4.0;33.0;5.0;;;17.0
Kerkrade-G0928;1087;;6241;15429.0;124.0;107.0;135.0;437.0;15.0;27.0;61.0;51.0;473.0
Kerkwerve-G1095;4;;89;4.0;143.0;44.0;69.0;2.0;38.0;4.0;;;
Kerkwijk-G0257;50;;581;21.0;677.0;43.0;187.0;4.0;802.0;7.0;3.0;4.0;163.0
Kessel-G0929;12;;32;1199.0;2.0;;;;;;;3.0;8.0
Kesteren-G0258;53;;886;15.0;528.0;126.0;134.0;10.0;989.0;1.0;3.0;4.0;125.0
Klaaswaal-G0539;8;;494;6.0;181.0;178.0;234.0;5.0;162.0;1.0;1.0;5.0;62.0
Klimmen-G0930;21;;102;1251.0;3.0;3.0;2.0;2.0;2.0;;2.0;5.0;15.0
Kloetinge-G0680;14;;361;53.0;132.0;134.0;344.0;6.0;59.0;;7.0;1.0;44.0
Kloosterburen-G0021;11;;300;571.0;277.0;111.0;7.0;2.0;;2.0;;;21.0
Klundert-G0804;25;;316;861.0;893.0;46.0;482.0;6.0;137.0;3.0;3.0;1.0;68.0
Kockengen-G0324;6;;36;294.0;181.0;21.0;127.0;1.0;159.0;2.0;;2.0;21.0
Koedijk-G0410;16;;522;435.0;33.0;142.0;42.0;57.0;2.0;1.0;;3.0;29.0
Koewacht-G0681;53;;301;947.0;8.0;7.0;8.0;7.0;;;3.0;1.0;35.0
Kollumerland en Nieuwkruisland-G0079;63;;910;29.0;2438.0;264.0;1418.0;55.0;107.0;50.0;3.0;10.0;261.0
Koog aan de Zaan-G0411;100;;1799;420.0;339.0;591.0;135.0;821.0;43.0;5.0;5.0;3.0;246.0
Kortenhoef-G1097;20;;386;311.0;155.0;99.0;253.0;29.0;72.0;9.0;9.0;2.0;69.0
Kortgene-G0682;26;;954;14.0;270.0;260.0;483.0;2.0;152.0;3.0;4.0;1.0;149.0
Koudekerk aan den Rijn-G0540;15;;204;97.0;327.0;40.0;310.0;3.0;30.0;1.0;2.0;2.0;23.0
Koudekerke-G1098;25;;349;21.0;467.0;84.0;478.0;5.0;112.0;2.0;1.0;3.0;87.0
Krabbendijke-G0684;11;;311;13.0;219.0;65.0;279.0;3.0;588.0;;1.0;2.0;134.0
Krimpen aan de Lek-G0541;46;;1054;16.0;386.0;206.0;108.0;54.0;207.0;;2.0;6.0;93.0
Krimpen aan den IJssel-G0542;102;;2082;91.0;396.0;270.0;477.0;194.0;870.0;6.0;11.0;12.0;328.0
Krommenie-G0413;77;;1497;1179.0;343.0;317.0;94.0;1019.0;12.0;66.0;11.0;4.0;118.0
Kruiningen-G0685;51;;907;467.0;266.0;291.0;390.0;7.0;323.0;5.0;5.0;11.0;176.0
Kuinre-G0167;2;;241;49.0;37.0;43.0;96.0;3.0;;;;;23.0
Kwadijk-G0414;2;;155;8.0;10.0;59.0;10.0;3.0;;;2.0;1.0;15.0
Landsmeer-G0415;90;;1382;211.0;405.0;335.0;258.0;625.0;29.0;4.0;5.0;2.0;135.0
Langbroek-G0325;5;;168;161.0;181.0;19.0;177.0;6.0;140.0;;;1.0;34.0
Lange Ruige Weide-G1101;2;;30;17.0;158.0;16.0;119.0;;80.0;;1.0;;17.0
Langedijk-G0416;41;;1372;1474.0;754.0;504.0;316.0;118.0;13.0;28.0;8.0;2.0;152.0
Langerak-G0543;5;;136;2.0;177.0;56.0;28.0;3.0;104.0;31.0;1.0;;34.0
Laren-G0417;112;;1556;2956.0;491.0;1169.0;259.0;158.0;38.0;7.0;59.0;17.0;456.0
Laren (Gld.)-G0259;93;;1307;84.0;310.0;1268.0;769.0;18.0;7.0;4.0;8.0;19.0;178.0
Leek-G0022;68;;1966;16.0;1248.0;677.0;387.0;65.0;20.0;274.0;6.0;17.0;174.0
Leende-G0805;8;;40;1275.0;13.0;5.0;9.0;2.0;2.0;;2.0;1.0;9.0
Leens-G0023;31;;703;220.0;459.0;305.0;43.0;18.0;7.0;372.0;7.0;7.0;126.0
Leerbroek-G0544;6;;53;;169.0;19.0;54.0;;162.0;4.0;3.0;1.0;59.0
Leerdam-G0545;106;;2208;291.0;1231.0;391.0;755.0;165.0;606.0;211.0;4.0;4.0;233.0
Leersum-G0326;65;;727;61.0;303.0;233.0;353.0;22.0;208.0;4.0;44.0;12.0;
Leeuwarden-G0080;733;;22326;4511.0;7121.0;4311.0;3923.0;1565.0;155.0;227.0;149.0;155.0;2846.0
Leeuwarderadeel-G0081;43;;1565;27.0;644.0;373.0;166.0;42.0;1.0;6.0;4.0;4.0;119.0
Leiden-G0546;1154;;20838;11052.0;4031.0;5075.0;5993.0;3405.0;645.0;183.0;364.0;95.0;2447.0
Leiderdorp-G0547;32;;712;480.0;834.0;191.0;541.0;25.0;61.0;3.0;8.0;3.0;62.0
Leidschendam-G0548;81;;1036;3941.0;446.0;688.0;669.0;44.0;44.0;13.0;71.0;43.0;448.0
Leimuiden-G0549;6;;157;668.0;256.0;33.0;170.0;2.0;9.0;;3.0;1.0;36.0
Lekkerkerk-G0550;58;;1421;29.0;296.0;641.0;87.0;53.0;361.0;2.0;8.0;14.0;147.0
Lemsterland-G0082;76;;1609;254.0;829.0;165.0;893.0;337.0;76.0;2.0;12.0;7.0;353.0
Leusden-G0327;29;;344;611.0;218.0;125.0;363.0;3.0;152.0;20.0;7.0;2.0;101.0
Lexmond-G0551;6;;260;4.0;323.0;95.0;178.0;9.0;177.0;1.0;1.0;1.0;56.0
Lichtenvoorde-G0260;19;;256;4513.0;102.0;30.0;295.0;1.0;2.0;2.0;1.0;4.0;86.0
Liempde-G0806;7;;30;1206.0;1.0;;1.0;;;;;;1.0
Lienden-G0261;48;;1399;30.0;232.0;235.0;445.0;16.0;337.0;5.0;10.0;26.0;180.0
Lieshout-G0807;12;;63;1621.0;3.0;15.0;3.0;1.0;1.0;;4.0;1.0;23.0
Limbricht-G0931;34;;88;1400.0;;;;;;;;;19.0
Limmen-G0418;11;;139;1313.0;20.0;38.0;2.0;32.0;1.0;;;2.0;35.0
Linne-G0932;21;;66;1177.0;;1.0;7.0;1.0;;;;;18.0
Linschoten-G0328;8;;114;320.0;173.0;77.0;220.0;4.0;215.0;;4.0;1.0;63.0
Lisse-G0553;79;;670;3442.0;585.0;196.0;750.0;23.0;397.0;37.0;15.0;6.0;242.0
Lith-G0808;10;;79;1578.0;11.0;7.0;27.0;2.0;3.0;;;3.0;51.0
Lochem-G0262;113;;2086;373.0;271.0;769.0;421.0;321.0;7.0;1.0;28.0;28.0;51.0
Loenen-G0329;21;;359;338.0;257.0;206.0;309.0;25.0;119.0;20.0;3.0;9.0;59.0
Loenersloot-G1105;4;;37;101.0;61.0;8.0;73.0;2.0;53.0;;3.0;;24.0
Loon op Zand-G0809;74;;380;6370.0;50.0;21.0;114.0;11.0;166.0;2.0;5.0;9.0;45.0
Loosdrecht-G0330;63;;796;179.0;457.0;576.0;462.0;107.0;170.0;57.0;46.0;27.0;163.0
Lopik-G0331;27;;494;606.0;550.0;62.0;396.0;15.0;320.0;6.0;6.0;4.0;103.0
Loppersum-G0024;30;;720;11.0;767.0;278.0;156.0;23.0;4.0;121.0;1.0;4.0;90.0
Losser-G0168;140;;1147;5919.0;48.0;157.0;558.0;466.0;5.0;9.0;6.0;52.0;124.0
Luyksgestel-G0810;13;;42;732.0;4.0;1.0;2.0;6.0;;;;1.0;
Maarheeze-G0811;21;;61;1833.0;4.0;1.0;9.0;3.0;1.0;;;4.0;1.0
Maarn-G0332;29;;562;152.0;213.0;215.0;322.0;25.0;148.0;3.0;13.0;7.0;25.0
Maarssen-G0333;82;;1442;1158.0;675.0;266.0;873.0;91.0;151.0;9.0;13.0;4.0;153.0
Maartensdijk-G0334;58;;822;226.0;440.0;318.0;327.0;34.0;410.0;20.0;25.0;5.0;190.0
Maasbracht-G0933;29;;91;1721.0;20.0;23.0;56.0;;5.0;1.0;3.0;1.0;418.0
Maasbree-G0934;23;;39;2993.0;6.0;5.0;2.0;1.0;;;;3.0;31.0
Maasdam-G0554;16;;398;6.0;163.0;152.0;184.0;8.0;111.0;;4.0;2.0;56.0
Maasdriel-G0263;30;;229;2144.0;30.0;10.0;144.0;5.0;25.0;;6.0;5.0;74.0
Maasland-G0555;14;;97;365.0;737.0;62.0;688.0;2.0;30.0;10.0;;1.0;34.0
Maasniel-G1110;73;;495;2753.0;41.0;28.0;14.0;9.0;1.0;;9.0;2.0;94.0
Maassluis-G0556;75;;2233;449.0;1771.0;268.0;1274.0;80.0;167.0;38.0;4.0;6.0;327.0
Maastricht-G0935;1269;;14188;28197.0;266.0;778.0;178.0;538.0;23.0;58.0;206.0;231.0;1427.0
Made en Drimmelen-G0812;60;;284;2771.0;83.0;76.0;100.0;9.0;11.0;;;13.0;196.0
Margraten-G0936;14;;36;853.0;2.0;;1.0;3.0;;;1.0;8.0;19.0
Markelo-G0169;75;;1462;195.0;275.0;842.0;657.0;18.0;26.0;3.0;7.0;19.0;141.0
Marken-G0419;4;;147;3.0;272.0;11.0;337.0;7.0;13.0;;;5.0;66.0
Marum-G0025;62;;1649;21.0;1084.0;632.0;198.0;119.0;5.0;37.0;3.0;8.0;160.0
Maurik-G0264;23;;1382;159.0;283.0;224.0;462.0;8.0;82.0;5.0;7.0;8.0;158.0
Medemblik-G0420;17;;694;1010.0;215.0;93.0;145.0;89.0;14.0;2.0;8.0;3.0;89.0
Meeden-G0026;42;;575;7.0;255.0;113.0;38.0;41.0;1.0;30.0;;4.0;27.0
Meerkerk-G0557;13;;342;8.0;386.0;193.0;83.0;10.0;117.0;2.0;;3.0;56.0
Meerlo-G0937;11;;28;1468.0;1.0;;;;;;;2.0;25.0
Meerssen-G0938;74;;626;3336.0;13.0;27.0;6.0;17.0;;;12.0;22.0;
Megen, Haren en Macharen-G0813;7;;75;1028.0;1.0;;;2.0;;;;;17.0
Meijel-G0941;9;;29;1554.0;1.0;;;;;;;1.0;9.0
Melick en Herkenbosch-G0939;36;;98;1429.0;19.0;1.0;5.0;4.0;;2.0;6.0;;18.0
Meliskerke-G1112;3;;16;1.0;116.0;3.0;31.0;;196.0;3.0;1.0;;26.0
Melissant-G1113;17;;322;27.0;177.0;51.0;142.0;8.0;296.0;3.0;2.0;1.0;78.0
Menaldumadeel-G0083;63;;2853;311.0;1356.0;658.0;804.0;67.0;13.0;8.0;9.0;21.0;223.0
Meppel-G0119;213;;4268;324.0;1416.0;1089.0;1780.0;100.0;54.0;65.0;17.0;3.0;465.0
Merkelbeek-G0940;14;;77;762.0;3.0;;2.0;2.0;;;;3.0;20.0
Mheer-G0942;10;;25;579.0;;5.0;;1.0;;;;;2.0
Middelburg-G0687;261;;5342;1070.0;2299.0;1270.0;1731.0;111.0;812.0;77.0;35.0;27.0;788.0
Middelharnis-G0559;31;;886;112.0;662.0;365.0;130.0;8.0;593.0;9.0;6.0;2.0;254.0
Middelie-G0421;3;;228;3.0;8.0;74.0;9.0;3.0;;;;;4.0
Middelstum-G0027;10;;410;11.0;741.0;146.0;109.0;16.0;1.0;108.0;3.0;8.0;30.0
Midwolda-G0028;50;;940;5.0;711.0;184.0;574.0;127.0;18.0;2.0;3.0;20.0;75.0
Midwoud-G0422;7;;423;36.0;8.0;184.0;3.0;27.0;;;;;19.0
