RegioNaam;@invalid;@blank;KVP;PvdA;VVD;CHU;ARP;Boeren Partij;Pacifistisch-Socialistische Partij (PSP);Communistische Partij van Nederland;SGP;Gereformeerd Politiek Verbond (GPV);Protestants Christelijke Groep;Christelijk Democratische Unie;Partij voor Volkswil en Referendum;Samenwerkende Christelijke Groepering;FNP;Lijst van Rappard;Vrije  Burgers;Lijst Germeaux;Partij voor Volksbelang en Volksstemming;@abs
Eemnes-G0317;36;0;636;226;142;175.0;190.0;179;45;8;39;4.0;0;7;5;0;0.0;0;0;0;0;45.0
Eenrum-G0011;32;0;41;738;248;41.0;166.0;45;78;14;0;123.0;0;0;0;0;0.0;0;0;0;0;61.0
Eersel-G0770;58;0;2854;115;96;;0.0;152;26;5;6;;43;15;5;0;;0;0;0;0;94.0
Eethen-G0771;34;0;43;243;41;0.0;0.0;143;4;2;167;0.0;1078;15;0;0;0.0;0;0;0;0;97.0
Egmond aan Zee-G0386;81;0;397;1178;247;125.0;133.0;220;187;43;0;8.0;0;15;0;0;0.0;0;0;0;0;132.0
Egmond-Binnen-G0387;32;0;1452;180;131;35.0;21.0;278;26;12;0;4.0;0;3;0;0;0.0;0;0;0;0;82.0
Eibergen-G0229;81;0;3331;1738;528;906.0;513.0;431;79;9;9;21.0;0;0;0;0;0.0;0;0;0;0;305.0
Eijgelshoven-G0904;195;0;1891;554;88;0.0;0.0;186;81;81;0;0.0;0;0;0;67;0.0;0;0;0;0;119.0
Eijsden-G0905;140;0;2318;156;47;0.0;0.0;168;25;15;0;0.0;0;0;0;17;0.0;0;0;193;0;119.0
Eindhoven-G0772;3378;0;55277;17270;7979;0.0;0.0;6326;3049;1023;286;0.0;6297;864;443;0;0.0;0;0;0;0;4195.0
Elburg-G0230;68;0;56;349;129;717.0;362.0;256;31;12;419;18.0;0;0;0;0;0.0;0;0;0;0;161.0
Ellewoutsdijk-G0663;4;0;6;86;27;81.0;23.0;10;5;2;5;0.0;0;0;0;0;0.0;0;0;0;0;14.0
Elsloo-G0903;147;0;2615;159;48;0.0;0.0;152;25;24;0;0.0;0;0;0;28;0.0;0;0;0;0;104.0
Elst-G0231;149;0;4610;1231;513;882.0;301.0;479;92;13;47;14.0;0;0;0;0;0.0;0;0;0;0;317.0
Emmen-G0114;1838;0;7029;12627;3234;4651.0;4721.0;2159;1180;1855;0;309.0;0;0;0;0;0.0;0;0;0;0;2179.0
Empel en Meerwijk-G0773;16;0;652;25;4;0.0;0.0;44;5;2;0;0.0;19;1;0;0;0.0;0;0;0;0;28.0
Engelen-G0774;26;0;479;66;30;0.0;0.0;64;7;3;3;0.0;28;10;0;0;0.0;0;0;0;0;44.0
Enkhuizen-G0388;151;0;943;1935;586;764.0;1194.0;321;270;149;157;38.0;0;35;20;0;0.0;0;0;0;0;289.0
Enschede-G0153;2898;0;17920;23289;8147;6422.0;4220.0;3663;3919;5222;335;1730.0;0;0;0;0;0.0;0;0;0;0;4294.0
Epe-G0232;276;0;1495;4309;1628;2432.0;1095.0;1921;402;57;439;58.0;0;0;0;0;0.0;0;0;0;0;658.0
Ermelo-G0233;228;0;666;1649;1400;5027.0;3116.0;1727;229;46;2233;272.0;0;0;0;0;0.0;0;0;0;0;2209.0
Erp-G0775;31;0;1952;52;21;0.0;0.0;127;3;4;0;0.0;1;11;0;0;0.0;0;0;0;0;48.0
Esch-G0776;9;0;561;16;4;0.0;0.0;16;2;1;0;0.0;8;1;1;0;0.0;0;0;0;0;26.0
Est en Opijnen-G0234;14;0;4;291;122;92.0;27.0;38;7;4;68;3.0;0;0;0;0;0.0;0;0;0;0;30.0
Etten-Leur-G0777;347;0;6378;888;291;0.0;0.0;638;116;59;32;0.0;317;52;0;0;0.0;0;0;0;0;250.0
Everdingen-G0508;6;0;100;102;59;88.0;98.0;135;8;0;130;7.0;0;0;0;0;0.0;2;0;0;0;38.0
Ewijk-G0235;64;0;1765;98;24;53.0;7.0;171;13;0;1;5.0;0;0;0;0;0.0;0;0;0;0;140.0
Ezinge-G0012;20;0;7;372;163;37.0;371.0;54;13;3;0;15.0;0;0;0;0;0.0;0;0;0;0;27.0
Ferwerderadeel-G0068;43;0;12;706;254;867.0;2183.0;123;84;14;8;203.0;0;0;0;0;146.0;0;0;0;0;167.0
Fijnaart en Heijningen-G0778;48;0;1235;302;62;0.0;0.0;99;10;21;46;0.0;1028;23;0;0;0.0;0;0;0;0;116.0
Finsterwolde-G0013;94;0;7;383;126;67.0;44.0;87;108;1052;0;6.0;0;0;0;0;0.0;0;0;0;0;90.0
Franeker-G0069;123;0;613;1650;475;618.0;1197.0;134;286;87;32;17.0;0;0;0;0;88.0;0;0;0;0;815.0
Franekeradeel-G0070;56;0;141;873;178;610.0;524.0;111;93;12;11;31.0;0;0;0;0;67.0;0;0;0;0;124.0
Gaasterland-G0071;44;0;770;354;111;1210.0;677.0;195;55;15;95;2.0;0;0;0;0;78.0;0;0;0;0;160.0
Gasselte-G0115;74;0;22;1082;318;265.0;243.0;88;58;149;0;7.0;0;0;0;0;0.0;0;0;0;0;104.0
Geertruidenberg-G0779;103;0;1781;247;101;0.0;0.0;181;49;19;10;0.0;177;15;0;0;0.0;0;0;0;0;230.0
Geervliet-G0509;18;0;4;334;146;117.0;52.0;54;34;15;40;2.0;0;0;0;0;0.0;0;0;0;0;48.0
Geffen-G0780;48;0;1270;146;25;0.0;0.0;188;16;10;0;0.0;4;7;0;0;0.0;0;0;0;0;67.0
Geldermalsen-G0236;79;0;148;1661;416;804.0;323.0;256;82;29;380;20.0;0;0;0;0;0.0;0;0;0;0;222.0
Geldrop-G0781;434;0;7034;1687;1197;0.0;0.0;829;259;123;33;0.0;750;101;48;0;0.0;0;0;0;0;486.0
Geleen-G0906;821;0;12076;2430;755;0.0;0.0;1017;299;351;0;0.0;0;0;0;925;0.0;0;0;0;0;663.0
Gemert-G0782;238;0;5323;402;165;0.0;0.0;648;67;30;0;0.0;95;25;0;0;0.0;0;0;0;0;249.0
Gendringen-G0237;146;0;6428;576;136;492.0;207.0;452;60;15;14;6.0;0;0;0;0;0.0;0;0;0;0;246.0
Gendt-G0238;44;0;2522;98;42;70.0;20.0;164;18;10;6;2.0;0;0;0;0;0.0;0;0;0;0;111.0
Genemuiden-G0154;40;0;4;472;57;521.0;367.0;92;46;6;876;24.0;0;0;0;0;0.0;0;0;0;0;317.0
Gennep-G0907;108;0;2187;285;135;0.0;0.0;351;26;9;0;0.0;0;0;0;95;0.0;0;0;0;0;173.0
Geulle-G0908;79;0;1054;61;38;0.0;0.0;77;17;9;0;0.0;0;0;0;14;0.0;0;0;0;0;57.0
Giessen-G0783;6;0;3;29;6;0.0;0.0;3;1;0;24;0.0;388;1;0;0;0.0;0;0;0;0;37.0
Giessenburg-G0510;32;0;14;335;214;213.0;521.0;94;22;5;210;16.0;0;0;0;0;0.0;5;0;0;0;103.0
Gieten-G0116;81;0;42;1347;614;266.0;104.0;188;49;29;0;10.0;0;0;0;0;0.0;0;0;0;0;107.0
Giethoorn-G0155;36;0;27;721;162;203.0;95.0;146;78;53;7;18.0;0;0;0;0;0.0;0;0;0;0;121.0
Gilze en Rijen-G0784;233;0;6603;554;272;0.0;0.0;450;66;34;9;0.0;168;43;19;0;0.0;0;0;0;0;216.0
Goedereede-G0511;94;0;17;808;307;388.0;607.0;362;36;11;1472;22.0;0;0;0;0;0.0;3;0;0;0;735.0
Goes-G0664;230;0;1586;2594;1041;2172.0;1088.0;372;255;45;550;70.0;0;0;0;0;0.0;0;0;0;0;546.0
Goirle-G0785;193;0;4099;313;208;0.0;0.0;240;84;23;6;0.0;72;60;19;0;0.0;0;0;0;0;129.0
Goor-G0156;118;0;1344;2206;420;326.0;273.0;232;152;70;12;19.0;0;0;0;0;0.0;0;0;0;0;161.0
Gorinchem-G0512;375;0;1327;5460;1351;1110.0;1738.0;461;690;143;365;88.0;0;0;0;0;0.0;580;0;0;0;843.0
Gorssel-G0239;116;0;514;2068;1526;1797.0;786.0;775;206;42;25;17.0;0;0;0;0;0.0;0;0;0;0;433.0
Gouda-G0513;754;0;5348;8724;2916;2225.0;2605.0;1440;1668;453;1081;202.0;0;0;0;0;0.0;57;0;0;0;1036.0
Gouderak-G0514;19;0;29;394;167;40.0;241.0;39;24;4;154;4.0;0;0;0;0;0.0;3;0;0;0;52.0
Goudriaan-G0515;9;0;0;43;35;39.0;134.0;42;1;1;76;0.0;0;0;0;0;0.0;1;0;0;0;21.0
Goudswaard-G0516;12;0;3;180;90;61.0;65.0;28;18;1;318;2.0;0;0;0;0;0.0;3;0;0;0;72.0
Graauw en Langendam-G0665;51;0;573;73;17;26.0;7.0;90;1;2;1;0.0;0;0;0;0;0.0;0;0;0;0;28.0
Graft-G0389;9;0;235;222;89;21.0;6.0;71;45;22;0;2.0;0;2;5;0;0.0;0;0;0;0;26.0
Gramsbergen-G0157;42;0;67;823;135;804.0;752.0;210;18;8;7;69.0;0;0;0;0;0.0;0;0;0;0;103.0
Grathem-G0909;32;0;1059;15;17;0.0;0.0;76;2;1;0;0.0;0;0;0;5;0.0;0;0;0;0;27.0
Grave-G0786;86;0;2535;231;186;0.0;0.0;317;17;23;0;0.0;157;19;0;0;0.0;0;0;0;0;339.0
Grevenbicht-G0910;62;0;1092;134;22;0.0;0.0;74;12;14;0;0.0;0;0;0;47;0.0;0;0;0;0;93.0
Grijpskerk-G0016;19;0;17;292;229;191.0;1234.0;50;18;8;0;135.0;0;0;0;0;0.0;0;0;0;0;46.0
Grijpskerke-G1067;8;0;4;21;9;115.0;245.0;17;2;1;38;3.0;0;0;0;0;0.0;0;0;0;0;30.0
Groede-G0667;33;0;181;434;266;148.0;38.0;48;12;3;7;2.0;0;0;0;0;0.0;0;0;0;0;67.0
Groenlo-G0240;49;0;2921;322;126;95.0;34.0;177;22;9;5;0.0;0;0;0;0;0.0;0;0;0;0;154.0
Groesbeek-G0241;353;0;5245;765;326;265.0;114.0;1250;159;0;21;25.0;0;0;0;0;0.0;0;0;0;0;120.0
Groningen-G0014;2993;0;7588;30152;12148;9049.0;10897.0;3912;7272;4403;0;3455.0;0;0;0;0;0.0;0;0;0;0;6317.0
Gronsveld-G0911;48;0;1363;66;37;0.0;0.0;176;3;5;0;0.0;0;0;0;3;0.0;0;0;57;0;57.0
Groot-Ammers-G0520;27;0;8;238;177;97.0;321.0;59;27;2;221;16.0;0;0;0;0;0.0;6;0;0;0;90.0
Grootebroek-G0391;28;0;2299;124;54;14.0;3.0;236;32;24;0;1.0;0;6;5;0;0.0;0;0;0;0;93.0
Grootegast-G0015;77;0;24;714;203;455.0;2331.0;499;78;29;0;202.0;0;0;0;0;0.0;0;0;0;0;222.0
Grubbenvorst-G0912;35;0;1943;55;42;0.0;0.0;142;6;6;0;0.0;0;0;0;16;0.0;0;0;0;0;
Gulpen-G0913;108;0;1600;171;76;0.0;0.0;361;17;15;0;0.0;0;0;0;20;0.0;0;0;27;0;82.0
Haaften-G0242;41;0;22;703;52;418.0;217.0;115;10;8;175;7.0;0;0;0;0;0.0;0;0;0;0;112.0
Haaksbergen-G0158;120;0;5385;1349;655;192.0;90.0;750;72;42;27;13.0;0;0;0;0;0.0;0;0;0;0;317.0
Haaren-G0788;37;0;1562;53;25;0.0;0.0;72;7;4;1;0.0;12;7;1;0;0.0;0;0;0;0;57.0
Haarlem-G0392;3346;0;25766;26471;12195;6847.0;6527.0;8536;7887;3814;353;459.0;0;618;486;0;0.0;0;0;0;0;6457.0
Haarlemmerliede en Spaarnwoude-G0393;46;0;1009;311;271;147.0;172.0;192;91;68;10;7.0;0;18;0;0;0.0;0;0;0;0;113.0
Haarlemmermeer-G0394;623;0;6064;5240;2876;3850.0;4269.0;2420;1382;744;464;186.0;0;189;0;0;0.0;0;0;0;0;1369.0
Haastrecht-G0521;32;0;727;293;218;94.0;178.0;94;51;4;93;7.0;0;0;0;0;0.0;4;0;0;0;40.0
Haelen-G0914;90;0;1945;66;95;0.0;0.0;136;17;8;0;0.0;0;0;0;30;0.0;0;0;0;0;94.0
Hagestein-G0522;10;0;204;39;24;112.0;24.0;55;7;1;125;1.0;0;0;0;0;0.0;0;0;0;0;26.0
Halsteren-G0789;223;0;2834;432;197;0.0;0.0;574;51;40;27;0.0;384;44;0;0;0.0;0;0;0;0;261.0
Haps-G0790;28;0;1062;33;15;0.0;0.0;88;4;3;0;0.0;0;2;0;0;0.0;0;0;0;0;22.0
Hardenberg-G0160;125;0;1382;2458;531;2756.0;3310.0;866;73;36;44;1453.0;0;0;0;0;0.0;0;0;0;0;491.0
Harderwijk-G0243;216;0;858;1623;1197;3494.0;1973.0;938;146;61;829;150.0;0;0;0;0;0.0;0;0;0;0;647.0
Hardinxveld-G1070;205;0;72;2005;532;837.0;1027.0;282;312;50;1591;236.0;0;0;0;0;0.0;26;0;0;0;787.0
Haren-G0017;203;0;384;2252;2218;1330.0;1488.0;547;352;74;0;181.0;0;0;0;0;0.0;0;0;0;0;614.0
Harenkarspel-G0395;21;0;1499;247;102;23.0;68.0;177;51;16;1;7.0;0;4;0;0;0.0;0;0;0;0;56.0
Harlingen-G0072;159;0;870;2549;581;1014.0;712.0;212;339;123;10;240.0;0;0;0;0;97.0;0;0;0;0;551.0
Harmelen-G0318;27;0;1012;200;246;427.0;294.0;181;36;12;117;4.0;0;5;7;0;0.0;0;0;0;0;79.0
Haskerland-G0073;162;0;822;2166;366;1558.0;810.0;360;238;58;32;26.0;0;0;0;0;117.0;0;0;0;0;428.0
Hasselt-G0161;20;0;72;317;63;405.0;355.0;96;38;10;87;114.0;0;0;0;0;0.0;0;0;0;0;147.0
Hattem-G0244;89;0;222;1435;570;1237.0;576.0;155;169;56;66;302.0;0;0;0;0;0.0;0;0;0;0;176.0
Havelte-G0117;89;0;39;1428;680;225.0;112.0;268;56;10;0;17.0;0;0;0;0;0.0;0;0;0;0;137.0
Hazerswoude-G0524;56;0;1438;242;291;676.0;757.0;186;72;17;194;9.0;0;0;0;0;0.0;4;0;0;0;170.0
Hedel-G0245;47;0;600;184;34;207.0;83.0;127;10;0;171;8.0;0;0;0;0;0.0;0;0;0;0;122.0
Heel en Panheel-G0915;58;0;1373;26;43;0.0;0.0;54;9;8;0;0.0;0;0;0;4;0.0;0;0;0;0;352.0
Heemskerk-G0396;285;0;4750;2335;730;647.0;598.0;746;618;224;24;42.0;0;56;0;0;0.0;0;0;0;0;390.0
Heemstede-G0397;337;0;4529;1850;3894;1654.0;1326.0;1077;577;157;43;56.0;0;122;70;0;0.0;0;0;0;0;1215.0
Heenvliet-G0525;32;0;16;309;171;56.0;40.0;43;59;64;16;4.0;0;0;0;0;0.0;7;0;0;0;85.0
Heer-G0916;321;0;3944;804;252;0.0;0.0;331;110;53;0;0.0;0;0;0;81;0.0;0;0;67;0;159.0
Heerde-G0246;128;0;131;2387;586;2399.0;1168.0;865;144;23;211;349.0;0;0;0;0;0.0;0;0;0;0;306.0
Heerenveen-G0074;591;0;610;5960;1726;1631.0;1876.0;991;1513;1358;50;135.0;0;0;0;0;273.0;0;0;0;0;1073.0
Heerewaarden-G0247;13;0;35;466;67;47.0;15.0;40;15;0;5;1.0;0;0;0;0;0.0;0;0;0;0;36.0
Heerhugowaard-G0398;44;0;2751;421;158;91.0;208.0;173;59;19;4;7.0;0;12;0;0;0.0;0;0;0;0;117.0
Heerjansdam-G0526;28;0;33;382;193;359.0;276.0;47;39;12;90;5.0;0;0;0;0;0.0;1;0;0;0;58.0
Heerlen-G0917;1839;0;24870;7080;1513;0.0;0.0;2251;856;1918;0;0.0;0;0;0;1643;0.0;0;0;0;0;1748.0
Heesch-G0791;75;0;2648;251;70;0.0;0.0;283;22;14;0;0.0;33;17;0;0;0.0;0;0;0;0;119.0
Heeswijk-G1072;13;0;1250;27;17;0.0;0.0;59;2;1;0;0.0;7;2;0;0;0.0;0;0;0;0;48.0
Heeze-G0793;97;0;2488;184;169;0.0;0.0;211;40;18;0;0.0;142;30;0;0;0.0;0;0;0;0;132.0
Hei- en Boeicop-G0527;5;0;0;42;10;88.0;132.0;59;5;0;115;1.0;0;0;0;0;0.0;1;0;0;0;26.0
Heiloo-G0399;155;0;3401;1620;1618;497.0;404.0;607;379;119;0;20.0;0;56;0;0;0.0;0;0;0;0;739.0
Heinenoord-G0528;28;0;21;381;137;232.0;262.0;96;36;7;173;12.0;0;0;0;0;0.0;1;0;0;0;79.0
Heinkenszand-G0672;20;0;574;104;43;266.0;119.0;108;3;3;31;4.0;0;0;0;0;0.0;0;0;0;0;40.0
Heino-G0162;27;0;1083;337;86;547.0;76.0;135;15;5;8;74.0;0;0;0;0;0.0;0;0;0;0;65.0
Hekelingen-G1074;15;0;13;312;94;54.0;67.0;67;35;4;24;5.0;0;0;0;0;0.0;0;0;0;0;32.0
Helden-G0918;141;0;5326;128;134;0.0;0.0;307;33;14;0;0.0;0;0;0;30;0.0;0;0;0;0;172.0
Hellendoorn-G0163;171;0;3516;2214;448;4547.0;2306.0;935;144;49;192;261.0;0;0;0;0;0.0;0;0;0;0;637.0
Hellevoetsluis-G0530;139;0;241;2160;738;325.0;304.0;205;327;63;63;8.0;0;0;0;0;0.0;7;0;0;0;331.0
Helmond-G0794;1003;0;14519;4595;1196;0.0;0.0;1863;422;582;0;0.0;482;228;0;0;0.0;0;0;0;0;1119.0
Helvoirt-G0795;31;0;1373;76;78;0.0;0.0;115;13;5;3;0.0;56;36;4;0;0.0;0;0;0;0;61.0
Hemelumer Oldeferd-G0075;29;0;93;347;115;1238.0;579.0;136;22;5;26;16.0;0;0;0;0;82.0;0;0;0;0;151.0
Hendrik-Ido-Ambacht-G0531;114;0;311;1527;793;937.0;1012.0;178;198;39;866;50.0;0;0;0;0;0.0;23;0;0;0;362.0
Hengelo-G0164;893;0;13510;11726;3458;3020.0;2053.0;1592;1710;693;119;232.0;0;0;0;0;0.0;0;0;0;0;1640.0
Hengelo-G0248;57;0;1496;581;259;576.0;437.0;445;24;3;30;10.0;0;0;0;0;0.0;0;0;0;0;168.0
Hennaarderadeel-G0076;30;0;115;394;159;1048.0;558.0;75;23;6;5;5.0;0;0;0;0;150.0;0;0;0;0;119.0
Hensbroek-G0401;12;0;356;96;52;4.0;1.0;74;21;11;1;1.0;0;0;1;0;0.0;0;0;0;0;25.0
Herten-G0919;62;0;1230;75;83;0.0;0.0;103;15;5;0;0.0;0;0;0;21;0.0;0;0;0;0;72.0
Herwen en Aerdt-G0249;98;0;2954;289;105;178.0;86.0;164;38;12;14;17.0;0;0;0;0;0.0;0;0;0;0;212.0
Herwijnen-G0250;8;0;19;405;60;272.0;247.0;51;18;1;75;1.0;0;0;0;0;0.0;0;0;0;0;55.0
Het Bildt-G0063;93;0;32;1429;508;804.0;1557.0;181;274;82;4;15.0;0;0;0;0;95.0;0;0;0;0;277.0
Heteren-G0251;30;0;1684;266;49;337.0;266.0;170;19;12;239;4.0;0;0;0;0;0.0;0;0;0;0;94.0
Heukelum-G0533;37;0;10;485;121;243.0;143.0;46;12;9;28;10.0;0;0;0;0;0.0;14;0;0;0;61.0
Heumen-G0252;64;0;1635;93;67;19.0;13.0;168;22;0;0;6.0;0;0;0;0;0.0;0;0;0;0;89.0
Heusden-G0797;78;0;1035;273;105;0.0;0.0;201;17;9;30;0.0;484;15;0;0;0.0;0;0;0;0;91.0
Heythuysen-G0920;55;0;1833;45;46;0.0;0.0;155;8;5;0;0.0;0;0;0;6;0.0;0;0;0;0;68.0
Hillegom-G0534;184;0;4299;1239;693;995.0;653.0;656;185;49;73;21.0;0;0;0;0;0.0;15;0;0;0;502.0
Hilvarenbeek-G0798;93;0;2792;291;136;0.0;0.0;228;21;13;5;0.0;111;17;3;0;0.0;0;0;0;0;125.0
Hilversum-G0402;2294;0;12478;14521;8787;5898.0;6020.0;4273;4259;1364;827;265.0;0;554;0;0;0.0;0;0;0;0;3792.0
Hindeloopen-G0077;13;0;6;197;10;151.0;60.0;9;29;8;1;3.0;0;0;0;0;6.0;0;0;0;0;28.0
Hoedekenskerke-G0673;19;0;446;97;28;127.0;35.0;46;8;2;89;0.0;0;0;0;0;0.0;0;0;0;0;
Hoek-G0674;36;0;63;487;145;311.0;136.0;99;28;5;177;91.0;0;0;0;0;0.0;0;0;0;0;94.0
Hoenkoop-G0319;5;0;197;48;19;56.0;55.0;24;1;3;18;3.0;0;0;2;0;0.0;0;0;0;0;9.0
Hoensbroek-G0921;545;0;6911;2349;325;0.0;0.0;777;250;534;0;0.0;0;0;0;410;0.0;0;0;0;0;397.0
Hoevelaken-G0253;28;0;201;418;205;531.0;160.0;219;44;9;206;22.0;0;0;0;0;0.0;0;0;0;0;109.0
Hoeven-G0799;128;0;2303;191;71;0.0;0.0;293;29;13;10;0.0;47;12;0;0;0.0;0;0;0;0;139.0
Holten-G0165;32;0;106;939;564;1138.0;476.0;516;35;11;29;13.0;0;0;0;0;0.0;0;0;0;0;84.0
Hontenisse-G0675;103;0;2327;126;90;171.0;19.0;183;34;6;6;13.0;0;0;0;0;0.0;0;0;0;0;182.0
Hoofdplaat-G0676;24;0;499;46;6;63.0;11.0;22;3;1;5;2.0;0;0;0;0;0.0;0;0;0;0;16.0
Hoogblokland-G0535;14;0;14;168;122;23.0;178.0;29;6;1;35;2.0;0;0;0;0;0.0;2;0;0;0;19.0
Hooge en Lage Mierde-G0801;26;0;1222;23;6;0.0;0.0;64;5;1;3;0.0;12;3;1;0;0.0;0;0;0;0;47.0
Hooge en Lage Zwaluwe-G0802;44;0;1237;333;74;0.0;0.0;133;39;8;13;0.0;744;21;0;0;0.0;0;0;0;0;106.0
Hoogeloon, Hapert en Casteren-G0800;39;0;2176;86;49;0.0;0.0;111;7;5;7;0.0;41;7;6;0;0.0;0;0;0;0;78.0
Hoogeveen-G0118;872;0;476;3499;894;3540.0;4982.0;1262;433;385;0;468.0;0;0;0;0;0.0;0;0;0;0;826.0
Hoogezand-Sappemeer-G0018;814;0;1253;6818;1854;901.0;1060.0;739;1268;1032;0;199.0;0;0;0;0;0.0;0;0;0;0;913.0
Hoogkarspel-G0403;16;0;1138;171;66;17.0;9.0;159;25;2;0;0.0;0;2;3;0;0.0;0;0;0;0;58.0
Hoogkerk-G1084;99;0;139;1140;280;424.0;741.0;256;230;83;0;358.0;0;0;0;0;0.0;0;0;0;0;162.0
Hoogland-G0320;60;0;1893;203;60;236.0;82.0;117;32;11;48;13.0;0;8;1;0;0.0;0;0;0;0;86.0
Hoogwoud-G0404;18;0;774;339;156;21.0;13.0;74;51;20;2;3.0;0;5;5;0;0.0;0;0;0;0;38.0
Hoorn-G0405;244;0;3298;2648;1037;404.0;422.0;446;789;159;20;27.0;0;28;34;0;0.0;0;0;0;0;480.0
Hoornaar-G0536;13;0;1;145;105;34.0;200.0;18;2;2;38;0.0;0;0;0;0;0.0;6;0;0;0;32.0
Horn-G0922;52;0;1317;89;37;0.0;0.0;97;16;11;0;0.0;0;0;0;21;0.0;0;0;0;0;0.0
Horssen-G0254;11;0;535;18;7;33.0;7.0;32;1;0;2;0.0;0;0;0;0;0.0;0;0;0;0;24.0
Horst-G0923;115;0;6213;91;123;0.0;0.0;461;21;21;0;0.0;0;0;0;23;0.0;0;0;0;0;216.0
Houten-G0321;45;0;2176;195;134;291.0;137.0;149;30;1;172;14.0;0;4;6;0;0.0;0;0;0;0;113.0
Huijbergen-G0803;22;0;568;23;14;0.0;0.0;35;4;5;0;0.0;2;3;0;0;0.0;0;0;0;0;
Huissen-G0255;80;0;3648;245;102;146.0;40.0;338;40;17;5;6.0;0;0;0;0;0.0;0;0;0;0;220.0
Huizen-G0406;258;0;553;1584;1559;2262.0;2343.0;698;445;103;644;69.0;0;64;0;0;0.0;0;0;0;0;580.0
Hulsberg-G0924;109;0;1190;112;36;0.0;0.0;213;19;17;0;0.0;0;0;0;16;0.0;0;0;0;0;83.0
Hulst-G0677;152;0;2270;332;208;122.0;19.0;284;38;14;7;9.0;0;0;0;0;0.0;0;0;0;0;210.0
Hummelo en Keppel-G0256;35;0;397;699;366;324.0;177.0;257;30;4;13;2.0;0;0;0;0;0.0;0;0;0;0;69.0
Hunsel-G0925;54;0;1632;26;16;0.0;0.0;121;8;3;0;0.0;0;0;0;9;0.0;0;0;0;0;62.0
Idaarderadeel-G0078;68;0;224;2434;470;249.0;257.0;87;274;52;2;1.0;0;0;0;0;243.0;0;0;0;0;217.0
IJlst-G0102;28;0;10;212;25;305.0;260.0;18;13;2;1;1.0;0;0;0;0;42.0;0;0;0;0;43.0
IJsselmuiden-G0191;63;0;568;388;142;936.0;734.0;230;40;8;1388;249.0;0;0;0;0;0.0;0;0;0;0;253.0
IJsselstein-G0353;76;0;2167;550;162;575.0;262.0;188;53;35;288;8.0;0;6;9;0;0.0;0;0;0;0;132.0
IJzendijke-G0730;45;0;895;237;111;52.0;42.0;82;8;14;2;4.0;0;0;0;0;0.0;0;0;0;0;82.0
Ilpendam-G0407;36;0;357;444;101;142.0;70.0;161;74;208;6;1.0;0;2;12;0;0.0;0;0;0;0;56.0
Itteren-G0926;26;0;343;32;7;0.0;0.0;32;3;1;0;0.0;0;0;0;2;0.0;0;0;0;0;10.0
Jabeek-G0927;18;0;319;20;6;0.0;0.0;20;2;4;0;0.0;0;0;0;0;0.0;0;0;0;0;2.0
Jisp-G0408;8;0;57;162;55;15.0;11.0;98;56;60;0;4.0;0;0;0;0;0.0;0;0;0;0;11.0
Jutphaas-G0322;36;0;1287;428;195;409.0;155.0;133;66;6;88;8.0;0;15;6;0;0.0;0;0;0;0;97.0
Kamerik-G0323;19;0;477;58;26;351.0;188.0;120;9;2;167;1.0;0;2;3;0;0.0;0;0;0;0;58.0
Kampen-G0166;279;0;1476;3482;696;3414.0;2774.0;688;318;71;1464;1072.0;0;0;0;0;0.0;0;0;0;0;861.0
Kantens-G0020;21;0;15;453;158;126.0;207.0;60;17;5;0;120.0;0;0;0;0;0.0;0;0;0;0;17.0
Kapelle-G0678;52;0;104;567;255;863.0;403.0;195;24;2;222;17.0;0;0;0;0;0.0;0;0;0;0;189.0
Kattendijke-G0679;9;0;11;342;41;171.0;37.0;13;9;1;18;4.0;0;0;0;0;0.0;0;0;0;0;28.0
Katwijk-G0537;294;0;1053;1946;1099;6348.0;1768.0;912;335;67;2327;115.0;0;0;0;0;0.0;44;0;0;0;1766.0
Katwoude-G0409;0;0;36;14;13;35.0;22.0;36;8;0;0;0.0;0;0;3;0;0.0;0;0;0;0;4.0
Kedichem-G0538;22;0;8;254;152;43.0;132.0;47;9;0;32;0.0;0;0;0;0;0.0;6;0;0;0;28.0
Kerkrade-G0928;1904;0;16999;4988;640;0.0;0.0;1575;538;1171;0;0.0;0;0;0;525;0.0;0;0;0;0;976.0
Kerkwijk-G0257;55;0;35;528;73;334.0;513.0;182;14;0;782;15.0;0;0;0;0;0.0;0;0;0;0;274.0
Kessel-G0929;46;0;1335;39;23;0.0;0.0;125;3;7;0;0.0;0;0;0;6;0.0;0;0;0;0;45.0
Kesteren-G0258;75;0;41;904;137;230.0;471.0;312;38;14;991;9.0;0;0;0;0;0.0;0;0;0;0;181.0
Klaaswaal-G0539;14;0;7;487;164;261.0;217.0;52;33;6;157;4.0;0;0;0;0;0.0;0;0;0;0;77.0
Klimmen-G0930;62;0;1365;117;50;0.0;0.0;143;22;14;0;0.0;0;0;0;19;0.0;0;0;0;0;80.0
Kloetinge-G0680;34;0;73;327;204;431.0;164.0;56;22;2;77;6.0;0;0;0;0;0.0;0;0;0;0;60.0
Kloosterburen-G0021;16;0;534;215;105;19.0;239.0;26;19;7;0;2.0;0;0;0;0;0.0;0;0;0;0;35.0
Klundert-G0804;75;0;929;275;81;0.0;0.0;103;29;5;125;0.0;1505;18;0;0;0.0;0;0;0;0;118.0
