RegioNaam;@invalid;@blank;KVP;PvdA;VVD;ARP;CHU;Communistische Partij van Nederland;SGP;Pacifistisch-Socialistische Partij (PSP);Gereformeerd Politiek Verbond (GPV);Boeren Partij;Bruggroep;Partij voor Landbouw en Middenstand;Positief Christelijk Nationale Unie;@abs
Etten-Leur-G0777;140;;5484.0;764;121.0;36.0;161.0;21.0;9.0;13.0;3.0;;;;;220.0
Everdingen-G0508;4;;84.0;104;120.0;95.0;67.0;;146.0;2.0;1.0;8.0;;;;32.0
Ewijk-G0235;34;;1602.0;155;7.0;14.0;45.0;4.0;;;1.0;13.0;2.0;;;48.0
Ezinge-G0012;7;;6.0;421;204.0;378.0;42.0;2.0;;2.0;14.0;3.0;2.0;;;11.0
Ferwerderadeel-G0068;27;;13.0;928;353.0;2226.0;884.0;10.0;7.0;67.0;185.0;;4.0;;;146.0
Fijnaart en Heijningen-G0778;19;;1182.0;378;77.0;255.0;721.0;2.0;45.0;;5.0;;;;;60.0
Finsterwolde-G0013;83;;5.0;451;232.0;40.0;62.0;980.0;4.0;20.0;3.0;17.0;43.0;;;85.0
Franeker-G0069;292;;577.0;1829;538.0;1091.0;524.0;84.0;26.0;118.0;7.0;;24.0;;;535.0
Franekeradeel-G0070;25;;140.0;1075;300.0;524.0;588.0;5.0;6.0;25.0;32.0;;6.0;;;110.0
Gaasterland-G0071;25;;775.0;461;158.0;664.0;1220.0;6.0;160.0;11.0;2.0;;2.0;;;120.0
Gasselte-G0115;70;;15.0;1084;361.0;258.0;223.0;129.0;2.0;6.0;1.0;11.0;15.0;;;65.0
Geertruidenberg-G0779;56;;1707.0;323;101.0;69.0;78.0;5.0;16.0;11.0;1.0;;;;;138.0
Geervliet-G0509;12;;7.0;365;141.0;70.0;102.0;6.0;45.0;9.0;;14.0;4.0;;;22.0
Geffen-G0780;26;;1228.0;109;8.0;7.0;1.0;1.0;;1.0;;;;9.0;;28.0
Geldermalsen-G0236;40;;92.0;1768;376.0;269.0;616.0;18.0;394.0;18.0;10.0;32.0;8.0;;;164.0
Geldrop-G0781;251;;5992.0;1788;563.0;246.0;137.0;53.0;13.0;61.0;5.0;;;39.0;;226.0
Geleen-G0906;509;;10065.0;2729;544.0;515.0;185.0;168.0;9.0;50.0;17.0;;39.0;;;313.0
Gemert-G0782;112;;5006.0;358;78.0;61.0;27.0;25.0;6.0;4.0;1.0;;;19.0;;93.0
Gendringen-G0237;84;;5725.0;648;132.0;251.0;426.0;8.0;5.0;14.0;4.0;20.0;3.0;;;257.0
Gendt-G0238;23;;2131.0;73;14.0;31.0;71.0;;6.0;;;3.0;;;;53.0
Genemuiden-G0154;21;;5.0;464;64.0;475.0;421.0;1.0;711.0;;18.0;5.0;1.0;;;221.0
Gennep-G0907;55;;2020.0;302;111.0;21.0;28.0;6.0;;5.0;2.0;;1.0;;;99.0
Geulle-G0908;43;;969.0;86;12.0;2.0;3.0;1.0;;1.0;1.0;;1.0;;;56.0
Giessen-G0783;5;;1.0;39;18.0;100.0;128.0;;34.0;;19.0;;;;;42.0
Giessenburg-G0510;9;;3.0;336;214.0;502.0;174.0;4.0;169.0;7.0;10.0;24.0;2.0;;;88.0
Gieten-G0116;62;;15.0;1353;631.0;115.0;210.0;21.0;;9.0;2.0;20.0;7.0;;;67.0
Giethoorn-G0155;24;;10.0;773;238.0;78.0;210.0;66.0;2.0;12.0;19.0;23.0;10.0;;;124.0
Gilze en Rijen-G0784;113;;5989.0;555;218.0;89.0;39.0;10.0;9.0;8.0;8.0;;;;;137.0
Goedereede-G0511;14;;5.0;202;99.0;165.0;34.0;3.0;98.0;2.0;;6.0;2.0;;;127.0
Goes-G0664;139;;1325.0;2636;1015.0;972.0;1625.0;20.0;381.0;45.0;51.0;39.0;;;;370.0
Goirle-G0785;105;;3730.0;283;111.0;13.0;9.0;11.0;3.0;4.0;1.0;;;;;72.0
Goor-G0156;64;;1010.0;2136;400.0;187.0;214.0;77.0;14.0;41.0;15.0;13.0;19.0;;;100.0
Gorinchem-G0512;235;;1194.0;5529;1487.0;1639.0;735.0;99.0;271.0;172.0;42.0;46.0;21.0;;;457.0
Gorssel-G0239;91;;396.0;2192;1424.0;827.0;1333.0;38.0;13.0;52.0;17.0;279.0;10.0;;;332.0
Gouda-G0513;539;;5154.0;9444;3141.0;2536.0;1589.0;472.0;850.0;501.0;136.0;77.0;109.0;;;872.0
Gouderak-G0514;27;;18.0;441;226.0;253.0;46.0;2.0;169.0;3.0;;2.0;;;;64.0
Goudriaan-G0515;7;;;43;65.0;165.0;18.0;;60.0;1.0;;;;;;10.0
Goudswaard-G0516;4;;1.0;151;106.0;93.0;47.0;1.0;317.0;2.0;;3.0;;;;83.0
Graauw en Langendam-G0665;29;;818.0;55;6.0;15.0;2.0;1.0;;1.0;;5.0;;;;39.0
Graft-G0389;5;;223.0;265;89.0;5.0;21.0;16.0;2.0;49.0;1.0;;3.0;;;10.0
Gramsbergen-G0157;30;;67.0;887;224.0;742.0;768.0;3.0;5.0;;50.0;25.0;1.0;;;50.0
Grathem-G0909;7;;973.0;27;1.0;;1.0;;1.0;;;;;;;7.0
Grave-G0786;46;;2284.0;265;196.0;50.0;27.0;4.0;3.0;3.0;;;;11.0;;269.0
Grevenbicht-G0910;52;;1060.0;168;22.0;8.0;32.0;2.0;;;1.0;;2.0;;;51.0
Grijpskerk-G0016;19;;9.0;355;257.0;1140.0;153.0;1.0;5.0;3.0;114.0;3.0;1.0;;;24.0
Grijpskerke-G1067;4;;;24;10.0;291.0;104.0;;41.0;1.0;5.0;4.0;;;;7.0
Groede-G0667;30;;186.0;506;322.0;50.0;114.0;1.0;10.0;10.0;3.0;11.0;;;;72.0
Groenlo-G0240;46;;2515.0;384;96.0;33.0;76.0;2.0;3.0;1.0;1.0;1.0;2.0;;;66.0
Groesbeek-G0241;293;;5274.0;966;220.0;122.0;192.0;21.0;2.0;23.0;2.0;25.0;17.0;;;58.0
Groningen-G0014;2406;;6941.0;32865;14460.0;8939.0;6232.0;3443.0;183.0;2524.0;3439.0;251.0;802.0;;;5110.0
Gronsveld-G0911;34;;1192.0;86;9.0;3.0;2.0;4.0;;2.0;;;;;;38.0
Groot-Ammers-G0520;9;;6.0;215;178.0;344.0;44.0;;198.0;;6.0;15.0;;;;83.0
Grootebroek-G0391;14;;2251.0;147;50.0;5.0;6.0;15.0;;32.0;;;1.0;;;51.0
Grootegast-G0015;56;;21.0;889;335.0;2360.0;464.0;28.0;10.0;16.0;198.0;23.0;8.0;;;142.0
Grubbenvorst-G0912;14;;1723.0;47;11.0;3.0;;;;3.0;1.0;;;;;11.0
Gulpen-G0913;60;;1673.0;262;37.0;9.0;5.0;4.0;;1.0;;;2.0;;;49.0
Haaften-G0242;22;;5.0;774;67.0;176.0;339.0;1.0;199.0;2.0;;11.0;1.0;;;71.0
Haaksbergen-G0158;64;;4875.0;1282;619.0;72.0;73.0;26.0;;5.0;6.0;34.0;5.0;;;111.0
Haamstede-G1068;18;;15.0;278;233.0;218.0;253.0;3.0;63.0;6.0;2.0;6.0;;;;51.0
Haaren-G0788;3;;1455.0;56;6.0;6.0;1.0;;;;;;;;;7.0
Haarlem-G0392;2676;;25909.0;35006;14317.0;6357.0;4078.0;3068.0;325.0;4564.0;266.0;1176.0;848.0;;;4844.0
Haarlemmerliede en Spaarnwoude-G0393;49;;1180.0;345;335.0;175.0;115.0;59.0;20.0;37.0;5.0;31.0;10.0;;;83.0
Haarlemmermeer-G0394;483;;5162.0;5747;2411.0;3758.0;2973.0;469.0;414.0;629.0;179.0;188.0;137.0;;;796.0
Haastrecht-G0521;24;;542.0;321;212.0;182.0;61.0;1.0;53.0;14.0;7.0;10.0;;;;31.0
Haelen-G0914;40;;1628.0;137;16.0;3.0;2.0;5.0;1.0;8.0;3.0;;1.0;;;11.0
Hagestein-G0522;3;;179.0;47;40.0;35.0;89.0;;106.0;1.0;;8.0;;;;26.0
Halsteren-G0789;194;;3204.0;619;160.0;126.0;88.0;26.0;14.0;9.0;6.0;;;;;125.0
Haps-G0790;6;;1026.0;28;1.0;5.0;1.0;;;2.0;;;;1.0;;23.0
Hardenberg-G0160;90;;1210.0;2368;695.0;2955.0;2404.0;18.0;25.0;16.0;1136.0;98.0;7.0;;;266.0
Harderwijk-G0243;106;;619.0;1764;1012.0;1694.0;2503.0;23.0;724.0;40.0;52.0;96.0;9.0;;;223.0
Hardinxveld-Giessendam-G0523;110;;55.0;2267;580.0;1168.0;624.0;53.0;1388.0;67.0;166.0;20.0;17.0;;;688.0
Haren-G0017;158;;218.0;2179;2266.0;1311.0;892.0;67.0;10.0;132.0;199.0;64.0;18.0;;;459.0
Harenkarspel-G0395;16;;1414.0;306;108.0;88.0;9.0;10.0;2.0;19.0;4.0;;5.0;;;47.0
Harlingen-G0072;75;;862.0;2749;692.0;659.0;862.0;103.0;10.0;88.0;228.0;;31.0;;;446.0
Harmelen-G0318;15;;795.0;148;99.0;235.0;300.0;1.0;93.0;2.0;4.0;14.0;2.0;;0.0;33.0
Haskerland-G0073;122;;717.0;2578;474.0;718.0;1391.0;66.0;19.0;43.0;20.0;;9.0;;;362.0
Hasselt-G0161;15;;58.0;346;74.0;396.0;317.0;3.0;52.0;5.0;98.0;15.0;3.0;;;112.0
Hattem-G0244;36;;168.0;1532;444.0;542.0;867.0;39.0;43.0;34.0;234.0;13.0;8.0;;;118.0
Havelte-G0117;75;;70.0;1436;720.0;102.0;153.0;5.0;4.0;14.0;7.0;45.0;6.0;;;93.0
Hazerswoude-G0524;39;;1195.0;214;116.0;692.0;511.0;7.0;171.0;7.0;2.0;13.0;4.0;;;88.0
Hedel-G0245;18;;569.0;215;36.0;96.0;139.0;1.0;216.0;5.0;2.0;13.0;2.0;;;82.0
Heel en Panheel-G0915;13;;1493.0;30;16.0;7.0;3.0;;;;;;1.0;;;44.0
Heemskerk-G0396;59;;3056.0;845;177.0;121.0;227.0;39.0;6.0;67.0;10.0;26.0;9.0;;;150.0
Heemstede-G0397;241;;4532.0;2460;4512.0;1204.0;768.0;90.0;49.0;399.0;37.0;205.0;26.0;;;990.0
Heenvliet-G0525;23;;4.0;315;215.0;50.0;43.0;48.0;13.0;3.0;1.0;1.0;9.0;;;61.0
Heer-G0916;270;;3042.0;895;177.0;22.0;20.0;18.0;;13.0;8.0;;6.0;;;139.0
Heerde-G0246;77;;112.0;2630;681.0;1186.0;1951.0;7.0;137.0;21.0;186.0;45.0;6.0;;;199.0
Heerenveen-G0074;301;;505.0;6791;2020.0;1598.0;1264.0;1169.0;19.0;369.0;116.0;;141.0;;;918.0
Heerewaarden-G0247;14;;25.0;463;111.0;12.0;21.0;;6.0;;;2.0;;;;25.0
Heerhugowaard-G0398;21;;2170.0;381;157.0;174.0;47.0;7.0;3.0;28.0;1.0;;3.0;;;55.0
Heerjansdam-G0526;10;;6.0;293;126.0;186.0;270.0;4.0;64.0;1.0;1.0;2.0;2.0;;;31.0
Heerlen-G0917;1189;;24440.0;7953;1203.0;681.0;529.0;681.0;25.0;84.0;53.0;;109.0;;;764.0
Heesch-G0791;32;;2309.0;238;22.0;14.0;15.0;3.0;;2.0;1.0;;;12.0;;25.0
Heeswijk-G1072;5;;1146.0;27;5.0;4.0;;;;;;;;;;28.0
Heeze-G0793;50;;2186.0;156;64.0;17.0;50.0;;3.0;10.0;1.0;;;15.0;;41.0
Hei- en Boeicop-G0527;5;;;52;26.0;141.0;53.0;;145.0;;;1.0;;;;27.0
Heiloo-G0399;105;;2856.0;1745;1215.0;267.0;219.0;51.0;21.0;205.0;9.0;;25.0;;;551.0
Heinenoord-G0528;19;;11.0;397;151.0;263.0;186.0;3.0;169.0;4.0;;13.0;3.0;;;70.0
Heinkenszand-G0672;20;;579.0;120;62.0;134.0;228.0;;39.0;1.0;;9.0;;;;36.0
Heino-G0162;12;;954.0;306;55.0;95.0;487.0;1.0;2.0;4.0;54.0;11.0;;;;37.0
Hekelingen-G1074;9;;5.0;358;137.0;51.0;39.0;2.0;29.0;8.0;1.0;5.0;3.0;;;28.0
Hekendorp-G1075;11;;144.0;51;50.0;53.0;69.0;;40.0;;;9.0;1.0;;;18.0
Helden-G0918;37;;4499.0;115;16.0;4.0;4.0;4.0;;;2.0;;4.0;;;52.0
Hellendoorn-G0163;107;;2856.0;2604;441.0;2209.0;3791.0;23.0;168.0;30.0;107.0;88.0;27.0;;;319.0
Hellevoetsluis-G0530;27;;106.0;687;218.0;95.0;86.0;11.0;27.0;22.0;3.0;3.0;;;;29.0
Helmond-G0794;794;;14133.0;4874;977.0;233.0;137.0;352.0;9.0;74.0;26.0;;;95.0;;581.0
Helvoirt-G0795;21;;1339.0;77;42.0;12.0;34.0;;5.0;2.0;2.0;;;;;66.0
Hemelumer Oldeferd-G0075;19;;100.0;505;143.0;564.0;1327.0;2.0;29.0;8.0;10.0;;1.0;;;71.0
Hendrik-Ido-Ambacht-G0531;54;;38.0;1274;337.0;769.0;511.0;11.0;762.0;13.0;18.0;6.0;2.0;;;151.0
Hengelo-G0164;593;;11804.0;12735;3722.0;1796.0;1879.0;570.0;53.0;595.0;120.0;93.0;130.0;;;1069.0
Hengelo-G0248;45;;1313.0;698;228.0;528.0;528.0;4.0;41.0;17.0;;164.0;2.0;;;74.0
Hennaarderadeel-G0076;13;;143.0;521;252.0;585.0;1051.0;2.0;5.0;24.0;1.0;;2.0;;;63.0
Hensbroek-G0401;8;;296.0;142;68.0;3.0;4.0;9.0;2.0;15.0;;;1.0;;;14.0
Herkingen-G1078;9;;4.0;69;19.0;131.0;18.0;4.0;264.0;2.0;;1.0;;;;74.0
Herten-G0919;22;;1028.0;58;26.0;12.0;3.0;2.0;;;;;;;;23.0
Herwen en Aerdt-G0249;92;;2459.0;441;116.0;107.0;150.0;2.0;9.0;7.0;1.0;11.0;1.0;;;146.0
Herwijnen-G0250;4;;4.0;405;60.0;227.0;212.0;1.0;73.0;1.0;1.0;10.0;1.0;;;30.0
Het Bildt-G0063;50;;22.0;1656;663.0;1563.0;784.0;129.0;12.0;135.0;23.0;;23.0;;;193.0
Heteren-G0251;26;;1428.0;329;62.0;338.0;257.0;5.0;216.0;4.0;;5.0;2.0;;;55.0
Heukelum-G0533;26;;10.0;494;161.0;185.0;155.0;6.0;18.0;2.0;3.0;3.0;1.0;;;34.0
Heumen-G0252;31;;1522.0;87;37.0;19.0;14.0;2.0;;3.0;2.0;2.0;1.0;;;53.0
Heusden-G0797;36;;1076.0;359;109.0;91.0;158.0;11.0;59.0;5.0;3.0;;;6.0;;39.0
Heythuysen-G0920;18;;1697.0;73;13.0;3.0;1.0;2.0;;3.0;;;2.0;;;2.0
Hillegom-G0534;104;;3895.0;1421;516.0;632.0;764.0;21.0;70.0;85.0;6.0;49.0;16.0;;;376.0
Hilvarenbeek-G0798;42;;2453.0;228;74.0;19.0;84.0;3.0;7.0;3.0;1.0;;;;;57.0
Hilversum-G0402;1625;;11936.0;16610;11692.0;5672.0;4017.0;944.0;936.0;2547.0;161.0;589.0;453.0;;;3132.0
Hindeloopen-G0077;4;;7.0;217;23.0;66.0;126.0;4.0;1.0;12.0;3.0;;2.0;;;16.0
Hoedekenskerke-G0673;16;;497.0;104;34.0;42.0;127.0;;94.0;2.0;;11.0;;;;24.0
Hoek-G0674;32;;35.0;518;203.0;132.0;273.0;1.0;220.0;4.0;71.0;17.0;;;;81.0
Hoenkoop-G0319;2;;184.0;39;24.0;65.0;46.0;;8.0;1.0;;3.0;;;0.0;14.0
Hoensbroek-G0921;419;;6525.0;2554;177.0;130.0;116.0;186.0;12.0;41.0;14.0;;209.0;;;290.0
Hoevelaken-G0253;11;;52.0;314;55.0;92.0;325.0;;192.0;5.0;4.0;15.0;;;;50.0
Hoeven-G0799;66;;2213.0;185;29.0;9.0;4.0;3.0;6.0;8.0;;;;;;88.0
Holten-G0165;34;;80.0;827;525.0;484.0;1015.0;8.0;20.0;10.0;11.0;283.0;3.0;;;99.0
Hontenisse-G0675;67;;2679.0;152;47.0;15.0;82.0;5.0;7.0;6.0;9.0;7.0;;;;161.0
Hoofdplaat-G0676;19;;469.0;43;15.0;19.0;45.0;;4.0;1.0;;;;;;53.0
Hoogblokland-G0535;4;;8.0;171;137.0;169.0;8.0;1.0;35.0;;;5.0;;;;22.0
Hooge en Lage Mierde-G0801;6;;1200.0;22;3.0;5.0;9.0;;;;;;;5.0;;15.0
Hooge en Lage Zwaluwe-G0802;18;;1256.0;405;92.0;91.0;596.0;5.0;26.0;2.0;1.0;;;;;69.0
Hoogeloon, Hapert en Casteren-G0800;17;;1846.0;26;2.0;5.0;39.0;2.0;1.0;;;;;5.0;;31.0
Hoogeveen-G0118;638;;206.0;3236;607.0;4386.0;2387.0;308.0;145.0;52.0;236.0;280.0;42.0;;;451.0
Hoogezand-Sappemeer-G0018;610;;1087.0;6591;2173.0;845.0;526.0;928.0;11.0;380.0;106.0;70.0;120.0;;;673.0
Hoogkarspel-G0403;13;;1036.0;220;91.0;5.0;8.0;1.0;;18.0;;;1.0;;;25.0
Hoogkerk-G1084;50;;85.0;1078;322.0;560.0;260.0;21.0;2.0;44.0;277.0;19.0;20.0;;;96.0
Hoogland-G0320;34;;1734.0;184;52.0;69.0;201.0;4.0;59.0;4.0;11.0;12.0;3.0;;1.0;56.0
Hoogwoud-G0404;11;;727.0;359;163.0;9.0;15.0;20.0;2.0;47.0;;;4.0;;;47.0
Hoorn-G0405;201;;2998.0;3198;1112.0;406.0;269.0;152.0;18.0;308.0;11.0;;35.0;;;306.0
Hoornaar-G0536;9;;3.0;170;87.0;196.0;14.0;2.0;32.0;2.0;;;;;;19.0
Horn-G0922;25;;1245.0;72;12.0;5.0;1.0;4.0;;2.0;;;3.0;;;53.0
Horssen-G0254;6;;523.0;23;10.0;3.0;46.0;;;;;;;;;15.0
Horst-G0923;73;;5466.0;200;29.0;11.0;10.0;13.0;2.0;6.0;4.0;;3.0;;;18.0
Houten-G0321;12;;1051.0;127;64.0;100.0;104.0;;125.0;1.0;2.0;2.0;;;0.0;52.0
Huijbergen-G0803;11;;506.0;18;8.0;3.0;3.0;1.0;;;;;;;;7.0
Huissen-G0255;65;;3555.0;204;57.0;48.0;112.0;1.0;7.0;7.0;4.0;9.0;3.0;;;88.0
Huizen-G0406;188;;445.0;1796;1569.0;2194.0;1623.0;57.0;660.0;186.0;28.0;126.0;16.0;;;423.0
Hulsberg-G0924;48;;1131.0;120;10.0;5.0;;1.0;1.0;2.0;3.0;;2.0;;;19.0
Hulst-G0677;99;;2083.0;338;116.0;12.0;23.0;8.0;4.0;4.0;2.0;13.0;;;;66.0
Hummelo en Keppel-G0256;33;;337.0;747;443.0;204.0;259.0;3.0;15.0;12.0;;53.0;1.0;;;88.0
Hunsel-G0925;12;;1524.0;53;2.0;1.0;;1.0;;;;;1.0;;;36.0
Idaarderadeel-G0078;55;;203.0;2684;586.0;224.0;152.0;46.0;2.0;143.0;2.0;;10.0;;;153.0
IJlst-G0102;15;;3.0;224;45.0;247.0;287.0;;;14.0;1.0;;;;;49.0
IJsselmuiden-G0191;21;;491.0;477;134.0;684.0;750.0;9.0;1198.0;22.0;227.0;21.0;3.0;;;234.0
IJsselstein-G0353;50;;1839.0;505;89.0;260.0;419.0;9.0;247.0;12.0;3.0;2.0;4.0;;1.0;83.0
IJzendijke-G0730;39;;958.0;278;80.0;50.0;59.0;10.0;5.0;;1.0;4.0;;;;55.0
Ilpendam-G0407;21;;352.0;538;123.0;76.0;129.0;184.0;7.0;24.0;5.0;;13.0;;;33.0
Itteren-G0926;11;;345.0;22;5.0;;1.0;;;;;;1.0;;;14.0
Jabeek-G0927;8;;335.0;11;;3.0;;;;;;;3.0;;;3.0
Jisp-G0408;9;;36.0;174;112.0;5.0;10.0;40.0;2.0;43.0;2.0;;4.0;;;24.0
Jutphaas-G0322;16;;1096.0;349;95.0;132.0;273.0;;74.0;12.0;1.0;11.0;2.0;;1.0;69.0
Kamerik-G0323;8;;445.0;70;22.0;174.0;296.0;;225.0;2.0;;5.0;1.0;;0.0;42.0
Kampen-G0166;175;;1381.0;3829;749.0;2536.0;2655.0;20.0;1344.0;71.0;1227.0;50.0;12.0;;;453.0
Kantens-G0020;19;;21.0;515;213.0;205.0;105.0;2.0;1.0;3.0;121.0;5.0;2.0;;;52.0
Kapelle-G0678;25;;53.0;665;307.0;404.0;705.0;7.0;207.0;8.0;1.0;29.0;;;;126.0
Kattendijke-G0679;8;;4.0;379;49.0;40.0;169.0;;16.0;2.0;;6.0;;;;37.0
Katwijk-G0537;171;;834.0;2310;924.0;1662.0;5290.0;36.0;1633.0;74.0;84.0;79.0;25.0;;;1429.0
Katwoude-G0409;0;;25.0;44;20.0;21.0;27.0;1.0;;;;;;;;2.0
Kedichem-G0538;18;;10.0;293;161.0;119.0;29.0;1.0;28.0;;1.0;9.0;;;;16.0
Kerkrade-G0928;1436;;17285.0;5045;414.0;213.0;164.0;347.0;20.0;44.0;19.0;;66.0;;;608.0
Kerkwerve-G1095;7;;;86;55.0;146.0;66.0;;47.0;1.0;2.0;7.0;;;;25.0
Kerkwijk-G0257;41;;38.0;541;70.0;663.0;224.0;4.0;775.0;3.0;4.0;67.0;4.0;;;177.0
Kessel-G0929;20;;1241.0;46;2.0;1.0;1.0;;;1.0;1.0;;;;;10.0
Kesteren-G0258;25;;14.0;928;223.0;476.0;124.0;8.0;1000.0;3.0;;32.0;5.0;;;165.0
Klaaswaal-G0539;22;;2.0;524;197.0;207.0;198.0;2.0;145.0;5.0;5.0;14.0;3.0;;;47.0
Klimmen-G0930;18;;1310.0;88;14.0;7.0;4.0;1.0;;1.0;;;1.0;;;30.0
Kloetinge-G0680;26;;49.0;385;223.0;142.0;356.0;1.0;59.0;5.0;2.0;7.0;;;;55.0
Kloosterburen-G0021;16;;566.0;288;111.0;258.0;6.0;1.0;;6.0;1.0;;;;;29.0
Klundert-G0804;26;;880.0;331;80.0;888.0;506.0;2.0;156.0;4.0;5.0;;;;;70.0
Kockengen-G0324;3;;304.0;32;40.0;179.0;129.0;1.0;145.0;1.0;3.0;4.0;;;0.0;18.0
Koedijk-G0410;12;;439.0;444;196.0;45.0;36.0;27.0;1.0;39.0;;;7.0;;;28.0
Koewacht-G0681;63;;1027.0;179;16.0;8.0;7.0;5.0;1.0;5.0;1.0;16.0;;;;57.0
Kollumerland en Nieuwkruisland-G0079;51;;15.0;889;328.0;2440.0;1426.0;16.0;106.0;25.0;59.0;;11.0;;;214.0
Koog aan de Zaan-G0411;80;;426.0;1699;728.0;304.0;145.0;541.0;38.0;358.0;13.0;;37.0;;;182.0
Kortenhoef-G1097;22;;350.0;366;182.0;146.0;174.0;10.0;71.0;25.0;10.0;9.0;6.0;;;169.0
Kortgene-G0682;23;;9.0;901;296.0;241.0;456.0;2.0;146.0;11.0;3.0;4.0;;;;177.0
Koudekerk aan den Rijn-G0540;14;;111.0;194;50.0;336.0;307.0;3.0;36.0;4.0;;6.0;;;;24.0
Koudekerke-G1098;21;;23.0;296;146.0;437.0;477.0;5.0;92.0;3.0;6.0;10.0;;;;166.0
Krabbendijke-G0684;18;;8.0;284;117.0;214.0;280.0;1.0;574.0;2.0;1.0;5.0;;;;134.0
Krimpen aan de Lek-G0541;46;;24.0;1090;249.0;352.0;110.0;31.0;217.0;45.0;2.0;14.0;7.0;;;114.0
Krimpen aan den IJssel-G0542;102;;114.0;2299;392.0;395.0;530.0;119.0;918.0;65.0;12.0;24.0;10.0;;;359.0
Krommenie-G0413;103;;1285.0;1480;417.0;343.0;87.0;775.0;18.0;292.0;70.0;;57.0;;;277.0
Kruiningen-G0685;32;;479.0;891;413.0;271.0;407.0;8.0;321.0;3.0;5.0;18.0;;;;202.0
Kuinre-G0167;3;;46.0;238;43.0;37.0;95.0;;1.0;3.0;;1.0;;;;11.0
Kwadijk-G0414;3;;7.0;176;69.0;8.0;7.0;3.0;;1.0;;;1.0;;;7.0
Landsmeer-G0415;129;;309.0;1607;540.0;453.0;280.0;515.0;32.0;215.0;12.0;;91.0;;;128.0
Langbroek-G0325;9;;162.0;147;22.0;201.0;170.0;3.0;130.0;;;32.0;;;0.0;34.0
Lange Ruige Weide-G1101;6;;17.0;25;27.0;168.0;119.0;;78.0;1.0;1.0;2.0;1.0;;;20.0
Langedijk-G0416;29;;1515.0;1206;595.0;794.0;326.0;82.0;17.0;135.0;28.0;;5.0;;;136.0
Langerak-G0543;6;;6.0;128;56.0;178.0;41.0;2.0;98.0;;15.0;6.0;1.0;;;33.0
Laren-G0417;133;;3115.0;1260;1816.0;416.0;262.0;42.0;43.0;299.0;10.0;90.0;32.0;;;19.0
Laren (Gld.)-G0259;123;;80.0;980;1377.0;310.0;789.0;7.0;8.0;37.0;3.0;134.0;8.0;;;249.0
Leek-G0022;84;;23.0;1791;912.0;1212.0;407.0;25.0;36.0;51.0;294.0;75.0;10.0;;;192.0
Leende-G0805;12;;1258.0;48;23.0;7.0;7.0;;2.0;2.0;1.0;;;6.0;;51.0
Leens-G0023;44;;208.0;682;339.0;439.0;39.0;7.0;5.0;16.0;363.0;7.0;2.0;;;112.0
Leerbroek-G0544;6;;;49;16.0;170.0;67.0;;160.0;;4.0;8.0;;;;53.0
Leerdam-G0545;103;;306.0;2379;538.0;1243.0;687.0;80.0;601.0;40.0;197.0;15.0;33.0;;;250.0
Leersum-G0326;55;;87.0;625;417.0;310.0;390.0;5.0;186.0;17.0;2.0;68.0;5.0;;1.0;208.0
Leeuwarden-G0080;638;;4497.0;21716;5694.0;7096.0;4036.0;664.0;131.0;1175.0;304.0;;174.0;;;2317.0
Leeuwarderadeel-G0081;31;;24.0;1415;415.0;642.0;196.0;11.0;1.0;103.0;2.0;;5.0;;;121.0
Leiden-G0546;1316;;11142.0;20910;6734.0;3947.0;5555.0;1849.0;653.0;1266.0;192.0;373.0;285.0;;;2234.0
Leiderdorp-G0547;34;;544.0;724;426.0;873.0;546.0;8.0;69.0;46.0;3.0;25.0;6.0;;;104.0
Leidschendam-G0548;142;;4249.0;1096;1272.0;526.0;674.0;24.0;47.0;74.0;20.0;40.0;16.0;;;429.0
Leimuiden-G0549;10;;727.0;141;57.0;238.0;165.0;3.0;9.0;10.0;;6.0;1.0;;;44.0
Lekkerkerk-G0550;57;;24.0;1393;737.0;313.0;89.0;18.0;361.0;51.0;;60.0;4.0;;;132.0
Lemsterland-G0082;77;;251.0;1507;253.0;838.0;937.0;277.0;68.0;36.0;5.0;;23.0;;;296.0
Leusden-G0327;30;;623.0;354;207.0;205.0;375.0;3.0;150.0;25.0;28.0;20.0;;;0.0;98.0
Lexmond-G0551;13;;;247;111.0;318.0;175.0;10.0;180.0;;2.0;3.0;;;;59.0
Lichtenvoorde-G0260;36;;4744.0;262;61.0;124.0;306.0;3.0;1.0;4.0;;11.0;;;;79.0
Liempde-G0806;7;;1233.0;51;3.0;2.0;;;;;;;;;;7.0
Lienden-G0261;54;;38.0;1371;382.0;202.0;319.0;8.0;303.0;5.0;2.0;129.0;6.0;;;179.0
Lieshout-G0807;15;;1624.0;96;30.0;3.0;6.0;2.0;;7.0;1.0;;;18.0;;35.0
Limbricht-G0931;42;;1438.0;84;7.0;3.0;;2.0;;1.0;1.0;;2.0;;;48.0
Limmen-G0418;9;;1325.0;132;67.0;10.0;6.0;16.0;;24.0;;;1.0;;;40.0
Linne-G0932;26;;1272.0;77;12.0;5.0;2.0;4.0;;;1.0;;;;;25.0
Linschoten-G0328;12;;340.0;111;90.0;157.0;219.0;1.0;212.0;5.0;;9.0;1.0;;0.0;60.0
Lisse-G0553;42;;3607.0;701;334.0;631.0;747.0;16.0;421.0;27.0;42.0;20.0;2.0;;;197.0
Lith-G0808;24;;1988.0;125;25.0;12.0;22.0;;3.0;1.0;2.0;;;10.0;;68.0
