RegioNaam;@invalid;@blank;KVP;PvdA;ARP;CHU;VVD;Communistische Partij van Nederland;SGP;Overig;Lijst Welter;@abs
Aagtekerke-G1000;0;;10.0;40;51.0;91.0;10.0;27.0;230.0;2.0;;
Aalsmeer-G0358;0;;1161.0;1722;1037.0;977.0;774.0;304.0;79.0;138.0;17.0;500.0
Aalten-G0197;0;;1067.0;1109;2627.0;1448.0;397.0;35.0;16.0;24.0;35.0;481.0
Aardenburg-G0648;0;;1147.0;302;146.0;46.0;157.0;55.0;25.0;43.0;21.0;32.0
Aarle-Rixtel-G0739;0;;1319.0;68;10.0;16.0;14.0;5.0;;4.0;18.0;98.0
Abbekerk-G0359;0;;161.0;184;27.0;15.0;49.0;21.0;;12.0;;49.0
Abbenbroek-G0481;0;;4.0;159;33.0;18.0;138.0;42.0;3.0;5.0;;35.0
Abcoude-G0305;0;;654.0;190;301.0;478.0;55.0;25.0;52.0;20.0;23.0;81.0
Achtkarspelen-G0059;0;;33.0;2200;3754.0;1402.0;354.0;466.0;85.0;42.0;2.0;811.0
Achttienhoven-G1005;0;;75.0;42;103.0;114.0;13.0;7.0;44.0;4.0;10.0;32.0
Adorp-G0001;0;;4.0;216;418.0;59.0;105.0;5.0;;15.0;2.0;54.0
Aduard-G0002;0;;10.0;304;497.0;84.0;200.0;21.0;1.0;26.0;;79.0
Akersloot-G0360;0;;741.0;202;26.0;12.0;89.0;67.0;1.0;1.0;7.0;43.0
Alblasserdam-G0482;0;;36.0;1257;534.0;986.0;328.0;72.0;744.0;17.0;10.0;309.0
Alem, Maren en Kessel-G1007;0;;622.0;8;5.0;3.0;1.0;;2.0;;3.0;29.0
Alkemade-G0483;0;;2752.0;65;290.0;151.0;44.0;7.0;4.0;11.0;19.0;89.0
Alkmaar-G0361;0;;6864.0;6808;1457.0;928.0;1890.0;2062.0;46.0;215.0;296.0;1740.0
Almelo-G0141;0;;4980.0;7310;2146.0;1367.0;2204.0;3273.0;131.0;138.0;70.0;1123.0
Almkerk-G0740;0;;15.0;211;1349.0;545.0;19.0;5.0;28.0;2.0;1.0;21.0
Alphen aan den Rijn-G0484;0;;2068.0;1731;2417.0;2834.0;506.0;131.0;426.0;46.0;37.0;716.0
Alphen en Riel-G0741;0;;1462.0;34;7.0;3.0;3.0;2.0;;;12.0;48.0
Ambt Delden-G0142;0;;1535.0;345;67.0;234.0;119.0;32.0;3.0;6.0;4.0;70.0
Amby-G0883;0;;971.0;117;10.0;4.0;10.0;9.0;1.0;12.0;58.0;117.0
Ameide-G0485;0;;4.0;362;458.0;42.0;84.0;;47.0;5.0;;65.0
Ameland-G0060;0;;395.0;717;220.0;264.0;167.0;58.0;3.0;46.0;5.0;
Amerongen-G0306;0;;29.0;527;384.0;489.0;105.0;23.0;293.0;54.0;1.0;84.0
Amersfoort-G0307;0;;6724.0;8371;4140.0;3261.0;2449.0;2014.0;454.0;680.0;408.0;3576.0
Ammerstol-G0486;0;;;352;20.0;11.0;68.0;133.0;19.0;11.0;1.0;70.0
Ammerzoden-G0198;0;;982.0;80;121.0;183.0;12.0;4.0;65.0;1.0;10.0;91.0
Amstenrade-G0884;0;;891.0;109;26.0;18.0;12.0;46.0;;8.0;48.0;133.0
Amsterdam-G0363;0;;77618.0;130620;42768.0;16545.0;40027.0;111528.0;941.0;9731.0;3825.0;69573.0
Andel-G0742;0;;2.0;81;220.0;289.0;6.0;6.0;53.0;;;13.0
Andijk-G0364;0;;329.0;509;886.0;44.0;67.0;360.0;45.0;7.0;8.0;119.0
Angerlo-G0199;0;;826.0;124;88.0;321.0;74.0;9.0;6.0;2.0;1.0;110.0
Ankeveen-G1014;0;;184.0;47;35.0;89.0;11.0;36.0;7.0;2.0;;31.0
Anloo-G0105;0;;32.0;1568;153.0;77.0;659.0;198.0;15.0;107.0;10.0;523.0
Anna Paulowna-G0366;0;;1039.0;1023;302.0;143.0;278.0;472.0;11.0;55.0;34.0;297.0
Apeldoorn-G0200;0;;5487.0;13579;6977.0;9622.0;5241.0;1842.0;983.0;679.0;305.0;3213.0
Appeltern-G0201;0;;1487.0;51;6.0;147.0;4.0;3.0;1.0;4.0;13.0;106.0
Appingedam-G0003;0;;83.0;1103;856.0;830.0;548.0;571.0;2.0;99.0;4.0;397.0
Arcen en Velden-G0885;0;;1866.0;33;11.0;9.0;13.0;17.0;;9.0;75.0;99.0
Arkel-G0487;0;;27.0;366;108.0;24.0;201.0;16.0;20.0;6.0;;60.0
Arnemuiden-G0649;0;;19.0;259;303.0;300.0;17.0;8.0;474.0;17.0;;114.0
Arnhem-G0202;0;;16159.0;18467;4519.0;4257.0;4960.0;3293.0;290.0;1271.0;1052.0;3850.0
Asperen-G0488;0;;3.0;213;327.0;118.0;99.0;2.0;183.0;3.0;;78.0
Assen-G0106;0;;460.0;5169;2283.0;1009.0;1595.0;673.0;44.0;155.0;44.0;1592.0
Assendelft-G0367;0;;1325.0;867;131.0;43.0;158.0;730.0;36.0;27.0;5.0;221.0
Asten-G0743;0;;3354.0;83;8.0;36.0;10.0;9.0;;2.0;44.0;138.0
Avenhorn-G0368;0;;364.0;249;9.0;10.0;88.0;45.0;;4.0;2.0;52.0
Avereest-G0143;0;;561.0;1118;1344.0;2028.0;440.0;40.0;35.0;41.0;6.0;610.0
Axel-G0650;0;;609.0;636;1115.0;734.0;206.0;16.0;204.0;41.0;43.0;319.0
Baarderadeel-G0061;0;;119.0;1402;434.0;303.0;446.0;51.0;4.0;109.0;3.0;230.0
Baarland-G0651;0;;98.0;76;105.0;116.0;20.0;31.0;38.0;4.0;12.0;17.0
Baarle-Nassau-G0744;0;;1549.0;76;25.0;16.0;4.0;11.0;;5.0;31.0;64.0
Baarn-G0308;0;;1426.0;2294;2263.0;683.0;1289.0;362.0;188.0;193.0;191.0;1045.0
Baexem-G0886;0;;601.0;4;;;;;;;18.0;30.0
Baflo-G0004;0;;10.0;470;789.0;68.0;194.0;20.0;;24.0;2.0;111.0
Bakel en Milheeze-G0745;0;;1878.0;22;10.0;12.0;3.0;5.0;;3.0;9.0;101.0
Barendrecht-G0489;0;;39.0;857;1503.0;578.0;340.0;34.0;212.0;13.0;5.0;231.0
Barneveld-G0203;0;;645.0;1181;2239.0;3070.0;362.0;164.0;1985.0;64.0;34.0;363.0
Barradeel-G0062;0;;42.0;1191;1340.0;1332.0;198.0;105.0;2.0;66.0;1.0;324.0
Barsingerhorn-G0369;0;;56.0;441;56.0;52.0;214.0;255.0;2.0;20.0;;151.0
Barwoutswaarder-G1017;0;;72.0;25;95.0;155.0;4.0;2.0;39.0;1.0;8.0;29.0
Batenburg-G0204;0;;202.0;7;6.0;38.0;11.0;;;;2.0;33.0
Bathmen-G0144;0;;36.0;377;71.0;248.0;459.0;20.0;5.0;10.0;5.0;92.0
Bedum-G0005;0;;168.0;819;2014.0;136.0;403.0;22.0;2.0;41.0;1.0;231.0
Beegden-G0887;0;;525.0;4;1.0;1.0;;1.0;;;;8.0
Beek-G0888;0;;2972.0;272;27.0;18.0;27.0;35.0;6.0;13.0;138.0;232.0
Beek-G1247;0;;1754.0;108;4.0;2.0;6.0;2.0;;4.0;19.0;106.0
Beek en Donk-G0746;0;;1723.0;27;2.0;8.0;5.0;2.0;1.0;2.0;3.0;108.0
Beemster-G0370;0;;895.0;1214;199.0;77.0;560.0;278.0;10.0;26.0;5.0;233.0
Beers-G0747;0;;1006.0;7;1.0;;1.0;;;3.0;5.0;43.0
Beerta-G0006;0;;18.0;444;70.0;94.0;303.0;997.0;6.0;50.0;4.0;280.0
Beesd-G0205;0;;627.0;294;136.0;243.0;56.0;14.0;96.0;11.0;11.0;89.0
Beesel-G0889;0;;2574.0;41;3.0;4.0;;20.0;;3.0;55.0;62.0
Beets-G0371;0;;2.0;153;9.0;12.0;80.0;18.0;1.0;11.0;;25.0
Beilen-G0107;0;;49.0;1735;1267.0;1025.0;542.0;89.0;18.0;27.0;1.0;924.0
Belfeld-G0890;0;;1116.0;29;4.0;;1.0;9.0;;4.0;29.0;31.0
Bellingwolde-G1019;0;;21.0;1681;247.0;269.0;367.0;677.0;2.0;105.0;2.0;442.0
Bemelen-G0891;0;;138.0;8;4.0;2.0;13.0;2.0;;1.0;6.0;
Bemmel-G0206;0;;3467.0;168;59.0;266.0;39.0;25.0;9.0;30.0;36.0;324.0
Bennebroek-G0372;0;;543.0;197;309.0;132.0;141.0;23.0;4.0;33.0;72.0;162.0
Benschop-G0309;0;;321.0;94;241.0;192.0;61.0;6.0;164.0;;8.0;75.0
Benthuizen-G0490;0;;14.0;76;81.0;93.0;31.0;2.0;312.0;;;28.0
Berg en Terblijt-G0892;0;;1025.0;51;8.0;7.0;35.0;16.0;1.0;3.0;17.0;
Bergambacht-G0491;0;;9.0;609;480.0;104.0;226.0;80.0;430.0;28.0;;213.0
Bergen-G0373;0;;1793.0;1643;424.0;183.0;959.0;292.0;3.0;73.0;80.0;
Bergen-G0893;0;;3781.0;54;15.0;7.0;4.0;11.0;2.0;2.0;49.0;158.0
Bergen op Zoom-G0748;0;;9593.0;2255;771.0;230.0;464.0;212.0;40.0;102.0;187.0;1293.0
Bergeyk-G0749;0;;1732.0;52;10.0;43.0;5.0;9.0;2.0;9.0;10.0;102.0
Bergh-G0207;0;;5301.0;417;68.0;64.0;105.0;29.0;12.0;21.0;22.0;440.0
Bergharen-G0208;0;;766.0;27;13.0;102.0;11.0;4.0;;2.0;3.0;52.0
Berghem-G0750;0;;1230.0;75;5.0;2.0;5.0;13.0;;6.0;9.0;130.0
Bergschenhoek-G0492;0;;382.0;209;244.0;553.0;71.0;31.0;82.0;16.0;6.0;113.0
Berkel en Rodenrijs-G0493;0;;1234.0;86;460.0;617.0;33.0;9.0;39.0;1.0;15.0;220.0
Berkel-Enschot-G0751;0;;1329.0;47;10.0;;2.0;3.0;;1.0;22.0;79.0
Berkenwoude-G0494;0;;2.0;91;89.0;6.0;184.0;;110.0;;;39.0
Berkhout-G0374;0;;888.0;539;37.0;33.0;122.0;61.0;4.0;10.0;3.0;88.0
Berlicum-G0752;0;;1880.0;65;6.0;15.0;7.0;10.0;2.0;11.0;12.0;192.0
Best-G0753;0;;2669.0;201;13.0;15.0;16.0;28.0;;13.0;28.0;145.0
Beuningen-G0209;0;;1652.0;66;13.0;88.0;9.0;4.0;2.0;6.0;25.0;117.0
Beusichem-G0210;0;;52.0;376;133.0;86.0;136.0;14.0;77.0;43.0;3.0;98.0
Beverwijk-G0375;0;;6021.0;3235;898.0;582.0;774.0;2038.0;21.0;140.0;102.0;613.0
Bierum-G0008;0;;9.0;375;931.0;740.0;221.0;49.0;6.0;21.0;5.0;213.0
Biervliet-G0652;0;;342.0;381;57.0;157.0;100.0;22.0;40.0;37.0;21.0;96.0
Biggekerke-G1022;0;;19.0;59;180.0;168.0;13.0;13.0;73.0;8.0;;
Bingelrade-G0894;0;;306.0;3;1.0;;;1.0;;;5.0;19.0
Bladel en Netersel-G0754;0;;1474.0;18;8.0;48.0;3.0;1.0;2.0;3.0;10.0;41.0
Blankenham-G0145;0;;23.0;78;11.0;84.0;77.0;2.0;;4.0;;19.0
Blaricum-G0376;0;;871.0;490;256.0;126.0;453.0;191.0;8.0;56.0;56.0;311.0
Bleiswijk-G0495;0;;410.0;160;259.0;297.0;126.0;4.0;95.0;6.0;7.0;85.0
Bleskensgraaf en Hofwegen-G0496;0;;2.0;93;202.0;27.0;44.0;;242.0;2.0;;82.0
Bloemendaal-G0377;0;;2259.0;1990;1557.0;690.0;2579.0;265.0;27.0;387.0;494.0;2257.0
Blokker-G0378;0;;933.0;213;21.0;14.0;113.0;17.0;2.0;4.0;2.0;102.0
Blokzijl-G0146;0;;12.0;302;177.0;137.0;83.0;9.0;10.0;3.0;;77.0
Bocholtz-G0895;0;;1442.0;68;3.0;2.0;2.0;43.0;1.0;6.0;27.0;144.0
Bodegraven-G0497;0;;771.0;448;1289.0;593.0;186.0;29.0;233.0;19.0;23.0;298.0
Boekel-G0755;0;;2133.0;22;;;;3.0;;3.0;11.0;106.0
Bolsward-G0064;0;;1319.0;965;584.0;535.0;159.0;111.0;10.0;21.0;14.0;305.0
Borculo-G0211;0;;353.0;1272;346.0;342.0;958.0;53.0;1.0;31.0;15.0;247.0
Borger-G0108;0;;109.0;2398;746.0;794.0;837.0;273.0;4.0;50.0;7.0;753.0
Borgharen-G0896;0;;482.0;32;1.0;3.0;7.0;1.0;;2.0;6.0;67.0
Born-G0897;0;;1620.0;113;7.0;3.0;8.0;8.0;1.0;5.0;34.0;65.0
Borne-G0147;0;;3523.0;1200;272.0;446.0;252.0;346.0;26.0;12.0;50.0;266.0
Borsele-G0654;0;;100.0;71;87.0;215.0;63.0;1.0;214.0;14.0;39.0;101.0
Boskoop-G0499;0;;920.0;661;1146.0;659.0;611.0;88.0;232.0;22.0;39.0;343.0
Bovenkarspel-G0379;0;;1185.0;221;22.0;4.0;78.0;32.0;5.0;7.0;5.0;88.0
Boxmeer-G0756;0;;3196.0;198;5.0;43.0;13.0;27.0;;5.0;27.0;207.0
Boxtel-G0757;0;;5221.0;498;57.0;47.0;75.0;80.0;3.0;30.0;97.0;500.0
Brakel-G0212;0;;6.0;295;77.0;149.0;25.0;7.0;412.0;6.0;1.0;149.0
Brandwijk-G0500;0;;;60;229.0;30.0;61.0;;99.0;3.0;1.0;60.0
Breda-G0758;0;;26190.0;8538;1664.0;996.0;1809.0;876.0;95.0;537.0;2322.0;4026.0
Breskens-G0655;0;;143.0;655;210.0;276.0;148.0;84.0;24.0;71.0;5.0;8.0
Breukelen-Nijenrode-G1028;0;;453.0;231;440.0;493.0;123.0;28.0;163.0;17.0;55.0;125.0
Breukelen-Sint Pieters-G1029;0;;101.0;100;167.0;139.0;50.0;8.0;22.0;4.0;17.0;42.0
Brielle-G0501;0;;170.0;781;230.0;360.0;405.0;76.0;11.0;31.0;7.0;163.0
Broek in Waterland-G0380;0;;34.0;317;86.0;193.0;228.0;57.0;4.0;22.0;4.0;74.0
Broekhuizen-G0898;0;;497.0;7;;;1.0;1.0;;;5.0;22.0
Brouwershaven-G0656;0;;4.0;354;176.0;29.0;115.0;1.0;22.0;14.0;;69.0
Bruinisse-G0657;0;;13.0;368;203.0;214.0;200.0;18.0;278.0;9.0;;96.0
Brummen-G0213;0;;470.0;2848;534.0;1002.0;1160.0;197.0;24.0;59.0;24.0;349.0
Brunssum-G0899;0;;5211.0;1226;321.0;277.0;29.0;866.0;7.0;52.0;111.0;599.0
Budel-G0759;0;;2519.0;61;14.0;18.0;14.0;5.0;;3.0;34.0;149.0
Bunde-G0900;0;;790.0;44;2.0;;5.0;15.0;;3.0;21.0;41.0
Bunnik-G0312;0;;599.0;159;183.0;161.0;37.0;21.0;57.0;20.0;36.0;62.0
Bunschoten-G0313;0;;6.0;61;2898.0;69.0;5.0;7.0;42.0;3.0;4.0;195.0
Buren-G0214;0;;51.0;447;85.0;232.0;145.0;18.0;92.0;7.0;1.0;85.0
Burgh-G1035;0;;4.0;163;82.0;103.0;80.0;3.0;18.0;9.0;1.0;
Bussum-G0381;0;;4638.0;3756;2612.0;1301.0;2868.0;1014.0;231.0;488.0;429.0;2546.0
Buurmalsen-G0215;0;;47.0;378;152.0;389.0;76.0;13.0;137.0;10.0;;94.0
Cadier en Keer-G0901;0;;517.0;7;1.0;;1.0;1.0;1.0;1.0;38.0;55.0
Cadzand-G0658;0;;14.0;255;81.0;94.0;91.0;9.0;5.0;19.0;;64.0
Callantsoog-G0382;0;;81.0;234;39.0;4.0;122.0;127.0;;3.0;5.0;
Capelle aan den IJssel-G0502;0;;57.0;1351;509.0;613.0;339.0;55.0;685.0;14.0;3.0;486.0
Castricum-G0383;0;;2290.0;1052;245.0;94.0;212.0;426.0;1.0;14.0;65.0;
Chaam-G0760;0;;962.0;67;24.0;43.0;8.0;6.0;3.0;7.0;21.0;68.0
Clinge-G0659;0;;1271.0;80;5.0;10.0;5.0;21.0;5.0;4.0;50.0;267.0
Coevorden-G0109;0;;955.0;1355;552.0;530.0;440.0;69.0;9.0;18.0;9.0;409.0
Cothen-G0314;0;;437.0;29;20.0;47.0;6.0;1.0;21.0;1.0;10.0;21.0
Cuijk en Sint Agatha-G0761;0;;2457.0;77;7.0;8.0;23.0;16.0;;7.0;27.0;152.0
Culemborg-G0216;0;;2250.0;1920;332.0;248.0;521.0;386.0;146.0;20.0;54.0;490.0
Dalen-G0110;0;;240.0;879;145.0;176.0;670.0;18.0;9.0;14.0;2.0;250.0
Dalfsen-G0148;0;;1301.0;488;599.0;1838.0;139.0;17.0;44.0;13.0;5.0;204.0
Dantumadeel-G0065;0;;72.0;1689;2868.0;1747.0;383.0;258.0;534.0;79.0;2.0;853.0
De Bilt-G0310;0;;1639.0;2451;2414.0;826.0;1617.0;227.0;303.0;281.0;188.0;808.0
De Lier-G0552;0;;254.0;118;711.0;630.0;94.0;10.0;26.0;8.0;6.0;77.0
De Rijp-G0440;0;;334.0;274;11.0;7.0;36.0;105.0;7.0;2.0;;61.0
De Werken en Sleeuwijk-G1222;0;;11.0;427;934.0;372.0;45.0;23.0;165.0;6.0;2.0;292.0
De Wijk-G0135;0;;10.0;662;415.0;233.0;551.0;29.0;5.0;37.0;;219.0
Deil-G0217;0;;235.0;384;111.0;293.0;128.0;7.0;75.0;20.0;1.0;131.0
Delft-G0503;0;;9344.0;9763;3973.0;2315.0;2146.0;2635.0;1025.0;418.0;435.0;3285.0
Delfzijl-G0010;0;;158.0;1665;1016.0;637.0;815.0;1173.0;9.0;112.0;16.0;918.0
Den Bommel-G1024;0;;250.0;149;210.0;202.0;50.0;2.0;115.0;;10.0;80.0
Den Dungen-G0768;0;;1043.0;31;1.0;;1.0;3.0;;1.0;6.0;95.0
Den Ham-G0159;0;;289.0;530;1242.0;1615.0;156.0;145.0;11.0;31.0;4.0;410.0
Den Helder-G0400;0;;2246.0;7760;2877.0;579.0;1611.0;943.0;128.0;766.0;107.0;1429.0
Denekamp-G0149;0;;2951.0;172;104.0;160.0;56.0;41.0;4.0;5.0;15.0;171.0
Deurne-G0762;0;;6196.0;122;40.0;148.0;24.0;18.0;2.0;12.0;65.0;364.0
Deventer-G0150;0;;4590.0;8752;1478.0;1146.0;3298.0;4534.0;88.0;192.0;118.0;2749.0
Didam-G0218;0;;3337.0;130;9.0;40.0;14.0;16.0;3.0;5.0;16.0;240.0
Diemen-G0384;0;;623.0;536;345.0;347.0;60.0;204.0;8.0;19.0;16.0;194.0
Diepenheim-G0151;0;;99.0;594;86.0;129.0;221.0;16.0;5.0;8.0;2.0;103.0
Diepenveen-G0152;0;;1273.0;1142;265.0;516.0;842.0;102.0;17.0;40.0;19.0;289.0
Diessen-G0763;0;;890.0;40;6.0;5.0;5.0;2.0;;;3.0;3.0
Diever-G0111;0;;37.0;645;397.0;94.0;344.0;32.0;14.0;33.0;3.0;103.0
Dinteloord en Prinsenland-G0764;0;;815.0;269;329.0;406.0;71.0;28.0;194.0;43.0;3.0;175.0
Dinther-G1044;0;;1087.0;14;3.0;17.0;;2.0;;2.0;7.0;59.0
Dinxperlo-G0219;0;;365.0;358;394.0;802.0;92.0;19.0;2.0;4.0;2.0;225.0
Dirksland-G0504;0;;19.0;413;667.0;60.0;208.0;9.0;360.0;6.0;1.0;158.0
Dodewaard-G0220;0;;24.0;473;203.0;188.0;105.0;8.0;216.0;7.0;2.0;94.0
Doesburg-G0221;0;;1247.0;903;209.0;372.0;145.0;53.0;11.0;12.0;25.0;169.0
Doetinchem-G0222;0;;3177.0;3378;856.0;1275.0;726.0;340.0;100.0;117.0;62.0;890.0
Dokkum-G0066;0;;154.0;909;1362.0;388.0;176.0;53.0;16.0;26.0;1.0;208.0
Domburg-G0660;0;;44.0;322;168.0;181.0;105.0;21.0;151.0;49.0;7.0;
Dongen-G0766;0;;4948.0;167;69.0;96.0;22.0;34.0;10.0;18.0;71.0;197.0
Doniawerstal-G0067;0;;786.0;799;535.0;846.0;139.0;61.0;17.0;49.0;12.0;194.0
Doorn-G0315;0;;193.0;1073;941.0;633.0;579.0;54.0;154.0;57.0;25.0;
Doornspijk-G0223;0;;30.0;334;635.0;467.0;37.0;33.0;1255.0;24.0;5.0;117.0
Dordrecht-G0505;0;;4048.0;14463;6691.0;2895.0;3948.0;2797.0;946.0;522.0;176.0;4966.0
Dreischor-G1047;0;;5.0;325;37.0;40.0;185.0;3.0;20.0;17.0;1.0;53.0
Dreumel-G0224;0;;1132.0;106;7.0;34.0;18.0;5.0;;5.0;10.0;81.0
Driebergen-Rijsenburg-G0316;0;;927.0;1639;1683.0;885.0;719.0;86.0;369.0;119.0;118.0;270.0
Driewegen-G0661;0;;42.0;77;66.0;122.0;38.0;2.0;12.0;16.0;1.0;25.0
Drunen-G0767;0;;2501.0;45;15.0;16.0;2.0;9.0;7.0;1.0;13.0;109.0
Druten-G0225;0;;3083.0;127;24.0;140.0;24.0;8.0;6.0;20.0;41.0;139.0
Dubbeldam-G0507;0;;54.0;748;758.0;619.0;482.0;48.0;165.0;22.0;13.0;290.0
Duiven-G0226;0;;1983.0;48;27.0;45.0;7.0;3.0;4.0;3.0;17.0;128.0
Duivendijke-G1050;0;;7.0;86;128.0;30.0;30.0;10.0;9.0;1.0;;
Dussen-G0769;0;;1208.0;111;321.0;199.0;17.0;8.0;93.0;4.0;3.0;158.0
Dwingeloo-G0112;0;;16.0;906;292.0;81.0;441.0;28.0;3.0;32.0;3.0;112.0
Echt-G0902;0;;5019.0;209;18.0;5.0;11.0;56.0;6.0;22.0;180.0;340.0
Echteld-G0227;0;;52.0;908;362.0;140.0;141.0;29.0;242.0;7.0;1.0;95.0
Edam-Volendam-G0385;0;;3446.0;664;180.0;255.0;389.0;131.0;3.0;61.0;22.0;183.0
Ede-G0228;0;;1278.0;4505;5110.0;5002.0;1354.0;446.0;4280.0;260.0;104.0;194.0
Eelde-G0113;0;;44.0;1119;126.0;74.0;611.0;138.0;7.0;79.0;11.0;260.0
Eemnes-G0317;0;;519.0;85;246.0;56.0;41.0;49.0;66.0;11.0;10.0;101.0
Eenrum-G0011;0;;48.0;707;354.0;35.0;262.0;42.0;2.0;55.0;3.0;120.0
Eersel-G0770;0;;1697.0;18;8.0;18.0;2.0;;;3.0;5.0;59.0
Eethen-G0771;0;;58.0;191;546.0;319.0;45.0;8.0;246.0;2.0;1.0;78.0
Egmond aan Zee-G0386;0;;261.0;1215;165.0;81.0;177.0;196.0;;32.0;19.0;
Egmond-Binnen-G0387;0;;1180.0;140;16.0;11.0;40.0;22.0;1.0;6.0;10.0;
Eibergen-G0229;0;;2431.0;1501;447.0;705.0;436.0;21.0;5.0;20.0;4.0;436.0
Eijgelshoven-G0904;0;;1467.0;170;13.0;16.0;23.0;152.0;7.0;6.0;78.0;210.0
Eijsden-G0905;0;;1943.0;76;19.0;4.0;3.0;14.0;6.0;9.0;81.0;208.0
Eindhoven-G0772;0;;40409.0;13626;2571.0;1282.0;2166.0;2087.0;107.0;365.0;980.0;6025.0
Elburg-G0230;0;;13.0;146;350.0;559.0;41.0;6.0;401.0;4.0;;96.0
Elkerzee-G1053;0;;3.0;77;113.0;68.0;38.0;;26.0;2.0;;11.0
Ellemeet-G1054;0;;3.0;125;41.0;53.0;38.0;1.0;13.0;3.0;;35.0
Ellewoutsdijk-G0663;0;;7.0;119;25.0;79.0;31.0;;12.0;24.0;5.0;64.0
Elsloo-G0903;0;;1410.0;62;9.0;2.0;2.0;11.0;1.0;1.0;23.0;160.0
Elst-G0231;0;;3102.0;898;484.0;431.0;179.0;45.0;59.0;34.0;36.0;240.0
Emmen-G0114;0;;4052.0;7118;3866.0;3342.0;2328.0;2258.0;48.0;106.0;45.0;3435.0
Empel en Meerwijk-G0773;0;;359.0;4;6.0;1.0;;;1.0;;1.0;41.0
Engelen-G0774;0;;292.0;31;2.0;19.0;2.0;;2.0;1.0;;46.0
Enkhuizen-G0388;0;;826.0;1962;1189.0;688.0;481.0;285.0;185.0;20.0;12.0;491.0
Enschede-G0153;0;;12225.0;15339;5409.0;3899.0;6032.0;9557.0;208.0;281.0;234.0;6280.0
Epe-G0232;0;;1021.0;3787;1501.0;1553.0;1304.0;228.0;410.0;94.0;34.0;188.0
Ermelo-G0233;0;;345.0;1547;3137.0;3656.0;744.0;244.0;1599.0;111.0;70.0;
Erp-G0775;0;;1646.0;5;1.0;1.0;3.0;2.0;;4.0;6.0;81.0
Esch-G0776;0;;375.0;32;;4.0;2.0;1.0;;;3.0;22.0
Est en Opijnen-G0234;0;;9.0;221;69.0;137.0;51.0;;64.0;12.0;;65.0
Etten-Leur-G0777;0;;4689.0;466;74.0;163.0;25.0;33.0;5.0;25.0;60.0;450.0
Everdingen-G0508;0;;91.0;62;119.0;51.0;81.0;4.0;142.0;3.0;;44.0
Ewijk-G0235;0;;1399.0;78;3.0;49.0;3.0;1.0;1.0;5.0;8.0;140.0
Ezinge-G0012;0;;1.0;350;451.0;44.0;164.0;14.0;1.0;44.0;;90.0
Ferwerderadeel-G0068;0;;18.0;935;2446.0;889.0;266.0;53.0;5.0;59.0;1.0;370.0
Fijnaart en Heijningen-G0778;0;;993.0;168;340.0;851.0;46.0;2.0;83.0;2.0;11.0;162.0
Finsterwolde-G0013;0;;20.0;375;71.0;85.0;206.0;929.0;5.0;37.0;4.0;254.0
Franeker-G0069;0;;588.0;1400;1143.0;507.0;324.0;377.0;6.0;74.0;3.0;943.0
Franekeradeel-G0070;0;;114.0;1004;605.0;616.0;202.0;90.0;9.0;50.0;2.0;361.0
Gaasterland-G0071;0;;772.0;396;705.0;1257.0;86.0;43.0;179.0;36.0;4.0;178.0
Gameren-G1058;0;;12.0;219;388.0;30.0;13.0;4.0;351.0;6.0;;124.0
Gasselte-G0115;0;;22.0;843;270.0;254.0;262.0;245.0;3.0;38.0;;183.0
Geertruidenberg-G0779;0;;1200.0;179;77.0;47.0;40.0;13.0;6.0;5.0;18.0;175.0
Geervliet-G0509;0;;;235;94.0;82.0;131.0;34.0;34.0;4.0;1.0;61.0
Geffen-G0780;0;;947.0;44;2.0;3.0;;;1.0;1.0;5.0;62.0
Geldermalsen-G0236;0;;52.0;1146;276.0;614.0;255.0;60.0;341.0;26.0;5.0;371.0
Geldrop-G0781;0;;4396.0;842;110.0;84.0;68.0;118.0;7.0;20.0;55.0;390.0
Geleen-G0906;0;;6280.0;1294;276.0;91.0;67.0;456.0;10.0;33.0;118.0;492.0
Gemert-G0782;0;;3909.0;112;21.0;20.0;17.0;41.0;1.0;6.0;28.0;249.0
Gendringen-G0237;0;;4432.0;403;274.0;419.0;52.0;27.0;5.0;6.0;36.0;260.0
Gendt-G0238;0;;1734.0;52;30.0;71.0;5.0;7.0;5.0;2.0;13.0;65.0
Genemuiden-G0154;0;;6.0;368;559.0;319.0;52.0;7.0;561.0;8.0;2.0;272.0
Gennep-G0907;0;;1541.0;227;19.0;28.0;16.0;28.0;2.0;12.0;78.0;105.0
Geulle-G0908;0;;840.0;57;4.0;1.0;9.0;7.0;;3.0;27.0;78.0
Giessen-G0783;0;;;44;96.0;112.0;8.0;;17.0;;;42.0
Giessendam-G1063;0;;5.0;377;654.0;234.0;201.0;56.0;670.0;19.0;;367.0
Giessen-Nieuwkerk-G1062;0;;4.0;112;288.0;79.0;72.0;1.0;58.0;6.0;;55.0
Gieten-G0116;0;;20.0;1055;105.0;242.0;479.0;60.0;5.0;36.0;3.0;197.0
Giethoorn-G0155;0;;26.0;664;123.0;221.0;153.0;227.0;3.0;11.0;7.0;83.0
Gilze en Rijen-G0784;0;;4684.0;221;56.0;15.0;38.0;38.0;5.0;14.0;62.0;
Goedereede-G0511;0;;4.0;165;228.0;47.0;76.0;12.0;110.0;6.0;;94.0
