RegioNaam;@invalid;@blank;RKSP;SDAP;ARP;CHU;Liberale Staatspartij (LSP);Vrijzinnig-Democratische Bond (VDB);Communistische Partij van Nederland;SGP;Revolutionair-Socialistische Partij (RSP);Plattelandersbond;Rooms-Katholieke Volkspartij (RKVP);Christelijk-Democratische Unie;HGSP;VNH;Onafhankelijk Socialistische Partij;Katholiek Democratische Bond;Algemeen Nederlandse Fascistenbond;Democratische Partij;Nationaal Verbond Plicht, Orde, Recht;Nederlandse Christelijke Arbeiderspartij;Limburgsche Federatie;Verbond van Nationalisten;Roomsch-Katholieke Arbeiderspartij (RKAP);Recht en Vrijheid;Marktkooplieden;Lijst Wolswinkel;Onafhankelijke Zakenlui;Nationaal-Socialistische Partij;Nederlandsche Fascisten Unie;Lijst Jacobs;RK Bouwvakarbeiders;Handeldrijvende Middenstand;Volkswelvaartspartij;Bond van Belastingbetalers;Lijst Eijking;Nieuwe Socialistische Partij;Lijst Engels;Hoofd- en handarbeiders;Nationaal Verbond voor Arbeidersbelangen;Lijst Bongers;Lijst De Wit;Voor Algemeen Welzijn;Zuiderzee Partij;Algemeene Nederlandse Huurdersbond;Oranjefascisten;Universeele Partij;Nationale Werkliedenpartij;Anti-crisis Partij;Proletarische Groep;Centrale Democratische Arbeiderspartij;Lijst Triesscheijn;Opbouw en Verbroedering;Algemeene Arbeidersbond;Lijst Groothuis;@abs
Dongen-G0766;36;23;3745.0;46.0;24.0;80.0;16.0;3.0;3.0;35.0;2.0;1.0;20.0;6.0;;3.0;;21.0;7.0;3.0;2.0;4.0;;1.0;3.0;;10.0;;;;;;14.0;;;;;;;;;;;;;;;;;;;;;;;;180.0
Doniawerstal-G0067;22;21;639.0;432.0;481.0;710.0;55.0;180.0;7.0;8.0;2.0;13.0;1.0;69.0;45.0;3.0;1.0;2.0;;;;;;3.0;;1.0;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;155.0
Doorn-G0315;32;48;65.0;319.0;499.0;628.0;306.0;106.0;15.0;141.0;1.0;14.0;4.0;7.0;14.0;18.0;1.0;2.0;2.0;4.0;4.0;19.0;;2.0;2.0;14.0;;28.0;;;3.0;;;;2.0;3.0;;;;;;;;;2.0;;;;;;;;;;;;160.0
Doornspijk-G0223;65;63;5.0;141.0;685.0;282.0;10.0;7.0;2.0;375.0;1.0;212.0;1.0;90.0;55.0;13.0;3.0;1.0;3.0;4.0;8.0;2.0;;;2.0;1.0;;3.0;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;150.0
Dordrecht-G0505;420;1174;2497.0;8687.0;5072.0;2201.0;4015.0;971.0;238.0;1046.0;1312.0;30.0;30.0;183.0;45.0;212.0;172.0;248.0;152.0;88.0;120.0;65.0;;;18.0;17.0;;15.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2127.0
Dreischor-G1047;21;19;2.0;217.0;56.0;16.0;145.0;47.0;4.0;9.0;1.0;44.0;2.0;5.0;;1.0;9.0;1.0;;2.0;;;;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38.0
Dreumel-G0224;8;17;998.0;53.0;;25.0;48.0;2.0;5.0;;;6.0;2.0;1.0;;;2.0;2.0;1.0;5.0;;;;;;;;;;;;;;;;;;4.0;;;;;;;;;;;;;;;;;;;117.0
Driebergen-G1048;39;76;538.0;596.0;867.0;712.0;449.0;173.0;14.0;359.0;5.0;26.0;3.0;10.0;29.0;34.0;8.0;3.0;15.0;7.0;6.0;52.0;;5.0;;3.0;;18.0;;;1.0;;;;;2.0;;;;;;;;;;;;;;;;;;;;;357.0
Driel-G1248;18;28;1459.0;41.0;57.0;67.0;17.0;6.0;4.0;83.0;5.0;6.0;2.0;1.0;1.0;1.0;1.0;3.0;;13.0;2.0;;;3.0;;;;;;5.0;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;92.0
Driewegen-G0661;9;6;36.0;25.0;82.0;97.0;39.0;24.0;;10.0;1.0;3.0;;;;1.0;2.0;1.0;;1.0;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.0
Drunen-G0767;14;11;1468.0;22.0;4.0;33.0;1.0;;1.0;5.0;;;10.0;;1.0;;;3.0;3.0;6.0;;4.0;;;1.0;;3.0;;;9.0;;;;;;1.0;;;2.0;;;;;;;;;;;;;;;;;;74.0
Druten-G0225;13;19;2415.0;21.0;8.0;86.0;18.0;1.0;8.0;11.0;;10.0;52.0;;;2.0;2.0;4.0;7.0;26.0;;;;;;;;;;2.0;;;;;;;;7.0;;;;;;;;;;;;;;;;;;;144.0
Dubbeldam-G0507;40;90;31.0;484.0;547.0;317.0;357.0;40.0;6.0;157.0;18.0;85.0;6.0;6.0;3.0;10.0;5.0;5.0;18.0;3.0;6.0;8.0;;;6.0;2.0;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;143.0
Duiven-G0226;6;26;1529.0;34.0;34.0;23.0;3.0;1.0;3.0;2.0;;1.0;4.0;;9.0;;;6.0;1.0;2.0;2.0;;;1.0;;;;1.0;;1.0;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;86.0
Duivendijke-G1050;7;2;2.0;27.0;142.0;19.0;34.0;3.0;;6.0;;7.0;;1.0;;;2.0;1.0;;1.0;1.0;;;3.0;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.0
Dussen-G0769;14;9;976.0;66.0;250.0;147.0;8.0;9.0;1.0;56.0;2.0;6.0;2.0;;33.0;2.0;1.0;;6.0;3.0;;1.0;;1.0;;;;;;9.0;;;;;;;;;4.0;;;;;;;;;;;;;;;;;;127.0
Dwingeloo-G0112;14;18;6.0;280.0;244.0;50.0;399.0;217.0;7.0;;2.0;153.0;1.0;6.0;;8.0;6.0;;5.0;8.0;3.0;;;4.0;4.0;4.0;;4.0;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;77.0
Echt-G0902;82;116;2826.0;143.0;28.0;4.0;5.0;5.0;15.0;8.0;3.0;97.0;58.0;4.0;3.0;15.0;6.0;68.0;2.0;10.0;;4.0;169.0;4.0;;;;;;;;145.0;;;;;;;;;;5.0;;;;;;;;;;;;;;;121.0
Echteld-G0227;17;24;36.0;600.0;221.0;33.0;207.0;15.0;16.0;168.0;3.0;216.0;;42.0;1.0;3.0;8.0;1.0;14.0;3.0;;;;3.0;;;;5.0;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;132.0
Edam-G1315;18;26;2275.0;556.0;140.0;149.0;104.0;292.0;27.0;3.0;11.0;225.0;10.0;11.0;2.0;5.0;10.0;4.0;5.0;5.0;27.0;;;2.0;;1.0;;;;1.0;;;;;;;4.0;;;;;;2.0;;4.0;;;;;;;;;;;;191.0
Ede-G0228;151;440;585.0;1628.0;3449.0;2265.0;607.0;513.0;159.0;2883.0;12.0;278.0;35.0;131.0;194.0;214.0;6.0;14.0;52.0;46.0;16.0;111.0;;;7.0;7.0;;356.0;;16.0;;;;;;9.0;;;;;;;;1.0;;;13.0;;;;;;;;;;961.0
Eede-G1052;10;22;277.0;11.0;4.0;1.0;12.0;4.0;;;;;1.0;1.0;;;2.0;1.0;;2.0;;;;12.0;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.0
Eelde-G0113;25;66;8.0;603.0;154.0;43.0;138.0;193.0;53.0;;4.0;218.0;6.0;60.0;8.0;9.0;11.0;;12.0;49.0;7.0;;;5.0;7.0;17.0;;5.0;;;;;;;;;;;;;;;;;;;;;;;9.0;;;;;;136.0
Eemnes-G0317;14;21;419.0;44.0;155.0;47.0;14.0;20.0;6.0;69.0;6.0;2.0;11.0;16.0;7.0;6.0;7.0;;1.0;1.0;1.0;1.0;;3.0;1.0;1.0;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;59.0
Eenrum-G0011;10;25;41.0;556.0;300.0;11.0;153.0;189.0;16.0;;1.0;;;39.0;;8.0;3.0;1.0;2.0;16.0;;;;12.0;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;65.0
Eersel-G0770;3;0;1180.0;6.0;;10.0;1.0;;1.0;;;;;;;1.0;;;;;;1.0;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;28.0
Eethen-G0771;9;17;56.0;83.0;515.0;204.0;10.0;38.0;;124.0;2.0;19.0;1.0;;87.0;6.0;1.0;1.0;4.0;1.0;7.0;;;5.0;;;2.0;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;100.0
Egmond aan Zee-G0386;89;0;186.0;490.0;102.0;89.0;150.0;138.0;58.0;3.0;16.0;10.0;4.0;2.0;84.0;4.0;4.0;5.0;3.0;5.0;2.0;;;1.0;;7.0;;;;2.0;;;;;;;15.0;;;;;;1.0;;1.0;;;;;;;;;;;;105.0
Egmond-Binnen-G0387;4;11;825.0;37.0;10.0;10.0;26.0;62.0;3.0;1.0;;34.0;7.0;2.0;;2.0;2.0;2.0;;;;;;1.0;;;;;;1.0;;;;;;;10.0;;;;;;;;;;;;;;;;;;;;48.0
Eibergen-G0229;33;47;1733.0;671.0;413.0;509.0;318.0;144.0;7.0;3.0;5.0;100.0;16.0;44.0;3.0;3.0;9.0;3.0;10.0;8.0;2.0;2.0;;;4.0;3.0;;1.0;;5.0;;;;;;;;;;;;;;1.0;;;3.0;;;;;;;;;;178.0
Eijgelshoven-G0904;33;45;702.0;190.0;10.0;12.0;1.0;5.0;21.0;6.0;4.0;2.0;125.0;3.0;1.0;5.0;3.0;83.0;4.0;;2.0;4.0;6.0;3.0;;4.0;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;38.0
Eijsden-G0905;13;45;986.0;100.0;;7.0;2.0;8.0;1.0;8.0;;2.0;34.0;;2.0;5.0;2.0;28.0;2.0;12.0;;;346.0;2.0;;1.0;;;;;;10.0;;;;;;;;;;5.0;;;;;;;;;;;;;;;65.0
Eindhoven-G0772;365;922;25874.0;6398.0;1279.0;1112.0;464.0;888.0;722.0;67.0;52.0;23.0;661.0;;29.0;64.0;92.0;446.0;33.0;87.0;18.0;321.0;;21.0;18.0;2.0;70.0;7.0;;107.0;;;;;;11.0;;;94.0;;;;;;;;;;;;;;;;;;1425.0
Elburg-G0230;28;36;4.0;95.0;381.0;482.0;13.0;27.0;;65.0;2.0;12.0;1.0;36.0;50.0;2.0;;;1.0;3.0;3.0;;;;3.0;2.0;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;75.0
Elkerzee-G1053;2;7;4.0;42.0;84.0;70.0;43.0;18.0;1.0;32.0;;2.0;;1.0;1.0;;3.0;;1.0;;;;;1.0;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.0
Ellemeet-G1054;1;2;;54.0;48.0;32.0;65.0;12.0;;22.0;;6.0;2.0;7.0;;1.0;2.0;;;;1.0;;;3.0;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.0
Ellewoutsdijk-G0663;7;11;4.0;93.0;26.0;53.0;71.0;20.0;1.0;17.0;2.0;2.0;1.0;1.0;;1.0;5.0;;;4.0;;;;1.0;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.0
Elsloo-G0903;8;37;877.0;30.0;7.0;9.0;1.0;;2.0;9.0;1.0;1.0;9.0;2.0;;;2.0;36.0;;;2.0;1.0;11.0;2.0;;;;;;;;32.0;;;;;;;;;;2.0;;;;;;;;;;;;;;;49.0
Elst-G0231;31;60;2168.0;586.0;271.0;265.0;317.0;105.0;13.0;93.0;2.0;113.0;67.0;33.0;39.0;24.0;4.0;6.0;31.0;2.0;2.0;;;;;;;2.0;;5.0;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;145.0
Emmen-G0114;402;1048;1789.0;3831.0;2750.0;2184.0;699.0;1023.0;443.0;56.0;181.0;342.0;64.0;176.0;83.0;30.0;297.0;;59.0;205.0;19.0;;;46.0;271.0;38.0;;35.0;;;;;;;;;;;;;;;;;;;;;;;46.0;;;;;;1067.0
Empel en Meerwijk-G0773;1;0;284.0;1.0;;7.0;1.0;;;1.0;;;2.0;;;;;1.0;;;;1.0;;;;;7.0;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;20.0
Engelen-G0774;1;8;254.0;5.0;2.0;30.0;;;1.0;;;1.0;;;;;1.0;2.0;;1.0;;1.0;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;444.0
Enkhuizen-G0388;37;126;563.0;1278.0;901.0;691.0;333.0;418.0;31.0;138.0;10.0;22.0;104.0;60.0;4.0;4.0;61.0;3.0;2.0;3.0;8.0;;;3.0;;1.0;;;;;;;;;;;3.0;;;;;;5.0;;54.0;;;;;;;;;;;;367.0
Enschede-G0153;426;1438;3977.0;6212.0;2495.0;1832.0;1961.0;1498.0;1461.0;96.0;1339.0;52.0;980.0;694.0;13.0;98.0;979.0;72.0;;73.0;26.0;20.0;;25.0;;24.0;;10.0;;;63.0;;;;;;;;;;;;;;;;;;;;;;;;;;1128.0
Epe-G0232;77;85;685.0;1140.0;1076.0;749.0;304.0;839.0;90.0;221.0;8.0;987.0;15.0;12.0;11.0;30.0;10.0;4.0;21.0;29.0;7.0;2.0;;;16.0;7.0;;11.0;;5.0;;;;;;2.0;;;;;;;;3.0;;;5.0;;;;;;;;;;362.0
Ermelo-G0233;78;129;47.0;382.0;2059.0;2205.0;178.0;85.0;11.0;758.0;7.0;64.0;2.0;24.0;136.0;51.0;5.0;3.0;8.0;17.0;4.0;3.0;;;3.0;2.0;;3.0;;;;;;;;4.0;;;;;;;;;;;6.0;;;;;;;;;;410.0
Erp-G0775;1;4;1321.0;2.0;;1.0;1.0;;;;;;3.0;;;1.0;;;;2.0;;;;;;;3.0;1.0;;3.0;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;28.0
Esch-G0776;1;3;345.0;;;2.0;;;;4.0;;;1.0;;;;;1.0;2.0;;;;;;;;2.0;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;8.0
Escharen-G1057;6;2;641.0;;;;;;;;;1.0;;;;1.0;;1.0;1.0;;;;;;;;1.0;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;22.0
Est en Opijnen-G0234;7;26;4.0;95.0;63.0;63.0;133.0;6.0;3.0;75.0;;12.0;2.0;9.0;;;2.0;;10.0;5.0;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72.0
Etten en Leur-G1251;113;79;3505.0;153.0;17.0;129.0;11.0;10.0;9.0;75.0;2.0;9.0;29.0;5.0;4.0;7.0;2.0;10.0;5.0;13.0;3.0;4.0;;2.0;11.0;1.0;8.0;;;;;;33.0;;;;;;;;;;;;;;;;;;;;;;;;247.0
Everdingen-G0508;18;10;89.0;32.0;83.0;18.0;22.0;14.0;;121.0;;63.0;1.0;2.0;24.0;1.0;;1.0;1.0;4.0;;;;;1.0;1.0;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.0
Ewijk-G0235;8;5;1118.0;11.0;;12.0;48.0;;3.0;;1.0;10.0;111.0;;;;1.0;;1.0;1.0;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;56.0
Ezinge-G0012;5;10;;223.0;343.0;25.0;113.0;134.0;1.0;1.0;1.0;11.0;1.0;7.0;1.0;1.0;1.0;;2.0;13.0;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56.0
Ferwerderadeel-G0068;35;32;3.0;525.0;2171.0;723.0;273.0;262.0;17.0;6.0;5.0;57.0;2.0;99.0;28.0;3.0;9.0;1.0;3.0;8.0;2.0;6.0;;9.0;;7.0;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;204.0
Fijnaart en Heijningen-G0778;15;26;754.0;107.0;241.0;556.0;25.0;3.0;;54.0;1.0;1.0;1.0;1.0;236.0;3.0;;;1.0;8.0;1.0;3.0;;;3.0;;3.0;;;;;;9.0;;;;;;;;;;;;;;;;;;;;;;;;119.0
Finsterwolde-G0013;55;111;1.0;255.0;126.0;47.0;145.0;149.0;546.0;1.0;3.0;22.0;;3.0;14.0;6.0;9.0;1.0;1.0;15.0;2.0;3.0;;2.0;;4.0;;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;171.0
Franeker-G0069;60;90;454.0;1047.0;832.0;401.0;181.0;466.0;117.0;17.0;15.0;12.0;23.0;180.0;35.0;3.0;32.0;4.0;1.0;14.0;2.0;1.0;;9.0;;9.0;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;725.0
Franekeradeel-G0070;21;33;106.0;693.0;559.0;598.0;154.0;275.0;35.0;5.0;8.0;6.0;4.0;89.0;15.0;1.0;11.0;;;2.0;4.0;;;3.0;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;148.0
Gaasterland-G0071;16;23;583.0;114.0;636.0;1031.0;62.0;83.0;7.0;146.0;3.0;28.0;1.0;103.0;65.0;2.0;;3.0;1.0;2.0;5.0;2.0;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;192.0
Gameren-G1058;10;42;5.0;167.0;367.0;21.0;5.0;17.0;8.0;217.0;2.0;29.0;1.0;2.0;3.0;4.0;3.0;1.0;1.0;4.0;;;;1.0;;;;1.0;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;103.0
Gassel-G1059;0;0;294.0;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;9.0
Gasselte-G0115;20;41;6.0;630.0;255.0;227.0;103.0;133.0;20.0;3.0;1.0;90.0;2.0;45.0;4.0;;22.0;;6.0;12.0;2.0;;;2.0;5.0;3.0;;4.0;;;;;;;;;;;;;;;;;;;;;;;5.0;;;;;;115.0
Geertruidenberg-G0779;19;17;900.0;102.0;26.0;47.0;38.0;40.0;1.0;19.0;1.0;2.0;7.0;;5.0;6.0;1.0;2.0;2.0;2.0;;;;1.0;1.0;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;65.0
Geervliet-G0509;10;10;1.0;157.0;75.0;71.0;44.0;10.0;3.0;52.0;;47.0;;1.0;;1.0;;;47.0;1.0;;;;;4.0;3.0;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.0
Geffen-G0780;1;1;792.0;8.0;;2.0;;;;;;;4.0;;;;;5.0;;;;;;;;;5.0;;;2.0;;;;;;1.0;;;4.0;;;;;;;;;;;;;;;;;;12.0
Geldermalsen-G0236;37;78;28.0;599.0;180.0;328.0;195.0;61.0;27.0;268.0;1.0;54.0;4.0;123.0;5.0;6.0;8.0;;9.0;9.0;2.0;;;4.0;;;;2.0;;;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;177.0
Geldrop-G0781;39;55;3008.0;293.0;66.0;61.0;11.0;19.0;17.0;4.0;;;27.0;;2.0;5.0;;19.0;2.0;11.0;;20.0;;1.0;1.0;;2.0;;;22.0;;;;;;1.0;;;9.0;;;;;;;;;;;;;;;;;;122.0
Geleen-G0906;69;111;2874.0;508.0;96.0;101.0;10.0;24.0;127.0;15.0;11.0;3.0;57.0;28.0;1.0;16.0;9.0;189.0;10.0;9.0;2.0;1.0;116.0;3.0;;;;;;;;168.0;;;;;;;;;;10.0;;;;;;;;;;;;;;;197.0
Gemert-G0782;17;16;2545.0;34.0;10.0;24.0;5.0;2.0;;2.0;1.0;9.0;12.0;;1.0;1.0;;7.0;1.0;11.0;1.0;6.0;;3.0;1.0;1.0;7.0;2.0;;16.0;;;;;;2.0;;;48.0;;;;;;;;;;;;;;;;;;121.0
Gendringen-G0237;31;46;3272.0;148.0;206.0;297.0;69.0;74.0;13.0;13.0;2.0;176.0;23.0;12.0;24.0;7.0;2.0;12.0;19.0;6.0;1.0;;;3.0;;;;9.0;;14.0;;;;;;;;6.0;;;;;;;;;;;;;;;;;;;141.0
Gendt-G0238;6;18;1399.0;10.0;9.0;58.0;6.0;4.0;9.0;10.0;1.0;6.0;7.0;1.0;;2.0;;1.0;;6.0;;;;;;;;1.0;;1.0;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;56.0
Genemuiden-G0154;12;38;;162.0;682.0;162.0;5.0;30.0;1.0;258.0;3.0;5.0;;19.0;5.0;3.0;3.0;3.0;;5.0;1.0;4.0;;;;;;2.0;;;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;307.0
Gennep-G0907;23;37;776.0;107.0;17.0;33.0;14.0;6.0;6.0;4.0;;3.0;441.0;1.0;4.0;5.0;;12.0;5.0;1.0;1.0;2.0;1.0;2.0;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;62.0
Geulle-G0908;15;15;464.0;12.0;1.0;5.0;1.0;;1.0;10.0;;1.0;2.0;;1.0;10.0;;34.0;1.0;3.0;;;75.0;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;56.0
Giessen-G0783;0;2;;8.0;71.0;71.0;13.0;4.0;;15.0;;2.0;;;13.0;;1.0;;5.0;1.0;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58.0
Giessendam-G1063;35;91;2.0;146.0;675.0;41.0;160.0;34.0;5.0;338.0;1.0;72.0;;1.0;49.0;2.0;15.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;326.0
Giessen-Nieuwkerk-G1062;7;7;;36.0;262.0;51.0;54.0;5.0;;64.0;1.0;6.0;;1.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38.0
Gieten-G0116;17;45;5.0;514.0;128.0;213.0;259.0;199.0;26.0;3.0;2.0;146.0;2.0;20.0;1.0;4.0;10.0;;10.0;12.0;2.0;;;6.0;7.0;10.0;;5.0;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;81.0
Giethoorn-G0155;14;30;13.0;524.0;110.0;142.0;54.0;129.0;78.0;;2.0;98.0;2.0;9.0;5.0;2.0;9.0;1.0;;20.0;;;;1.0;;1.0;;2.0;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;30.0
Gilze en Rijen-G0784;36;24;3198.0;65.0;10.0;16.0;4.0;2.0;4.0;35.0;;;27.0;;;3.0;;22.0;1.0;2.0;2.0;;;2.0;6.0;;4.0;;;;;;10.0;;;;;;;;;;;;;;;;;;;;;;;;101.0
Ginneken en Bavel-G1064;117;121;4124.0;646.0;152.0;242.0;227.0;136.0;17.0;68.0;3.0;5.0;51.0;29.0;12.0;129.0;2.0;52.0;36.0;4.0;3.0;2.0;;2.0;63.0;1.0;13.0;;;;;;41.0;;;;;;;;;;;;;;;;;;;;;;;;335.0
Goedereede-G0511;8;41;1.0;93.0;147.0;12.0;88.0;13.0;6.0;87.0;1.0;9.0;;4.0;4.0;2.0;2.0;1.0;4.0;;2.0;2.0;;;2.0;1.0;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;111.0
Goes-G0664;72;111;717.0;809.0;720.0;1314.0;644.0;180.0;33.0;117.0;5.0;3.0;19.0;25.0;12.0;14.0;22.0;11.0;10.0;10.0;9.0;;;5.0;;16.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;234.0
Goirle-G0785;51;32;1856.0;50.0;18.0;11.0;6.0;6.0;5.0;33.0;2.0;2.0;106.0;5.0;1.0;1.0;1.0;34.0;7.0;7.0;4.0;1.0;;2.0;1.0;2.0;7.0;;;;;;12.0;;;;;;;;;;;;;;;;;;;;;;;;55.0
Goor-G0156;18;42;470.0;921.0;113.0;113.0;85.0;166.0;48.0;3.0;30.0;29.0;5.0;52.0;3.0;2.0;123.0;2.0;;3.0;4.0;1.0;;3.0;;;;3.0;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;70.0
Gorinchem-G0512;73;268;822.0;1729.0;1628.0;307.0;1138.0;340.0;206.0;191.0;5.0;33.0;9.0;13.0;35.0;41.0;51.0;5.0;110.0;19.0;25.0;5.0;;;4.0;4.0;;11.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;492.0
Gorssel-G0239;59;91;202.0;892.0;805.0;860.0;747.0;317.0;32.0;16.0;9.0;119.0;6.0;21.0;5.0;20.0;30.0;5.0;3.0;8.0;7.0;7.0;;;7.0;12.0;;6.0;;1.0;;;;;;2.0;;;;;;;;;;;1.0;;;;;;;;;;286.0
Gouda-G0513;241;492;3399.0;3575.0;2123.0;939.0;1205.0;580.0;369.0;680.0;13.0;44.0;44.0;276.0;107.0;46.0;814.0;61.0;51.0;25.0;46.0;2.0;;13.0;18.0;9.0;;5.0;;;;;;;;24.0;;;;4.0;;;;;;;;;;;;;;;;;699.0
Gouderak-G0514;20;21;15.0;170.0;206.0;26.0;93.0;29.0;16.0;166.0;1.0;70.0;;3.0;5.0;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;109.0
Goudriaan-G0515;2;6;1.0;5.0;135.0;10.0;18.0;7.0;;59.0;1.0;16.0;;2.0;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34.0
Goudswaard-G0516;5;11;1.0;67.0;76.0;82.0;100.0;1.0;2.0;270.0;1.0;23.0;;;4.0;7.0;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94.0
Graauw en Langendam-G0665;14;37;655.0;27.0;8.0;1.0;3.0;2.0;4.0;16.0;;1.0;4.0;;1.0;1.0;3.0;4.0;;2.0;1.0;;;95.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;113.0
Grafhorst-G1065;5;7;7.0;56.0;32.0;11.0;3.0;4.0;;198.0;;10.0;;1.0;1.0;2.0;;;;;;;;;;1.0;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;28.0
Graft-G0389;6;9;145.0;204.0;10.0;26.0;31.0;86.0;17.0;;16.0;64.0;2.0;6.0;;;2.0;1.0;;1.0;;;;;;2.0;;;;1.0;;;;;;;4.0;;;;;;1.0;;;;;;;;;;;;;;39.0
Gramsbergen-G0157;14;21;58.0;245.0;638.0;703.0;97.0;66.0;1.0;7.0;3.0;44.0;3.0;7.0;3.0;10.0;4.0;;;3.0;;2.0;;3.0;;6.0;;1.0;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;83.0
Grathem-G0909;2;3;648.0;4.0;;;;;1.0;4.0;;1.0;1.0;;;1.0;;6.0;;;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30.0
Grave-G0786;9;25;675.0;33.0;6.0;10.0;8.0;10.0;4.0;4.0;;4.0;61.0;;1.0;3.0;;4.0;1.0;11.0;1.0;4.0;;5.0;;;3.0;;;5.0;;;;;;2.0;;;4.0;;;;;;;;;;;;;;;;;;159.0
Grevenbicht-G0910;19;14;442.0;43.0;9.0;48.0;;9.0;8.0;4.0;;6.0;33.0;7.0;;;;9.0;2.0;;;1.0;20.0;;;1.0;;;;;;36.0;;;;;;;;;;;;;;;;;;;;;;;;;61.0
Grijpskerk-G0016;6;13;3.0;157.0;994.0;129.0;147.0;172.0;3.0;;;31.0;1.0;29.0;2.0;20.0;2.0;;6.0;22.0;;2.0;;4.0;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99.0
Grijpskerke-G1067;2;3;2.0;3.0;290.0;85.0;3.0;1.0;;53.0;;1.0;1.0;;1.0;1.0;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.0
Groede-G0667;49;0;144.0;321.0;146.0;78.0;291.0;86.0;5.0;16.0;2.0;22.0;5.0;2.0;1.0;4.0;12.0;3.0;1.0;1.0;;;;5.0;;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;81.0
