RegioNaam;@invalid;@blank;RKSP;SDAP;ARP;CHU;Liberale Staatspartij (LSP);Vrijzinnig-Democratische Bond (VDB);Communistische Partij van Nederland;SGP;Revolutionair-Socialistische Partij (RSP);Plattelandersbond;Rooms-Katholieke Volkspartij (RKVP);Christelijk-Democratische Unie;HGSP;VNH;Onafhankelijk Socialistische Partij;Katholiek Democratische Bond;Algemeen Nederlandse Fascistenbond;Democratische Partij;Nationaal Verbond Plicht, Orde, Recht;Nederlandse Christelijke Arbeiderspartij;Limburgsche Federatie;Verbond van Nationalisten;Roomsch-Katholieke Arbeiderspartij (RKAP);Recht en Vrijheid;Marktkooplieden;Lijst Wolswinkel;Onafhankelijke Zakenlui;Nationaal-Socialistische Partij;Nederlandsche Fascisten Unie;Lijst Jacobs;RK Bouwvakarbeiders;Handeldrijvende Middenstand;Volkswelvaartspartij;Bond van Belastingbetalers;Lijst Eijking;Nieuwe Socialistische Partij;Lijst Engels;Hoofd- en handarbeiders;Nationaal Verbond voor Arbeidersbelangen;Lijst Bongers;Lijst De Wit;Voor Algemeen Welzijn;Zuiderzee Partij;Algemeene Nederlandse Huurdersbond;Oranjefascisten;Universeele Partij;Nationale Werkliedenpartij;Anti-crisis Partij;Proletarische Groep;Centrale Democratische Arbeiderspartij;Lijst Triesscheijn;Opbouw en Verbroedering;Algemeene Arbeidersbond;Lijst Groothuis;@abs
Loosdrecht-G0330;17;47;96.0;237.0;390.0;418.0;60.0;33.0;6.0;94.0;11.0;48.0;7.0;6.0;56.0;21.0;17.0;2.0;;3.0;37.0;6.0;;;1.0;;;2.0;;;1.0;;;;1.0;2.0;;;;;;;;;3.0;;;;;;;;;;;;153.0
Lopik-G0331;3;17;263.0;46.0;161.0;40.0;34.0;10.0;;95.0;5.0;53.0;1.0;;1.0;;1.0;;2.0;2.0;;;;;2.0;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56.0
Loppersum-G0024;16;16;6.0;346.0;852.0;122.0;102.0;274.0;7.0;;2.0;28.0;1.0;26.0;5.0;2.0;4.0;1.0;3.0;18.0;;3.0;;11.0;;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94.0
Losser-G0168;66;130;3788.0;706.0;73.0;428.0;56.0;41.0;175.0;19.0;8.0;46.0;643.0;26.0;1.0;18.0;45.0;;;17.0;;12.0;;;;3.0;;4.0;;;13.0;;;;;;;;;;;;;;;;;;;;;;;;;;206.0
Luyksgestel-G0810;4;5;413.0;3.0;;1.0;2.0;;;1.0;;1.0;7.0;;;;;;;1.0;;;;;1.0;;1.0;;;2.0;;;;;;1.0;;;1.0;;;;;;;;;;;;;;;;;;9.0
Maarheeze-G0811;2;10;1098.0;4.0;2.0;4.0;;;1.0;;;4.0;4.0;;;1.0;;6.0;;2.0;;;;;;;;1.0;;3.0;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;44.0
Maarn-G0332;12;11;63.0;135.0;122.0;173.0;48.0;20.0;;78.0;2.0;25.0;3.0;4.0;2.0;4.0;3.0;2.0;;3.0;;;;1.0;;;;88.0;;;1.0;;;;;;;;;;;;;;;;1.0;;;;;;;;;;74.0
Maarssen-G0333;15;39;446.0;322.0;273.0;215.0;107.0;70.0;10.0;90.0;2.0;38.0;7.0;10.0;5.0;6.0;4.0;1.0;7.0;2.0;2.0;1.0;;2.0;1.0;1.0;;7.0;;;3.0;;;;2.0;1.0;;;;;;;;;;;1.0;;;;;;;;;;86.0
Maarsseveen-G1108;21;22;158.0;133.0;128.0;247.0;24.0;23.0;3.0;63.0;;38.0;3.0;7.0;7.0;3.0;2.0;1.0;2.0;1.0;1.0;1.0;;;2.0;2.0;;;;;2.0;;;;;2.0;;;;;;;;;;;;;;;;;;;;;42.0
Maartensdijk-G0334;54;77;321.0;342.0;508.0;189.0;214.0;92.0;22.0;343.0;4.0;56.0;7.0;12.0;23.0;27.0;2.0;10.0;13.0;1.0;5.0;3.0;;1.0;1.0;2.0;;8.0;;;3.0;;;;2.0;3.0;;;;;;;;;3.0;;;;;;;;;;;;178.0
Maasbracht-G0933;8;16;719.0;13.0;2.0;1.0;2.0;;;2.0;;17.0;3.0;;;7.0;;4.0;1.0;;;;13.0;;;;;;;;;5.0;;;;;;;;;;1.0;;;;;;;;;;;;;;;24.0
Maasbree-G0934;62;112;4958.0;366.0;42.0;33.0;9.0;13.0;12.0;19.0;1.0;5.0;31.0;2.0;;45.0;7.0;171.0;8.0;6.0;3.0;2.0;13.0;3.0;;;;;;;;14.0;;;;;;;;;;2.0;;;;;;;;;;;;;;;186.0
Maasdam-G0554;14;17;6.0;169.0;180.0;169.0;122.0;16.0;5.0;83.0;1.0;13.0;;1.0;2.0;3.0;2.0;;6.0;1.0;2.0;;;;4.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;78.0
Maashees en Overloon-G1109;0;7;902.0;;;5.0;;;3.0;;;;7.0;;;;;3.0;;4.0;1.0;;;;;;;;;1.0;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;21.0
Maasland-G0555;3;21;218.0;50.0;587.0;598.0;23.0;16.0;6.0;38.0;;8.0;;10.0;11.0;2.0;;;1.0;;;1.0;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63.0
Maasniel-G1110;47;53;1341.0;99.0;5.0;7.0;6.0;1.0;8.0;9.0;;11.0;7.0;2.0;3.0;27.0;3.0;9.0;3.0;1.0;2.0;4.0;9.0;1.0;;;;;;;;17.0;;;;;;;;;;1.0;;;;;;;;;;;;;;;87.0
Maassluis-G0556;34;64;273.0;809.0;1635.0;984.0;180.0;208.0;30.0;102.0;8.0;1.0;;90.0;19.0;9.0;3.0;2.0;10.0;8.0;2.0;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;340.0
Maastricht-G0935;526;868;16322.0;7263.0;277.0;122.0;254.0;369.0;266.0;148.0;116.0;34.0;436.0;48.0;17.0;184.0;64.0;574.0;110.0;235.0;25.0;27.0;542.0;30.0;;17.0;;;;;;61.0;;;;;;;;;;240.0;;;;;;;;;;;;;;;1352.0
Made en Drimmelen-G0812;38;16;1706.0;71.0;96.0;78.0;12.0;57.0;5.0;47.0;1.0;3.0;2.0;1.0;1.0;4.0;2.0;4.0;6.0;7.0;;1.0;;2.0;5.0;;;;;;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;237.0
Margraten-G0936;5;2;401.0;1.0;;1.0;;1.0;;1.0;;3.0;4.0;1.0;;1.0;;5.0;1.0;2.0;;;135.0;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;8.0
Markelo-G0169;44;83;135.0;540.0;397.0;274.0;94.0;184.0;36.0;34.0;4.0;718.0;11.0;18.0;4.0;7.0;28.0;2.0;;19.0;2.0;8.0;;13.0;;7.0;;9.0;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;165.0
Marken-G0419;1;1;1.0;24.0;251.0;383.0;2.0;2.0;;;1.0;;1.0;2.0;52.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40.0
Marum-G0025;23;47;3.0;707.0;866.0;129.0;295.0;398.0;112.0;;2.0;107.0;5.0;123.0;5.0;8.0;8.0;;12.0;46.0;2.0;1.0;;12.0;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;151.0
Maurik-G0264;22;39;128.0;774.0;134.0;110.0;291.0;40.0;11.0;114.0;2.0;222.0;1.0;171.0;7.0;1.0;6.0;3.0;5.0;11.0;1.0;;;2.0;;;;12.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;233.0
Medemblik-G0420;12;43;802.0;499.0;323.0;180.0;177.0;168.0;106.0;32.0;4.0;12.0;25.0;20.0;5.0;4.0;4.0;7.0;1.0;2.0;;;;7.0;;4.0;;;;1.0;;;;;;;2.0;;;;;;3.0;;7.0;;;;;;;;;;;;
Meeden-G0026;10;17;3.0;356.0;273.0;15.0;120.0;55.0;6.0;;;4.0;1.0;2.0;;2.0;5.0;;2.0;6.0;;3.0;;7.0;;28.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53.0
Meerkerk-G0557;6;15;2.0;126.0;361.0;29.0;147.0;26.0;2.0;74.0;1.0;28.0;2.0;;4.0;2.0;4.0;;30.0;;1.0;1.0;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99.0
Meerlo-G0937;2;5;985.0;2.0;3.0;1.0;;4.0;;;;;4.0;;;;;1.0;;1.0;;;4.0;;;;;;;;;1.0;;;;;;;;;;1.0;;;;;;;;;;;;;;;13.0
Meerssen-G0938;56;79;1823.0;146.0;15.0;14.0;9.0;2.0;30.0;16.0;25.0;2.0;26.0;5.0;1.0;10.0;3.0;46.0;2.0;7.0;1.0;2.0;72.0;5.0;;1.0;;;;;;17.0;;;;;;;;;;4.0;;;;;;;;;;;;;;;117.0
Megen, Haren en Macharen-G0813;2;5;791.0;2.0;;1.0;1.0;;1.0;;;;3.0;;;1.0;;2.0;;2.0;;;;;;;;;;4.0;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;45.0
Meijel-G0941;4;8;996.0;7.0;;;;;;2.0;;1.0;2.0;1.0;2.0;;;6.0;;1.0;;;1.0;;;1.0;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;24.0
Melick en Herkenbosch-G0939;20;53;933.0;92.0;;2.0;4.0;2.0;8.0;12.0;;2.0;4.0;;1.0;69.0;;50.0;1.0;3.0;7.0;2.0;31.0;1.0;;;;;;;;17.0;;;;;;;;;;;;;;;;;;;;;;;;;66.0
Meliskerke-G1112;5;0;;1.0;121.0;17.0;6.0;3.0;;145.0;;1.0;;;;;1.0;;1.0;1.0;1.0;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63.0
Melissant-G1113;10;30;27.0;88.0;257.0;176.0;25.0;8.0;4.0;212.0;;8.0;3.0;8.0;1.0;3.0;;;7.0;3.0;3.0;1.0;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94.0
Menaldumadeel-G0083;31;48;262.0;1912.0;1243.0;707.0;285.0;741.0;124.0;6.0;8.0;58.0;3.0;250.0;40.0;2.0;30.0;;6.0;37.0;3.0;3.0;;6.0;;36.0;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;265.0
Meppel-G0119;69;222;126.0;1482.0;1124.0;1368.0;410.0;790.0;75.0;35.0;7.0;51.0;15.0;358.0;8.0;11.0;14.0;;18.0;43.0;37.0;;;13.0;9.0;7.0;;11.0;;;;;;;;;;;;;;;;;;;;;;;7.0;;;;;;398.0
Merkelbeek-G0940;8;6;411.0;17.0;5.0;2.0;1.0;;8.0;5.0;;;9.0;2.0;;;4.0;6.0;;;;;2.0;;;1.0;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;23.0
Mesch-G1114;1;7;57.0;4.0;;;;;;1.0;;3.0;;;;;;2.0;;;;;71.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0
Mheer-G0942;9;8;180.0;7.0;1.0;1.0;;1.0;1.0;3.0;;1.0;2.0;;;;;3.0;;2.0;;1.0;207.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29.0
Middelburg-G0687;156;239;601.0;2395.0;2200.0;1581.0;892.0;1057.0;160.0;368.0;12.0;26.0;27.0;42.0;42.0;65.0;51.0;26.0;19.0;48.0;122.0;;;20.0;;12.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;725.0
Middelharnis-G0559;31;43;99.0;270.0;640.0;59.0;284.0;82.0;8.0;514.0;7.0;55.0;1.0;5.0;6.0;4.0;9.0;4.0;34.0;10.0;2.0;4.0;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;279.0
Middelie-G0421;4;1;;124.0;3.0;8.0;14.0;80.0;3.0;;;78.0;;5.0;;2.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;28.0
Middelstum-G0027;11;9;4.0;217.0;659.0;63.0;79.0;91.0;16.0;2.0;3.0;8.0;1.0;110.0;1.0;1.0;4.0;;4.0;7.0;2.0;3.0;;4.0;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80.0
Midwolda-G0028;34;36;4.0;410.0;635.0;474.0;66.0;160.0;91.0;17.0;3.0;20.0;3.0;7.0;183.0;1.0;6.0;;1.0;18.0;5.0;1.0;;25.0;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;118.0
Midwoud-G0422;1;5;29.0;166.0;3.0;7.0;234.0;151.0;4.0;;;30.0;;4.0;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35.0
Mierlo-G0814;13;30;1997.0;90.0;3.0;7.0;2.0;6.0;13.0;5.0;;9.0;13.0;;;;;2.0;4.0;6.0;;3.0;;;;;3.0;;;8.0;;;;;;;;;35.0;;;;;;;;;;;;;;;;;;76.0
Mijdrecht-G0336;14;36;742.0;182.0;453.0;393.0;65.0;22.0;9.0;88.0;4.0;12.0;13.0;7.0;9.0;5.0;1.0;5.0;3.0;3.0;;3.0;;1.0;1.0;1.0;;1.0;;;2.0;;;;2.0;1.0;;;;;;;;;;;1.0;;;;;;;;;;75.0
Mijnsheerenland-G0564;11;22;1.0;69.0;349.0;179.0;51.0;5.0;3.0;72.0;1.0;37.0;;1.0;4.0;5.0;1.0;;8.0;2.0;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;78.0
Mill en Sint Hubert-G0815;13;8;1539.0;7.0;5.0;4.0;4.0;1.0;;2.0;;3.0;1.0;;2.0;1.0;1.0;;;2.0;1.0;1.0;;4.0;;;;1.0;;4.0;;;;;;1.0;;;4.0;;;;;;;;;;;;;;;;;;73.0
Millingen-G1259;21;48;921.0;180.0;6.0;5.0;;3.0;2.0;1.0;;36.0;123.0;2.0;2.0;5.0;3.0;22.0;7.0;2.0;1.0;;;1.0;;;;1.0;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;278.0
Moergestel-G0816;10;7;960.0;9.0;3.0;1.0;;1.0;2.0;7.0;;;58.0;;;;;;;;1.0;;;1.0;;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;22.0
Moerkapelle-G0560;7;4;5.0;37.0;134.0;31.0;30.0;3.0;4.0;71.0;1.0;10.0;;;7.0;2.0;;;5.0;;;;;1.0;1.0;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30.0
Molenaarsgraaf-G0561;6;2;2.0;23.0;110.0;33.0;30.0;4.0;;70.0;;3.0;;;;1.0;;;;;;;;;;1.0;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33.0
Monnickendam-G0423;5;10;290.0;240.0;195.0;363.0;56.0;31.0;11.0;;7.0;67.0;1.0;15.0;6.0;;;1.0;1.0;;10.0;;;1.0;;;;;;1.0;;;;;;;5.0;;;;;;;;5.0;;;;;;;;;;;;72.0
Monster-G0562;37;33;2161.0;304.0;725.0;247.0;128.0;18.0;23.0;523.0;6.0;71.0;4.0;;133.0;9.0;3.0;24.0;99.0;3.0;3.0;1.0;;;7.0;1.0;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;214.0
Montfoort-G0335;12;12;569.0;35.0;88.0;81.0;10.0;4.0;;50.0;;4.0;77.0;;1.0;;;11.0;3.0;1.0;;;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33.0
Montfort-G0943;13;19;511.0;11.0;1.0;;;;;2.0;;5.0;1.0;;;2.0;1.0;3.0;;3.0;1.0;;11.0;;;;;;;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;6.0
Mook en Middelaar-G0944;7;14;637.0;35.0;4.0;12.0;9.0;4.0;;2.0;;;103.0;;;5.0;;;2.0;3.0;1.0;2.0;3.0;;;;;;;;;1.0;;;;;;;;;;2.0;;;;;;;;;;;;;;;46.0
Moordrecht-G0563;19;49;150.0;253.0;305.0;43.0;125.0;48.0;23.0;190.0;;71.0;;3.0;6.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72.0
Muiden-G0424;7;47;332.0;284.0;246.0;363.0;35.0;25.0;17.0;7.0;3.0;7.0;2.0;9.0;12.0;18.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43.0
Munstergeleen-G0945;3;2;478.0;2.0;1.0;3.0;;;;4.0;;1.0;;;;1.0;;4.0;;2.0;;;11.0;;;;;;;;;14.0;;;;;;;;;;;;;;;;;;;;;;;;;4.0
Muntendam-G0029;36;52;17.0;843.0;196.0;119.0;52.0;107.0;57.0;1.0;11.0;71.0;4.0;21.0;4.0;;19.0;1.0;4.0;23.0;1.0;2.0;;4.0;;12.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;114.0
Naaldwijk-G0565;28;62;1594.0;614.0;1179.0;723.0;559.0;78.0;8.0;109.0;5.0;64.0;3.0;31.0;40.0;15.0;3.0;82.0;15.0;134.0;2.0;2.0;;;2.0;1.0;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;227.0
Naarden-G0425;49;89;592.0;518.0;506.0;278.0;335.0;243.0;36.0;58.0;17.0;9.0;41.0;30.0;14.0;224.0;20.0;2.0;;8.0;16.0;8.0;;6.0;;;;1.0;6.0;2.0;1.0;;;;;;1.0;;;4.0;;;2.0;;;;;;;;;;;;;;216.0
Nederhemert-G1115;11;13;;20.0;91.0;79.0;17.0;8.0;1.0;219.0;;3.0;1.0;4.0;8.0;5.0;2.0;;1.0;2.0;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;70.0
Nederhorst den Berg-G0426;3;24;327.0;88.0;197.0;241.0;6.0;2.0;43.0;6.0;9.0;5.0;;4.0;;;1.0;;;;;;;;;;;;3.0;1.0;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;54.0
Nederweert-G0946;30;43;2842.0;21.0;5.0;7.0;2.0;7.0;2.0;6.0;;5.0;6.0;1.0;1.0;3.0;1.0;20.0;1.0;8.0;;5.0;8.0;;;;;;;;;9.0;;;;;;;;;;3.0;;;;;;;;;;;;;;;140.0
Neede-G0266;31;48;467.0;1194.0;258.0;258.0;315.0;293.0;29.0;8.0;3.0;91.0;7.0;7.0;;4.0;11.0;4.0;3.0;9.0;1.0;2.0;;;8.0;5.0;;5.0;;5.0;;;;;;2.0;;;;;;;;1.0;;;2.0;;;;;;;;;;62.0
Neer-G0947;1;2;900.0;3.0;2.0;1.0;1.0;;1.0;1.0;;1.0;2.0;;;1.0;;;;;;;2.0;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;33.0
Neeritter-G1116;0;4;282.0;2.0;1.0;3.0;;2.0;;1.0;;;2.0;;;;1.0;2.0;;3.0;;;;;;;;;;;;2.0;;;;;;;;;;1.0;;;;;;;;;;;;;;;7.0
Nibbixwoud-G0427;0;5;381.0;60.0;5.0;9.0;141.0;65.0;1.0;;1.0;14.0;;2.0;1.0;;;1.0;;;;;;1.0;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31.0
Nieuw- en Sint Joosland-G1117;10;22;2.0;54.0;105.0;193.0;58.0;25.0;1.0;68.0;1.0;3.0;;;14.0;8.0;5.0;;1.0;2.0;3.0;;;5.0;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46.0
Nieuw-Beijerland-G0566;17;25;18.0;184.0;145.0;47.0;62.0;12.0;4.0;261.0;4.0;17.0;;;4.0;3.0;;1.0;1.0;4.0;1.0;;;;2.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;106.0
Nieuwe Niedorp-G0428;2;19;171.0;315.0;25.0;7.0;40.0;207.0;35.0;2.0;7.0;43.0;4.0;13.0;;;34.0;2.0;;3.0;1.0;;;1.0;;1.0;;;;;;;;;;;1.0;;;;;;1.0;;1.0;;;;;;;;;;;;93.0
Nieuwe Pekela-G0030;47;58;186.0;556.0;536.0;366.0;114.0;81.0;147.0;40.0;9.0;121.0;6.0;95.0;12.0;6.0;13.0;2.0;3.0;18.0;1.0;1.0;;8.0;;1.0;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;321.0
Nieuwe Tonge-G1119;24;37;13.0;162.0;328.0;17.0;41.0;15.0;5.0;241.0;4.0;18.0;3.0;29.0;7.0;2.0;;2.0;6.0;3.0;2.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;144.0
Nieuwenhagen-G0948;65;63;767.0;222.0;2.0;6.0;2.0;1.0;69.0;5.0;4.0;78.0;256.0;3.0;;3.0;4.0;43.0;2.0;6.0;;5.0;10.0;1.0;;1.0;;;;;;6.0;;;;;;;;;;3.0;;;;;;;;;;;;;;;62.0
Nieuwenhoorn-G1121;20;12;6.0;394.0;54.0;13.0;195.0;41.0;32.0;5.0;1.0;68.0;;2.0;2.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;82.0
Nieuwer-Amstel-G1249;87;163;1673.0;554.0;1338.0;1123.0;265.0;380.0;111.0;49.0;72.0;29.0;20.0;118.0;24.0;48.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;347.0
Nieuwerkerk-G1122;31;16;5.0;93.0;246.0;107.0;153.0;14.0;3.0;155.0;3.0;14.0;;2.0;;3.0;3.0;3.0;2.0;3.0;2.0;;;2.0;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;112.0
Nieuwerkerk aan den IJssel-G0567;31;51;111.0;309.0;254.0;183.0;138.0;23.0;5.0;263.0;;81.0;1.0;3.0;90.0;3.0;20.0;1.0;5.0;2.0;3.0;;;;;5.0;;11.0;;;;;;;;5.0;;;;;;;;;;;;;;;;;;;;;160.0
Nieuweschans-G0031;16;51;1.0;254.0;112.0;54.0;35.0;156.0;205.0;2.0;;5.0;3.0;7.0;;2.0;17.0;;2.0;25.0;;1.0;;4.0;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;82.0
Nieuw-Helvoet-G1118;19;45;12.0;405.0;161.0;124.0;265.0;86.0;13.0;25.0;1.0;76.0;2.0;4.0;7.0;8.0;5.0;1.0;14.0;1.0;1.0;;;;1.0;4.0;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94.0
Nieuwkoop-G0569;28;19;757.0;88.0;131.0;258.0;102.0;30.0;1.0;41.0;;26.0;25.0;;2.0;;5.0;1.0;1.0;;1.0;1.0;;;1.0;2.0;;1.0;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;71.0
Nieuwkuyk-G1123;3;4;686.0;1.0;;;2.0;;;1.0;;;8.0;;;2.0;;;4.0;1.0;;2.0;;;;;4.0;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;39.0
Nieuwland-G0570;0;7;;49.0;108.0;16.0;77.0;3.0;2.0;24.0;1.0;3.0;1.0;;;;2.0;;;5.0;1.0;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33.0
Nieuw-Lekkerland-G0571;13;51;5.0;256.0;479.0;89.0;48.0;95.0;9.0;553.0;2.0;13.0;1.0;2.0;22.0;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;180.0
Nieuwleusen-G0170;19;62;5.0;253.0;437.0;491.0;97.0;111.0;2.0;173.0;2.0;76.0;3.0;9.0;10.0;7.0;6.0;1.0;;5.0;2.0;3.0;;11.0;;1.0;;6.0;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;91.0
Nieuwolda-G0032;11;16;3.0;321.0;205.0;187.0;83.0;75.0;35.0;;6.0;19.0;;1.0;4.0;4.0;2.0;1.0;1.0;8.0;;1.0;;13.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;86.0
Nieuwpoort-G0572;5;5;;39.0;142.0;8.0;16.0;18.0;4.0;73.0;1.0;15.0;;1.0;25.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41.0
Nieuwstadt-G0949;11;22;458.0;25.0;;4.0;1.0;1.0;;;;;4.0;;;;;9.0;;;;;15.0;;;;;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;15.0
Nieuwveen-G0573;24;10;290.0;77.0;204.0;82.0;37.0;24.0;2.0;20.0;4.0;15.0;;5.0;2.0;1.0;1.0;;;;2.0;;;;1.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;146.0
Nieuwvliet-G0690;3;6;1.0;48.0;40.0;26.0;96.0;18.0;2.0;1.0;;16.0;;;;;3.0;;;;1.0;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32.0
Nieuw-Vossemeer-G0818;19;13;582.0;33.0;1.0;15.0;8.0;1.0;1.0;26.0;;1.0;3.0;;1.0;1.0;;;1.0;1.0;;1.0;;;2.0;;;;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;55.0
Nigtevecht-G0337;1;3;21.0;40.0;92.0;137.0;5.0;12.0;3.0;8.0;2.0;4.0;;3.0;1.0;1.0;1.0;1.0;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;1.0;;;;;;;;;;;;13.0
Nijeveen-G0121;17;0;3.0;44.0;186.0;210.0;74.0;64.0;1.0;6.0;;83.0;;21.0;;1.0;;;;7.0;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;39.0
Nijkerk-G0267;52;92;340.0;554.0;1380.0;1569.0;79.0;36.0;3.0;327.0;;39.0;2.0;59.0;12.0;18.0;7.0;;9.0;6.0;2.0;3.0;;;3.0;2.0;;17.0;;2.0;;;;;;1.0;;;;;;;;1.0;;;3.0;;;;;;;;;;270.0
Nijmegen-G0268;374;1178;21988.0;6646.0;1215.0;2017.0;1710.0;740.0;493.0;58.0;165.0;87.0;2620.0;50.0;97.0;481.0;66.0;176.0;254.0;88.0;67.0;;;47.0;;;;8.0;;48.0;;;;;;;;57.0;;;;;;;;;;;;;;;;;;;2270.0
Nisse-G0691;6;3;59.0;2.0;41.0;103.0;26.0;5.0;;47.0;;;;3.0;;1.0;;;;12.0;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.0
Nistelrode-G0819;11;2;1188.0;10.0;2.0;6.0;4.0;1.0;1.0;3.0;;2.0;1.0;;;1.0;;1.0;;3.0;;2.0;;1.0;;;9.0;;;6.0;;;;;;;;;5.0;;;;;;;;;;;;;;;;;;61.0
Noorbeek-G0950;3;1;226.0;5.0;;2.0;;1.0;;;;5.0;25.0;;;1.0;;6.0;;1.0;;;112.0;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;27.0
Noordbroek-G1126;12;49;;338.0;118.0;11.0;89.0;135.0;89.0;3.0;35.0;87.0;6.0;2.0;7.0;8.0;2.0;;7.0;59.0;;3.0;;6.0;;12.0;;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;91.0
Noorddijk-G1127;11;51;9.0;351.0;177.0;34.0;78.0;82.0;22.0;;5.0;115.0;5.0;36.0;;4.0;9.0;;5.0;22.0;3.0;2.0;;3.0;;22.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75.0
Noordeloos-G0574;1;5;;40.0;292.0;15.0;108.0;10.0;5.0;49.0;3.0;41.0;;;12.0;1.0;;;1.0;;1.0;;;;;1.0;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45.0
