RegioNaam;@invalid;@blank;PvdA;KVP;VVD;ARP;Politieke Partij Radikalen (PPR);CHU;Communistische Partij van Nederland;D66;Democratisch Socialisten '70;SGP;Boeren Partij;Gereformeerd Politiek Verbond (GPV);Pacifistisch-Socialistische Partij (PSP);Rooms Katholieke Partij Nederland (RKPN);Democratische Middenpartij;Nederlandse Middenstands Partij;Lijst ir. W. Stam;Partij van het Recht;Anti-Woningnood Aktie;Nieuwe Roomse Partij;@abs
Stedum-G0041;5;4;259;12.0;88;405;20;188.0;35.0;15;28;2.0;13;83.0;12.0;1.0;3.0;8.0;;;;;136.0
Steenbergen-G0851;22;54;1582;2481.0;878;172;207;99.0;113.0;208;127;14.0;404;20.0;38.0;90.0;20.0;54.0;;;;;1966.0
Steenderen-G0280;11;2;422;1018.0;237;374;64;234.0;8.0;49;29;15.0;61;1.0;16.0;8.0;42.0;11.0;;;;;246.0
Steenwijk-G0181;0;0;2640;313.0;980;863;307;866.0;212.0;215;294;56.0;80;229.0;63.0;21.0;43.0;21.0;;;;;1283.0
Steenwijkerwold-G0182;7;5;1450;604.0;461;410;267;910.0;100.0;111;114;15.0;134;129.0;79.0;33.0;39.0;16.0;;;;;345.0
Stein-G0971;24;53;1435;1958.0;557;130;221;29.0;180.0;258;126;4.0;196;20.0;54.0;135.0;276.0;25.0;;;;;2001.0
Stevensweert-G0972;5;12;139;451.0;101;26;18;2.0;4.0;16;18;1.0;31;2.0;9.0;9.0;2.0;8.0;;;;;196.0
Stolwijk-G0615;8;12;690;25.0;510;341;54;50.0;40.0;114;101;372.0;55;15.0;30.0;;14.0;11.0;;;;;296.0
Stramproy-G0973;12;11;177;1255.0;219;44;48;;12.0;58;34;1.0;51;;10.0;41.0;6.0;14.0;;;;;536.0
Streefkerk-G0616;27;1;292;9.0;152;233;18;110.0;8.0;31;27;244.0;29;19.0;4.0;;5.0;5.0;;;;;174.0
Strijen-G0617;29;20;1415;30.0;637;493;79;447.0;67.0;130;75;255.0;38;101.0;44.0;1.0;36.0;16.0;;;;;564.0
Susteren-G0974;32;47;679;1846.0;325;63;131;7.0;76.0;193;77;2.0;114;7.0;33.0;70.0;26.0;33.0;;;;;1017.0
Swalmen-G0975;22;57;729;1852.0;473;98;151;11.0;75.0;136;94;3.0;150;6.0;63.0;56.0;16.0;34.0;;;;;1359.0
't Zandt-G0054;5;3;545;11.0;195;384;29;80.0;34.0;29;52;;23;44.0;7.0;;8.0;7.0;;;;;239.0
Tegelen-G0976;70;62;1712;4344.0;1111;187;475;25.0;120.0;260;200;;180;12.0;82.0;223.0;27.0;51.0;;;;;2439.0
Ten Boer-G0009;2;8;899;41.0;368;1036;49;152.0;141.0;75;103;22.0;37;335.0;40.0;6.0;28.0;12.0;;;;;403.0
Ter Aar-G0480;15;14;304;1582.0;518;337;125;301.0;44.0;106;101;87.0;75;50.0;28.0;41.0;13.0;24.0;;2.0;;;521.0
Terheijden-G0853;13;28;843;1455.0;374;121;183;11.0;58.0;173;71;6.0;164;6.0;43.0;50.0;18.0;26.0;;;;;655.0
Termunten-G0042;9;22;991;25.0;240;582;57;145.0;328.0;47;51;11.0;26;63.0;26.0;8.0;12.0;5.0;;;;;697.0
Terneuzen-G0715;50;31;5408;1742.0;2427;1527;676;1312.0;232.0;557;444;1061.0;340;820.0;97.0;65.0;73.0;80.0;;;;;4239.0
Terschelling-G0093;25;2;808;32.0;679;226;46;240.0;37.0;68;222;11.0;32;41.0;36.0;;28.0;20.0;;;;;584.0
Teteringen-G0854;8;13;354;908.0;560;92;121;16.0;18.0;95;69;3.0;80;6.0;17.0;45.0;14.0;15.0;;;;;389.0
Texel-G0448;37;5;1784;1007.0;1279;696;245;369.0;126.0;229;381;36.0;109;74.0;94.0;40.0;41.0;24.0;6.0;;;;1193.0
Tholen-G0716;31;30;2385;411.0;1118;844;138;832.0;55.0;149;123;2903.0;187;164.0;51.0;12.0;51.0;47.0;;;;;1955.0
Thorn-G0977;2;17;169;773.0;140;11;38;1.0;9.0;28;14;1.0;51;1.0;11.0;9.0;2.0;14.0;;;;;354.0
Tiel-G0281;0;0;5564;1911.0;1726;502;488;443.0;212.0;368;391;40.0;195;141.0;89.0;42.0;45.0;62.0;;;;;2513.0
Tienhoven (ZH)-G0618;0;2;59;2.0;30;112;4;34.0;2.0;3;5;36.0;8;5.0;2.0;;;1.0;;;;;15.0
Tietjerksteradeel-G0094;87;19;3645;184.0;1323;4338;351;1861.0;190.0;315;496;179.0;219;554.0;155.0;5.0;49.0;59.0;;;;;1973.0
Tilburg-G0855;808;0;18377;24862.0;11432;2366;6066;394.0;3281.0;3528;2147;74.0;3895;305.0;1808.0;923.0;918.0;547.0;;;;;23765.0
Tubbergen-G0183;18;9;534;6437.0;474;159;197;252.0;34.0;79;86;6.0;461;17.0;27.0;244.0;19.0;35.0;;;;;810.0
Twisk-G0449;6;0;203;6.0;137;31;11;5.0;15.0;22;16;4.0;12;;5.0;;3.0;6.0;4.0;;;;72.0
Ubach over Worms-G0978;43;62;1591;1614.0;340;126;199;25.0;320.0;511;120;5.0;198;19.0;56.0;57.0;25.0;56.0;;;;;1782.0
Ubbergen-G0282;0;0;902;2204.0;754;172;483;63.0;113.0;179;116;7.0;107;16.0;88.0;67.0;21.0;44.0;;;;;1215.0
Uden-G0856;50;30;1867;5027.0;2093;437;586;98.0;145.0;514;414;8.0;396;39.0;135.0;258.0;59.0;80.0;;;;;2872.0
Udenhout-G0857;24;10;462;1943.0;460;94;142;13.0;28.0;105;62;;109;10.0;19.0;62.0;7.0;26.0;;;;;1014.0
Uitgeest-G0450;42;2;885;1114.0;651;126;428;27.0;384.0;222;210;2.0;53;31.0;71.0;74.0;60.0;30.0;14.0;;;;446.0
Uithoorn-G0451;30;5;2033;2265.0;2045;749;666;369.0;320.0;724;645;19.0;108;108.0;140.0;74.0;39.0;43.0;13.0;;;;1316.0
Uithuizen-G0043;10;8;947;277.0;330;650;51;239.0;153.0;55;100;6.0;19;181.0;15.0;31.0;35.0;16.0;;;;;357.0
Uithuizermeeden-G0044;5;5;630;37.0;263;773;34;567.0;42.0;46;39;11.0;44;509.0;13.0;6.0;12.0;7.0;;;;;441.0
Ulestraten-G0979;10;7;259;737.0;291;36;88;4.0;21.0;58;39;;36;2.0;13.0;19.0;6.0;13.0;;;;;313.0
Ulrum-G0045;0;6;491;26.0;218;811;24;107.0;32.0;25;46;51.0;30;394.0;20.0;5.0;24.0;14.0;;;;;271.0
Urk-G0184;9;9;40;1.0;77;1930;10;291.0;10.0;13;21;1326.0;42;353.0;2.0;;7.0;1.0;;;;;422.0
Urmond-G0980;15;18;542;989.0;201;57;160;14.0;38.0;93;28;1.0;53;6.0;27.0;43.0;40.0;19.0;;;;;552.0
Ursem-G0452;6;0;183;549.0;127;39;77;7.0;42.0;29;38;2.0;30;3.0;9.0;81.0;2.0;7.0;1.0;;;;181.0
Usquert-G0046;1;6;667;26.0;139;35;16;26.0;48.0;12;57;1.0;13;23.0;10.0;2.0;7.0;3.0;;;;;100.0
Utingeradeel-G0095;12;7;1344;30.0;445;338;89;317.0;71.0;110;124;47.0;28;25.0;112.0;1.0;18.0;21.0;;;;;326.0
Utrecht-G0344;1125;0;48083;20655.0;21391;11398;12690;4801.0;6644.0;7409;9499;1433.0;1602;2156.0;4077.0;1537.0;933.0;445.0;;;;;33144.0
Vaals-G0981;53;63;1015;1912.0;616;96;198;27.0;241.0;207;117;2.0;116;4.0;32.0;151.0;17.0;49.0;;;;;1577.0
Valburg-G0283;6;7;1083;1529.0;555;552;229;492.0;46.0;132;114;380.0;165;96.0;34.0;29.0;34.0;38.0;;;;;1021.0
Valkenburg (ZH)-G0619;1;12;187;79.0;252;285;60;303.0;12.0;34;84;78.0;26;114.0;9.0;4.0;11.0;5.0;;;;;224.0
Valkenburg-Houthem-G0982;31;52;947;2732.0;1245;145;263;21.0;133.0;194;177;8.0;172;11.0;57.0;419.0;35.0;67.0;;;;;1740.0
Valkenisse-G0720;2;6;408;30.0;445;613;137;636.0;19.0;94;124;244.0;47;98.0;20.0;1.0;13.0;20.0;;;;;633.0
Valkenswaard-G0858;50;61;2643;4871.0;1726;513;562;64.0;306.0;576;420;10.0;400;49.0;203.0;230.0;46.0;109.0;;;;;3063.0
Varik-G0284;1;1;255;116.0;51;60;15;71.0;4.0;11;11;14.0;46;11.0;6.0;7.0;4.0;6.0;;;;;110.0
Veen-G0859;4;3;133;1.0;38;251;5;58.0;6.0;6;9;254.0;15;27.0;3.0;;2.0;4.0;;;;;200.0
Veendam-G0047;67;41;6866;503.0;1745;1509;297;704.0;991.0;454;489;15.0;161;230.0;139.0;33.0;246.0;64.0;;;;;2811.0
Veenendaal-G0345;61;81;4124;570.0;1927;3414;454;2190.0;156.0;402;542;2601.0;342;875.0;73.0;22.0;89.0;31.0;;;;;2479.0
Veere-G0717;1;2;229;28.0;205;981;82;323.0;14.0;34;87;225.0;19;163.0;14.0;2.0;10.0;15.0;;;;;245.0
Veghel-G0860;40;29;1390;4938.0;1373;301;609;41.0;114.0;382;240;4.0;323;25.0;125.0;197.0;49.0;83.0;;;;;2144.0
Veldhoven-G0861;45;38;2602;5311.0;1865;575;642;135.0;261.0;704;423;11.0;349;73.0;213.0;193.0;36.0;95.0;;;;;2789.0
Velsen-G0453;152;94;11569;4739.0;5784;3299;2206;1259.0;2891.0;1963;2088;249.0;548;561.0;878.0;219.0;272.0;145.0;85.0;;;;6159.0
Venhuizen-G0454;10;16;841;1090.0;567;103;127;41.0;105.0;140;156;1.0;56;9.0;116.0;61.0;13.0;23.0;3.0;;;;578.0
Venlo-G0983;144;179;4910;13076.0;5826;670;1706;131.0;467.0;987;883;21.0;527;42.0;449.0;759.0;90.0;158.0;;;;;9793.0
Venray-G0984;70;79;1724;7458.0;1327;239;575;54.0;151.0;309;234;2.0;308;20.0;197.0;181.0;25.0;42.0;;;;;1439.0
Vessem, Wintelre en Knegsel-G0862;10;4;187;1298.0;274;36;66;6.0;14.0;68;66;2.0;37;10.0;30.0;31.0;10.0;14.0;;;;;382.0
Vianen-G0620;42;0;1637;732.0;893;517;283;354.0;116.0;234;248;172.0;61;55.0;64.0;16.0;26.0;20.0;;;;;947.0
Vierlingsbeek-G0863;21;11;369;2200.0;300;70;132;20.0;28.0;55;49;5.0;100;3.0;30.0;49.0;12.0;34.0;;;;;664.0
Vierpolders-G0621;5;0;415;43.0;209;88;29;43.0;31.0;76;58;6.0;21;13.0;8.0;2.0;4.0;6.0;;;;;137.0
Vinkeveen en Waverveen-G0346;16;28;463;1167.0;826;397;150;330.0;68.0;162;220;131.0;91;45.0;39.0;26.0;18.0;14.0;;;;;742.0
Vlaardingen-G0622;125;90;18019;2735.0;5413;4565;2529;2980.0;2094.0;2737;1514;1419.0;352;958.0;737.0;120.0;169.0;165.0;;;;;8118.0
Vlagtwedde-G0048;29;45;3115;1128.0;987;921;189;962.0;666.0;169;195;25.0;425;152.0;71.0;64.0;89.0;79.0;;;;;2072.0
Vledder-G0132;14;6;791;97.0;357;149;45;137.0;82.0;59;53;1.0;54;24.0;37.0;5.0;11.0;16.0;;;;;309.0
Vleuten-De Meern-G0347;36;14;1087;2342.0;2016;644;517;527.0;70.0;356;592;113.0;124;133.0;108.0;184.0;55.0;31.0;;;;;986.0
Vlieland-G0096;5;0;226;6.0;142;48;14;36.0;7.0;27;50;1.0;8;8.0;10.0;;16.0;9.0;;;;;67.0
Vlijmen-G0864;35;11;1082;2836.0;816;269;252;38.0;96.0;242;173;8.0;465;11.0;80.0;98.0;18.0;54.0;;;;;1424.0
Vlissingen-G0718;82;39;9035;1362.0;3153;2548;1183;1784.0;474.0;1065;1041;649.0;347;410.0;230.0;67.0;99.0;101.0;;;;;5222.0
Vlist-G0623;0;5;28;75.0;31;96;5;12.0;;3;8;68.0;2;2.0;;1.0;;;;;;;30.0
Vlodrop-G0985;15;14;137;502.0;141;15;18;2.0;7.0;15;11;;28;2.0;9.0;14.0;2.0;10.0;;;;;113.0
Voerendaal-G0986;29;26;683;2017.0;574;90;221;8.0;85.0;213;122;2.0;83;4.0;50.0;101.0;27.0;33.0;;;;;843.0
Vollenhove-G0185;3;8;651;141.0;175;620;48;612.0;22.0;45;43;68.0;108;490.0;8.0;10.0;19.0;9.0;;;;;399.0
Voorburg-G0624;62;73;5214;3610.0;6985;2438;1341;1055.0;424.0;1308;2677;158.0;209;506.0;322.0;338.0;145.0;73.0;;15.0;;;3978.0
Voorhout-G0625;8;10;289;1283.0;842;166;295;93.0;45.0;85;168;5.0;42;31.0;48.0;83.0;13.0;13.0;;2.0;;;378.0
Voorschoten-G0626;59;11;1910;1739.0;3408;1184;633;556.0;138.0;608;1095;127.0;107;181.0;184.0;73.0;63.0;27.0;;8.0;;;1514.0
Voorst-G0285;43;12;3248;2863.0;1958;720;309;1149.0;199.0;351;393;193.0;467;73.0;91.0;131.0;131.0;65.0;;;;;1829.0
Vorden-G0286;16;9;1036;490.0;667;680;114;535.0;21.0;101;147;15.0;175;51.0;24.0;22.0;360.0;7.0;;;;;545.0
Vries-G0133;22;14;1722;51.0;1197;392;116;88.0;134.0;162;233;4.0;244;118.0;47.0;9.0;59.0;59.0;;;;;846.0
Vriezenveen-G0186;27;22;1902;425.0;447;926;133;2362.0;63.0;156;90;612.0;419;555.0;21.0;15.0;72.0;44.0;;;;;1384.0
Vught-G0865;34;40;1950;4381.0;2348;519;738;100.0;191.0;441;434;10.0;345;50.0;214.0;230.0;46.0;69.0;;;;;2840.0
Vuren-G0287;1;4;599;30.0;170;317;47;212.0;17.0;52;31;39.0;17;25.0;11.0;2.0;4.0;9.0;;;;;214.0
Waalre-G0866;26;15;909;2037.0;1450;235;322;48.0;94.0;238;341;4.0;184;26.0;85.0;96.0;12.0;39.0;;;;;1161.0
Waalwijk-G0867;37;18;2117;4080.0;2082;672;634;383.0;307.0;487;399;64.0;509;72.0;173.0;271.0;62.0;109.0;;;;;2742.0
Waardenburg-G0288;2;4;362;14.0;98;89;14;186.0;10.0;29;25;298.0;43;11.0;5.0;1.0;5.0;1.0;;;;;177.0
Waddinxveen-G0627;56;17;2409;886.0;1941;1463;451;598.0;133.0;666;492;1053.0;97;267.0;109.0;59.0;40.0;24.0;;2.0;;;1454.0
Wageningen-G0289;44;31;5186;1571.0;2632;1427;1811;1066.0;473.0;777;999;483.0;197;286.0;576.0;52.0;96.0;32.0;;;;;2101.0
Wamel-G0290;18;18;918;2307.0;508;120;247;75.0;42.0;113;57;6.0;169;8.0;17.0;78.0;14.0;29.0;;;;;931.0
Wanneperveen-G0187;2;1;305;4.0;77;139;17;349.0;3.0;11;23;9.0;31;28.0;;1.0;12.0;10.0;;;;;184.0
Wanroij-G0868;5;0;187;1562.0;167;33;54;4.0;9.0;35;21;3.0;29;4.0;20.0;20.0;2.0;19.0;;;;;311.0
Warffum-G0049;0;1;653;13.0;170;359;31;45.0;17.0;30;40;4.0;18;52.0;22.0;1.0;8.0;3.0;;;;;165.0
Warmenhuizen-G0456;17;1;227;698.0;260;92;87;7.0;41.0;61;45;1.0;60;9.0;38.0;30.0;7.0;9.0;2.0;;;;280.0
Warmond-G0628;8;14;345;816.0;492;151;161;86.0;55.0;93;171;25.0;24;12.0;27.0;38.0;11.0;5.0;;5.0;;;370.0
Warnsveld-G0291;14;9;1068;394.0;820;500;123;435.0;39.0;112;231;4.0;96;71.0;42.0;9.0;69.0;4.0;;;;;830.0
Waspik-G0869;13;11;347;981.0;190;111;68;80.0;43.0;59;31;16.0;135;7.0;17.0;24.0;6.0;24.0;;;;;460.0
Wassenaar-G0629;42;61;1993;2990.0;6317;1103;594;649.0;149.0;579;1657;102.0;119;167.0;145.0;193.0;70.0;54.0;;6.0;;;2093.0
Wateringen-G0630;25;15;682;2649.0;1069;371;385;274.0;56.0;200;206;16.0;87;52.0;77.0;158.0;23.0;50.0;;;;;1015.0
Weerselo-G0188;16;4;245;3437.0;231;54;152;41.0;17.0;61;28;1.0;261;2.0;15.0;91.0;7.0;17.0;;;;;324.0
Weert-G0988;73;119;2354;9059.0;2188;315;641;49.0;237.0;593;354;14.0;616;27.0;196.0;238.0;59.0;123.0;;;;;5071.0
Weesp-G0457;31;48;2812;1000.0;1544;776;840;582.0;401.0;624;643;86.0;150;157.0;208.0;62.0;30.0;38.0;2.0;;;;1628.0
Wehl-G0292;6;5;373;1392.0;193;82;101;41.0;27.0;53;47;;226;2.0;26.0;186.0;17.0;26.0;;;;;717.0
Werkendam-G0870;11;15;1799;81.0;465;1821;107;506.0;47.0;83;85;1020.0;50;183.0;35.0;1.0;20.0;18.0;;;;;1359.0
Wervershoof-G0459;13;8;314;1663.0;271;45;87;7.0;51.0;68;55;;133;2.0;31.0;103.0;12.0;14.0;2.0;;;;397.0
Wessem-G0989;1;10;149;520.0;100;18;31;1.0;8.0;29;16;1.0;24;;10.0;14.0;8.0;31.0;;;;;412.0
Westdongeradeel-G0097;26;6;755;18.0;324;1297;35;779.0;78.0;39;81;90.0;36;168.0;40.0;2.0;18.0;4.0;;;;;420.0
Westerbork-G0134;7;7;1590;23.0;771;670;91;217.0;62.0;75;102;38.0;112;73.0;30.0;2.0;57.0;29.0;;;;;492.0
Westerhoven-G0871;6;3;105;494.0;72;11;47;;10.0;35;11;;25;;7.0;11.0;;1.0;;;;;103.0
Westerschouwen-G0725;5;4;778;40.0;703;329;50;345.0;20.0;82;103;136.0;27;26.0;18.0;3.0;23.0;10.0;;;;;452.0
Westervoort-G0293;7;0;528;900.0;229;134;139;79.0;39.0;97;69;7.0;56;15.0;41.0;17.0;3.0;11.0;;;;;400.0
Westkapelle-G0726;2;4;515;11.0;146;168;29;223.0;11.0;17;42;224.0;20;66.0;8.0;2.0;6.0;17.0;;;;;240.0
Westmaas-G0631;6;0;279;10.0;234;213;28;106.0;14.0;45;28;37.0;11;21.0;10.0;2.0;7.0;8.0;;;;;149.0
Weststellingwerf-G0098;71;23;5110;1064.0;1700;972;384;1129.0;699.0;424;414;30.0;466;180.0;200.0;81.0;76.0;74.0;;;;;2177.0
Westwoud-G0460;5;0;135;422.0;129;26;36;12.0;36.0;28;23;;13;4.0;22.0;27.0;3.0;10.0;2.0;;;;167.0
Westzaan-G0461;4;9;784;80.0;349;238;137;70.0;437.0;147;90;61.0;39;31.0;62.0;7.0;9.0;18.0;2.0;;;;423.0
Wierden-G0189;19;11;1240;2827.0;725;1805;292;1771.0;62.0;148;219;714.0;278;297.0;22.0;79.0;48.0;17.0;;;;;991.0
Wieringen-G0462;19;7;1547;239.0;897;279;103;145.0;374.0;170;141;8.0;85;48.0;120.0;11.0;15.0;35.0;14.0;;;;818.0
Wieringermeer-G0463;21;16;1366;880.0;908;954;233;409.0;153.0;161;224;24.0;66;143.0;66.0;29.0;22.0;24.0;5.0;;;;740.0
Wijchen-G0296;39;18;1745;3967.0;930;329;568;55.0;141.0;318;164;2.0;411;18.0;86.0;125.0;22.0;51.0;;;;;1951.0
Wijdewormer-G0470;9;2;169;179.0;131;36;23;17.0;44.0;47;22;1.0;21;6.0;11.0;5.0;1.0;1.0;;;;;102.0
Wijhe-G0190;12;8;1076;971.0;388;337;62;518.0;32.0;62;66;36.0;134;34.0;21.0;30.0;25.0;9.0;;;;;374.0
Wijk bij Duurstede-G0352;14;11;771;894.0;617;236;140;155.0;80.0;131;130;31.0;74;38.0;30.0;36.0;17.0;19.0;;;;;716.0
Wijk en Aalburg-G0876;13;5;294;5.0;161;576;25;66.0;6.0;15;31;590.0;48;29.0;9.0;;7.0;12.0;;;;;469.0
Wijlre-G0991;14;11;205;970.0;128;29;99;4.0;29.0;54;33;;80;2.0;20.0;61.0;3.0;10.0;;;;;381.0
Wijnandsrade-G0992;2;1;119;349.0;85;15;157;2.0;7.0;26;14;2.0;16;;8.0;24.0;1.0;6.0;;;;;107.0
Wijngaarden-G0634;6;0;36;1.0;27;115;6;12.0;2.0;6;3;112.0;9;8.0;;;1.0;;;;;;22.0
Willemstad-G0872;6;1;409;77.0;156;225;33;304.0;19.0;30;32;28.0;23;19.0;6.0;1.0;3.0;4.0;;;;;209.0
Willeskop-G0349;0;6;58;242.0;50;31;8;39.0;1.0;5;9;37.0;20;4.0;1.0;5.0;;;;;;;94.0
Wilnis-G0350;12;13;194;561.0;427;519;109;245.0;38.0;104;105;95.0;65;78.0;25.0;22.0;10.0;9.0;;;;;434.0
Winschoten-G0052;32;21;4610;276.0;1393;1203;250;478.0;1620.0;297;346;9.0;76;243.0;111.0;29.0;116.0;81.0;;;;;1819.0
Winsum-G0053;4;4;780;23.0;342;955;101;100.0;16.0;56;83;4.0;15;92.0;27.0;;24.0;10.0;;;;;186.0
Winterswijk-G0294;24;56;6033;1740.0;2847;1507;383;661.0;149.0;666;738;23.0;295;119.0;108.0;65.0;110.0;65.0;;;;;2374.0
Wisch-G0295;31;19;2176;2302.0;1335;1167;303;957.0;86.0;316;320;20.0;343;59.0;64.0;66.0;113.0;58.0;;;;;2221.0
Wissenkerke-G0727;2;3;315;16.0;223;533;32;401.0;23.0;28;38;148.0;23;80.0;5.0;1.0;6.0;10.0;;;;;278.0
Wittem-G0990;31;11;454;2212.0;279;58;118;10.0;49.0;109;34;2.0;121;7.0;28.0;63.0;9.0;24.0;;;;;743.0
Woensdrecht-G0873;28;21;878;1365.0;683;171;154;49.0;54.0;164;122;7.0;228;17.0;29.0;45.0;13.0;33.0;;;;;1315.0
Woerden-G0632;34;32;1855;2086.0;1863;1473;564;1184.0;123.0;417;542;474.0;138;213.0;79.0;75.0;33.0;17.0;;2.0;;;1771.0
Wognum-G0466;13;3;229;889.0;188;30;65;4.0;34.0;88;30;;34;7.0;28.0;78.0;1.0;14.0;2.0;;;;259.0
Wonseradeel-G0099;36;20;1561;420.0;615;1572;229;1313.0;168.0;133;163;38.0;101;200.0;91.0;28.0;28.0;33.0;;;;;933.0
Workum-G0100;10;7;387;407.0;181;442;83;564.0;28.0;47;59;7.0;36;48.0;23.0;30.0;24.0;10.0;;;;;259.0
Wormer-G0467;15;9;1741;937.0;731;419;517;86.0;762.0;353;284;36.0;48;108.0;160.0;63.0;23.0;21.0;20.0;;;;829.0
Wormerveer-G0468;59;12;2590;695.0;917;636;525;99.0;1480.0;350;294;42.0;81;100.0;291.0;102.0;39.0;41.0;34.0;;;;1116.0
Woubrugge-G0633;20;2;250;480.0;354;293;73;191.0;23.0;70;79;74.0;37;24.0;28.0;18.0;9.0;10.0;;1.0;;;329.0
Woudenberg-G0351;16;34;767;160.0;936;565;156;746.0;33.0;130;233;510.0;98;196.0;34.0;2.0;11.0;14.0;;;;;580.0
Woudrichem-G0874;4;3;665;23.0;141;346;31;152.0;43.0;28;25;54.0;21;11.0;10.0;3.0;8.0;5.0;;;;;240.0
Wouw-G0875;24;26;691;1465.0;493;94;90;25.0;48.0;133;79;1.0;280;4.0;30.0;83.0;28.0;52.0;;;;;1170.0
Wymbritseradeel-G0101;22;9;657;612.0;437;1477;220;1831.0;48.0;92;139;36.0;110;147.0;32.0;46.0;26.0;32.0;;;;;737.0
Zaandam-G0471;130;114;12457;2654.0;4323;3065;2975;759.0;7041.0;2121;1681;262.0;298;457.0;892.0;126.0;151.0;139.0;76.0;;;;5770.0
Zaandijk-G0472;22;3;1270;213.0;522;301;220;54.0;612.0;194;194;3.0;23;51.0;130.0;22.0;26.0;10.0;11.0;;;;484.0
Zaltbommel-G0297;3;9;1639;504.0;623;371;153;206.0;51.0;162;224;136.0;49;72.0;53.0;9.0;19.0;31.0;;;;;783.0
Zandvoort-G0473;83;9;2443;821.0;3188;488;353;337.0;405.0;562;768;16.0;116;78.0;160.0;44.0;89.0;33.0;10.0;;;;1911.0
Zeeland-G0877;7;10;310;1606.0;174;43;80;8.0;18.0;81;28;;89;1.0;32.0;57.0;5.0;9.0;;;;;489.0
Zeevang-G0478;29;1;1013;139.0;628;154;86;41.0;104.0;158;133;4.0;78;8.0;72.0;12.0;18.0;20.0;7.0;;;;408.0
Zegveld-G0354;6;5;70;153.0;104;234;27;165.0;7.0;18;27;91.0;14;56.0;3.0;5.0;;4.0;;;;;94.0
Zeist-G0355;144;170;7021;2696.0;7594;3907;1752;2074.0;539.0;1193;2779;1179.0;341;911.0;469.0;146.0;174.0;81.0;;;;;6589.0
Zelhem-G0298;10;10;1552;515.0;666;986;74;809.0;30.0;158;160;91.0;340;70.0;32.0;20.0;109.0;30.0;;;;;1232.0
Zevenaar-G0299;37;17;2190;3930.0;1871;527;737;288.0;157.0;503;439;17.0;357;119.0;147.0;219.0;64.0;63.0;;;;;2176.0
Zevenbergen-G0878;41;37;1122;2306.0;694;224;137;305.0;113.0;168;86;12.0;183;99.0;38.0;66.0;30.0;37.0;;;;;1336.0
Zevenhoven-G0635;4;1;113;341.0;150;155;28;81.0;20.0;29;19;27.0;40;9.0;4.0;16.0;3.0;7.0;;;;;140.0
Zevenhuizen-G0636;12;27;938;61.0;526;267;72;347.0;24.0;84;90;227.0;44;29.0;16.0;6.0;13.0;9.0;;1.0;;;419.0
Zierikzee-G0732;8;6;1596;329.0;757;871;140;332.0;60.0;131;166;207.0;27;69.0;94.0;18.0;40.0;26.0;;;;;782.0
Zijpe-G0476;13;18;1186;913.0;870;151;112;36.0;110.0;269;130;8.0;100;26.0;50.0;46.0;16.0;34.0;12.0;;;;701.0
Zoelen-G0300;6;3;1158;50.0;454;212;52;212.0;26.0;55;97;99.0;76;10.0;22.0;4.0;17.0;17.0;;;;;453.0
Zoetermeer-G0637;24;25;3360;1998.0;2988;1363;1005;669.0;228.0;1091;1149;787.0;97;207.0;159.0;110.0;33.0;27.0;;8.0;;;2419.0
Zoeterwoude-G0638;18;4;379;1475.0;487;190;202;144.0;51.0;109;172;32.0;38;23.0;50.0;133.0;18.0;12.0;;3.0;;;601.0
Zuid-Beijerland-G0639;4;21;548;23.0;202;312;34;202.0;19.0;67;25;200.0;19;39.0;10.0;;11.0;4.0;;;;;271.0
Zuidelijke IJsselmeerpolders-G0996;6;5;1187;320.0;537;590;319;250.0;158.0;251;210;46.0;40;110.0;49.0;8.0;8.0;2.0;;;;;524.0
Zuidhorn-G0056;3;6;694;60.0;437;701;79;144.0;40.0;65;124;12.0;34;635.0;29.0;5.0;22.0;11.0;;;;;365.0
Zuidland-G0640;2;20;372;21.0;233;829;80;140.0;16.0;61;30;42.0;9;19.0;6.0;;2.0;8.0;;;;;279.0
Zuidlaren-G0136;18;15;1514;72.0;1271;1074;180;198.0;102.0;229;311;20.0;114;303.0;108.0;6.0;42.0;31.0;;;;;903.0
Zuidwolde-G0137;6;10;1097;49.0;794;964;63;537.0;34.0;99;142;19.0;353;180.0;24.0;4.0;79.0;66.0;;;;;631.0
Zundert-G0879;36;64;732;2450.0;831;219;171;61.0;59.0;140;105;4.0;586;11.0;51.0;92.0;32.0;53.0;;;;;2111.0
Zutphen-G0301;57;20;7053;1261.0;2084;1263;708;784.0;802.0;642;631;49.0;201;218.0;240.0;78.0;231.0;27.0;;;;;2698.0
Zwaag-G0475;2;14;182;825.0;153;38;75;10.0;18.0;40;38;2.0;15;3.0;35.0;64.0;;11.0;;;;;196.0
Zwartewaal-G0641;3;1;282;14.0;156;125;31;33.0;16.0;67;31;1.0;7;7.0;7.0;1.0;7.0;3.0;;;;;
Zwartsluis-G0192;9;2;520;14.0;206;809;53;348.0;39.0;61;87;104.0;55;147.0;5.0;4.0;26.0;5.0;;;;;349.0
Zweeloo-G0138;6;2;557;12.0;429;310;42;43.0;13.0;36;36;;41;22.0;21.0;;21.0;24.0;;;;;178.0
Zwijndrecht-G0642;78;90;5506;787.0;2781;2820;792;1639.0;375.0;854;724;807.0;188;677.0;157.0;50.0;76.0;64.0;;;;;3315.0
