RegioNaam;@invalid;@blank;PvdA;VVD;CDA;KVP;Politieke Partij Radikalen (PPR);CHU;ARP;Communistische Partij van Nederland;BoerenPartij;SGP;PvdA/PPR/D'66;Gereformeerd Politiek Verbond (GPV);Democratisch Socialisten '70;Pacifistisch-Socialistische Partij (PSP);D66;FNP;SGP/NEV;Rooms Katholieke Partij Nederland;Lijst Meijer;Vrouw;Nieuwe Roomse Partij;Anti-Woningnood Aktie;@abs
Aalburg-G0738;31;0;544;360;2009;0;41;0;0;32;150;0;0;56;22;20;7;0;1048;0;0;0;0;0;1316
Aalsmeer-G0358;67;0;2560;3035;3266;0;458;0;0;178;276;0;0;175;196;186;157;0;138;119;0;0;0;0;2522
Aalten-G0197;75;0;1485;951;0;1107;255;1916;2843;26;205;46;0;192;56;37;23;0;0;0;0;0;0;0;1970
Aardenburg-G0648;30;0;403;456;0;594;127;55;61;8;174;10;0;13;2;13;1;0;0;0;0;0;0;0;540
Aarle-Rixtel-G0739;20;0;368;318;1095;0;71;0;0;18;151;0;0;6;27;14;18;0;0;0;0;3;0;0;807
Abbekerk-G0359;3;0;273;146;270;0;32;0;0;22;37;0;0;4;11;27;17;0;0;7;0;0;0;0;265
Abbenbroek-G0481;2;0;233;223;0;13;32;38;43;15;18;7;0;1;7;1;6;0;0;0;0;0;0;0;160
Abcoude-G0305;27;0;0;1385;0;505;0;440;315;44;98;79;912;38;81;32;0;0;0;19;0;0;0;4;690
Achtkarspelen-G0059;80;0;3440;748;5957;0;198;0;0;247;125;0;0;654;31;50;37;430;271;0;0;0;0;0;3007
Adorp-G0001;1;0;236;142;379;0;59;0;0;8;18;0;0;107;12;1;8;0;0;0;6;0;0;0;108
Aduard-G0002;3;0;462;294;467;0;61;0;0;25;17;0;0;170;42;21;20;0;0;0;9;0;0;0;219
Akersloot-G0360;5;0;535;518;878;0;119;0;0;51;77;0;0;10;26;45;49;0;0;55;0;0;0;0;498
Alblasserdam-G0482;77;0;3826;1322;0;219;359;1057;619;179;172;1066;0;209;103;74;93;0;0;0;0;0;0;0;2525
Alkemade-G0483;22;0;526;1126;0;2506;257;178;214;42;183;15;0;17;49;64;44;0;0;22;0;0;0;0;1836
Alkmaar-G0361;129;0;10089;5859;7625;0;2071;0;0;1753;741;0;0;323;779;637;441;0;0;323;0;0;0;0;10692
Almelo-G0141;190;0;11641;4515;0;5488;1449;1746;1816;1535;1070;231;0;502;402;279;272;0;0;0;0;0;0;0;8551
Alphen aan den Rijn-G0484;113;0;4567;4739;0;2176;1126;2911;2218;278;299;722;0;306;347;225;240;0;0;23;0;0;0;0;5941
Alphen en Riel-G0741;16;0;333;436;1412;0;90;0;0;8;129;0;0;6;13;14;18;0;0;0;0;0;0;0;744
Ambt Delden-G0142;5;0;284;399;0;1715;71;173;46;8;198;6;0;10;20;8;13;0;0;0;0;0;0;0;467
Ameide-G0485;9;0;411;131;0;8;28;164;319;7;52;137;0;17;15;6;11;0;0;0;0;0;0;0;189
Ameland-G0060;11;0;421;358;600;0;17;0;0;14;12;0;0;7;10;6;3;17;4;0;0;0;0;0;502
Amerongen-G0306;30;0;0;748;0;59;0;674;236;13;99;338;995;72;37;32;0;0;0;6;0;0;0;2;692
Amersfoort-G0307;285;0;0;10860;0;5953;0;3668;2541;1093;723;761;14704;1932;768;580;0;0;0;549;0;0;0;91;15648
Ammerstol-G0486;3;0;526;104;0;12;31;10;21;62;14;19;0;0;20;9;10;0;0;0;0;0;0;0;153
Ammerzoden-G0198;11;0;358;225;0;940;44;187;79;11;58;48;0;7;8;13;4;0;0;0;0;0;0;0;526
Amstelveen-G0362;217;0;9758;13580;8550;0;3610;0;0;913;597;0;0;335;1178;998;845;0;197;336;0;0;0;0;9918
Amstenrade-G0884;19;0;348;287;785;0;193;0;0;46;35;0;0;0;8;20;12;0;0;35;0;0;10;0;553
Amsterdam-G0363;2444;0;159966;70056;52533;0;28688;0;0;62850;8756;0;0;2714;8012;12331;6307;0;1264;0;0;0;0;0;157584
Andijk-G0364;8;0;603;284;1119;0;127;0;0;157;162;0;0;81;18;43;23;0;50;15;0;0;0;0;622
Angerlo-G0199;13;0;518;186;0;787;102;213;38;18;84;5;0;5;10;11;11;0;0;0;0;0;0;0;636
Anloo-G0105;16;0;1763;1076;0;21;107;60;80;61;139;0;0;32;53;45;30;0;0;0;0;0;0;0;950
Anna Paulowna-G0366;32;0;1196;1255;1298;0;124;0;0;111;85;0;0;67;62;36;25;0;25;0;0;0;0;0;1232
Apeldoorn-G0200;428;0;19913;14620;0;6273;3612;8250;4938;900;2968;1894;0;1189;1564;569;600;0;0;0;0;0;0;0;21312
Appeltern-G0201;21;0;212;141;0;1127;36;66;12;9;214;5;0;5;7;8;3;0;0;0;0;0;0;0;757
Appingedam-G0003;43;0;2821;795;1763;0;182;0;0;387;64;0;0;204;87;60;44;0;0;0;93;0;0;0;1945
Arcen en Velden-G0885;29;0;323;559;1940;0;152;0;0;23;189;0;0;0;21;36;18;0;0;0;0;0;0;0;1250
Arkel-G0487;13;0;865;328;0;44;42;89;167;16;40;39;0;10;20;10;12;0;0;0;0;0;0;0;326
Arnemuiden-G0649;8;0;369;114;0;9;42;189;172;6;25;439;0;99;8;5;6;0;0;0;0;0;0;0;598
Arnhem-G0202;412;0;23003;13279;0;10597;4129;3603;2579;1569;1947;316;0;879;1082;898;660;0;0;0;0;0;0;0;26116
Asperen-G0488;1;0;326;224;0;21;29;206;251;9;19;155;0;26;5;17;24;0;0;0;0;0;0;0;325
Assen-G0106;135;0;9423;3869;0;479;1181;1415;2747;448;342;0;0;1593;396;281;208;0;0;0;0;0;0;0;6098
Asten-G0743;62;0;506;650;4088;0;161;0;0;32;244;0;0;16;41;49;43;0;0;0;0;16;0;0;1897
Avenhorn-G0368;5;0;356;245;455;0;57;0;0;49;38;0;0;0;17;21;8;0;4;13;0;0;0;0;256
Avereest-G0143;25;0;1543;999;0;504;156;1549;1132;23;398;63;0;169;44;30;37;0;0;0;0;0;0;0;1578
Axel-G0650;53;0;1325;867;0;1008;415;496;401;38;256;104;0;588;19;16;16;0;0;0;0;0;0;0;2399
Baarderadeel-G0061;12;0;896;423;674;0;57;0;0;25;20;0;0;30;14;20;6;465;6;0;0;0;0;0;570
Baarle-Nassau-G0744;16;0;265;432;1298;0;72;0;0;4;195;0;0;3;11;14;12;0;3;0;0;0;0;0;1019
Baarn-G0308;119;0;0;3934;0;1115;0;911;1208;208;293;328;4005;279;284;276;0;0;0;75;0;0;0;26;4171
Baexem-G0886;9;0;61;123;608;0;29;0;0;5;75;0;0;0;2;8;3;0;0;0;0;0;0;0;306
Baflo-G0004;4;0;456;265;689;0;54;0;0;17;10;0;0;88;17;18;11;0;0;0;5;0;0;0;249
Bakel en Milheeze-G0745;35;0;253;252;1990;0;64;0;0;29;139;0;0;3;13;28;25;0;0;0;0;4;0;0;1157
Barendrecht-G0489;13;0;1864;1818;0;212;365;779;1564;62;86;676;0;208;107;70;68;0;0;0;0;0;0;0;1637
Barneveld-G0203;66;0;1746;2751;0;638;325;3655;2075;44;1226;3270;0;390;133;42;55;0;0;0;0;0;0;0;3509
Barradeel-G0062;40;0;847;229;1801;0;22;0;0;48;26;0;0;102;31;20;7;428;17;0;0;0;0;0;809
Barsingerhorn-G0369;13;0;916;475;189;0;38;0;0;85;55;0;0;20;20;25;21;0;3;0;0;0;0;0;525
Batenburg-G0204;3;0;40;31;0;165;24;18;10;2;41;0;0;2;0;1;1;0;0;0;0;0;0;0;52
Bathmen-G0144;11;0;717;920;0;100;92;428;50;10;106;4;0;8;65;22;43;0;0;0;0;0;0;0;438
Bedum-G0005;17;0;1088;525;2140;0;147;0;0;49;53;0;0;729;49;40;36;0;0;0;36;0;0;0;692
Beegden-G0887;11;0;77;127;432;0;28;0;0;1;26;0;0;0;0;7;7;0;0;0;0;0;0;0;260
Beek-G0888;77;0;1074;1152;2550;0;369;0;0;64;168;0;0;0;42;138;83;0;0;101;0;0;23;0;2253
Beek en Donk-G0746;41;0;601;412;1688;0;120;0;0;82;220;0;0;9;109;41;26;0;0;0;0;13;0;0;1451
Beemster-G0370;29;0;1081;1285;964;0;190;0;0;133;110;0;0;28;68;78;75;0;9;40;0;0;0;0;991
Beers-G0747;8;0;174;136;882;0;37;0;0;10;70;0;0;7;5;8;1;0;0;0;0;0;0;0;393
Beerta-G0006;39;0;629;248;58;0;15;0;0;934;15;0;0;17;11;13;7;0;0;0;10;0;0;0;326
Beesd-G0205;13;0;442;360;0;490;53;371;31;16;105;55;0;10;16;12;14;0;0;0;0;0;0;0;460
Beesel-G0889;91;0;684;600;2598;0;290;0;0;25;260;0;0;0;32;62;25;0;0;0;0;0;0;0;2062
Beilen-G0107;41;0;2708;1068;0;68;177;878;1169;46;289;0;0;230;71;46;28;0;0;0;0;0;0;0;1510
Belfeld-G0890;27;0;174;223;1408;0;93;0;0;10;87;0;0;0;13;29;1;0;0;0;0;0;0;0;646
Bellingwedde-G0007;65;0;2673;797;564;0;62;0;0;1028;86;0;0;52;50;28;28;0;0;0;44;0;0;0;1117
Bemelen-G0891;1;0;23;30;66;0;16;0;0;1;16;0;0;0;1;2;0;0;0;3;0;0;1;0;61
Bemmel-G0206;47;0;1067;765;0;3208;246;172;34;68;371;4;0;18;24;45;31;0;0;0;0;0;0;0;2694
Bennebroek-G0372;32;0;431;1220;908;0;154;0;0;30;73;0;0;40;66;51;63;0;22;44;0;0;0;0;822
Benschop-G0309;14;0;0;278;0;355;0;211;191;11;49;235;233;27;14;12;0;0;0;5;0;0;0;1;311
Benthuizen-G0490;4;0;257;290;0;34;39;107;111;5;16;356;0;22;23;5;21;0;0;0;0;0;0;0;234
Berg en Terblijt-G0892;15;0;315;412;872;0;124;0;0;13;106;0;0;0;14;8;18;0;0;37;0;0;12;0;569
Bergambacht-G0491;17;0;970;605;0;40;51;193;287;40;120;492;0;25;35;15;29;0;0;3;0;0;0;0;513
Bergen-G0373;38;0;2135;2552;1679;0;385;0;0;122;311;0;0;46;193;182;108;0;0;40;0;0;0;0;2050
Bergen-G0893;42;0;616;600;2892;0;148;0;0;27;280;0;0;0;15;30;95;0;0;0;0;0;0;0;2676
Bergen op Zoom-G0748;159;0;4408;3971;6100;0;1032;0;0;268;1529;0;0;120;239;170;172;0;57;0;0;0;0;0;8910
Bergeyk-G0749;29;0;627;623;1937;0;198;0;0;28;338;0;0;15;90;40;25;0;7;0;0;0;0;0;1364
Bergh-G0207;71;0;1103;1019;0;4204;339;140;53;49;859;31;0;18;39;51;41;0;0;0;0;0;0;0;3604
Bergharen-G0208;7;0;101;119;0;688;40;61;6;7;115;3;0;7;5;5;2;0;0;0;0;0;0;0;299
Berghem-G0750;19;0;538;181;839;0;88;0;0;17;243;0;0;20;17;21;28;0;0;0;0;0;0;0;1039
Bergschenhoek-G0492;23;0;618;789;0;437;136;523;277;22;78;104;0;108;35;19;38;0;0;1;0;0;0;0;749
Berkel en Rodenrijs-G0493;22;0;913;1654;0;1616;301;672;446;32;90;47;0;581;83;54;63;0;0;4;0;0;0;0;1499
Berkel-Enschot-G0751;24;0;540;1155;2045;0;193;0;0;24;108;0;0;7;48;31;46;0;7;0;0;17;0;0;1049
Berkenwoude-G0494;6;0;170;252;0;6;22;25;64;2;14;143;0;11;17;5;5;0;0;0;0;0;0;0;100
Berkhout-G0374;9;0;573;585;976;0;120;0;0;51;65;0;0;3;42;44;27;0;0;32;0;0;0;0;561
Berlicum-G0752;9;0;490;571;1646;0;175;0;0;39;174;0;0;47;28;23;98;0;9;0;0;19;0;0;1449
Best-G0753;72;0;1947;1391;3273;0;385;0;0;93;362;0;0;38;90;71;73;0;13;0;0;0;0;0;2903
Beuningen-G0209;22;0;778;624;0;1418;166;88;36;20;224;6;0;12;66;50;15;0;0;0;0;0;0;0;1416
Beusichem-G0210;9;0;501;405;0;80;44;129;43;16;81;71;0;8;21;13;11;0;0;0;0;0;0;0;362
Beverwijk-G0375;150;0;6662;3201;5195;0;1392;0;0;1390;613;0;0;138;292;309;234;0;103;0;0;0;0;0;6040
Bierum-G0008;12;0;556;259;1074;0;44;0;0;38;17;0;0;66;9;4;10;0;0;0;7;0;0;0;531
Bingelrade-G0894;8;0;42;16;291;0;43;0;0;3;3;0;0;0;5;3;1;0;0;2;0;0;0;0;126
Bladel en Netersel-G0754;23;0;578;463;1804;0;121;0;0;30;146;0;0;7;21;36;21;0;3;0;0;0;0;0;1566
Blaricum-G0376;24;0;557;1591;712;0;212;0;0;52;123;0;0;20;107;86;57;0;10;71;0;0;0;0;831
Bleiswijk-G0495;10;0;527;1048;0;584;131;355;268;13;66;232;0;29;71;10;28;0;0;1;0;0;0;0;688
Bleskensgraaf en Hofwegen-G0496;16;0;223;152;0;13;58;85;255;12;25;284;0;33;7;5;8;0;0;0;0;0;0;0;184
Bloemendaal-G0377;81;0;1607;4977;2289;0;536;0;0;107;131;0;0;128;347;161;151;0;46;142;0;0;0;0;2636
Blokker-G0378;3;0;252;375;774;0;111;0;0;14;59;0;0;5;18;32;12;0;2;57;0;0;0;0;540
Bocholtz-G0895;59;0;333;239;1603;0;108;0;0;81;51;0;0;0;7;17;49;0;0;26;0;0;13;0;777
Bodegraven-G0497;29;0;1220;1647;0;1079;386;868;1080;75;164;455;0;230;68;65;60;0;0;6;0;0;0;0;2181
Boekel-G0755;37;0;362;322;2270;0;107;0;0;22;185;0;0;9;13;57;25;0;0;0;0;11;0;0;1226
Bolsward-G0064;38;0;1175;474;2519;0;222;0;0;59;40;0;0;63;35;49;17;376;14;0;0;0;0;0;1449
Borculo-G0211;53;0;1823;1272;0;670;160;443;287;24;219;6;0;22;68;33;28;0;0;0;0;0;0;0;1004
Borger-G0108;57;0;3099;1183;0;75;161;625;650;152;167;0;0;98;90;44;26;0;0;0;0;0;0;0;1496
Born-G0897;78;0;422;310;2048;0;164;0;0;42;84;0;0;0;18;54;20;0;0;40;0;0;14;0;1138
Borne-G0147;47;0;2377;1157;0;3861;576;484;302;137;289;27;0;43;88;55;108;0;0;0;0;0;0;0;1848
Borsele-G0654;53;0;1149;1151;0;2034;513;1366;654;40;280;1025;0;151;32;24;38;0;0;0;0;0;0;0;2520
Boskoop-G0499;26;0;1251;1935;0;978;259;822;788;55;112;320;0;76;90;83;53;0;0;20;0;0;0;0;1602
Bovenkarspel-G0379;15;0;1182;642;1148;0;291;0;0;176;110;0;0;12;53;41;93;0;9;54;0;0;0;0;1250
Boxmeer-G0756;42;0;860;704;3112;0;235;0;0;37;286;0;0;24;37;55;39;0;0;0;0;0;0;0;1998
Boxtel-G0757;91;0;2285;1453;3865;0;565;0;0;91;713;0;0;13;71;80;93;0;7;0;0;22;0;0;4215
Brakel-G0212;25;0;781;162;0;27;42;299;322;12;121;804;0;30;22;10;16;0;0;0;0;0;0;0;995
Brandwijk-G0500;4;0;83;82;0;1;9;58;133;1;31;128;0;5;0;0;0;0;0;0;0;0;0;0;116
Breda-G0758;549;0;16184;12895;16947;0;3773;0;0;1060;3456;0;0;283;680;661;667;0;149;0;0;0;0;0;25134
Brederwiede-G0194;27;0;1662;702;0;183;125;1312;758;78;189;106;0;555;55;34;33;0;0;0;0;0;0;0;1601
Breukelen-G0311;32;0;0;1426;0;525;0;668;513;52;158;321;1351;146;135;43;0;0;0;32;0;0;0;11;1280
Brielle-G0501;28;0;1841;1270;0;215;281;364;381;63;80;39;0;34;84;56;72;0;0;0;0;0;0;0;1554
Broek in Waterland-G0380;7;0;396;402;222;0;109;0;0;36;83;0;0;6;20;20;27;0;10;4;0;0;0;0;314
Broekhuizen-G0898;4;0;100;125;470;0;21;0;0;4;33;0;0;0;6;10;4;0;0;0;0;0;0;0;246
Brouwershaven-G0656;14;0;737;481;0;21;42;113;172;16;41;74;0;86;25;14;6;0;0;0;0;0;0;0;509
Bruinisse-G0657;14;0;379;272;0;21;29;217;152;7;27;344;0;32;10;6;5;0;0;0;0;0;0;0;419
Brummen-G0213;51;0;4723;1938;0;690;467;1097;466;114;370;53;0;86;113;82;77;0;0;0;0;0;0;0;2442
Brunssum-G0899;137;0;3527;1054;4456;0;1357;0;0;776;190;0;0;0;38;100;62;0;0;258;0;0;45;0;5390
Budel-G0759;45;0;876;556;1937;0;117;0;0;30;399;0;0;10;26;30;30;0;0;0;0;12;0;0;2465
Bunde-G0900;21;0;338;499;957;0;152;0;0;33;42;0;0;0;18;20;24;0;0;41;0;0;6;0;913
Bunnik-G0312;28;0;0;1819;0;1591;0;400;321;66;115;146;1550;62;145;122;0;0;0;83;0;0;0;6;1261
Bunschoten-G0313;32;0;0;1013;0;158;0;339;1601;16;99;476;687;2471;62;22;0;0;0;7;0;0;0;7;1662
Buren-G0214;11;0;584;302;0;51;35;268;55;9;81;79;0;21;37;17;14;0;0;0;0;0;0;0;423
Bussum-G0381;170;0;4857;7595;4790;0;1499;0;0;535;424;0;0;330;695;363;305;0;252;409;0;0;0;0;6002
Buurmalsen-G0215;13;0;520;275;0;63;53;253;102;12;72;160;0;21;23;9;11;0;0;0;0;0;0;0;417
Cadier en Keer-G0901;12;0;197;393;772;0;137;0;0;7;50;0;0;0;16;13;26;0;0;29;0;0;6;0;584
Callantsoog-G0382;1;0;367;304;91;0;16;0;0;22;38;0;0;9;12;19;7;0;3;0;0;0;0;0;258
Capelle aan den IJssel-G0502;87;0;5836;3558;0;631;932;981;786;288;214;1476;0;504;314;172;433;0;0;7;0;0;0;0;5215
Castricum-G0383;52;0;2444;2854;3303;0;976;0;0;188;245;0;0;60;281;196;187;0;0;97;0;0;0;0;2507
Chaam-G0760;19;0;241;331;648;0;64;0;0;14;206;0;0;4;12;12;12;0;3;0;0;0;0;0;584
Coevorden-G0109;34;0;2570;1022;0;1345;124;591;683;65;152;0;0;82;74;35;34;0;0;0;0;0;0;0;1635
Cothen-G0314;5;0;0;229;0;556;0;62;17;11;18;29;157;4;7;10;0;0;0;23;0;0;0;2;256
Cuijk en Sint Agatha-G0761;44;0;1380;876;2425;0;372;0;0;75;412;0;0;15;49;86;84;0;0;0;0;0;0;0;2728
Culemborg-G0216;43;0;2902;1781;0;1664;461;349;348;196;264;216;0;77;144;55;108;0;0;0;0;0;0;0;2565
Dalen-G0110;23;0;1175;852;0;214;37;175;120;31;134;0;0;17;23;15;20;0;0;0;0;0;0;0;599
Dalfsen-G0148;27;0;1042;959;0;1843;166;1795;475;13;274;73;0;536;90;23;54;0;0;0;0;0;0;0;1206
Dantumadeel-G0065;102;0;2123;625;3753;0;101;0;0;134;123;0;0;438;20;40;17;465;866;0;0;0;0;0;2341
De Bilt-G0310;110;0;0;6519;0;1559;0;1304;1305;160;220;354;5748;400;635;327;0;0;0;117;0;0;0;32;3573
De Lier-G0552;31;0;538;1036;0;534;159;760;894;25;68;49;0;136;51;12;42;0;0;0;0;0;0;0;1002
De Wijk-G0135;17;0;877;725;0;19;37;231;327;20;120;0;0;57;18;18;10;0;0;0;0;0;0;0;613
Deil-G0217;8;0;503;365;0;191;31;277;35;15;96;50;0;15;22;13;15;0;0;0;0;0;0;0;449
Delft-G0503;306;0;16094;8556;0;5892;4443;2093;2714;2001;696;847;0;753;1089;1174;787;0;0;0;0;0;0;0;14949
Delfzijl-G0010;50;0;4841;1621;2550;0;284;0;0;692;133;0;0;373;145;132;117;0;0;0;86;0;0;0;3662
Den Dungen-G0768;19;0;379;229;932;0;73;0;0;12;146;0;0;6;11;13;16;0;1;0;0;6;0;0;665
Den Ham-G0159;34;0;1187;418;0;356;161;1958;1462;24;285;64;0;322;31;16;22;0;0;0;0;0;0;0;1659
Den Helder-G0400;228;0;9716;8458;5271;0;1058;0;0;421;685;0;0;773;644;380;464;0;290;0;0;0;0;0;12578
Denekamp-G0149;42;0;605;535;0;3466;183;267;53;35;328;5;0;17;17;15;22;0;0;0;0;0;0;0;1368
Deurne-G0762;142;0;1362;1287;5909;0;323;0;0;117;609;0;0;21;68;79;190;0;0;0;0;29;0;0;5357
Deventer-G0150;198;0;14478;5651;0;4425;1833;1385;1072;1435;594;141;0;375;564;447;484;0;0;0;0;0;0;0;9592
Didam-G0218;41;0;996;720;0;3038;269;121;69;35;914;8;0;17;41;34;60;0;0;0;0;0;0;0;2209
Diemen-G0384;38;0;2137;1868;1372;0;601;0;0;348;152;0;0;50;141;255;254;0;36;93;0;0;0;0;2013
Diepenheim-G0151;8;0;617;388;0;156;48;142;53;5;86;2;0;6;20;8;10;0;0;0;0;0;0;0;23
Diepenveen-G0152;31;0;1591;1648;0;1545;346;580;257;34;216;14;0;40;91;59;77;0;0;0;0;0;0;0;1255
Diessen-G0763;3;0;154;163;1069;0;40;0;0;8;102;0;0;4;5;9;7;0;4;0;0;5;0;0;375
Diever-G0111;12;0;695;425;0;23;36;84;330;8;86;0;0;35;27;21;7;0;0;0;0;0;0;0;370
Dinteloord en Prinsenland-G0764;15;0;693;345;909;0;67;0;0;25;99;0;0;44;11;11;24;0;219;0;0;0;0;0;772
Dinxperlo-G0219;25;0;653;433;0;511;56;1038;391;8;89;5;0;21;15;15;16;0;0;0;0;0;0;0;1024
Dirksland-G0504;27;0;1048;406;0;31;55;256;416;32;122;1020;0;95;16;27;27;0;0;0;0;0;0;0;939
Dodewaard-G0220;11;0;787;261;0;51;50;240;140;9;109;224;0;29;18;12;7;0;0;0;0;0;0;0;422
Doesburg-G0221;27;0;1831;700;0;1037;176;322;132;56;143;38;0;49;58;25;23;0;0;0;0;0;0;0;1419
Doetinchem-G0222;85;0;5872;3125;0;4230;948;1131;692;155;558;174;0;155;238;174;92;0;0;0;0;0;0;0;5455
Dokkum-G0066;40;0;1222;509;3144;0;132;0;0;33;15;0;0;252;41;17;15;211;123;0;0;0;0;0;1036
Domburg-G0660;7;0;414;407;0;16;88;328;324;15;38;286;0;66;28;5;12;0;0;0;0;0;0;0;406
Dongen-G0766;121;0;2089;1520;3264;0;562;0;0;129;578;0;0;0;54;74;89;0;25;0;0;0;0;0;3455
Doniawerstal-G0067;13;0;602;350;1495;0;62;0;0;14;43;0;0;42;7;15;11;572;30;0;0;0;0;0;628
Doorn-G0315;29;0;0;1969;0;248;0;669;468;41;140;248;1465;103;180;68;0;0;0;25;0;0;0;7;1843
Doornspijk-G0223;30;0;806;941;0;83;102;724;593;28;328;1788;0;297;69;25;33;0;0;0;0;0;0;0;1404
Dordrecht-G0505;383;0;21385;9558;0;2981;2292;3693;3865;1548;905;1642;0;877;738;481;409;0;0;0;0;0;0;0;18884
Dreumel-G0224;18;0;226;184;0;730;40;39;5;6;163;1;0;0;12;9;5;0;0;0;0;0;0;0;716
Driebergen-Rijsenburg-G0316;62;0;0;2888;0;716;0;812;882;101;192;501;2475;264;200;143;0;0;0;44;0;0;0;11;2232
Driebruggen-G0506;8;0;185;347;0;291;73;274;392;11;58;312;0;25;25;11;13;0;0;1;0;0;0;0;465
Drunen-G0767;47;0;1085;958;2984;0;212;0;0;79;399;0;0;11;54;55;38;0;21;0;0;0;0;0;2194
Druten-G0225;41;0;884;471;0;2311;239;99;21;37;451;12;0;9;13;45;33;0;0;0;0;0;0;0;2212
Duiven-G0226;15;0;605;338;0;40;31;262;169;8;28;680;0;58;18;6;11;0;0;0;0;0;0;0;621
Duivendijke-G1050;20;0;540;544;0;1741;178;74;41;27;303;6;0;16;34;28;32;0;0;0;0;0;0;0;1213
Dussen-G0769;30;0;450;270;1386;0;40;0;0;42;189;0;0;7;15;14;10;0;107;0;0;0;0;0;759
Dwingeloo-G0112;16;0;923;610;0;14;38;100;309;8;48;0;0;9;30;24;37;0;0;0;0;0;0;0;267
Echt-G0902;125;0;716;610;5866;0;242;0;0;181;333;0;0;0;55;163;24;0;0;0;0;0;0;0;3018
Echteld-G0227;19;0;1349;511;0;68;59;300;151;14;165;414;0;33;27;9;7;0;0;0;0;0;0;0;608
Edam-Volendam-G0385;40;0;1355;1335;5407;0;683;0;0;171;261;0;0;32;70;112;76;0;7;124;0;0;0;0;3026
Ede-G0228;195;0;6758;8758;0;1859;1748;5411;3917;264;3313;5729;0;1196;685;280;258;0;0;0;0;0;0;0;10159
Eelde-G0113;20;0;2325;1931;0;177;317;289;305;58;156;0;0;60;184;65;133;0;0;0;0;0;0;0;996
Eemnes-G0317;13;0;0;686;0;552;0;152;187;34;119;52;707;40;52;48;0;0;0;15;0;0;0;5;527
Eenrum-G0011;4;0;779;262;151;0;41;0;0;46;11;0;0;102;18;19;8;0;0;0;13;0;0;0;272
Eersel-G0770;31;0;554;844;2632;0;239;0;0;18;182;0;0;16;52;48;27;0;3;0;0;0;0;0;1357
Egmond aan Zee-G0386;14;0;1359;641;491;0;129;0;0;121;71;0;0;16;52;42;30;0;0;10;0;0;0;0;919
Egmond-Binnen-G0387;15;0;442;560;1085;0;178;0;0;56;125;0;0;6;37;31;34;0;0;72;0;0;0;0;692
Eibergen-G0229;63;0;2179;1070;0;3124;277;720;481;36;290;12;0;41;65;63;45;0;0;0;0;0;0;0;1511
Eijgelshoven-G0904;47;0;701;312;931;0;198;0;0;113;67;0;0;0;38;40;35;0;0;37;0;0;11;0;1171
Eijsden-G0905;49;0;455;596;1497;0;94;0;0;33;95;0;0;0;17;39;15;0;0;35;0;0;19;0;1362
Eindhoven-G0772;622;0;26806;15228;31102;0;6061;0;0;1740;3221;0;0;652;1495;1342;1029;0;235;0;0;0;0;0;40177
Elburg-G0230;27;0;481;633;0;68;63;656;370;14;102;510;0;138;55;21;12;0;0;0;0;0;0;0;892
Elsloo-G0903;48;0;564;325;2050;0;157;0;0;63;84;0;0;0;14;68;101;0;0;32;0;0;28;0;1504
Elst-G0231;2;0;1333;1301;0;2391;269;534;386;44;163;82;0;68;40;64;60;0;0;0;0;0;0;0;3025
Emmen-G0114;280;0;17107;4420;0;5470;1194;3183;4272;2269;942;0;0;676;376;361;258;0;0;0;0;0;0;0;13913
Enkhuizen-G0388;30;0;2393;1091;1981;0;326;0;0;384;168;0;0;162;111;101;75;0;223;33;0;0;0;0;1844
Enschede-G0153;499;0;28122;11326;0;10965;3881;3552;2998;5114;2114;324;0;2427;1054;843;1206;0;0;0;0;0;0;0;21434
Epe-G0232;99;0;5537;3650;0;1266;446;1911;1068;149;927;718;0;194;273;171;140;0;0;0;0;0;0;0;3900
Ermelo-G0233;45;0;996;2567;0;257;529;2394;2044;44;503;736;0;597;166;60;38;0;0;0;0;0;0;0;3896
Erp-G0775;18;0;248;305;1620;0;55;0;0;17;163;0;0;7;33;15;9;0;0;0;0;7;0;0;685
Esch-G0776;8;0;86;84;580;0;31;0;0;5;42;0;0;0;3;5;9;0;2;0;0;8;0;0;221
Est en Opijnen-G0234;6;0;307;117;0;7;22;80;16;5;29;79;0;7;17;3;3;0;0;0;0;0;0;0;121
Etten-Leur-G0777;141;0;2769;1912;3426;0;591;0;0;129;1022;0;0;47;79;76;99;0;16;0;0;0;0;0;4651
Everdingen-G0508;2;0;159;201;0;94;34;90;94;10;71;131;0;8;13;5;6;0;0;0;0;0;0;0;252
Ewijk-G0235;17;0;344;182;0;1081;73;52;12;17;216;5;0;4;8;12;5;0;0;0;0;0;0;0;832
