RegioNaam;@invalid;@blank;KVP;PvdA;ARP;CHU;VVD;Communistische Partij van Nederland;SGP;KNP;Gereformeerd Politiek Verbond (GPV);Socialistische Unie;Katholieke Democratische Lijst;Protestants-Christelijke Lijst;Middenstandspartij;Vrijzinnig-Democratische Bond (VDB);Katholieke Arbeiders Lijst;Bond van Wereldburgers;Lijst van Nunen;@abs
Termunten-G0042;0;0;7;878;618;188;238;333;0;0.0;13;0;0;0;60;0;0;0;0;540
Terneuzen-G0715;0;0;1529;2522;747;1207;497;58;571;0.0;117;0;0;0;0;0;22;0;0;974
Terschelling-G0093;0;0;29;1013;194;308;324;20;4;0.0;2;0;0;0;0;5;0;0;0;447
Teteringen-G0854;0;0;965;55;1;7;7;0;0;19.0;0;0;0;0;0;0;0;0;0;88
Texel-G0448;0;0;1260;2025;575;362;786;106;7;19.0;11;6;0;0;0;0;0;0;0;506
Tholen-G0716;0;0;133;294;197;356;201;0;498;0.0;0;0;0;0;0;0;0;0;0;248
Thorn-G0977;0;0;955;23;0;0;0;0;0;0.0;0;0;0;10;0;0;0;0;0;101
Tiel-G0281;0;0;2333;3949;331;692;791;82;14;75.0;19;0;0;0;0;0;0;0;0;693
Tienhoven (Ut)-G1202;0;0;11;28;161;128;7;3;15;0.0;0;0;0;0;0;0;0;1;0;36
Tienhoven (ZH)-G0618;0;0;3;47;128;13;14;0;17;0.0;2;0;0;0;0;0;0;0;0;15
Tietjerksteradeel-G0094;0;0;53;3218;3232;2267;763;110;85;0.0;126;0;0;0;0;86;0;0;0;757
Tilburg-G0855;0;0;41271;14487;493;504;386;607;76;2587.0;0;0;0;0;0;0;0;0;367;5243
Tubbergen-G0183;0;0;5777;196;29;378;23;11;4;0.0;2;0;0;0;0;0;0;0;0;380
Tudderen-G1204;0;0;350;33;0;0;0;3;0;0.0;0;0;4;8;0;0;0;0;0;114
Tull en 't Waal-G1205;0;0;137;25;18;61;6;2;3;0.0;1;0;0;0;0;0;0;1;0;23
Twisk-G0449;0;0;10;234;32;5;123;13;2;0.0;2;0;0;0;0;0;0;0;0;25
Ubach over Worms-G0978;0;0;2639;597;0;0;0;153;0;0.0;24;0;38;89;0;0;0;0;0;530
Ubbergen-G0282;0;0;2944;144;29;74;25;0;1;30.0;0;0;0;0;0;0;0;0;0;263
Uden-G0856;0;0;4878;271;58;75;54;0;0;55.0;0;0;0;0;0;0;0;0;0;517
Udenhout-G0857;0;0;2163;70;0;8;2;1;0;22.0;0;0;0;0;0;0;0;0;2;186
Uitgeest-G0450;0;0;1368;602;49;38;109;296;1;22.0;3;0;0;0;0;0;0;0;0;173
Uithoorn-G0451;0;0;1841;614;276;379;75;26;7;23.0;11;1;0;0;0;0;0;0;0;228
Uithuizen-G0043;0;0;350;776;585;329;299;177;0;0.0;61;0;0;0;61;0;0;0;0;198
Uithuizermeeden-G0044;0;0;19;649;774;786;260;34;0;0.0;337;0;0;0;41;0;0;0;0;181
Ulestraten-G0979;0;0;624;12;0;0;0;1;0;0.0;1;0;5;2;0;0;0;0;0;23
Ulrum-G0045;0;0;10;611;908;148;167;36;0;0.0;325;0;0;0;48;0;0;0;0;149
Urk-G0184;0;0;6;66;1384;223;14;1;352;0.0;128;0;0;0;0;0;0;0;0;271
Urmond-G0980;0;0;1181;134;0;0;0;12;0;0.0;1;0;2;34;0;0;0;0;0;102
Ursem-G0452;0;0;628;95;7;2;41;11;1;4.0;3;0;0;0;0;0;0;0;0;27
Usquert-G0046;0;0;23;722;53;55;134;35;0;0.0;7;0;0;0;39;0;0;0;0;51
Utingeradeel-G0095;0;0;19;1558;310;441;449;44;38;0.0;4;0;0;0;0;37;0;0;0;302
Utrecht-G0344;0;0;36971;45361;14201;9961;9382;6237;1259;0.0;609;0;0;0;0;0;0;955;0;13754
Vaals-G0981;0;0;3653;287;0;0;0;223;0;0.0;0;0;75;80;0;0;0;0;0;781
Valburg-G0283;0;0;1443;626;405;806;158;26;304;0.0;11;0;0;0;0;0;0;0;0;343
Valkenburg (ZH)-G0619;0;0;44;66;170;303;39;1;60;10.0;28;1;0;0;0;0;0;0;0;42
Valkenburg-Houthem-G0982;0;0;4776;193;0;0;0;25;0;0.0;0;0;46;95;0;0;0;0;0;596
Valkenswaard-G0858;0;0;5445;970;55;55;68;12;18;41.0;0;0;0;0;0;0;0;0;0;947
Varik-G0284;0;0;133;259;26;179;41;4;23;0.0;0;0;0;0;0;0;0;0;0;68
Veen-G0859;0;0;0;94;103;135;7;0;133;2.0;0;0;0;0;0;0;0;0;0;169
Veendam-G0047;0;0;517;4420;797;600;1024;539;0;0.0;86;0;0;0;257;0;0;0;0;938
Veenendaal-G0345;0;0;340;1982;2445;1916;219;45;760;0.0;21;0;0;0;0;0;0;14;0;680
Veere-G0717;0;0;24;127;179;129;52;6;68;0.0;15;0;0;0;0;0;1;0;0;48
Veghel-G0860;0;0;5091;185;28;72;34;22;0;40.0;0;0;0;0;0;0;0;0;0;307
Veldhoven-G0861;0;0;4879;382;59;70;39;11;3;27.0;0;0;0;0;0;0;0;0;0;598
Velsen-G0453;0;0;6660;10323;3233;2222;2183;2838;117;209.0;146;64;0;0;0;0;0;0;0;3174
Venhuizen-G0454;0;0;920;524;37;14;239;30;1;5.0;0;4;0;0;0;0;0;0;0;63
Venlo-G0983;0;0;19046;3212;0;0;0;285;0;0.0;0;0;0;437;0;0;0;0;0;2483
Venray-G0984;0;0;7015;163;0;0;0;0;0;0.0;0;0;0;24;0;0;0;0;0;589
Vessem, Wintelre en Knegsel-G0862;0;0;887;14;3;4;1;1;0;3.0;0;0;0;0;0;0;0;0;0;64
Vianen-G0620;0;0;529;733;289;352;150;8;155;15.0;9;2;0;0;0;0;0;0;0;176
Vierlingsbeek-G0863;0;0;2511;36;0;16;6;0;0;13.0;0;0;0;0;0;0;0;0;0;202
Vierpolders-G0621;0;0;5;261;24;64;136;20;4;2.0;0;0;0;0;0;0;0;0;0;59
Vinkeveen en Waverveen-G0346;0;0;1446;129;373;365;51;0;174;0.0;4;0;0;0;0;0;0;4;0;202
Vlaardingen-G0622;0;0;2802;12067;4104;5631;1891;634;1134;210.0;231;53;0;0;0;0;0;0;0;2645
Vlagtwedde-G0048;0;0;1308;2863;923;1511;678;671;0;0.0;52;0;0;0;155;0;0;0;0;1054
Vledder-G0132;0;0;100;696;193;131;219;34;0;0.0;1;0;0;0;0;0;0;0;0;159
Vleuten-De Meern-G0347;0;0;1945;315;360;584;75;9;39;0.0;27;0;0;0;0;0;0;7;0;181
Vlieland-G0096;0;0;4;263;33;22;59;0;0;0.0;0;0;0;0;0;2;0;0;0;50
Vlijmen-G0864;0;0;3396;122;19;115;9;0;6;26.0;0;0;0;0;0;0;0;0;0;586
Vlissingen-G0718;0;0;1236;6608;1717;1572;1315;336;246;0.0;35;0;0;0;0;0;481;0;0;1801
Vlist-G0623;0;0;52;41;57;14;45;1;42;2.0;0;0;0;0;0;0;0;0;0;21
Vlodrop-G0985;0;0;714;32;0;0;0;0;0;0.0;0;0;6;1;0;0;0;0;0;78
Voerendaal-G0986;0;0;2255;165;0;0;0;9;0;0.0;10;0;45;13;0;0;0;0;0;204
Vogelwaarde-G0719;0;0;1818;71;19;55;3;1;5;0.0;4;0;0;0;0;0;35;0;0;157
Vollenhove-G0185;0;0;182;461;620;751;98;21;25;0.0;263;0;0;0;0;0;0;0;0;244
Voorburg-G0624;0;0;5385;4875;2681;1721;4332;227;109;854.0;86;44;0;0;0;0;0;0;0;2197
Voorhout-G0625;0;0;1585;90;74;150;43;4;3;25.0;0;2;0;0;0;0;0;0;0;104
Voorschoten-G0626;0;0;1619;1106;833;849;596;29;100;91.0;32;12;0;0;0;0;0;0;0;522
Voorst-G0285;0;0;2566;2782;540;1470;1266;399;140;13.0;14;0;0;0;0;0;0;0;0;789
Vorden-G0286;0;0;491;754;453;845;407;26;6;10.0;3;0;0;0;0;0;0;0;0;297
Vreeland-G1213;0;0;54;139;113;125;78;6;43;0.0;0;0;0;0;0;0;0;2;0;83
Vreeswijk-G0348;0;0;629;365;176;279;30;4;54;0.0;8;0;0;0;0;0;0;2;0;293
Vries-G0133;0;0;16;1352;301;180;1139;70;0;0.0;61;0;0;0;0;0;0;0;0;462
Vriezenveen-G0186;0;0;354;1217;598;2565;157;63;469;0.0;48;0;0;0;0;0;0;0;0;817
Vrouwenpolder-G1214;0;0;4;28;293;123;6;1;38;0.0;51;0;0;0;0;0;0;0;0;37
Vught-G0865;0;0;6758;671;161;184;331;48;0;179.0;0;0;0;0;0;0;0;0;0;2043
Vuren-G0287;0;0;16;413;232;263;84;2;20;2.0;0;0;0;0;0;0;0;0;0;81
Waalre-G0866;0;0;2589;455;74;68;132;1;16;22.0;0;0;0;0;0;0;0;0;0;383
Waalwijk-G0867;0;0;5805;656;213;580;82;0;27;30.0;0;0;0;0;0;0;0;0;0;310
Waarde-G0721;0;0;4;38;31;232;30;0;205;0.0;1;0;0;0;0;0;0;0;0;80
Waardenburg-G0288;0;0;11;282;42;253;54;6;209;5.0;5;0;0;0;0;0;0;0;0;135
Waarder-G1217;0;0;21;44;191;105;4;1;113;0.0;0;2;0;0;0;0;0;0;0;65
Waddinxveen-G0627;0;0;632;1219;810;716;419;48;809;27.0;11;22;0;0;0;0;0;0;0;243
Wadenoijen-G1218;0;0;181;481;46;221;268;14;68;6.0;1;0;0;0;0;0;0;0;0;154
Wageningen-G0289;0;0;1748;3496;1105;1835;1170;323;414;66.0;22;0;0;0;0;0;0;0;0;1388
Wamel-G0290;0;0;3177;205;5;140;22;0;8;11.0;0;0;0;0;0;0;0;0;0;309
Wanneperveen-G0187;0;0;14;208;136;443;70;2;12;0.0;13;0;0;0;0;0;0;0;0;102
Wanroij-G0868;0;0;1493;9;0;0;1;0;0;2.0;0;0;0;0;0;0;0;0;0;66
Wanssum-G0987;0;0;542;6;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;28
Warder-G0455;0;0;16;127;5;3;123;12;0;1.0;2;0;0;0;0;0;0;0;0;37
Warffum-G0049;0;0;1;711;374;57;200;15;0;0.0;21;0;0;0;30;0;0;0;0;74
Warmenhuizen-G0456;0;0;873;143;89;1;119;46;0;2.0;0;0;0;0;0;0;0;0;0;62
Warmond-G0628;0;0;1200;273;81;174;121;5;26;30.0;2;1;0;0;0;0;0;0;0;141
Warnsveld-G0291;0;0;328;857;377;579;358;22;2;11.0;7;0;0;0;0;0;0;0;0;758
Waspik-G0869;0;0;1285;48;109;145;16;0;13;13.0;0;0;0;0;0;0;0;0;0;246
Wassenaar-G0629;0;0;3850;2104;1389;1279;3235;104;118;492.0;23;16;0;0;0;0;0;0;0;1590
Wateringen-G0630;0;0;2315;214;183;369;52;5;19;63.0;0;1;0;0;0;0;0;0;0;155
Waterlandkerkje-G0722;0;0;95;66;20;28;22;0;12;0.0;0;0;0;0;0;0;18;0;0;33
Wedde-G1220;0;0;18;1150;135;212;288;304;0;0.0;10;0;0;0;54;0;0;0;0;215
Weerselo-G0188;0;0;3920;86;10;79;35;5;2;0.0;4;0;0;0;0;0;0;0;0;170
Weert-G0988;0;0;9313;650;0;0;0;0;0;0.0;0;0;0;101;0;0;0;0;0;1290
Weesp-G0457;0;0;1018;1852;661;890;232;225;42;60.0;15;12;0;0;0;0;0;0;0;332
Weesperkarspel-G1221;0;0;609;377;268;494;56;71;34;19.0;25;0;0;0;0;0;0;0;0;208
Wehl-G0292;0;0;1712;51;11;59;5;6;6;9.0;1;0;0;0;0;0;0;0;0;150
Wemeldinge-G0723;0;0;33;362;252;475;135;2;98;0.0;7;0;0;0;0;0;1;0;0;196
Werkendam-G0870;0;0;22;898;1325;774;64;0;301;17.0;0;0;0;0;0;0;0;0;0;1385
Werkhoven-G1223;0;0;446;45;31;60;2;2;30;0.0;2;0;0;0;0;0;0;0;0;26
Wervershoof-G0459;0;0;1879;51;15;1;25;7;1;47.0;0;1;0;0;0;0;0;0;0;73
Wessem-G0989;0;0;694;13;0;0;0;0;0;0.0;0;0;0;9;0;0;0;0;0;100
Westbroek-G1224;0;0;99;111;269;290;7;9;81;0.0;1;0;0;0;0;0;0;1;0;89
Westdongeradeel-G0097;0;0;12;967;1473;1154;354;72;22;0.0;52;0;0;0;0;19;0;0;0;246
Westdorpe-G0724;0;0;844;243;11;24;35;7;7;0.0;4;0;0;0;0;0;41;0;0;114
Westerbork-G0134;0;0;20;1556;565;285;552;27;0;0.0;25;0;0;0;0;0;0;0;0;269
Westerhoven-G0871;0;0;449;2;2;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;31
Westervoort-G0293;0;0;985;153;65;108;19;6;3;9.0;3;0;0;0;0;0;0;0;0;108
Westkapelle-G0726;0;0;21;494;134;331;132;9;194;0.0;3;0;0;0;0;0;2;0;0;138
Westmaas-G0631;0;0;4;145;170;145;68;3;38;0.0;1;0;0;0;0;0;0;0;0;44
Weststellingwerf-G0098;0;0;1175;5575;849;1354;1342;459;9;0.0;15;179;0;0;0;80;0;0;0;1168
Westwoud-G0460;0;0;532;127;2;11;86;5;1;1.0;0;0;0;0;0;0;0;0;0;30
Westzaan-G0461;0;0;78;735;296;86;186;500;36;1.0;3;0;0;0;0;0;0;0;0;231
Wierden-G0189;0;0;2209;958;1560;2398;230;35;480;0.0;23;0;0;0;0;0;0;0;0;584
Wieringen-G0462;0;0;319;1368;243;134;795;497;8;2.0;7;3;0;0;0;0;0;0;0;503
Wieringermeer-G0463;0;0;869;863;767;471;401;85;4;6.0;37;0;0;0;0;0;0;0;0;180
Wieringerwaard-G0464;0;0;31;320;31;22;248;30;1;2.0;0;0;0;0;0;0;0;0;0;96
Wijchen-G0296;0;0;4361;134;13;47;7;0;7;24.0;0;0;0;0;0;0;0;0;0;295
Wijdenes-G0469;0;0;43;345;18;8;164;12;0;2.0;4;0;0;0;0;0;0;0;0;45
Wijdewormer-G0470;0;0;180;75;22;41;93;36;1;2.0;0;0;0;0;0;0;0;0;0;39
Wijhe-G0190;0;0;886;834;239;822;329;9;22;0.0;19;0;0;0;0;0;0;0;0;218
Wijk bij Duurstede-G0352;0;0;1185;317;87;331;60;4;23;0.0;5;0;0;0;0;0;0;4;0;169
Wijk en Aalburg-G0876;0;0;4;303;485;94;83;0;348;7.0;0;0;0;0;0;0;0;0;0;305
Wijlre-G0991;0;0;1253;18;0;0;0;3;0;0.0;0;0;15;5;0;0;0;0;0;80
Wijnandsrade-G0992;0;0;389;14;0;0;0;1;0;0.0;0;0;0;1;0;0;0;0;0;21
Wijngaarden-G0634;0;0;0;15;91;5;10;0;105;2.0;1;0;0;0;0;0;0;0;0;15
Wildervank-G1225;0;0;190;2515;920;525;622;263;0;0.0;67;0;0;0;177;0;0;0;0;699
Willemstad-G0872;0;0;90;245;258;460;23;0;13;7.0;0;0;0;0;0;0;0;0;0;87
Willeskop-G0349;0;0;289;61;32;81;8;2;17;0.0;1;0;0;0;0;0;0;0;0;17
Wilnis-G0350;0;0;557;21;403;252;15;3;92;0.0;7;0;0;0;0;0;0;0;0;70
Winkel-G0465;0;0;48;587;35;18;287;158;3;0.0;2;4;0;0;0;0;0;0;0;123
Winschoten-G0052;0;0;316;4107;1076;622;994;987;0;0.0;71;0;0;0;264;0;0;0;0;992
Winsum-G0053;0;0;5;583;767;124;221;6;0;0.0;48;0;0;0;22;0;0;0;0;95
Winterswijk-G0294;0;0;1785;5847;1089;684;2520;112;15;0.0;34;0;0;0;0;0;0;0;0;1006
Wisch-G0295;0;0;2293;1582;901;1158;766;22;10;0.0;5;0;0;0;0;0;0;0;0;729
Wissenkerke-G0727;0;0;4;307;609;739;83;1;170;0.0;4;0;0;0;0;0;2;0;0;210
Wittem-G0990;0;0;2549;56;0;0;0;7;0;0.0;0;0;27;7;0;0;0;0;0;179
Woensdrecht-G0873;0;0;1885;152;69;37;58;8;10;179.0;0;0;0;0;0;0;0;0;0;378
Woerden-G0632;0;0;1539;1084;956;1118;377;35;350;174.0;5;10;0;0;0;0;0;0;0;541
Wognum-G0466;0;0;913;149;8;6;94;25;0;7.0;1;0;0;0;0;0;0;0;0;32
Wolphaartsdijk-G0728;0;0;50;236;258;553;64;2;235;0.0;14;0;0;0;0;0;3;0;0;120
Wonseradeel-G0099;0;0;618;1589;1816;2053;490;114;18;0.0;38;0;0;0;0;85;0;0;0;524
Workum-G0100;0;0;486;450;419;707;49;7;4;0.0;0;0;0;0;0;18;0;0;0;115
Wormer-G0467;0;0;1000;1071;346;33;233;515;9;9.0;69;5;0;0;0;0;0;0;0;132
Wormerveer-G0468;0;0;999;2450;648;108;588;1601;11;21.0;34;16;0;0;0;0;0;0;0;567
Woubrugge-G0633;0;0;590;100;224;315;71;6;81;2.0;0;1;0;0;0;0;0;0;0;83
Woudenberg-G0351;0;0;41;598;297;805;145;10;279;0.0;3;0;0;0;0;0;0;9;0;268
Woudrichem-G0874;0;0;6;533;223;219;34;0;54;7.0;0;0;0;0;0;0;0;0;0;180
Wouw-G0875;0;0;2542;127;9;27;25;11;4;161.0;0;0;0;0;0;0;0;0;0;292
Wymbritseradeel-G0101;0;0;816;690;1491;2833;157;10;5;0.0;7;0;0;0;0;25;0;0;0;355
Yerseke-G0729;0;0;106;581;436;524;369;25;604;0.0;18;0;0;0;0;0;7;0;0;300
Zaamslag-G0731;0;0;41;408;556;564;60;2;139;0.0;209;0;0;0;0;0;0;0;0;169
Zaandam-G0471;0;0;3465;10107;3099;1158;1871;4843;139;111.0;113;92;0;0;0;0;0;0;0;2195
Zaandijk-G0472;0;0;212;1055;286;64;378;573;2;10.0;11;4;0;0;0;0;0;0;0;240
Zaltbommel-G0297;0;0;537;1244;261;360;338;0;63;11.0;0;0;0;0;0;0;0;0;0;356
Zandvoort-G0473;0;0;988;2151;419;621;1054;284;12;164.0;10;16;0;0;0;0;0;0;0;856
Zeeland-G0877;0;0;1548;8;0;2;2;0;0;2.0;0;0;0;0;0;0;0;0;0;156
Zegveld-G0354;0;0;130;9;236;215;5;1;84;0.0;0;0;0;0;0;0;0;0;0;40
Zeist-G0355;0;0;3516;6654;4838;3742;3552;288;740;;109;0;0;0;0;0;0;95;0;3638
Zelhem-G0298;0;0;458;1095;828;909;399;11;106;0.0;3;0;0;0;0;0;0;0;0;485
Zevenaar-G0299;0;0;3610;358;50;114;78;17;6;41.0;6;0;0;0;0;0;0;0;0;403
Zevenbergen-G0878;0;0;3412;197;128;667;52;0;15;96.0;0;0;0;0;0;0;0;0;0;421
Zevenhoven-G0635;0;0;327;46;80;96;10;6;14;7.0;0;0;0;0;0;0;0;0;0;25
Zevenhuizen-G0636;0;0;27;637;180;444;253;7;151;6.0;2;1;0;0;0;0;0;0;0;166
Zierikzee-G0732;0;0;426;1190;762;404;714;0;137;0.0;0;0;0;0;0;0;0;0;0;442
Zijpe-G0476;0;0;1018;1247;77;37;726;122;2;3.0;6;1;0;0;0;0;0;0;0;312
Zoelen-G0300;0;0;30;833;50;283;218;3;11;1.0;1;0;0;0;0;0;0;0;0;159
Zoetermeer-G0637;0;0;977;659;367;499;179;17;427;31.0;15;4;0;0;0;0;0;0;0;279
Zoeterwoude-G0638;0;0;1857;162;141;280;78;19;36;25.0;0;1;0;0;0;0;0;0;0;150
Zonnemaire-G1236;0;0;1;234;84;48;101;0;5;0.0;0;0;0;0;0;0;0;0;0;44
Zoutelande-G1237;0;0;6;51;115;185;23;0;99;0.0;13;0;0;0;0;0;1;0;0;64
Zuid- en Noord-Schermer-G0474;0;0;72;262;41;14;77;35;11;1.0;1;2;0;0;0;0;0;0;0;57
Zuid-Beijerland-G0639;0;0;11;302;307;277;175;2;206;1.0;3;0;0;0;0;0;0;0;0;167
Zuidbroek-G1240;0;0;15;809;148;52;148;135;0;0.0;68;0;0;0;91;0;0;0;0;247
Zuiddorpe-G0734;0;0;390;59;3;13;6;1;1;0.0;0;0;0;0;0;0;5;0;0;32
Zuidhorn-G0056;0;0;34;695;408;166;324;28;0;0.0;362;0;0;0;77;0;0;0;0;120
Zuidland-G0640;0;0;4;183;655;132;116;1;42;0.0;0;0;0;0;0;0;0;0;0;76
Zuidlaren-G0136;0;0;22;961;608;169;854;44;0;0.0;128;0;0;0;0;0;0;0;0;456
Zuidwolde-G0137;0;0;52;1092;819;780;571;27;0;0.0;67;0;0;0;0;0;0;0;0;290
Zuidzande-G0735;0;0;19;196;36;74;157;3;4;0.0;1;0;0;0;0;0;3;0;0;42
Zuilichem-G1243;0;0;2;169;121;74;17;0;173;1.0;0;0;0;0;0;0;0;0;0;117
Zundert-G0879;0;0;3878;185;51;68;29;13;14;91.0;0;0;0;0;0;0;0;0;0;612
Zutphen-G0301;0;0;1638;5982;1175;1332;1577;928;28;80.0;42;0;0;0;0;0;0;0;0;1482
Zwaag-G0475;0;0;793;204;3;3;111;10;0;2.0;0;1;0;0;0;0;0;0;0;55
Zwammerdam-G1244;0;0;386;232;285;262;92;3;102;5.0;0;0;0;0;0;0;0;0;0;119
Zwartewaal-G0641;0;0;3;154;84;5;74;3;7;1.0;0;0;0;0;0;0;0;0;0;24
Zwartsluis-G0192;0;0;24;230;768;502;89;26;57;0.0;40;0;0;0;0;0;0;0;0;248
Zweeloo-G0138;0;0;12;501;295;65;380;12;0;0.0;5;0;0;0;0;0;0;0;0;75
Zwijndrecht-G0642;0;0;359;2675;2118;1604;438;158;586;30.0;206;0;0;0;0;0;0;0;0;868
Zwolle-G0193;0;0;5273;10464;3280;3335;2881;1087;340;0.0;594;0;0;0;0;0;0;0;0;3194
Zwollerkerspel-G1245;0;0;865;1002;896;1499;428;38;246;0.0;358;0;0;0;0;0;0;0;0;420
