RegioNaam;@invalid;@blank;KVP;PvdA;VVD;D66;ARP;CHU;Combinatie van Christelijke Partijen;Progressief Akkoord;Communistische Partij van Nederland;SGP;Boeren Partij;Politieke Partij Radikalen (PPR);Pacifistisch-Socialistische Partij (PSP);PvdA/PPR;Gereformeerd Politiek Verbond (GPV);Protestants-Christelijke Groepering;Binding Rechts;FNP;Lijst Koekoek;Christen-Democraten Unie;Lijst Steur;Lijst Volleman;Lijst Leferink;Lijst Kooiker;Verenigde Protestantse Partij;@abs
Aalsmeer-G0358;99;0;1367;1773;1399;619;1159;1015;0;0;189;73;114;105;200;0;67;0;55;0.0;0;12;0;0;0;0;0;3200
Aalten-G0197;94;0;1086;1074;407;130;2937;1793;0;0;30;30;98;80;27;0;50;0;47;0.0;0;0;0;0;0;0;0;1749
Aardenburg-G0648;31;0;718;240;221;39;66;53;0;0;11;8;163;152;0;0;0;0;0;;0;3;0;0;0;0;0;545
Aarle-Rixtel-G0739;27;0;1005;0;77;127;0;0;0;0;28;0;16;0;9;114;1;30;9;0.0;26;0;0;0;0;0;0;803
Abbekerk-G0359;6;0;245;141;85;50;15;17;0;0;25;1;20;3;14;0;0;0;0;0.0;0;1;7;0;0;0;0;233
Abbenbroek-G0481;5;0;8;165;147;35;42;31;0;0;12;3;13;11;4;0;0;0;0;0.0;0;0;0;0;0;0;0;195
Abcoude-G0305;14;0;582;0;599;244;347;466;0;399;43;66;45;0;0;0;22;0;13;0.0;0;0;0;0;0;0;0;922
Achtkarspelen-G0059;93;0;0;0;369;180;0;0;5238;2529;289;276;117;0;0;0;377;0;16;221.0;0;0;0;0;0;8;0;2810
Adorp-G0001;8;0;12;147;90;35;313;42;0;0;24;0;31;6;10;0;68;0;4;0.0;0;0;0;0;0;0;0;112
Aduard-G0002;10;0;12;315;196;54;385;68;0;0;60;0;11;7;12;0;130;0;6;0.0;0;0;0;0;0;0;0;203
Akersloot-G0360;11;0;808;251;235;149;46;29;0;0;25;0;35;84;39;0;8;0;6;0.0;0;2;4;0;0;0;0;686
Alblasserdam-G0482;70;0;229;2935;545;503;654;1221;0;0;167;839;40;46;74;0;86;0;25;0.0;0;0;0;0;0;0;0;2717
Alkemade-G0483;19;0;2482;173;282;165;239;150;0;0;15;17;92;91;33;0;4;0;14;0.0;0;0;0;0;0;0;0;1899
Alkmaar-G0361;198;0;5584;5671;3121;2243;1280;890;0;0;1289;0;255;680;577;0;113;0;78;0.0;0;41;96;0;0;0;0;9906
Almelo-G0141;311;0;5732;0;2718;1376;2109;2015;0;9117;1684;235;549;0;0;0;195;0;105;0.0;0;0;0;0;0;0;0;9245
Almkerk-G0740;22;0;26;0;58;20;0;0;0;0;5;67;4;0;9;186;116;1749;7;0.0;11;0;0;0;0;0;0;774
Alphen aan den Rijn-G0484;100;0;2153;2303;1548;927;2531;2972;0;0;197;563;127;191;119;0;101;0;56;0.0;0;0;0;0;0;0;0;5455
Alphen en Riel-G0741;37;0;1485;0;68;74;0;0;0;0;3;0;19;0;10;82;2;36;1;0.0;18;0;0;0;0;0;0;596
Ambt Delden-G0142;17;0;1626;0;206;54;46;202;0;179;3;3;154;0;0;0;3;0;9;0.0;0;0;0;0;4;0;0;642
Amby-G0883;35;0;0;146;326;85;0;0;681;0;14;0;32;55;13;0;0;0;15;0.0;0;0;0;0;0;0;0;783
Ameide-G0485;17;0;8;329;63;22;309;154;0;0;7;98;58;5;7;0;0;0;1;0.0;0;0;0;0;0;0;0;259
Ameland-G0060;21;0;0;0;139;50;0;0;585;270;25;1;30;0;0;0;14;0;2;22.0;0;0;0;0;0;4;0;567
Amerongen-G0306;26;0;90;0;305;112;265;667;0;708;35;309;30;0;0;0;19;0;45;0.0;0;0;0;0;0;0;0;836
Amersfoort-G0307;349;0;5851;0;5266;2581;2916;3570;0;9174;942;655;317;0;0;0;1182;0;237;0.0;0;0;0;0;0;0;0;15252
Ammerstol-G0486;9;0;7;427;60;58;20;17;0;0;72;13;6;5;16;0;1;0;3;0.0;0;0;0;0;0;0;0;152
Ammerzoden-G0198;15;0;1147;121;22;18;161;131;0;0;4;38;7;17;6;0;0;0;5;0.0;0;0;0;0;0;0;0;388
Amstelveen-G0362;242;0;4652;5120;7928;4330;3133;1918;0;0;571;127;249;1093;788;0;196;0;215;0.0;0;66;0;0;0;0;0;11381
Amstenrade-G0884;18;0;0;149;117;77;0;0;740;0;31;0;17;178;37;0;0;0;2;0.0;0;0;0;0;0;0;0;598
Amsterdam-G0363;3292;0;39640;106076;48011;44395;18366;13042;0;0;65545;1059;5617;10956;16349;0;1684;0;1947;0.0;0;697;688;0;0;0;0;193415
Andel-G0742;2;0;3;0;15;9;0;0;0;0;1;86;2;0;0;49;12;649;3;0.0;1;0;0;0;0;0;0;185
Andijk-G0364;12;0;307;319;105;117;722;47;0;0;139;47;103;32;28;0;25;0;0;0.0;0;7;10;0;0;0;0;618
Angerlo-G0199;12;0;794;233;80;55;47;245;0;0;11;4;44;42;3;0;2;0;6;0.0;0;0;0;0;0;0;0;553
Anloo-G0105;34;0;15;0;897;116;70;65;0;1436;125;0;110;0;0;0;23;0;29;0.0;0;0;0;0;0;0;0;932
Anna Paulowna-G0366;33;0;1117;843;537;100;233;134;0;0;81;20;52;38;28;0;37;0;12;0.0;0;3;18;0;0;0;0;1039
Apeldoorn-G0200;483;0;6137;13894;6902;3824;5514;8689;0;0;847;1548;1180;633;523;0;407;0;2794;0.0;0;0;0;0;0;0;0;22866
Appeltern-G0201;23;0;1312;48;24;22;9;85;0;0;2;7;31;47;0;0;1;0;0;0.0;0;0;0;0;0;0;0;669
Appingedam-G0003;50;0;106;1749;527;235;955;711;0;0;743;0;47;37;55;0;108;0;10;0.0;0;0;0;0;0;0;0;1542
Arcen en Velden-G0885;42;0;0;129;213;78;0;0;1801;0;22;0;113;77;23;0;0;0;5;0.0;0;0;0;0;0;0;0;1059
Arkel-G0487;17;0;36;693;202;78;131;93;0;0;12;35;9;8;4;0;5;0;7;0.0;0;0;0;0;0;0;0;372
Arnemuiden-G0649;30;0;14;220;38;32;198;239;0;0;8;403;17;10;0;0;25;0;0;0.0;0;0;0;0;0;0;0;601
Arnhem-G0202;620;0;12247;16927;7824;5019;3607;3870;0;0;1430;277;828;1461;940;0;377;0;415;0.0;0;0;0;0;0;0;0;28431
Asperen-G0488;16;0;17;231;135;44;228;159;0;0;8;136;5;4;13;0;16;0;2;0.0;0;0;0;0;0;0;0;302
Assen-G0106;159;0;586;0;2506;1080;2604;1373;0;7405;545;0;160;0;0;0;995;0;49;0.0;0;0;0;0;0;0;0;5369
Assendelft-G0367;33;0;1063;817;265;292;86;81;0;0;479;20;26;134;107;0;11;0;0;0.0;0;6;11;0;0;0;0;1256
Asten-G0743;54;0;3320;0;180;169;0;0;0;0;31;0;28;0;34;222;4;35;8;0.0;52;0;0;0;0;0;0;1886
Avenhorn-G0368;2;0;353;167;99;60;22;14;0;0;31;0;13;16;9;0;3;0;0;0.0;0;2;13;0;0;0;0;355
Avereest-G0143;42;0;483;0;633;132;1115;1551;0;1067;31;79;185;0;0;0;92;0;64;0.0;0;0;0;0;0;0;0;1657
Axel-G0650;51;0;464;770;299;124;607;560;0;0;35;125;65;352;0;0;490;0;0;0.0;0;14;0;12;0;0;0;1601
Baarderadeel-G0061;25;0;0;0;337;86;0;0;703;861;33;10;39;0;0;0;9;0;5;356.0;0;0;0;0;0;0;0;558
Baarle-Nassau-G0744;19;0;1449;0;69;45;0;0;0;0;5;0;34;0;12;69;3;16;6;0.0;34;0;0;0;0;0;0;944
Baarn-G0308;115;0;1307;0;2258;885;1495;959;0;2524;188;288;180;0;0;0;129;0;89;0.0;0;0;0;0;0;0;0;4466
Baexem-G0886;12;0;0;21;17;18;0;0;643;0;2;0;11;5;10;0;0;0;0;0.0;0;0;0;0;0;0;0;186
Baflo-G0004;9;0;5;395;174;29;658;76;0;0;34;0;14;14;13;0;65;0;5;0.0;0;0;0;0;0;0;0;269
Bakel en Milheeze-G0745;33;0;1825;0;83;71;0;0;0;0;13;0;12;0;8;104;2;17;63;0.0;34;0;0;0;0;0;0;717
Barendrecht-G0489;58;0;224;1056;890;403;1652;701;0;0;29;555;43;43;62;0;86;0;0;0.0;0;0;0;0;0;0;0;1979
Barneveld-G0203;66;0;494;1176;976;396;2066;3629;0;0;52;2600;544;94;55;0;151;0;187;0.0;0;0;0;0;0;0;11;4035
Barradeel-G0062;38;0;0;0;179;73;0;0;1966;731;56;12;32;0;0;0;78;0;13;188.0;0;0;0;0;0;0;0;688
Barsingerhorn-G0369;12;0;60;399;176;44;40;29;0;0;73;1;30;4;18;0;2;0;5;0.0;0;0;2;0;0;0;0;291
Batenburg-G0204;3;0;166;11;9;6;8;19;0;0;1;0;13;24;1;0;0;0;2;0.0;0;0;0;0;0;0;0;77
Bathmen-G0144;13;0;54;0;466;65;26;420;0;438;8;7;107;0;0;0;4;0;24;0.0;0;0;0;0;0;0;0;394
Bedum-G0005;31;0;178;772;263;138;1651;162;0;0;107;0;45;19;33;0;549;0;15;0.0;0;0;0;0;0;0;0;644
Beegden-G0887;19;0;0;18;34;26;0;0;495;0;1;0;13;13;5;0;0;0;0;0.0;0;0;0;0;0;0;0;155
Beek-G0888;113;0;0;398;370;535;0;0;2900;0;46;0;60;177;101;0;0;0;16;0.0;0;0;0;0;0;0;0;2331
Beek en Donk-G0746;65;0;1685;0;118;204;0;0;0;0;41;0;21;0;13;191;2;19;11;0.0;38;0;0;0;0;0;0;1224
Beemster-G0370;34;0;824;845;722;323;155;116;0;0;113;7;86;45;83;0;8;0;0;0.0;0;4;2;0;0;0;0;1003
Beers-G0747;5;0;973;0;17;34;0;0;0;0;3;0;14;0;2;42;0;2;1;0.0;0;0;0;0;0;0;0;316
Beerta-G0006;44;0;10;453;213;19;33;62;0;0;1113;0;19;0;13;0;8;0;0;0.0;0;0;0;0;0;0;0;299
Beesd-G0205;16;0;551;340;115;59;28;346;0;0;14;62;64;19;9;0;9;0;4;0.0;0;0;0;0;0;0;0;452
Beesel-G0889;91;0;0;185;132;119;0;0;3334;0;45;0;57;48;20;0;0;0;10;0.0;0;0;0;0;0;0;0;1592
Beets-G0371;2;0;8;92;75;16;5;18;0;0;8;0;8;2;12;0;0;0;0;0.0;0;1;5;0;0;0;0;63
Beilen-G0107;48;0;62;0;824;200;1205;947;0;2151;87;0;180;0;0;0;164;0;35;0.0;0;0;0;0;0;0;0;1452
Belfeld-G0890;41;0;0;110;75;60;0;0;1348;0;7;0;37;45;15;0;0;0;6;0.0;0;0;0;0;0;0;0;557
Bellingwedde-G0007;92;0;43;2056;589;73;225;394;0;0;1610;0;97;6;36;0;27;0;26;0.0;0;0;0;0;0;0;0;1030
Bemelen-G0891;2;0;0;4;20;11;0;0;86;0;5;0;4;12;4;0;0;0;7;0.0;0;0;0;0;0;0;0;52
Bemmel-G0206;68;0;3223;327;178;251;68;152;0;0;23;6;202;125;21;0;5;0;18;0.0;0;0;0;0;0;0;0;2495
Bennebroek-G0372;27;0;540;232;604;202;280;174;0;0;13;11;30;30;33;0;21;0;17;0.0;0;9;0;0;0;0;0;1052
Benschop-G0309;3;0;371;0;70;44;207;213;0;75;4;151;46;0;0;0;6;0;4;0.0;0;0;0;0;0;0;0;285
Benthuizen-G0490;8;0;26;193;163;84;144;128;0;0;4;289;9;10;6;0;2;0;5;0.0;0;0;0;0;0;0;0;257
Berg en Terblijt-G0892;29;0;0;117;73;82;0;0;888;0;10;0;109;74;13;0;0;0;21;0.0;0;0;0;0;0;0;0;563
Bergambacht-G0491;28;0;29;733;348;112;370;174;0;0;35;436;122;12;24;0;10;0;8;0.0;0;0;0;0;0;0;0;711
Bergen-G0373;24;0;1382;1048;1566;561;259;164;0;0;110;0;238;137;200;0;24;0;30;0.0;0;8;30;0;0;0;0;2428
Bergen-G0893;100;0;0;190;202;190;0;0;3273;0;20;0;327;100;22;0;0;0;13;0.0;0;0;0;0;0;0;0;2266
Bergen op Zoom-G0748;180;0;6828;0;1562;1336;0;0;0;0;205;32;128;0;126;2109;41;736;47;0.0;290;0;0;0;0;0;0;9903
Bergeyk-G0749;37;0;2228;0;123;166;0;0;0;0;18;1;39;0;22;219;2;49;9;0.0;58;0;0;0;0;0;0;1252
Bergh-G0207;133;0;4476;479;218;211;71;120;0;0;35;16;260;336;45;0;9;0;71;0.0;0;0;0;0;0;0;0;3474
Bergharen-G0208;9;0;740;39;26;23;6;69;0;0;3;1;35;12;4;0;1;0;0;0.0;0;0;0;0;0;0;0;290
Berghem-G0750;39;0;990;0;46;129;0;0;0;0;11;0;35;0;13;206;0;15;4;0.0;0;0;0;0;0;0;0;960
Bergschenhoek-G0492;16;0;467;343;279;218;257;544;0;0;16;105;34;31;23;0;78;0;4;0.0;0;0;0;0;0;0;0;839
Berkel en Rodenrijs-G0493;31;0;1551;302;443;273;452;664;0;0;25;52;39;40;31;0;435;0;17;0.0;0;0;0;0;0;0;0;1458
Berkel-Enschot-G0751;28;0;1621;0;284;182;0;0;0;0;13;3;24;0;19;163;3;22;7;0.0;21;0;0;0;0;0;0;967
Berkenwoude-G0494;8;0;8;113;175;36;73;26;0;0;1;101;17;1;4;0;2;0;1;0.0;0;0;0;0;0;0;0;144
Berkhout-G0374;8;0;910;342;187;87;28;20;0;0;27;1;12;13;25;0;0;0;0;0.0;0;0;78;0;0;0;0;475
Berlicum-G0752;110;0;1715;0;107;147;0;0;0;0;15;0;25;0;22;173;0;47;5;0.0;20;0;0;0;0;0;0;1234
Best-G0753;91;0;3332;0;510;708;0;0;0;0;79;17;43;0;63;701;10;218;21;0.0;81;0;0;0;0;0;0;3244
Beuningen-G0209;35;0;1415;238;133;148;39;70;0;0;27;10;59;68;33;0;3;0;10;0.0;0;0;0;0;0;0;0;1384
Beusichem-G0210;14;0;54;443;172;64;60;129;0;0;19;60;46;3;7;0;4;0;9;0.0;0;0;0;0;0;0;0;335
Beverwijk-G0375;162;0;4608;4044;1760;1477;792;641;0;0;1034;47;206;507;405;0;120;0;0;0.0;0;31;37;0;0;0;0;8561
Bierum-G0008;24;0;7;295;164;25;646;521;0;0;81;0;29;5;9;0;25;0;2;0.0;0;0;0;0;0;0;0;457
Biervliet-G0652;18;0;307;304;130;28;22;84;0;0;1;40;40;26;0;0;0;0;0;0.0;0;2;0;0;0;0;0;250
Bingelrade-G0894;11;0;0;22;2;10;0;0;255;0;4;0;5;26;6;0;0;0;0;0.0;0;0;0;0;0;0;0;120
Bladel en Netersel-G0754;23;0;1975;0;104;152;0;0;0;0;14;2;16;0;12;179;5;46;9;0.0;21;0;0;0;0;0;0;1283
Blankenham-G0145;3;0;14;0;59;4;12;57;0;51;0;1;7;0;0;0;0;0;5;0.0;0;0;0;0;0;0;0;36
Blaricum-G0376;34;0;673;291;967;235;91;97;0;0;53;7;109;79;117;0;9;0;26;0.0;0;11;5;0;0;0;0;1226
Bleiswijk-G0495;20;0;558;264;314;150;267;359;0;0;6;198;26;25;17;0;11;0;11;0.0;0;0;0;0;0;0;0;697
Bleskensgraaf en Hofwegen-G0496;10;0;3;106;61;21;233;59;0;0;6;197;25;2;2;0;6;0;0;0.0;0;0;0;0;0;0;0;201
Bloemendaal-G0377;102;0;1771;1205;3653;758;622;589;0;0;59;27;89;134;157;0;56;0;42;0.0;0;55;9;0;0;0;0;3662
Blokker-G0378;6;0;815;113;153;81;17;20;0;0;8;2;22;28;14;0;3;0;0;0.0;0;1;25;0;0;0;0;512
Blokzijl-G0146;4;0;9;0;51;12;141;125;0;233;4;6;22;0;0;0;33;0;7;0.0;0;0;0;0;0;0;0;181
Bocholtz-G0895;85;0;0;174;58;146;0;0;1414;0;75;0;15;46;37;0;0;0;13;0.0;0;0;0;0;0;0;0;821
Bodegraven-G0497;38;0;1116;679;672;332;1197;844;0;0;48;427;69;67;36;0;78;0;23;0.0;0;0;0;0;0;0;0;2496
Boekel-G0755;45;0;2038;0;58;104;0;0;0;0;9;0;19;0;20;142;5;23;10;0.0;34;0;0;0;0;0;0;1030
Bolsward-G0064;55;0;0;0;219;103;0;0;2341;983;68;14;12;0;0;0;15;0;11;141.0;0;0;0;0;0;0;0;1457
Borculo-G0211;60;0;613;1455;956;192;305;411;0;0;23;5;176;30;24;0;9;0;27;0.0;0;0;0;0;0;0;0;923
Borger-G0108;63;0;82;0;819;196;670;617;0;2657;219;0;88;0;0;0;38;0;44;0.0;0;0;0;0;0;0;0;1552
Borgharen-G0896;16;0;0;80;9;82;0;0;289;0;21;0;9;16;15;0;0;0;2;0.0;0;0;0;0;0;0;0;426
Born-G0897;72;0;0;105;94;86;0;0;1968;0;19;0;13;62;52;0;0;0;5;0.0;0;0;0;0;0;0;0;862
Borne-G0147;57;0;3662;0;380;317;290;495;0;1499;156;17;158;0;0;0;12;0;34;0.0;0;0;0;0;12;0;0;1951
Borsele-G0654;68;0;2083;824;564;147;894;1476;0;0;32;935;240;365;0;0;40;0;0;0.0;0;6;0;0;0;0;0;2345
Boskoop-G0499;24;0;1004;735;847;309;884;776;0;0;51;259;56;60;64;0;33;0;17;0.0;0;0;0;0;0;0;0;1844
Bovenkarspel-G0379;11;0;860;150;99;72;28;17;0;0;34;1;40;135;17;0;8;0;0;0.0;0;0;9;0;0;0;0;776
Boxmeer-G0756;54;0;3002;0;183;182;0;0;0;0;32;0;69;0;21;482;0;73;10;0.0;0;0;0;0;0;0;0;1798
Boxtel-G0757;143;0;3964;0;450;950;0;0;0;0;67;1;88;0;83;738;7;71;21;0.0;125;0;0;0;0;0;0;4098
Brakel-G0212;32;0;15;683;45;28;335;308;0;0;5;725;60;5;10;0;6;0;13;0.0;0;0;0;0;0;0;0;955
Brandwijk-G0500;5;0;1;63;63;8;166;47;0;0;3;111;21;0;0;0;1;0;0;0.0;0;0;0;0;0;0;0;118
Breda-G0758;535;0;18076;0;5879;4754;0;0;0;0;680;126;451;0;614;7943;118;2529;369;0.0;468;0;0;0;0;0;0;31325
Breskens-G0655;28;0;134;841;354;132;72;256;0;0;38;16;34;43;0;0;0;0;0;0.0;0;5;0;0;0;0;0;675
Breukelen-G0311;30;0;654;0;673;431;568;714;0;733;45;291;48;0;0;0;86;0;26;0.0;0;0;0;0;0;0;0;1766
Brielle-G0501;28;0;206;1092;700;395;332;386;0;0;60;25;33;91;54;0;23;0;0;0.0;0;0;0;0;0;0;0;1417
Broek in Waterland-G0380;11;0;39;258;219;142;64;194;0;0;29;6;62;11;20;0;4;0;0;0.0;0;4;3;0;0;0;0;339
Broekhuizen-G0898;10;0;0;31;29;16;0;0;469;0;0;0;17;2;5;0;0;0;1;0.0;0;0;0;0;0;0;0;203
Brouwershaven-G0656;20;0;25;727;383;65;216;152;0;0;0;54;37;5;0;0;57;0;0;0.0;0;4;0;0;0;0;0;505
Bruinisse-G0657;18;0;19;293;188;33;163;209;0;0;0;291;16;5;0;0;8;0;0;0.0;0;2;0;0;0;0;0;370
Brummen-G0213;88;0;585;3771;1013;440;443;1258;0;0;128;29;217;81;71;0;30;0;97;0.0;0;0;0;0;0;0;0;2602
Brunssum-G0899;190;0;0;1732;312;475;0;0;4804;0;667;0;81;1251;158;0;0;0;30;0.0;0;0;0;0;0;0;0;5291
Budel-G0759;95;0;2334;0;123;222;0;0;0;0;27;0;39;0;14;228;7;23;9;0.0;117;0;0;0;0;0;0;1966
Bunde-G0900;32;0;0;146;292;116;0;0;803;0;13;0;21;109;30;0;0;0;6;0.0;0;0;0;0;0;0;0;772
Bunnik-G0312;20;0;1613;0;604;358;352;357;0;616;13;123;52;0;0;0;19;0;15;0.0;0;0;0;0;0;0;0;1597
Bunschoten-G0313;51;0;45;0;126;101;1763;175;0;204;15;393;64;0;0;0;1871;0;25;0.0;0;0;0;0;0;0;0;1207
Buren-G0214;14;0;38;440;98;40;55;292;0;0;5;69;60;4;14;0;4;0;5;0.0;0;0;0;0;0;0;0;410
Bussum-G0381;176;0;3434;3003;5023;1779;1433;1205;0;0;461;247;266;549;402;0;168;0;202;0.0;0;164;19;0;0;0;0;8139
Buurmalsen-G0215;10;0;40;433;89;46;104;259;0;0;5;136;42;12;8;0;11;0;16;0.0;0;0;0;0;0;0;0;381
Cadier en Keer-G0901;21;0;0;35;37;42;0;0;867;0;9;0;38;79;6;0;0;0;13;0.0;0;0;0;0;0;0;0;348
Cadzand-G0658;4;0;18;238;166;9;15;90;0;0;7;2;10;6;0;0;0;0;0;0.0;0;2;0;0;0;0;0;123
Callantsoog-G0382;6;0;112;290;170;51;16;21;0;0;22;2;28;4;18;0;3;0;1;0.0;0;0;0;0;0;0;0;271
Capelle aan den IJssel-G0502;87;0;526;2908;1548;1235;912;934;0;0;184;1121;71;162;147;0;268;0;26;0.0;0;0;0;0;0;0;0;5039
Castricum-G0383;56;0;2437;1439;1559;946;478;245;0;0;139;0;115;413;191;0;31;0;28;0.0;0;27;16;0;0;0;0;3461
Chaam-G0760;17;0;759;0;48;41;0;0;0;0;3;1;26;0;8;85;4;30;7;0.0;36;0;0;0;0;0;0;598
Clinge-G0659;22;0;326;32;26;19;5;6;0;0;11;1;185;495;0;0;5;0;0;0.0;0;2;0;79;0;0;0;764
Coevorden-G0109;49;0;1234;0;595;196;714;605;0;1828;58;0;79;0;0;0;39;0;22;0.0;0;0;0;0;0;0;0;1845
Cothen-G0314;12;0;549;0;41;25;16;52;0;36;2;12;6;0;0;0;5;0;4;0.0;0;0;0;0;0;0;0;240
Cuijk en Sint Agatha-G0761;100;0;2768;0;287;358;0;0;0;0;42;0;68;0;49;421;0;76;12;0.0;0;0;0;0;0;0;0;2292
Culemborg-G0216;42;0;1711;2066;750;447;382;336;0;0;159;158;108;135;63;0;48;0;21;0.0;0;0;0;0;0;0;0;2732
Dalen-G0110;45;0;198;0;656;52;87;177;0;964;34;0;73;0;0;0;3;0;13;0.0;0;0;0;0;0;0;0;557
Dalfsen-G0148;32;0;1723;0;303;149;405;1796;0;560;9;62;186;0;0;0;401;0;55;0.0;0;0;0;0;0;0;0;1161
Dantumadeel-G0065;100;0;0;0;387;131;0;0;3485;1641;182;697;102;0;0;0;260;0;25;230.0;0;0;0;0;0;10;0;2378
De Bilt-G0310;81;0;1730;0;3988;1300;1496;1188;0;3079;108;313;108;0;0;0;202;0;85;0.0;0;0;0;0;0;0;0;4878
De Lier-G0552;20;0;538;257;269;150;832;751;0;0;12;46;43;24;15;0;58;0;31;0.0;0;0;0;0;0;0;0;916
De Rijp-G0440;11;0;345;191;157;131;20;17;0;0;70;3;8;45;35;0;1;0;0;0.0;0;0;5;0;0;0;0;315
De Wijk-G0135;22;0;15;0;525;98;337;234;0;714;17;0;66;0;0;0;25;0;22;0.0;0;0;0;0;0;0;0;558
Deil-G0217;20;0;212;410;143;61;49;283;0;0;10;49;56;11;7;0;9;0;19;0.0;0;0;0;0;0;0;0;457
Delft-G0503;258;0;6676;10001;4913;4242;3057;2167;0;0;1478;924;293;1394;1207;0;347;0;178;0.0;0;0;0;0;0;0;0;16465
Delfzijl-G0010;115;0;250;3425;1056;598;1426;883;0;0;1105;0;70;83;164;0;198;0;15;0.0;0;0;0;0;0;0;0;3761
Den Dungen-G0768;12;0;993;0;18;75;0;0;0;0;12;0;15;0;1;136;2;10;3;0.0;14;0;0;0;0;0;0;665
Den Ham-G0159;30;0;322;0;157;95;1392;1945;0;827;25;61;215;0;0;0;198;0;42;0.0;0;0;0;0;0;0;0;1479
Den Helder-G0400;238;0;2948;7696;4255;1971;2291;1099;0;0;307;199;289;436;475;0;305;0;88;0.0;0;69;77;0;0;0;0;12395
Denekamp-G0149;45;0;3385;0;115;91;56;252;0;257;42;10;207;0;0;0;9;0;8;0.0;0;0;0;0;0;0;0;1440
Deurne-G0762;134;0;6055;0;269;377;0;0;0;0;110;0;68;0;37;516;10;182;20;0.0;121;0;0;0;0;0;0;4637
Deventer-G0150;256;0;4957;0;4049;2233;1469;1542;0;11957;1747;199;400;0;0;0;180;0;211;0.0;0;0;0;0;0;0;0;11846
Didam-G0218;62;0;2986;333;135;293;59;68;0;0;34;5;280;175;21;0;6;0;55;0.0;0;0;0;0;0;0;0;2419
Diemen-G0384;21;0;763;899;682;659;347;340;0;0;180;26;53;84;193;0;9;0;32;0.0;0;14;0;0;0;0;0;1843
Diepenheim-G0151;35;0;119;0;282;47;53;134;0;554;7;5;71;0;0;0;1;0;7;0.0;0;0;0;0;3;0;0;225
Diepenveen-G0152;29;0;1475;0;986;234;203;574;0;1002;33;16;167;0;0;0;16;0;90;0.0;0;0;0;0;0;0;0;1103
Diessen-G0763;13;0;1100;0;35;37;0;0;0;0;11;1;12;0;8;43;2;10;4;0.0;16;0;0;0;0;0;0;306
Diever-G0111;7;0;21;0;378;54;354;76;0;727;10;0;46;0;0;0;20;0;7;0.0;0;0;0;0;0;0;0;274
Dinteloord en Prinsenland-G0764;16;0;621;0;140;57;0;0;0;0;24;177;15;0;6;377;8;550;9;0.0;11;0;0;0;0;0;0;816
Dinxperlo-G0219;43;0;495;390;169;71;355;1073;0;0;13;2;44;17;8;0;7;0;9;0.0;0;0;0;0;0;0;0;888
Dirksland-G0504;86;0;30;760;243;80;532;204;0;0;16;972;86;3;8;0;26;0;0;0.0;0;0;0;0;0;0;0;1030
Dodewaard-G0220;23;0;29;633;96;29;181;225;0;0;6;178;53;11;12;0;8;0;11;0.0;0;0;0;0;0;0;0;439
Doesburg-G0221;41;0;1040;1266;351;234;202;348;0;0;60;27;54;81;35;0;25;0;26;0.0;0;0;0;0;0;0;0;1555
Doetinchem-G0222;157;0;3779;3657;1498;730;661;1255;0;0;88;134;251;302;101;0;55;0;59;0.0;0;0;0;0;0;0;0;5608
Dokkum-G0066;30;0;0;0;301;111;0;0;2899;1011;50;115;15;0;0;0;105;0;13;114.0;0;0;0;0;0;2;0;911
Domburg-G0660;17;0;19;376;198;68;330;351;0;0;4;235;26;5;0;0;17;0;0;0.0;0;13;0;0;0;0;0;403
Dongen-G0766;151;0;3804;0;339;331;0;0;0;0;53;11;75;0;68;600;5;137;30;0.0;93;0;0;0;0;0;0;3423
Doniawerstal-G0067;19;0;0;0;167;95;0;0;1658;513;27;32;33;0;0;0;11;0;26;139.0;0;0;0;0;0;0;0;729
Doorn-G0315;29;0;271;0;1063;260;551;694;0;885;21;232;80;0;0;0;56;0;33;0.0;0;0;0;0;0;0;0;2079
Doornspijk-G0223;19;0;110;561;313;122;632;673;0;0;31;1451;212;33;31;0;81;0;55;0.0;0;0;0;0;0;0;0;1462
Dordrecht-G0505;426;0;3096;13736;4512;2731;4025;3060;0;0;1243;1200;236;415;718;0;249;0;151;0.0;0;0;0;0;0;0;0;20642
Dreumel-G0224;24;0;925;57;34;25;7;28;0;0;9;0;63;19;9;0;1;0;2;0.0;0;0;0;0;0;0;0;727
Driebergen-Rijsenburg-G0316;57;0;800;0;1497;466;996;813;0;1566;40;449;97;0;0;0;100;0;147;0.0;0;0;0;0;0;0;0;2807
Driebruggen-G0506;7;0;250;84;86;31;367;261;0;0;4;249;36;15;10;0;11;0;8;0.0;0;0;0;0;0;0;0;403
Drunen-G0767;44;0;2578;0;217;286;0;0;0;0;55;9;44;0;46;318;6;133;6;0.0;64;0;0;0;0;0;0;2280
Druten-G0225;52;0;2801;199;93;128;20;88;0;0;27;1;112;91;15;0;1;0;5;0.0;0;0;0;0;0;0;0;2109
Dubbeldam-G0507;31;0;216;1089;991;400;664;771;0;0;29;157;43;46;47;0;67;0;25;0.0;0;0;0;0;0;0;0;1732
Duiven-G0226;24;0;23;525;230;27;177;285;0;0;0;605;39;11;0;0;12;0;0;0.0;0;3;0;0;0;0;0;585
Duivendijke-G1050;40;0;1920;189;133;227;59;63;0;0;16;4;106;65;18;0;7;0;54;0.0;0;0;0;0;0;0;0;1155
