RegioNaam;@invalid;@blank;CDA;VVD;PvdA;D66;SGP;Communistische Partij van Nederland;Pacifistisch-Socialistische Partij (PSP);Politieke Partij Radikalen (PPR);PSP/CPN/PPR;PvdA/PPR;RPF/GPV;PSP/CPN;RFP;Gereformeerd Politiek Verbond (GPV);SP;RPF/SGP;PPR/PSP;Fryske Nasjonale Partij;SGP-GPV-RPF;Verontruste Provinciale Statengroep;Evangelische Volkspartij;RVP;Federoalistische Partij Gronneger Bond;GOD MET ONS;Lijst Heezen;Lijst Mormon;@abs
Aalburg-G0738;10;7;1637;687;472;195;0;28;24;61;0;0;0;0;0;0;6;0.0;0;0;1808;0;0;0;0;0;0;0;1821
Aalsmeer-G0358;49;19;3680;3540;1726;853;0;117;265;156;0;0;0;0;0;42;13;388.0;0;0;0;0;0;13;0;0;0;0;3418
Aalten-G0197;29;30;5951;1176;1177;472;33;0;0;249;0;0;0;154;263;53;15;0.0;0;0;0;0;0;0;0;0;0;0;2836
Aardenburg-G0648;10;17;885;547;254;226;5;0;0;51;0;0;9;30;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;622
Aarle-Rixtel-G0739;12;8;1360;424;327;208;0;33;55;37;0;0;0;0;0;0;8;0.0;0;0;6;0;0;0;0;0;0;0;1155
Abcoude-G0305;17;8;1387;1640;0;434;84;68;145;0;0;610;97;0;0;0;6;0.0;0;0;0;0;0;0;0;0;0;0;991
Achtkarspelen-G0059;51;12;5986;1177;3759;346;0;184;0;0;0;0;0;0;0;564;0;952.0;311;728;0;0;200;0;0;0;0;0;3780
Adorp-G0001;5;0;371;232;206;64;0;11;18;57;0;0;0;0;29;107;4;0.0;0;0;0;9;0;0;4;0;0;0;153
Aduard-G0002;0;8;529;303;387;104;0;30;36;32;0;0;0;0;23;177;2;0.0;0;0;0;17;0;0;7;0;0;0;287
Akersloot-G0360;2;12;1045;639;362;266;0;35;71;56;0;0;0;0;0;7;4;14.0;0;0;0;0;0;3;0;0;0;0;812
Alblasserdam-G0482;29;22;1753;1192;2752;651;1018;0;0;0;393;0;445;0;0;0;18;0.0;0;0;0;0;0;0;0;0;0;0;3592
Alkemade-G0483;20;11;3242;1584;580;369;25;0;0;0;352;0;44;0;0;0;11;0.0;0;0;0;0;0;0;0;0;0;0;2679
Alkmaar-G0361;189;65;8961;8735;7991;3542;0;1677;2183;1171;0;0;0;0;0;153;314;440.0;0;0;0;0;0;143;0;0;0;0;18962
Almelo-G0141;301;57;9809;5524;8571;2930;162;0;0;608;0;0;0;1731;468;210;256;0.0;0;0;0;0;0;0;0;0;0;0;11962
Alphen aan den Rijn-G0484;100;69;7693;6984;3835;2563;669;0;0;0;1386;0;984;0;0;0;126;0.0;0;0;0;0;0;0;0;0;0;0;11297
Alphen en Riel-G0741;29;10;1773;607;230;176;0;14;40;38;0;0;0;0;0;0;6;0.0;0;0;4;0;0;0;0;0;0;0;979
Ambt Delden-G0142;23;0;2263;577;201;148;6;0;0;26;0;0;0;22;10;5;1;0.0;0;0;0;0;0;0;0;0;0;0;482
Ameide-G0485;9;3;640;229;429;81;192;0;0;0;29;0;89;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;312
Ameland-G0060;6;0;770;328;335;81;0;10;0;0;0;0;0;0;0;15;0;21.0;62;11;0;0;5;0;0;0;0;0;494
Amerongen-G0306;0;26;1113;983;0;214;367;11;74;0;0;646;115;0;0;0;3;0.0;0;0;0;0;0;0;0;0;0;0;1141
Amersfoort-G0307;210;148;13263;11206;0;4019;788;1068;1628;0;0;9335;2152;0;0;0;227;0.0;0;0;0;0;0;0;0;0;0;0;19150
Ammerstol-G0486;11;1;81;151;445;123;18;0;0;0;81;0;3;0;0;0;2;0.0;0;0;0;0;0;0;0;0;0;0;244
Ammerzoden-G0198;4;7;1237;317;277;111;57;0;0;22;0;0;0;23;18;4;14;0.0;0;0;0;0;0;0;0;0;0;0;703
Amstelveen-G0362;189;80;9288;15194;6902;4142;0;782;1735;1256;0;0;0;0;0;103;73;561.0;0;0;0;0;0;50;0;0;0;0;12843
Amsterdam-G0363;1351;793;45547;63931;96958;25945;0;40765;22788;9032;0;0;0;0;0;878;1012;2687.0;0;0;0;0;0;1310;0;0;0;0;207132
Andijk-G0364;23;5;1122;472;437;187;0;146;108;51;0;0;0;0;0;8;14;236.0;0;0;0;0;0;105;0;0;0;0;989
Angerlo-G0199;4;2;1170;308;417;246;1;0;0;70;0;0;0;38;8;0;6;0.0;0;0;0;0;0;0;0;0;0;0;734
Anloo-G0105;8;10;261;1417;1413;391;0;92;0;0;0;0;0;0;21;27;15;0.0;206;0;0;0;0;0;0;0;0;0;1109
Anna Paulowna-G0366;58;0;1553;1739;897;390;0;107;79;114;0;0;0;0;0;49;6;73.0;0;0;0;0;0;16;0;0;0;0;1838
Apeldoorn-G0200;298;140;22140;18853;14885;6890;2129;0;0;1905;0;0;0;2126;1660;486;212;0.0;0;0;0;0;0;0;0;0;0;0;29989
Appeltern-G0201;7;10;1490;250;279;103;7;0;0;24;0;0;0;25;4;1;13;0.0;0;0;0;0;0;0;0;0;0;0;739
Appingedam-G0003;18;25;1766;877;2253;437;0;333;140;105;0;0;0;0;111;134;43;0.0;0;0;0;89;0;0;264;0;0;0;2591
Arcen en Velden-G0885;21;15;2387;748;447;255;0;18;63;49;0;0;0;0;0;0;35;8.0;0;0;0;0;0;0;0;0;0;0;1513
Arkel-G0487;3;4;319;396;690;139;26;0;0;0;82;0;29;0;0;0;3;0.0;0;0;0;0;0;0;0;0;0;0;540
Arnemuiden-G0649;2;1;354;261;244;66;578;0;0;43;0;0;250;22;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;831
Arnhem-G0202;348;128;16699;13849;14948;6276;228;0;0;2103;0;0;0;3739;565;368;955;0.0;0;0;0;0;0;0;0;0;75;62;35260
Asperen-G0488;0;0;437;302;233;111;157;0;0;0;42;0;80;0;0;0;3;0.0;0;0;0;0;0;0;0;0;0;0;480
Assen-G0106;69;68;4870;4718;7903;2185;0;511;0;0;0;0;0;0;375;1602;121;0.0;1656;0;0;0;0;0;0;0;0;0;8614
Asten-G0743;17;29;4358;937;528;405;0;39;166;117;0;0;0;0;0;0;13;0.0;0;0;18;0;0;0;0;0;0;0;2920
Avereest-G0143;55;15;3502;1318;1261;588;66;0;0;99;0;0;0;92;243;131;12;0.0;0;0;0;0;0;0;0;0;0;0;2306
Axel-G0650;30;23;2004;1107;1072;279;139;0;0;95;0;0;682;134;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;2835
Baarderadeel-G0061;9;2;733;627;826;152;0;22;0;0;0;0;0;0;0;10;0;15.0;131;351;0;0;14;0;0;0;0;0;617
Baarle-Nassau-G0744;14;5;1704;527;246;124;0;11;44;43;0;0;0;0;0;0;9;0.0;0;0;17;0;0;0;0;0;0;0;1175
Baarn-G0308;40;26;3492;4552;0;1103;216;174;463;0;0;2488;446;0;0;0;41;0.0;0;0;0;0;0;0;0;0;0;0;5036
Baexem-G0886;1;7;830;193;76;66;0;6;12;19;0;0;0;0;0;0;1;1.0;0;0;0;0;0;0;0;0;0;0;350
Baflo-G0004;2;3;700;279;413;94;0;31;43;52;0;0;0;0;25;104;4;0.0;0;0;0;16;0;0;3;0;0;0;308
Bakel en Milheeze-G0745;11;11;2489;383;486;166;0;13;44;35;0;0;0;0;0;0;12;0.0;0;0;2;0;0;0;0;0;0;0;1443
Barendrecht-G0489;14;31;3033;2576;1452;836;910;0;0;0;346;0;429;0;0;0;25;0.0;0;0;0;0;0;0;0;0;0;0;3041
Barneveld-G0203;58;20;7255;3842;1350;777;3768;0;0;252;0;0;0;175;1675;133;36;0.0;0;0;0;0;0;0;0;0;0;0;5209
Barradeel-G0062;28;14;1811;472;740;110;0;31;0;0;0;0;0;0;0;49;0;97.0;62;352;0;0;31;0;0;0;0;0;871
Barsingerhorn-G0369;2;9;213;597;651;153;0;79;76;34;0;0;0;0;0;5;2;13.0;0;0;0;0;0;10;0;0;0;0;803
Batenburg-G0204;1;2;170;49;33;19;1;0;0;15;0;0;0;11;0;0;1;0.0;0;0;0;0;0;0;0;0;0;0;113
Bathmen-G0144;3;15;747;1160;572;315;2;0;0;57;0;0;0;50;13;9;3;0.0;0;0;0;0;0;0;0;0;0;0;563
Bedum-G0005;16;7;2272;696;998;418;0;67;80;148;0;0;0;0;146;798;8;0.0;0;0;0;45;0;0;58;0;0;0;913
Beegden-G0887;6;16;419;190;103;83;0;2;19;10;0;0;0;0;0;0;1;1.0;0;0;0;0;0;0;0;0;0;0;349
Beek-G0888;43;57;3511;1604;1058;640;0;44;150;311;0;0;0;0;0;0;37;21.0;0;0;0;0;0;0;0;39;0;0;4233
Beek en Donk-G0746;16;10;2233;478;535;271;0;230;53;92;0;0;0;0;0;0;27;0.0;0;0;11;0;0;0;0;0;0;0;1966
Beemster-G0370;14;33;1176;1559;937;366;0;108;162;86;0;0;0;0;0;6;1;20.0;0;0;0;0;0;5;0;0;0;0;1147
Beers-G0747;6;3;1154;198;123;96;0;7;28;29;0;0;0;0;0;0;5;0.0;0;0;2;0;0;0;0;0;0;0;390
Beerta-G0006;18;10;85;233;464;55;0;1056;35;21;0;0;0;0;12;9;6;0.0;0;0;0;19;0;0;10;0;0;0;340
Beesel-G0889;15;46;2817;786;784;320;0;40;97;57;0;0;0;0;0;0;18;18.0;0;0;0;0;0;0;0;0;0;0;3000
Beilen-G0107;29;7;2434;1482;2691;546;0;62;0;0;0;0;0;0;77;202;14;0.0;303;0;0;0;0;0;0;0;0;0;1898
Belfeld-G0890;10;25;1313;384;285;185;0;10;38;43;0;0;0;0;0;0;6;4.0;0;0;0;0;0;0;0;0;0;0;1038
Bellingwedde-G0007;160;32;700;904;2474;268;0;689;92;53;0;0;0;0;97;28;14;0.0;0;0;0;148;0;0;52;0;0;0;1468
Bemmel-G0206;41;16;4000;1061;1003;507;16;0;0;115;0;0;0;168;12;5;28;0.0;0;0;0;0;0;0;0;0;0;0;3682
Bennebroek-G0372;24;21;1166;1326;320;265;0;22;80;103;0;0;0;0;0;11;3;43.0;0;0;0;0;0;3;0;0;0;0;941
Benschop-G0309;5;1;785;258;0;103;340;6;21;0;0;91;99;0;0;0;1;0.0;0;0;0;0;0;0;0;0;0;0;395
Benthuizen-G0490;3;12;302;400;227;129;364;0;0;0;50;0;96;0;0;0;2;0.0;0;0;0;0;0;0;0;0;0;0;315
Bergambacht-G0491;16;6;615;728;651;226;476;0;0;0;84;0;119;0;0;0;9;0.0;0;0;0;0;0;0;0;0;0;0;799
Bergen-G0373;51;0;1973;2978;1415;659;0;130;379;201;0;0;0;0;0;9;26;57.0;0;0;0;0;0;30;0;0;0;0;2452
Bergen-G0893;11;39;3892;865;811;359;0;27;69;83;0;0;0;0;0;0;20;21.0;0;0;0;0;0;0;0;0;0;0;2854
Bergen op Zoom-G0748;66;76;7260;5456;3779;1647;0;286;463;365;0;0;0;0;0;0;109;0.0;0;0;150;0;0;0;0;0;0;0;12021
Bergeyk-G0749;20;30;2801;813;416;281;0;20;99;89;0;0;0;0;0;0;14;0.0;0;0;12;0;0;0;0;0;0;0;1941
Bergh-G0207;24;47;4759;1311;1208;614;22;0;0;144;0;0;0;167;20;11;23;0.0;0;0;0;0;0;0;0;0;0;0;4408
Bergharen-G0208;9;5;834;172;123;67;6;0;0;28;0;0;0;21;1;1;4;0.0;0;0;0;0;0;0;0;0;0;0;417
Berghem-G0750;9;14;1161;285;453;199;0;11;51;37;0;0;0;0;0;0;144;0.0;0;0;11;0;0;0;0;0;0;0;1355
Bergschenhoek-G0492;12;9;1372;1023;517;228;85;0;0;0;114;0;172;0;0;0;6;0.0;0;0;0;0;0;0;0;0;0;0;1265
Berkel en Rodenrijs-G0493;41;7;3164;2162;729;634;58;0;0;0;253;0;709;0;0;0;13;0.0;0;0;0;0;0;0;0;0;0;0;2149
Berkel-Enschot-G0751;20;0;2557;1468;430;385;0;27;99;191;0;0;0;0;0;0;15;0.0;0;0;22;0;0;0;0;0;0;0;1230
Berkenwoude-G0494;0;1;137;307;141;59;140;0;0;0;19;0;32;0;0;0;5;0.0;0;0;0;0;0;0;0;0;0;0;145
Berlicum-G0752;22;5;2028;740;535;273;0;12;79;77;0;0;0;0;0;0;40;0.0;0;0;8;0;0;0;0;0;0;0;1923
Bernisse-G0568;19;23;1547;1775;1491;702;141;0;0;0;283;0;87;0;0;0;17;0.0;0;0;0;0;0;0;0;0;0;0;2392
Best-G0753;39;77;3902;1622;1304;757;0;65;181;174;0;0;0;0;0;0;40;0.0;0;0;73;0;0;0;0;0;0;0;4746
Beuningen-G0209;17;34;3491;1264;1121;734;11;0;0;159;0;0;0;212;33;14;61;0.0;0;0;0;0;0;0;0;0;0;0;3594
Beverwijk-G0375;122;72;5037;3613;4236;1474;0;1021;890;462;0;0;0;0;0;79;52;194.0;0;0;0;0;0;40;0;0;0;0;8938
Bierum-G0008;9;5;1104;372;441;148;0;56;33;54;0;0;0;0;30;34;4;0.0;0;0;0;23;0;0;65;0;0;0;611
Bladel en Netersel-G0754;23;15;2358;588;428;261;0;53;88;70;0;0;0;0;0;0;18;0.0;0;0;9;0;0;0;0;0;0;0;2440
Blaricum-G0376;43;4;1496;2362;713;645;0;78;235;147;0;0;0;0;0;17;12;62.0;0;0;0;0;0;11;0;0;0;0;2010
Bleiswijk-G0495;16;8;1494;1233;434;349;191;0;0;0;106;0;150;0;0;0;8;0.0;0;0;0;0;0;0;0;0;0;0;1191
Bleskensgraaf en Hofwegen-G0496;10;3;371;213;148;86;351;0;0;0;38;0;75;0;0;0;2;0.0;0;0;0;0;0;0;0;0;0;0;290
Bloemendaal-G0377;89;26;2637;5135;1160;865;0;106;318;206;0;0;0;0;0;46;14;123.0;0;0;0;0;0;23;0;0;0;0;2764
Bodegraven-G0497;38;18;3199;1999;1025;621;493;0;0;0;355;0;410;0;0;0;18;0.0;0;0;0;0;0;0;0;0;0;0;3090
Boekel-G0755;17;19;2839;492;339;196;0;25;74;65;0;0;0;0;0;0;21;0.0;0;0;8;0;0;0;0;0;0;0;1577
Bolsward-G0064;24;6;2498;622;1157;318;0;53;0;0;0;0;0;0;0;25;0;73.0;222;246;0;0;32;0;0;0;0;0;1615
Borculo-G0211;20;16;1648;1543;1550;633;10;0;0;84;0;0;0;134;35;14;9;0.0;0;0;0;0;0;0;0;0;0;0;1395
Borger-G0108;57;10;1482;1435;2855;560;0;162;0;0;0;0;0;0;85;66;20;0.0;278;0;0;0;0;0;0;0;0;0;1960
Born-G0897;36;65;4419;531;947;331;0;53;92;103;0;0;0;0;0;0;22;11.0;0;0;0;0;0;0;0;39;0;0;2794
Borne-G0147;72;20;5265;1718;2054;904;27;0;0;224;0;0;0;159;62;35;41;0.0;0;0;0;0;0;0;0;0;0;0;2463
Borsele-G0654;38;26;3934;1895;1295;612;1189;0;0;347;0;0;291;178;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;3650
Boskoop-G0499;15;24;2578;1946;890;589;318;0;0;0;408;0;333;0;0;0;11;0.0;0;0;0;0;0;0;0;0;0;0;2232
Boxmeer-G0756;26;20;3866;962;1137;539;0;42;197;119;0;0;0;0;0;0;71;0.0;0;0;23;0;0;0;0;0;0;0;2630
Boxtel-G0757;26;47;4696;1837;1560;852;0;72;247;198;0;0;0;0;0;0;797;0.0;0;0;50;0;0;0;0;0;0;0;6064
Brakel-G0212;14;3;824;300;639;151;896;0;0;32;0;0;0;49;108;16;4;0.0;0;0;0;0;0;0;0;0;0;0;1200
Brandwijk-G0500;6;1;227;105;88;31;134;0;0;0;8;0;37;0;0;0;1;0.0;0;0;0;0;0;0;0;0;0;0;118
Breda-G0758;271;201;19060;14160;11490;4991;0;982;2307;1360;0;0;0;0;0;0;229;0.0;0;0;387;0;0;0;0;0;0;0;32645
Brederwiede-G0194;43;10;2492;1012;1378;505;57;0;0;99;0;0;0;114;156;535;4;0.0;0;0;0;0;0;0;0;0;0;0;1765
Breukelen-G0311;20;9;1802;1826;0;485;368;71;112;0;0;744;203;0;0;0;12;0.0;0;0;0;0;0;0;0;0;0;0;1824
Brielle-G0501;36;23;1528;2610;1898;892;62;0;0;0;347;0;108;0;0;0;33;0.0;0;0;0;0;0;0;0;0;0;0;3029
Broek in Waterland-G0380;11;5;294;517;347;167;0;37;72;28;0;0;0;0;0;0;0;20.0;0;0;0;0;0;7;0;0;0;0;401
Broekhuizen-G0898;2;4;588;141;72;37;0;1;31;8;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;331
Brouwershaven-G0656;5;3;332;562;612;149;63;0;0;37;0;0;116;56;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;701
Bruinisse-G0657;14;2;468;352;367;71;383;0;0;14;0;0;43;29;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;557
Brummen-G0213;43;21;2520;2389;3495;1257;37;0;0;210;0;0;0;300;101;19;22;0.0;0;0;0;0;0;0;0;0;0;0;3701
Brunssum-G0899;51;63;5525;1351;2606;618;0;731;177;580;0;0;0;0;0;0;177;109.0;0;0;0;0;0;0;0;91;0;0;10075
Budel-G0759;18;17;2732;643;700;281;0;20;57;59;0;0;0;0;0;0;13;0.0;0;0;10;0;0;0;0;0;0;0;3352
Bunnik-G0312;16;15;2790;2321;0;781;165;69;275;0;0;1111;94;0;0;0;29;0.0;0;0;0;0;0;0;0;0;0;0;1578
Bunschoten-G0313;30;12;2756;1127;0;358;361;29;46;0;0;426;3853;0;0;0;11;0.0;0;0;0;0;0;0;0;0;0;0;1843
Buren-G0214;17;11;933;1532;1338;432;128;0;0;86;0;0;0;84;61;15;4;0.0;0;0;0;0;0;0;0;0;0;0;1620
Bussum-G0381;0;25;5054;6960;2866;1842;0;306;1115;286;0;0;0;0;0;115;19;420.0;0;0;0;0;0;25;0;0;0;0;7382
Callantsoog-G0382;13;0;191;606;346;87;0;41;32;26;0;0;0;0;0;5;1;4.0;0;0;0;0;0;3;0;0;0;0;452
Capelle aan den IJssel-G0502;105;75;3381;5726;5764;2515;1660;0;0;0;1177;0;912;0;0;0;121;0.0;0;0;0;0;0;0;0;0;0;0;12249
Castricum-G0383;56;28;3631;3915;2145;1352;0;221;498;584;0;0;0;0;0;16;18;65.0;0;0;0;0;0;28;0;0;0;0;3519
Chaam-G0760;6;9;1030;383;206;136;0;7;26;27;0;0;0;0;0;0;2;0.0;0;0;3;0;0;0;0;0;0;0;598
Coevorden-G0109;32;22;2766;1160;2245;477;0;56;0;0;0;0;0;0;75;50;14;0.0;198;0;0;0;0;0;0;0;0;0;2695
Cothen-G0314;3;3;711;246;0;94;32;15;28;0;0;100;10;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;319
Cuijk en Sint Agatha-G0761;26;19;3033;1169;1110;733;0;52;210;131;0;0;0;0;0;0;98;0.0;0;0;14;0;0;0;0;0;0;0;3905
Culemborg-G0216;17;19;2690;1992;2219;801;192;0;0;309;0;0;0;470;104;32;63;0.0;0;0;0;0;0;0;0;0;0;0;4270
Dalen-G0110;16;8;656;1144;1007;248;0;46;0;0;0;0;0;0;6;10;5;0.0;46;0;0;0;0;0;0;0;0;0;786
Dalfsen-G0148;20;6;4685;1247;779;481;46;0;0;86;0;0;0;50;161;608;5;0.0;0;0;0;0;0;0;0;0;0;0;1628
Dantumadeel-G0065;32;19;3941;924;2213;373;0;104;0;0;0;0;0;0;0;255;0;1458.0;220;537;0;0;134;0;0;0;0;0;2921
De Bilt-G0310;52;32;4546;7270;0;2084;321;277;539;0;0;3333;517;0;0;0;51;0.0;0;0;0;0;0;0;0;0;0;0;5184
De Lier-G0552;12;9;2541;1338;339;288;46;0;0;0;80;0;160;0;0;0;5;0.0;0;0;0;0;0;0;0;0;0;0;1333
De Wijk-G0135;7;3;676;978;672;225;0;18;0;0;0;0;0;0;12;24;1;0.0;81;0;0;0;0;0;0;0;0;0;710
Delft-G0503;168;147;11168;9488;10778;4654;715;0;0;0;6479;0;968;0;0;0;130;0.0;0;0;0;0;0;0;0;0;0;0;20435
Delfzijl-G0010;49;17;2421;2027;3838;1022;0;691;320;271;0;0;0;0;308;290;55;0.0;0;0;0;185;0;0;273;0;0;0;5910
Den Dungen-G0768;8;8;1325;236;248;122;0;7;24;19;0;0;0;0;0;0;12;0.0;0;0;3;0;0;0;0;0;0;0;810
Den Ham-G0159;36;29;4229;689;1053;337;64;0;0;71;0;0;0;61;415;336;5;0.0;0;0;0;0;0;0;0;0;0;0;2193
Den Helder-G0400;150;80;6778;9392;6136;2641;0;425;715;452;0;0;0;0;0;331;52;821.0;0;0;0;0;0;117;0;0;0;0;17287
Denekamp-G0149;45;13;4486;797;547;354;7;0;0;59;0;0;0;57;7;5;8;0.0;0;0;0;0;0;0;0;0;0;0;1771
Deurne-G0762;49;47;7578;1790;1189;839;0;136;286;273;0;0;0;0;0;0;62;0.0;0;0;27;0;0;0;0;0;0;0;6886
Deventer-G0150;245;78;6964;6034;11040;3463;123;0;0;1174;0;0;0;2038;311;134;137;0.0;0;0;0;0;0;0;0;0;0;0;14052
Didam-G0218;22;13;4358;853;1041;475;8;0;0;156;0;0;0;109;16;10;9;0.0;0;0;0;0;0;0;0;0;0;0;3384
Diemen-G0384;50;10;1612;2232;1812;970;0;394;439;197;0;0;0;0;0;33;11;74.0;0;0;0;0;0;13;0;0;0;0;3253
Diepenheim-G0151;10;3;427;505;540;170;5;0;0;10;0;0;0;25;8;1;4;0.0;0;0;0;0;0;0;0;0;0;0;270
Diepenveen-G0152;29;13;2751;1626;952;534;15;0;0;135;0;0;0;107;49;18;12;0.0;0;0;0;0;0;0;0;0;0;0;1306
Diessen-G0763;12;2;1341;196;96;100;0;8;22;70;0;0;0;0;0;0;1;0.0;0;0;8;0;0;0;0;0;0;0;546
Diever-G0111;6;3;496;562;683;135;0;26;0;0;0;0;0;0;26;27;4;0.0;75;0;0;0;0;0;0;0;0;0;444
Dinteloord en Prinsenland-G0764;13;11;1006;502;534;177;0;21;30;35;0;0;0;0;0;0;1;0.0;0;0;370;0;0;0;0;0;0;0;1345
Dinxperlo-G0219;22;10;2179;570;508;222;4;0;0;59;0;0;0;39;61;10;5;0.0;0;0;0;0;0;0;0;0;0;0;1499
Dirksland-G0504;27;9;740;503;854;180;1122;0;0;0;66;0;162;0;0;0;7;0.0;0;0;0;0;0;0;0;0;0;0;1308
Dodewaard-G0220;4;3;576;331;598;124;266;0;0;20;0;0;0;30;61;2;10;0.0;0;0;0;0;0;0;0;0;0;0;723
Doesburg-G0221;34;5;1656;861;1573;451;18;0;0;144;0;0;0;141;63;35;110;0.0;0;0;0;0;0;0;0;0;0;0;2027
Doetinchem-G0222;85;40;6876;3792;4834;1741;210;0;0;566;0;0;0;550;174;67;59;0.0;0;0;0;0;0;0;0;0;0;0;8001
Dokkum-G0066;12;7;3421;706;1021;270;0;43;0;0;0;0;0;0;0;171;0;317.0;200;287;0;0;205;0;0;0;0;0;1615
Domburg-G0660;7;5;661;636;406;130;286;0;0;46;0;0;104;39;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;531
Dongen-G0766;0;11;4358;1648;1408;862;0;99;177;216;0;0;0;0;0;0;201;0.0;0;0;40;0;0;0;0;0;0;0;5104
Doniawerstal-G0067;8;2;1676;531;557;144;0;18;0;0;0;0;0;0;0;16;0;48.0;86;405;0;0;26;0;0;0;0;0;834
Doorn-G0315;21;20;1561;2472;0;546;269;38;149;0;0;873;195;0;0;0;10;0.0;0;0;0;0;0;0;0;0;0;0;1839
Dordrecht-G0505;212;149;10946;10918;14735;4335;1800;0;0;0;3980;0;1582;0;0;0;282;0.0;0;0;0;0;0;0;0;0;0;0;28892
Drechterland-G0498;13;0;1855;941;520;327;0;67;118;88;0;0;0;0;0;6;24;32.0;0;0;0;0;0;16;0;0;0;0;1800
Dreumel-G0224;5;5;881;256;277;111;3;0;0;17;0;0;0;26;6;0;9;0.0;0;0;0;0;0;0;0;0;0;0;696
Driebergen-Rijsenburg-G0316;30;43;2803;3119;0;767;514;81;299;0;0;1575;340;0;0;0;16;0.0;0;0;0;0;0;0;0;0;0;0;2880
Driebruggen-G0506;14;4;981;473;141;125;362;0;0;0;44;0;77;0;0;0;3;0.0;0;0;0;0;0;0;0;0;0;0;525
Drunen-G0767;27;29;3688;1225;876;557;0;100;156;162;0;0;0;0;0;0;44;0.0;0;0;31;0;0;0;0;0;0;0;3343
Druten-G0225;30;17;2609;736;1094;474;11;0;0;108;0;0;0;122;7;5;75;0.0;0;0;0;0;0;0;0;0;0;0;3284
Duiven-G0226;11;5;512;525;556;180;831;0;0;23;0;0;138;35;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;780
Duivendijke-G1050;27;9;2525;1097;689;467;4;0;0;108;0;0;0;124;17;23;17;0.0;0;0;0;0;0;0;0;0;0;0;2128
Dussen-G0769;21;14;1442;441;379;185;0;28;44;30;0;0;0;0;0;0;6;0.0;0;0;197;0;0;0;0;0;0;0;1269
Dwingeloo-G0112;5;5;469;678;819;181;0;19;0;0;0;0;0;0;15;11;1;0.0;80;0;0;0;0;0;0;0;0;0;365
Echt-G0902;86;137;4546;1210;1153;457;0;121;385;122;0;0;0;0;0;0;24;12.0;0;0;0;0;0;0;0;87;0;0;4345
Echteld-G0227;6;9;667;710;1121;166;516;0;0;28;0;0;0;32;51;13;4;0.0;0;0;0;0;0;0;0;0;0;0;932
Edam-Volendam-G0385;50;24;5826;2448;1339;646;0;138;167;303;0;0;0;0;0;6;5;32.0;0;0;0;0;0;7;0;0;0;0;4750
Ede-G0228;154;46;13800;11099;4806;3068;6245;0;0;1151;0;0;0;761;2250;361;298;0.0;0;0;0;0;0;0;0;0;0;0;14599
Eelde-G0113;13;18;894;2110;1803;710;0;68;0;0;0;0;0;0;34;45;11;0.0;275;0;0;0;0;0;0;0;0;0;1253
Eemnes-G0317;16;1;1162;1113;0;392;47;30;140;0;0;517;113;0;0;0;6;0.0;0;0;0;0;0;0;0;0;0;0;991
Eenrum-G0011;3;6;146;275;612;87;0;39;48;41;0;0;0;0;6;73;4;0.0;0;0;0;31;0;0;13;0;0;0;361
Eersel-G0770;28;29;3206;1042;452;479;0;40;120;125;0;0;0;0;0;0;20;0.0;0;0;13;0;0;0;0;0;0;0;2406
Egmond-G0357;36;12;1790;1459;1217;416;0;151;168;107;0;0;0;0;0;17;10;24.0;0;0;0;0;0;30;0;0;0;0;2401
Eibergen-G0229;24;22;4994;1228;1741;730;5;0;0;178;0;0;0;185;30;24;84;0.0;0;0;0;0;0;0;0;0;0;0;2027
Eijsden-G0905;18;37;2820;1101;852;231;0;27;67;53;0;0;0;0;0;0;3;0.0;0;0;0;0;0;0;0;39;0;0;2403
Eindhoven-G0772;525;639;33616;18122;16031;8185;0;1228;3746;2849;0;0;0;0;0;0;1017;0.0;0;0;943;0;0;0;0;0;0;0;56508
Elburg-G0230;18;10;2905;1978;868;493;2241;0;0;120;0;0;0;95;1003;148;23;0.0;0;0;0;0;0;0;0;0;0;0;3022
Elst-G0231;0;3;3771;1664;1141;543;87;0;0;184;0;0;0;196;29;23;43;0.0;0;0;0;0;0;0;0;0;0;0;4001
Emmen-G0114;295;79;13242;5474;16733;2980;0;1881;0;0;0;0;0;0;874;515;367;0.0;1831;0;0;0;0;0;0;0;0;0;20132
Enkhuizen-G0388;62;0;2043;1575;1917;730;0;394;399;133;0;0;0;0;0;40;22;416.0;0;0;0;0;0;12;0;0;0;0;3119
Enschede-G0153;0;53;17916;12856;20995;6572;655;0;0;1531;0;0;0;4294;1256;1931;934;0.0;0;0;0;0;0;0;0;0;0;0;32916
Epe-G0232;87;37;5059;4674;4243;1691;764;0;0;254;0;0;0;359;558;62;27;0.0;0;0;0;0;0;0;0;0;0;0;5542
