RegioNaam;@invalid;@blank;CDA;PvdA;VVD;D66;SGP;PvdA/PPR;Communistische Partij van Nederland;Politieke Partij Radikalen (PPR);Pacifistisch-Socialistische Partij (PSP);Gereformeerd Politiek Verbond (GPV);Boeren Partij;Reformatorische Politieke Federatie (RPF);Fryske Nasjonale Partij;Democratisch Socialisten '70;SGP/RPF;Conservatieve Volkspartij;Lijst de Boer;Gronneger Bond;Internationale Kommunistenbond;Christen Democraten Unie;Lijst Wartena;Lijst Hofman;@abs
Sint Philipsland-G0712;1;0;286;256;133;22;670.0;0;4;4;1;23;6;0;0;0;0;0.0;0;0;0;0;0;0;116
Sint-Michielsgestel-G0845;28;22;3033;1730;820;256;5.0;0;27;81;31;21;65;0;0;0;0;8.0;0;0;0;5;0;0;1657
Sint-Oedenrode-G0846;16;19;5007;1785;717;218;3.0;0;22;209;51;6;49;0;0;0;0;10.0;0;0;3;2;0;0;1737
Sittard-G0968;79;97;8227;5538;1527;420;0.0;0;164;648;271;0;0;0;0;0;0;15.0;0;0;0;0;0;0;6571
Sleen-G0130;11;16;1154;2574;1071;153;0.0;0;163;31;21;15;0;32;0;0;0;0.0;7;0;0;0;0;0;667
Slenaken-G0969;1;0;218;68;48;11;0.0;0;0;7;5;0;0;0;0;0;0;0.0;0;0;0;0;0;0;124
Sliedrecht-G0610;34;39;2515;5289;1506;637;2266.0;0;88;77;82;132;37;109;0;0;0;13.0;0;0;0;0;0;0;2600
Slochteren-G0040;29;17;1605;3358;1547;261;0.0;0;137;83;131;741;44;79;0;0;0;0.0;0;45;0;0;0;0;1563
Sloten (F)-G0089;1;0;219;51;34;2;0.0;0;2;1;1;3;0;0;74;0;11;0.0;0;0;0;0;0;0;36
Sluis-G0713;4;5;561;582;535;41;14.0;0;2;30;6;4;19;0;0;0;0;7.0;0;0;0;0;0;0;344
Smallingerland-G0090;97;33;9427;10190;2433;836;0.0;0;497;268;231;935;0;0;1036;0;439;0.0;0;0;0;0;8;0;4195
Smilde-G0131;8;9;2002;1762;585;144;0.0;0;18;48;38;113;0;53;0;0;0;0.0;24;0;0;0;0;0;684
Sneek-G0091;40;30;5919;5721;1809;721;0.0;0;298;179;99;97;0;0;828;0;158;0.0;0;0;0;0;0;0;3293
Snelrewaard-G0341;2;0;250;0;58;10;42.0;30;0;0;4;1;2;0;0;0;0;5.0;0;0;0;0;0;0;63
Soest-G0342;54;52;7811;0;6839;1665;330.0;4843;89;0;241;146;99;136;0;99;0;12.0;0;0;0;0;0;0;5536
Someren-G0847;23;35;5537;949;629;171;0.0;0;5;159;33;4;66;0;0;0;0;8.0;0;0;0;6;0;0;2412
Son en Breugel-G0848;0;24;3266;1117;1980;580;3.0;0;11;213;42;20;35;0;0;0;0;3.0;0;0;6;1;0;0;1685
Spaubeek-G0970;13;12;914;499;250;57;0.0;0;14;34;15;0;0;0;0;0;0;3.0;0;0;0;0;0;0;683
Spijkenisse-G0612;34;19;3112;8526;2810;1271;246.0;0;160;172;145;65;48;73;0;0;0;2.0;0;0;0;0;0;0;4830
Sprang-Capelle-G0849;20;15;2109;827;549;96;618.0;0;11;29;18;27;80;0;0;0;0;2.0;0;0;0;8;0;0;1039
Stad Delden-G0179;15;7;2162;858;841;241;4.0;0;5;34;24;13;10;3;0;0;0;0.0;0;0;0;0;0;0;484
Stadskanaal-G0037;73;29;7015;7812;1714;446;0.0;0;481;136;118;643;59;587;0;0;0;0.0;0;33;0;0;0;0;4031
Standdaarbuiten-G0850;4;2;814;394;148;55;4.0;0;3;6;5;0;7;0;0;0;0;1.0;0;0;0;0;0;0;266
Staphorst-G0180;23;5;1616;724;751;105;2304.0;0;6;39;14;637;173;341;0;0;0;14.0;0;0;0;0;0;0;656
Stavoren-G0092;0;0;279;144;67;17;0.0;0;0;6;2;0;0;0;44;0;9;0.0;0;0;0;0;0;0;91
Stedum-G0041;0;7;586;343;109;22;0.0;0;14;15;31;65;1;10;0;0;0;0.0;0;13;0;0;0;0;123
Steenbergen-G0851;31;27;2856;2772;1053;175;19.0;0;14;53;48;7;51;0;0;0;0;10.0;0;0;0;6;0;0;2293
Steenderen-G0280;9;1;1691;594;353;84;22.0;0;4;24;5;7;0;10;0;0;0;2.0;0;0;0;0;0;0;312
Steenwijk-G0181;25;17;4446;4790;1799;454;50.0;0;89;180;110;175;41;86;0;0;0;0.0;0;0;0;0;0;0;2171
Stein-G0971;29;34;4024;1858;468;215;0.0;0;48;93;87;0;0;0;0;0;0;14.0;0;0;0;0;0;0;2019
Stevensweert-G0972;7;13;541;192;89;8;0.0;0;1;10;12;0;0;0;0;0;0;2.0;0;0;0;0;0;0;199
Stolwijk-G0615;5;3;415;837;694;107;435.0;0;19;13;9;6;58;8;0;0;0;1.0;0;0;0;0;0;0;301
Stramproy-G0973;7;15;1617;374;218;62;0.0;0;3;19;27;0;0;0;0;0;0;0.0;0;0;0;0;0;0;622
Streefkerk-G0616;13;3;389;356;243;45;271.0;0;4;10;7;9;18;7;0;0;0;0.0;0;0;0;0;0;0;201
Strijen-G0617;19;6;1050;1911;1107;195;285.0;0;18;28;28;26;22;32;0;0;0;1.0;0;0;0;0;0;0;799
Susteren-G0974;25;35;2291;917;263;84;0.0;0;28;78;25;0;0;0;0;0;0;12.0;0;0;0;0;0;0;1385
Swalmen-G0975;19;37;1911;1386;536;115;0.0;0;25;41;63;0;0;0;0;0;0;12.0;0;0;0;0;0;0;1724
't Zandt-G0054;0;1;459;623;272;40;0.0;0;2;14;28;29;3;4;0;0;0;0.0;0;11;0;0;0;0;170
Tegelen-G0976;39;47;4220;3212;1045;182;0.0;0;27;114;65;0;0;0;0;0;0;0.0;0;0;0;0;0;0;2862
Ten Boer-G0009;8;5;1383;1228;593;190;0.0;0;83;56;34;383;4;89;0;0;0;0.0;0;15;0;0;0;0;511
Ter Aar-G0480;8;2;2469;565;746;151;118.0;0;9;48;22;14;17;6;0;0;0;0.0;0;0;0;0;0;0;721
Terheijden-G0853;13;15;1844;1331;595;217;7.0;0;15;60;47;2;31;0;0;0;0;2.0;0;0;0;0;0;0;902
Termunten-G0042;28;11;719;1186;257;77;0.0;0;243;34;21;29;10;49;0;0;0;0.0;0;25;0;0;0;0;569
Terneuzen-G0715;72;38;5072;6383;3040;929;1134.0;0;79;327;158;724;86;0;0;0;0;68.0;0;0;0;0;0;0;5373
Terschelling-G0093;9;6;697;950;770;139;0.0;0;4;20;27;11;0;0;46;0;7;0.0;0;0;0;0;1;0;618
Teteringen-G0854;14;0;1576;532;701;152;3.0;0;8;33;14;0;18;0;0;0;0;1.0;0;0;0;0;0;0;528
Texel-G0448;32;1;2423;2074;1685;427;41.0;0;48;113;122;21;42;51;0;26;0;0.0;0;0;0;0;0;0;1363
Tholen-G0716;32;29;2311;3024;1502;210;2943.0;0;21;64;35;121;40;0;0;0;0;7.0;0;0;0;0;0;0;2096
Thorn-G0977;10;12;1080;258;138;30;0.0;0;15;24;10;0;0;0;0;0;0;0.0;0;0;0;0;0;0;281
Tiel-G0281;48;17;3780;6894;2595;678;152.0;0;47;301;90;100;49;27;0;0;0;12.0;0;0;0;0;0;0;4287
Tienhoven (ZH)-G0618;0;0;143;60;45;7;27.0;0;1;2;1;3;9;4;0;0;0;0.0;0;0;0;0;0;0;10
Tietjerksteradeel-G0094;45;2;7572;4743;1973;610;0.0;0;69;133;104;265;0;0;969;0;337;0.0;0;0;0;0;5;0;2425
Tilburg-G0855;413;228;30240;27380;8908;3325;82.0;0;614;1600;1566;84;601;0;0;0;0;57.0;0;0;0;88;0;0;31949
Tubbergen-G0183;22;16;8273;895;509;137;17.0;0;10;51;22;9;57;9;0;0;0;9.0;0;0;0;0;0;0;864
Twisk-G0449;3;0;80;231;167;52;2.0;0;8;8;3;2;7;2;0;0;0;0.0;0;0;0;0;0;0;104
Ubach over Worms-G0978;29;40;2429;2383;413;150;0.0;0;128;76;73;0;0;0;0;0;0;0.0;0;0;0;0;0;0;2334
Ubbergen-G0282;19;5;2783;1430;783;222;1.0;0;28;198;128;3;20;3;0;0;0;0.0;0;0;0;0;0;0;1351
Uden-G0856;38;40;8112;3186;2604;590;0.0;0;44;195;143;14;86;0;0;0;0;22.0;0;0;0;16;0;0;4757
Udenhout-G0857;5;11;2456;768;580;117;1.0;0;7;41;25;3;24;0;0;0;0;4.0;0;0;0;0;0;0;1234
Uitgeest-G0450;17;8;1661;1430;1119;379;2.0;0;229;129;80;11;23;4;0;27;0;0.0;0;0;0;0;0;0;995
Uithoorn-G0451;45;7;4368;3016;3250;1024;26.0;0;105;290;152;31;49;18;0;42;0;0.0;0;0;6;0;0;0;2195
Uithuizen-G0043;18;13;1186;1327;402;90;0.0;0;100;17;16;175;2;8;0;0;0;0.0;0;11;0;0;0;0;390
Uithuizermeeden-G0044;8;8;1474;822;345;59;0.0;0;13;20;14;501;7;19;0;0;0;0.0;0;11;0;0;0;0;361
Ulestraten-G0979;6;2;1023;447;370;81;0.0;0;13;33;17;0;0;0;0;0;0;0.0;0;0;0;0;0;0;479
Ulrum-G0045;6;12;899;553;275;50;0.0;0;29;9;22;282;5;91;0;0;0;0.0;0;5;0;0;0;0;308
Urk-G0184;8;4;1916;58;160;18;1191.0;0;8;8;0;167;4;1213;0;0;0;3.0;0;0;0;0;0;0;614
Urmond-G0980;16;36;1434;870;213;52;0.0;0;16;61;47;0;0;0;0;0;0;5.0;0;0;0;0;0;0;647
Ursem-G0452;9;0;731;298;283;98;0.0;0;23;18;20;0;8;0;0;6;0;0.0;0;0;0;0;0;0;345
Usquert-G0046;3;5;109;685;164;25;0.0;0;34;19;6;25;0;1;0;0;0;0.0;0;6;0;0;0;0;89
Utingeradeel-G0095;14;9;730;1588;539;99;0.0;0;29;28;28;10;0;0;276;0;62;0.0;0;0;0;0;0;0;374
Utrecht-G0344;818;0;35798;0;19829;9113;1312.0;55799;2402;0;4924;866;449;273;0;323;0;58.0;0;0;134;0;0;0;43303
Vaals-G0981;53;54;2165;1593;729;71;0.0;0;82;107;59;0;0;0;0;0;0;7.0;0;0;0;0;0;0;1493
Valburg-G0283;5;13;2971;1375;847;227;445.0;0;7;103;45;26;50;16;0;0;0;4.0;0;0;0;0;0;0;1275
Valkenburg (ZH)-G0619;2;1;700;239;276;49;74.0;0;5;25;4;81;6;11;0;0;0;0.0;0;0;0;0;0;0;339
Valkenburg-Houthem-G0982;28;43;3338;1518;1608;217;0.0;0;41;107;62;0;0;0;0;0;0;15.0;0;0;0;0;0;0;2108
Valkenisse-G0720;6;3;1460;557;626;180;231.0;0;6;84;13;54;8;0;0;0;0;4.0;0;0;0;0;0;0;881
Valkenswaard-G0858;39;28;6625;3980;1884;609;4.0;0;27;274;78;20;96;0;0;0;0;9.0;0;0;7;10;0;0;4436
Veendam-G0047;31;51;3206;8480;2305;579;0.0;0;397;123;159;134;37;112;0;0;0;0.0;0;365;0;0;0;0;3077
Veenendaal-G0345;44;45;8014;0;2880;926;2663.0;4753;69;0;115;280;109;592;0;29;0;3.0;0;0;0;0;0;0;4130
Veere-G0717;15;7;1382;314;411;128;253.0;0;12;55;6;136;4;0;0;0;0;3.0;0;0;0;0;0;0;375
Veghel-G0860;37;16;6357;2666;1667;381;0.0;0;22;149;125;17;71;0;0;0;0;8.0;0;0;0;5;0;0;3221
Veldhoven-G0861;30;24;7738;3703;2198;786;14.0;0;44;285;107;23;85;0;0;0;0;9.0;0;0;17;7;0;0;5760
Velsen-G0453;151;70;9847;13654;6897;2345;137.0;0;814;947;713;228;164;127;0;107;0;0.0;0;0;0;0;0;0;8519
Venhuizen-G0454;3;16;1453;955;886;249;1.0;0;38;58;84;2;17;2;0;12;0;0.0;0;0;0;0;0;0;591
Venlo-G0983;143;140;14619;7689;4935;892;0.0;0;198;734;351;0;0;0;0;0;0;0.0;0;0;0;0;0;0;12865
Venray-G0984;71;39;8916;3125;1521;712;0.0;0;60;215;277;0;0;0;0;0;0;0.0;0;0;0;0;0;0;6166
Vessem, Wintelre en Knegsel-G0862;11;4;1813;213;206;80;0.0;0;1;27;11;0;10;0;0;0;0;2.0;0;0;2;2;0;0;494
Vianen-G0620;37;13;2220;2508;1473;555;183.0;0;51;119;73;16;48;8;0;0;0;2.0;0;0;0;0;0;0;1474
Vierlingsbeek-G0863;13;9;2780;529;349;94;0.0;0;11;48;49;12;23;0;0;0;0;9.0;0;0;0;2;0;0;904
Vierpolders-G0621;0;2;194;490;292;74;16.0;0;3;7;11;4;12;5;0;0;0;0.0;0;0;0;0;0;0;197
Vinkeveen en Waverveen-G0346;7;7;2100;0;1357;261;168.0;684;13;0;23;12;27;11;0;12;0;11.0;0;0;0;0;0;0;1018
Vlaardingen-G0622;136;20;10518;20657;6347;2868;1564.0;0;452;641;596;332;93;266;0;0;0;14.0;0;0;0;0;0;0;11235
Vlagtwedde-G0048;38;52;3471;4020;1273;205;0.0;0;244;46;106;72;70;58;0;0;0;0.0;0;17;0;0;0;0;2241
Vledder-G0132;14;7;426;983;460;111;0.0;0;23;24;9;6;0;5;0;0;0;0.0;3;0;0;0;0;0;368
Vleuten-De Meern-G0347;14;18;4314;0;2407;547;119.0;1637;25;0;108;86;19;22;0;28;0;5.0;0;0;0;0;0;0;1399
Vlieland-G0096;3;2;114;296;214;41;0.0;0;2;5;10;0;0;0;12;0;1;0.0;0;0;0;0;1;0;31
Vlijmen-G0864;29;25;3792;1728;899;281;8.0;0;19;62;45;7;89;0;0;0;0;10.0;0;0;0;2;0;0;1898
Vlissingen-G0718;65;23;6078;10243;3684;1272;733.0;0;182;430;158;250;60;0;0;0;0;29.0;0;0;0;0;0;0;7830
Vlist-G0623;0;1;179;49;63;9;61.0;0;1;1;0;1;6;7;0;0;0;0.0;0;0;0;0;0;0;44
Vlodrop-G0985;8;8;523;283;275;26;0.0;0;4;6;8;0;0;0;0;0;0;5.0;0;0;0;0;0;0;290
Voerendaal-G0986;26;18;2661;1047;689;158;0.0;0;58;93;57;0;0;0;0;0;0;0.0;0;0;0;0;0;0;1076
Voorburg-G0624;78;31;8452;6450;9025;2314;186.0;0;114;383;296;220;69;58;0;0;0;4.0;0;0;8;0;0;0;5981
Voorhout-G0625;6;8;1986;539;792;205;8.0;0;15;117;44;9;17;6;0;0;0;3.0;0;0;3;0;0;0;607
Voorschoten-G0626;39;11;4160;2421;4055;898;132.0;0;27;196;127;55;39;41;0;0;0;2.0;0;0;6;0;0;0;2076
Voorst-G0285;32;41;5606;3834;2575;546;227.0;0;80;140;79;29;168;29;0;0;0;7.0;0;0;0;0;0;0;2233
Vorden-G0286;12;5;1952;1360;935;182;39.0;0;14;39;21;23;0;13;0;0;0;4.0;0;0;0;0;0;0;647
Vries-G0133;8;14;742;2354;1750;329;0.0;0;46;108;51;95;0;30;0;0;0;0.0;155;0;0;0;0;0;816
Vriezenveen-G0186;30;9;4835;2372;675;184;491.0;0;11;41;12;90;58;332;0;0;0;6.0;0;0;0;0;0;0;1707
Vught-G0865;39;50;6195;2894;2375;662;10.0;0;40;199;149;34;84;0;0;0;0;12.0;0;0;0;4;0;0;3769
Vuren-G0287;1;2;621;660;285;73;33.0;0;11;21;8;6;6;12;0;0;0;4.0;0;0;0;0;0;0;263
Waalre-G0866;17;12;3558;1398;1879;479;2.0;0;16;132;57;11;35;0;0;0;0;2.0;0;0;2;6;0;0;1610
Waalwijk-G0867;69;27;6108;3745;2295;611;83.0;0;68;158;118;23;109;0;0;0;0;27.0;0;0;0;168;0;0;4929
Waddinxveen-G0627;31;10;3521;2988;2279;680;1261.0;0;31;133;84;130;28;104;0;0;0;3.0;0;0;0;0;0;0;2128
Wageningen-G0289;43;38;4720;6121;2923;1643;485.0;0;266;852;864;110;56;120;0;0;0;3.0;0;0;0;0;0;0;3488
Wamel-G0290;15;20;3111;1313;492;120;19.0;0;8;40;31;9;52;4;0;0;0;2.0;0;0;0;0;0;0;1115
Wanroij-G0868;4;4;2051;201;130;48;0.0;0;1;14;16;1;10;0;0;0;0;1.0;0;0;0;1;0;0;267
Warffum-G0049;3;3;407;768;229;48;0.0;0;10;15;20;49;0;0;0;0;0;0.0;0;5;0;0;0;0;134
Warmenhuizen-G0456;12;0;993;414;401;86;0.0;0;15;33;31;8;21;0;0;7;0;0.0;0;0;0;0;0;0;425
Warmond-G0628;11;8;1288;484;608;148;28.0;0;9;141;27;2;11;1;0;0;0;0.0;0;0;1;0;0;0;639
Warnsveld-G0291;11;9;1660;1264;1105;284;12.0;0;18;59;52;29;0;12;0;0;0;0.0;0;0;0;0;0;0;948
Waspik-G0869;8;13;1299;626;207;60;12.0;0;7;25;16;6;39;0;0;0;0;4.0;0;0;0;3;0;0;601
Wassenaar-G0629;43;40;5314;2154;7327;987;106.0;0;30;141;58;40;65;18;0;0;0;7.0;0;0;3;0;0;0;2560
Wateringen-G0630;30;13;3852;1066;1458;383;15.0;0;24;104;45;17;41;7;0;0;0;3.0;0;0;0;0;0;0;1604
Weerselo-G0188;15;3;4318;429;264;93;2.0;0;1;26;16;2;25;0;0;0;0;0.0;0;0;0;0;0;0;363
Weert-G0988;100;89;10089;4660;2291;596;0.0;0;47;146;171;0;0;0;0;0;0;0.0;0;0;0;0;0;0;7162
Weesp-G0457;47;9;2636;3085;1870;847;51.0;0;112;210;109;39;39;65;0;38;0;0.0;0;0;6;0;0;0;2423
Wehl-G0292;4;5;1990;573;233;107;2.0;0;2;52;9;2;90;1;0;0;0;0.0;0;0;0;0;0;0;883
Werkendam-G0870;28;25;3866;2348;998;214;1239.0;0;20;62;36;123;18;0;0;0;0;11.0;0;0;0;11;0;0;1828
Wervershoof-G0459;19;0;2002;562;324;122;6.0;0;30;34;34;0;22;2;0;2;0;0.0;0;0;0;0;0;0;860
Wessem-G0989;13;8;625;260;118;16;0.0;0;2;15;14;0;0;0;0;0;0;0.0;0;0;0;0;0;0;476
Westdongeradeel-G0097;7;6;2089;825;368;57;0.0;0;46;27;22;74;0;0;117;0;86;0.0;0;0;0;0;0;0;444
Westerbork-G0134;11;2;1110;1832;1084;193;0.0;0;9;27;35;53;0;27;0;0;0;0.0;7;0;0;0;0;0;494
Westerhoven-G0871;0;1;629;134;69;29;0.0;0;4;20;6;0;6;0;0;0;0;0.0;0;0;1;1;0;0;125
Westerschouwen-G0725;12;3;796;935;981;145;159.0;0;6;15;8;21;6;0;0;0;0;1.0;0;0;0;0;0;0;535
Westervoort-G0293;7;5;1563;1328;544;275;8.0;0;10;112;49;10;19;7;0;0;0;1.0;0;0;0;0;0;0;854
Westkapelle-G0726;1;4;486;554;225;32;251.0;0;3;6;5;23;7;0;0;0;0;1.0;0;0;0;0;0;0;238
Westmaas-G0631;2;2;364;306;343;88;42.0;0;2;9;10;4;7;10;0;0;0;0.0;0;0;0;0;0;0;214
Weststellingwerf-G0098;41;84;3854;6111;2235;741;0.0;0;310;146;92;59;0;0;210;0;77;0.0;0;0;0;0;6;0;2643
Westwoud-G0460;10;0;547;210;185;57;0.0;0;17;16;17;0;3;2;0;1;0;0.0;0;0;0;0;0;0;230
Wierden-G0189;23;10;7579;1685;1308;343;656.0;0;20;110;26;60;40;393;0;0;0;17.0;0;0;0;0;0;0;1109
Wieringen-G0462;15;9;772;2055;1174;224;5.0;0;161;36;62;20;30;8;0;11;0;0.0;0;0;0;0;0;0;1037
Wieringermeer-G0463;25;17;2739;1898;1350;273;26.0;0;87;95;85;37;24;45;0;16;0;0.0;0;0;0;0;0;0;1247
Wijchen-G0296;65;0;6169;2968;1176;492;8.0;0;29;237;113;5;107;4;0;0;0;3.0;0;0;0;0;0;0;3137
Wijdewormer-G0470;5;0;214;195;186;43;5.0;0;5;9;15;1;7;4;0;3;0;0.0;0;0;0;0;0;0;120
Wijhe-G0190;9;9;2122;1338;522;138;27.0;0;3;49;22;31;11;32;0;0;0;49.0;0;0;0;0;0;0;437
Wijk bij Duurstede-G0352;13;10;1691;0;932;289;39.0;1488;23;0;76;14;18;16;0;17;0;1.0;0;0;0;0;0;0;1225
Wijlre-G0991;13;13;1225;407;258;53;0.0;0;12;66;25;0;0;0;0;0;0;3.0;0;0;0;0;0;0;430
Wijnandsrade-G0992;0;6;599;204;71;20;0.0;0;5;44;11;0;0;0;0;0;0;0.0;0;0;0;0;0;0;112
Wijngaarden-G0634;0;5;128;41;32;8;122.0;0;0;4;1;4;10;7;0;0;0;0.0;0;0;0;0;0;0;44
Willemstad-G0872;1;10;682;635;324;86;24.0;0;6;19;3;4;3;0;0;0;0;1.0;0;0;0;1;0;0;292
Willeskop-G0349;6;0;325;0;63;10;44.0;70;0;0;1;1;3;2;0;0;0;17.0;0;0;0;0;0;0;71
Wilnis-G0350;5;12;1566;0;682;141;107.0;332;7;0;28;19;18;35;0;1;0;0.0;0;0;0;0;0;0;494
Winschoten-G0052;55;13;2317;6550;1739;431;0.0;0;940;100;127;134;17;125;0;0;0;0.0;0;36;0;0;0;0;2399
Winsum-G0053;2;4;1240;1048;444;197;0.0;0;13;75;40;96;2;21;0;0;0;0.0;0;1;0;0;0;0;284
Winterswijk-G0294;44;43;4530;6790;3522;789;30.0;0;57;200;138;49;137;59;0;0;0;8.0;0;0;0;0;0;0;2716
Wisch-G0295;27;14;4924;2727;1865;334;22.0;0;17;166;112;15;107;31;0;0;0;1.0;0;0;0;0;0;0;2669
Wissenkerke-G0727;5;8;928;436;244;78;151.0;0;4;25;4;50;9;0;0;0;0;1.0;0;0;0;0;0;0;337
Wittem-G0990;10;27;2511;907;365;84;0.0;0;25;53;33;0;0;0;0;0;0;8.0;0;0;0;0;0;0;765
Woensdrecht-G0873;18;16;1887;1642;825;175;11.0;0;13;47;20;9;83;0;0;0;0;5.0;0;0;0;2;0;0;1606
Woerden-G0632;26;10;5515;2879;2297;613;526.0;0;33;212;107;66;51;38;0;0;0;4.0;0;0;0;0;0;0;2730
Wognum-G0466;12;5;1196;408;408;117;0.0;0;16;37;34;1;9;0;0;5;0;0.0;0;0;0;0;0;0;316
Wonseradeel-G0099;24;12;3398;1838;652;149;0.0;0;47;80;60;81;0;0;399;0;56;0.0;0;0;0;0;4;0;911
Workum-G0100;0;15;1455;477;199;75;0.0;0;7;18;20;16;0;0;185;0;27;0.0;0;0;0;0;0;0;355
Wormer-G0467;16;7;1571;2397;969;399;17.0;0;390;222;151;11;19;84;0;24;0;0.0;0;0;0;0;0;28;1170
Woubrugge-G0633;11;3;1115;423;501;205;68.0;0;5;28;20;4;14;9;0;0;0;1.0;0;0;0;0;0;0;447
Woudenberg-G0351;18;9;1804;0;1142;247;562.0;916;19;0;82;75;23;154;0;10;0;3.0;0;0;0;0;0;0;820
Woudrichem-G0874;13;10;3206;1772;775;124;547.0;0;15;63;29;227;22;0;0;0;0;6.0;0;0;0;11;0;0;1300
Wouw-G0875;38;1;2001;1096;556;115;1.0;0;7;34;10;4;85;0;0;0;0;9.0;0;0;0;2;0;0;1386
Wymbritseradeel-G0101;16;2;4072;888;549;166;0.0;0;11;50;30;28;0;0;840;0;54;0.0;0;0;0;0;1;0;782
Zaanstad-G0479;169;109;14250;29749;10556;4377;296.0;0;6047;1355;1646;343;184;319;0;329;0;0.0;0;0;0;0;0;44;16262
Zaltbommel-G0297;14;9;1251;1944;813;242;112.0;0;13;73;43;36;21;15;0;0;0;1.0;0;0;0;0;0;0;1026
Zandvoort-G0473;60;24;1866;3004;3701;649;11.0;0;109;72;99;12;40;7;0;42;0;0.0;0;0;5;0;0;0;2814
Zeeland-G0877;6;2;2244;337;184;50;0.0;0;6;24;19;0;16;0;0;0;0;2.0;0;0;0;0;0;0;642
Zeevang-G0478;15;0;415;1143;1056;258;4.0;0;45;70;42;3;15;1;0;9;0;0.0;0;0;0;0;0;0;515
Zegveld-G0354;6;3;602;0;128;30;132.0;103;0;0;5;11;4;21;0;1;0;0.0;0;0;0;0;0;0;164
Zeist-G0355;140;89;10519;0;9383;2575;1286.0;9382;193;0;483;509;106;173;0;225;0;22.0;0;0;0;0;0;0;8796
Zelhem-G0298;10;21;2519;1955;1011;248;109.0;0;6;65;23;15;170;14;0;0;0;3.0;0;0;0;0;0;0;1409
Zevenaar-G0299;37;16;6140;3343;2495;772;23.0;0;98;447;98;67;141;30;0;0;0;14.0;0;0;0;0;0;0;3668
Zevenbergen-G0878;31;27;3427;2214;1098;379;20.0;0;28;43;31;101;56;0;0;0;0;10.0;0;0;0;3;0;0;2311
Zevenhoven-G0635;4;0;738;174;193;26;27.0;0;0;10;5;3;9;9;0;0;0;0.0;0;0;0;0;0;0;178
Zevenhuizen-G0636;7;7;926;1051;739;148;237.0;0;3;30;17;14;25;19;0;0;0;0.0;0;0;0;0;0;0;493
Zierikzee-G0732;9;8;1678;2034;940;214;259.0;0;19;43;39;34;12;0;0;0;0;3.0;0;0;0;0;0;0;1062
Zijpe-G0476;11;11;1309;1730;1283;237;10.0;0;53;67;55;7;28;2;0;17;0;0.0;0;0;0;0;0;0;1033
Zoetermeer-G0637;72;4;7000;8577;6727;2593;921.0;0;227;353;281;166;71;118;0;0;0;6.0;0;0;0;0;0;0;8077
Zoeterwoude-G0638;7;12;1968;609;754;269;32.0;0;22;62;49;3;10;1;0;0;0;0.0;0;0;1;0;0;0;806
Zuid-Beijerland-G0639;3;1;586;674;371;65;193.0;0;6;6;9;11;7;7;0;0;0;0.0;0;0;0;0;0;0;318
Zuidhorn-G0056;9;13;1187;1035;659;209;0.0;0;12;51;39;735;17;30;0;0;0;0.0;0;26;0;0;0;0;432
Zuidland-G0640;10;1;1068;524;405;107;46.0;0;2;24;10;5;8;12;0;0;0;1.0;0;0;0;0;0;0;430
Zuidlaren-G0136;22;12;1328;1899;1518;303;0.0;0;33;72;39;252;0;52;0;0;0;0.0;11;0;0;0;0;0;1045
Zuidwolde-G0137;19;16;1955;1340;1211;213;0.0;0;13;42;29;133;0;39;0;0;0;0.0;42;0;0;0;0;0;833
Zundert-G0879;38;58;3117;1277;876;169;7.0;0;8;44;71;4;160;0;0;0;0;21.0;0;0;0;4;0;0;2684
Zutphen-G0301;59;25;4155;8483;2854;1153;46.0;0;356;348;233;119;0;57;0;0;0;12.0;0;0;0;0;0;0;3689
Zwaag-G0475;17;1;1022;425;453;130;2.0;0;24;43;27;0;3;1;0;5;0;0.0;0;0;0;0;0;0;503
Zwartewaal-G0641;0;7;201;355;332;83;4.0;0;6;14;6;3;5;4;0;0;0;1.0;0;0;0;0;0;0;200
Zwartsluis-G0192;3;3;1334;579;265;80;120.0;0;27;21;6;54;12;63;0;0;0;0.0;0;0;0;0;0;0;348
Zweeloo-G0138;2;1;441;595;587;56;0.0;0;4;18;14;7;0;5;0;0;0;0.0;0;0;0;0;0;0;176
Zwijndrecht-G0642;63;16;6451;7562;3992;1293;929.0;0;93;239;114;518;45;185;0;0;0;6.0;0;0;0;0;0;0;5336
Zwolle-G0193;56;127;15774;17281;7581;2604;672.0;0;383;701;520;1375;130;744;0;0;0;33.0;0;0;0;0;0;0;8562
