RegioNaam;@invalid;@blank;PvdA;KVP;ARP;CHU;VVD;Communistische Partij van Nederland;Katholieke Nationale Partij;SGP;Gereformeerd Politiek Verbond (GPV);Middenstands Partij;Partij voor Recht, Vrijheid en Welvaart;Socialistische Unie;Jong Conservatief Verbond;@abs
Oude Niedorp-G0436;0;;110.0;561.0;10.0;4.0;54.0;18.0;1.0;;;;;4.0;;43.0
Oude Pekela-G0038;0;;1680.0;244.0;376.0;275.0;284.0;908.0;28.0;8.0;14.0;78.0;6.0;6.0;1.0;463.0
Oude Tonge-G1143;0;;499.0;364.0;210.0;37.0;166.0;5.0;14.0;302.0;;8.0;;;;198.0
Oudelande-G0695;0;;99.0;59.0;90.0;139.0;47.0;2.0;;21.0;1.0;26.0;;;;23.0
Oudenbosch-G0830;0;;265.0;2620.0;49.0;42.0;32.0;19.0;307.0;1.0;1.0;1.0;11.0;1.0;;262.0
Oudendijk-G0435;0;;173.0;11.0;5.0;4.0;62.0;26.0;;;;4.0;3.0;1.0;;19.0
Oudenhoorn-G0586;0;;258.0;1.0;60.0;39.0;135.0;22.0;;9.0;;;;;;42.0
Oudenrijn-G1144;0;;120.0;249.0;151.0;142.0;71.0;5.0;41.0;19.0;5.0;;1.0;;1.0;62.0
Ouder-Amstel-G0437;0;;605.0;1204.0;423.0;509.0;179.0;69.0;115.0;27.0;;4.0;18.0;11.0;3.0;183.0
Ouderkerk aan den IJssel-G0587;0;;420.0;5.0;491.0;71.0;250.0;18.0;2.0;722.0;2.0;1.0;2.0;2.0;1.0;304.0
Oudewater-G0589;0;;222.0;888.0;277.0;228.0;88.0;5.0;113.0;65.0;;1.0;1.0;;;73.0
Oudorp-G0438;0;;312.0;535.0;59.0;33.0;112.0;35.0;16.0;;1.0;6.0;6.0;2.0;2.0;61.0
Oud-Vossemeer-G0696;0;;189.0;272.0;203.0;268.0;115.0;8.0;10.0;119.0;;9.0;4.0;1.0;;99.0
Ouwerkerk-G1148;0;;207.0;3.0;14.0;28.0;58.0;;;37.0;;16.0;;2.0;;17.0
Overasselt-G0271;0;;27.0;1254.0;6.0;32.0;4.0;1.0;12.0;1.0;;2.0;;1.0;;38.0
Overslag-G0697;0;;32.0;93.0;1.0;14.0;1.0;;;2.0;;;;;;16.0
Ovezande-G0698;0;;30.0;608.0;14.0;80.0;6.0;;38.0;1.0;;6.0;2.0;;;25.0
Pannerden-G0272;0;;104.0;676.0;3.0;6.0;1.0;2.0;14.0;1.0;;2.0;;1.0;;52.0
Papekop-G1151;0;;11.0;92.0;52.0;48.0;6.0;1.0;3.0;17.0;;;;;;15.0
Papendrecht-G0590;0;;1147.0;46.0;1021.0;188.0;201.0;94.0;4.0;428.0;4.0;;2.0;4.0;;349.0
Peize-G0124;0;;811.0;17.0;65.0;63.0;314.0;107.0;1.0;3.0;2.0;10.0;2.0;1.0;;191.0
Peursum-G1154;0;;35.0;1.0;97.0;30.0;43.0;;1.0;33.0;;;;;;19.0
Philippine-G0699;0;;120.0;399.0;10.0;16.0;4.0;2.0;14.0;;;10.0;1.0;;;47.0
Piershil-G0591;0;;172.0;3.0;94.0;42.0;73.0;;;123.0;;;;1.0;;59.0
Pijnacker-G0594;0;;581.0;1310.0;424.0;1117.0;257.0;32.0;88.0;264.0;24.0;2.0;6.0;2.0;3.0;203.0
Poederoijen-G1155;0;;212.0;1.0;158.0;40.0;14.0;1.0;3.0;348.0;;;;1.0;;107.0
Polsbroek-G0338;0;;44.0;89.0;181.0;79.0;32.0;2.0;3.0;69.0;;;;;3.0;25.0
Poortugal-G0592;0;;621.0;113.0;347.0;240.0;180.0;14.0;11.0;61.0;8.0;4.0;2.0;10.0;;793.0
Poortvliet-G0700;0;;139.0;8.0;103.0;213.0;26.0;1.0;1.0;416.0;;7.0;;;;100.0
Posterholt-G0956;0;;56.0;1148.0;1.0;4.0;3.0;5.0;30.0;;;;2.0;;;80.0
Prinsenbeek-G0832;0;;83.0;1820.0;3.0;5.0;10.0;4.0;70.0;2.0;;1.0;2.0;1.0;;101.0
Purmerend-G0439;0;;1453.0;1101.0;220.0;103.0;614.0;509.0;55.0;2.0;2.0;33.0;29.0;11.0;1.0;187.0
Putte-G0833;0;;117.0;576.0;14.0;12.0;9.0;20.0;51.0;2.0;;6.0;2.0;3.0;;143.0
Putten-G0273;0;;1207.0;138.0;996.0;2098.0;264.0;171.0;22.0;874.0;19.0;8.0;17.0;8.0;7.0;
Puttershoek-G0593;0;;618.0;46.0;282.0;161.0;200.0;21.0;1.0;114.0;;;7.0;1.0;;154.0
Raalte-G0177;0;;574.0;4537.0;74.0;939.0;116.0;5.0;96.0;4.0;6.0;1.0;3.0;3.0;;296.0
Raamsdonk-G0834;0;;201.0;2600.0;179.0;453.0;65.0;9.0;55.0;94.0;1.0;7.0;2.0;1.0;;487.0
Rauwerderhem-G0087;0;;796.0;197.0;169.0;110.0;178.0;14.0;7.0;;5.0;20.0;;26.0;;118.0
Ravenstein-G0835;0;;116.0;2342.0;6.0;4.0;12.0;4.0;46.0;1.0;1.0;3.0;2.0;1.0;;166.0
Reeuwijk-G0595;0;;659.0;781.0;499.0;186.0;333.0;56.0;31.0;186.0;6.0;2.0;5.0;3.0;10.0;190.0
Renesse-G1159;0;;170.0;16.0;63.0;93.0;191.0;4.0;11.0;30.0;;26.0;3.0;4.0;;
Renkum-G0274;0;;3535.0;2655.0;2372.0;2018.0;1615.0;310.0;262.0;357.0;50.0;59.0;47.0;76.0;36.0;1157.0
Renswoude-G0339;0;;230.0;37.0;255.0;370.0;50.0;3.0;4.0;187.0;;3.0;1.0;1.0;1.0;102.0
Retranchement-G0701;0;;181.0;11.0;32.0;55.0;79.0;2.0;;;;16.0;;;;21.0
Reusel-G0836;0;;19.0;1479.0;9.0;2.0;3.0;1.0;12.0;1.0;;2.0;;;;85.0
Rheden-G0275;0;;7238.0;2953.0;2189.0;3064.0;2004.0;443.0;291.0;69.0;38.0;109.0;83.0;181.0;44.0;817.0
Rhenen-G0340;0;;2301.0;186.0;607.0;1171.0;295.0;54.0;49.0;959.0;7.0;20.0;24.0;17.0;19.0;401.0
Rhoon-G0596;0;;314.0;222.0;350.0;510.0;136.0;15.0;16.0;39.0;;5.0;;2.0;;105.0
Ridderkerk-G0597;0;;3214.0;141.0;2588.0;1590.0;716.0;101.0;22.0;1859.0;50.0;10.0;6.0;16.0;;682.0
Riethoven-G0837;0;;2.0;438.0;;;;1.0;4.0;;;1.0;;;;21.0
Rietveld-G1160;0;;25.0;64.0;67.0;107.0;11.0;4.0;6.0;29.0;;;;;;33.0
Rijnsaterwoude-G0601;0;;44.0;148.0;69.0;59.0;15.0;3.0;2.0;45.0;2.0;;;;;32.0
Rijnsburg-G0602;0;;256.0;76.0;1340.0;926.0;23.0;3.0;8.0;101.0;97.0;4.0;;1.0;1.0;70.0
Rijsbergen-G0841;0;;42.0;1456.0;12.0;15.0;6.0;7.0;66.0;;3.0;2.0;1.0;;;80.0
Rijssen-G0178;0;;969.0;683.0;995.0;365.0;204.0;35.0;37.0;2945.0;7.0;4.0;6.0;1.0;4.0;726.0
Rijswijk-G0603;0;;3140.0;3346.0;1892.0;1227.0;2081.0;292.0;625.0;161.0;25.0;53.0;63.0;42.0;;1096.0
Rijswijk (NB)-G0842;0;;74.0;2.0;134.0;169.0;8.0;1.0;;13.0;;;;;;34.0
Rilland-Bath-G0702;0;;287.0;149.0;137.0;370.0;86.0;3.0;9.0;186.0;1.0;38.0;;;;92.0
Ritthem-G1163;0;;57.0;3.0;45.0;152.0;4.0;2.0;;22.0;;3.0;;;;18.0
Rockanje-G0598;0;;737.0;47.0;333.0;110.0;598.0;179.0;10.0;15.0;4.0;5.0;4.0;7.0;;
Roden-G0125;0;;1804.0;34.0;539.0;315.0;539.0;121.0;5.0;5.0;51.0;12.0;4.0;20.0;1.0;342.0
Roermond-G0957;0;;1987.0;7328.0;199.0;81.0;236.0;95.0;1162.0;12.0;19.0;;35.0;6.0;;1071.0
Roggel-G0958;0;;8.0;1256.0;1.0;;;;5.0;;;;;;;156.0
Rolde-G0126;0;;1134.0;31.0;74.0;58.0;632.0;20.0;4.0;2.0;3.0;22.0;3.0;;3.0;160.0
Roosendaal en Nispen-G0838;0;;3014.0;10275.0;223.0;205.0;193.0;116.0;2365.0;34.0;12.0;15.0;46.0;7.0;;1311.0
Roosteren-G0959;0;;20.0;567.0;4.0;2.0;2.0;;15.0;1.0;3.0;;1.0;;;30.0
Rosmalen-G0839;0;;232.0;3061.0;12.0;20.0;25.0;5.0;82.0;1.0;2.0;2.0;;1.0;;266.0
Rossum-G0276;0;;255.0;240.0;87.0;191.0;44.0;1.0;1.0;8.0;;3.0;1.0;;;64.0
Rotterdam-G0599;0;;158927.0;48374.0;39325.0;24068.0;44793.0;35664.0;5792.0;8344.0;1758.0;1932.0;896.0;2327.0;413.0;48068.0
Rozenburg-G0600;0;;294.0;4.0;511.0;629.0;170.0;4.0;;25.0;44.0;;1.0;1.0;;62.0
Rozendaal-G0277;0;;343.0;114.0;67.0;94.0;73.0;50.0;6.0;;1.0;4.0;3.0;13.0;1.0;71.0
Rucphen-G0840;0;;371.0;4063.0;25.0;9.0;10.0;23.0;147.0;3.0;1.0;9.0;8.0;;;408.0
Ruinen-G0127;0;;1225.0;32.0;413.0;277.0;762.0;32.0;3.0;10.0;12.0;47.0;2.0;4.0;8.0;300.0
Ruinerwold-G0128;0;;525.0;11.0;364.0;149.0;574.0;6.0;;;17.0;9.0;3.0;1.0;;99.0
Ruurlo-G0278;0;;906.0;596.0;185.0;172.0;844.0;12.0;11.0;2.0;;8.0;6.0;4.0;;240.0
Ruwiel-G1164;0;;7.0;47.0;71.0;54.0;12.0;;2.0;108.0;;;;;;21.0
Sas van Gent-G0704;0;;696.0;812.0;39.0;58.0;175.0;15.0;52.0;7.0;3.0;20.0;1.0;;;198.0
Sassenheim-G0604;0;;351.0;1693.0;921.0;548.0;170.0;19.0;188.0;55.0;6.0;7.0;10.0;5.0;19.0;138.0
Schaesberg-G0960;0;;807.0;3140.0;68.0;82.0;15.0;239.0;221.0;5.0;7.0;;6.0;2.0;;386.0
Schagen-G0441;0;;1000.0;628.0;96.0;81.0;599.0;151.0;15.0;2.0;3.0;22.0;1.0;7.0;1.0;198.0
Schaijk-G0843;0;;21.0;1785.0;2.0;;3.0;;12.0;;;2.0;2.0;1.0;;103.0
Schalkwijk-G1169;0;;28.0;660.0;52.0;46.0;4.0;1.0;16.0;8.0;;;;1.0;1.0;26.0
Scheemda-G0039;0;;1608.0;25.0;678.0;730.0;421.0;454.0;6.0;5.0;12.0;32.0;20.0;3.0;8.0;365.0
Schellinkhout-G0442;0;;136.0;15.0;10.0;9.0;119.0;10.0;1.0;2.0;;1.0;3.0;2.0;1.0;28.0
Schelluinen-G0605;0;;90.0;1.0;35.0;9.0;55.0;2.0;;70.0;1.0;;;5.0;;23.0
Schermerhorn-G0443;0;;198.0;213.0;95.0;20.0;45.0;25.0;8.0;1.0;;;2.0;;;30.0
Scherpenisse-G0705;0;;167.0;7.0;51.0;106.0;54.0;1.0;2.0;343.0;;20.0;1.0;1.0;;107.0
Scherpenzeel-G0279;0;;394.0;8.0;230.0;437.0;90.0;3.0;2.0;136.0;2.0;4.0;2.0;;;89.0
Schiedam-G0606;0;;14885.0;9522.0;3709.0;3891.0;2969.0;2349.0;856.0;656.0;413.0;225.0;68.0;117.0;;3253.0
Schiermonnikoog-G0088;0;;244.0;29.0;188.0;92.0;91.0;6.0;8.0;;16.0;4.0;2.0;4.0;;
Schijndel-G0844;0;;252.0;4854.0;9.0;15.0;15.0;28.0;91.0;1.0;4.0;10.0;5.0;2.0;;319.0
Schimmert-G0961;0;;23.0;988.0;1.0;5.0;;1.0;22.0;;;;3.0;;;45.0
Schinnen-G0962;0;;86.0;1854.0;6.0;8.0;4.0;13.0;43.0;;1.0;;3.0;2.0;;179.0
Schinveld-G0963;0;;144.0;1466.0;17.0;15.0;;24.0;52.0;3.0;5.0;;1.0;1.0;;119.0
Schipluiden-G0607;0;;96.0;1341.0;371.0;461.0;26.0;3.0;59.0;44.0;5.0;1.0;1.0;;;69.0
Schoondijke-G0706;0;;361.0;226.0;219.0;98.0;220.0;;3.0;24.0;9.0;20.0;2.0;2.0;;98.0
Schoonebeek-G0129;0;;557.0;861.0;398.0;549.0;180.0;10.0;5.0;5.0;4.0;4.0;;2.0;;86.0
Schoonhoven-G0608;0;;952.0;445.0;696.0;323.0;223.0;58.0;59.0;180.0;5.0;13.0;16.0;4.0;1.0;74.0
Schoonrewoerd-G0609;0;;88.0;3.0;200.0;91.0;33.0;;;179.0;3.0;;1.0;;;56.0
Schoorl-G0444;0;;1119.0;594.0;184.0;98.0;427.0;286.0;33.0;6.0;2.0;5.0;10.0;11.0;7.0;
Serooskerke (Schouwen)-G1175;0;;64.0;3.0;21.0;28.0;20.0;1.0;2.0;4.0;;5.0;;;;9.0
Serooskerke (Walcheren)-G1176;0;;58.0;4.0;556.0;204.0;6.0;3.0;2.0;96.0;23.0;5.0;4.0;;;24.0
Sevenum-G0964;0;;49.0;1889.0;5.0;8.0;2.0;26.0;35.0;3.0;2.0;;;1.0;;
's-Graveland-G0390;0;;164.0;129.0;169.0;232.0;104.0;26.0;23.0;63.0;5.0;1.0;4.0;3.0;1.0;91.0
's-Gravendeel-G0517;0;;964.0;16.0;735.0;564.0;377.0;8.0;2.0;287.0;2.0;5.0;;1.0;;181.0
's-Gravenhage-G0518;0;;102129.0;55321.0;46233.0;23450.0;40993.0;20892.0;13243.0;4367.0;716.0;3146.0;1916.0;1571.0;2650.0;33673.0
's-Gravenmoer-G0787;0;;70.0;26.0;411.0;197.0;53.0;3.0;3.0;40.0;3.0;2.0;2.0;;;50.0
's-Gravenpolder-G0666;0;;77.0;60.0;110.0;181.0;4.0;2.0;8.0;288.0;;33.0;1.0;;;50.0
's-Gravenzande-G0519;0;;1062.0;203.0;1043.0;1256.0;507.0;17.0;53.0;307.0;8.0;7.0;5.0;5.0;;142.0
's-Heer Abtskerke-G0669;0;;27.0;34.0;6.0;124.0;30.0;;5.0;15.0;1.0;7.0;5.0;1.0;;11.0
's-Heer Arendskerke-G0670;0;;315.0;497.0;589.0;731.0;97.0;4.0;43.0;133.0;8.0;116.0;6.0;;;133.0
's-Heerenhoek-G0671;0;;30.0;635.0;14.0;16.0;3.0;;31.0;;2.0;2.0;;;;30.0
's-Hertogenbosch-G0796;0;;7001.0;17171.0;600.0;409.0;564.0;989.0;2259.0;22.0;57.0;60.0;101.0;38.0;;2102.0
Sijbekarspel-G0447;0;;230.0;323.0;12.0;2.0;156.0;9.0;;;;6.0;2.0;;;31.0
Simpelveld-G0965;0;;112.0;1719.0;9.0;9.0;9.0;15.0;113.0;;4.0;;;;;228.0
Sint Annaland-G0708;0;;317.0;14.0;110.0;125.0;101.0;1.0;4.0;741.0;1.0;13.0;2.0;2.0;;225.0
Sint Geertruid-G0966;0;;7.0;528.0;;;1.0;;8.0;;1.0;;;;;18.0
Sint Jansteen-G0709;0;;374.0;1221.0;23.0;23.0;32.0;7.0;41.0;9.0;13.0;3.0;3.0;3.0;;254.0
Sint Laurens-G1179;0;;102.0;10.0;320.0;219.0;46.0;3.0;1.0;83.0;4.0;6.0;4.0;;;50.0
Sint Maarten-G0445;0;;196.0;162.0;131.0;2.0;136.0;60.0;1.0;1.0;11.0;2.0;1.0;8.0;;72.0
Sint Maartensdijk-G0711;0;;557.0;13.0;96.0;123.0;84.0;6.0;3.0;525.0;1.0;36.0;;1.0;;225.0
Sint Odiliënberg-G0967;0;;33.0;640.0;1.0;2.0;2.0;3.0;49.0;1.0;2.0;;1.0;;;58.0
Sint Pancras-G0446;0;;235.0;24.0;203.0;210.0;121.0;41.0;2.0;19.0;3.0;4.0;5.0;1.0;10.0;62.0
Sint Philipsland-G0712;0;;130.0;4.0;160.0;159.0;43.0;2.0;1.0;697.0;;14.0;;1.0;;117.0
Sint-Michielsgestel-G0845;0;;288.0;2706.0;13.0;39.0;26.0;12.0;65.0;1.0;2.0;8.0;1.0;3.0;;319.0
Sint-Oedenrode-G0846;0;;154.0;3888.0;16.0;38.0;30.0;47.0;73.0;2.0;1.0;5.0;1.0;;;260.0
Sittard-G0968;0;;1682.0;7029.0;115.0;99.0;86.0;145.0;1378.0;10.0;16.0;;30.0;5.0;;895.0
Sleen-G0130;0;;1372.0;13.0;497.0;392.0;709.0;284.0;1.0;2.0;;2.0;2.0;3.0;;296.0
Slenaken-G0969;0;;20.0;217.0;5.0;7.0;4.0;2.0;20.0;1.0;1.0;;20.0;4.0;;2.0
Sliedrecht-G0610;0;;3357.0;58.0;1121.0;1068.0;727.0;184.0;12.0;1547.0;73.0;21.0;8.0;45.0;;1000.0
Slochteren-G0040;0;;2935.0;102.0;1122.0;893.0;1094.0;448.0;20.0;16.0;461.0;140.0;20.0;16.0;8.0;906.0
Sloten (F)-G0089;0;;113.0;59.0;77.0;129.0;15.0;2.0;;10.0;;;4.0;2.0;1.0;0.0
Sluis-G0713;0;;363.0;615.0;39.0;103.0;107.0;7.0;24.0;4.0;;10.0;8.0;2.0;;96.0
Smallingerland-G0090;0;;4070.0;137.0;3157.0;845.0;622.0;701.0;18.0;56.0;368.0;37.0;8.0;230.0;4.0;592.0
Smilde-G0131;0;;1223.0;13.0;985.0;879.0;209.0;45.0;2.0;5.0;75.0;37.0;2.0;7.0;3.0;200.0
Sneek-G0091;0;;3456.0;1269.0;2114.0;1567.0;907.0;589.0;100.0;34.0;25.0;38.0;46.0;46.0;6.0;926.0
Snelrewaard-G0341;0;;9.0;157.0;38.0;29.0;18.0;;9.0;47.0;;;;;;17.0
Soest-G0342;0;;2987.0;3434.0;2180.0;918.0;1635.0;467.0;423.0;319.0;37.0;51.0;78.0;68.0;73.0;699.0
Someren-G0847;0;;96.0;3728.0;3.0;64.0;5.0;38.0;41.0;2.0;1.0;2.0;9.0;1.0;;184.0
Sommelsdijk-G1184;0;;671.0;22.0;560.0;62.0;246.0;4.0;4.0;488.0;3.0;3.0;1.0;;;201.0
Son en Breugel-G0848;0;;88.0;1709.0;4.0;13.0;8.0;2.0;31.0;;2.0;2.0;;;;160.0
Spanbroek-G1186;0;;115.0;859.0;5.0;4.0;53.0;7.0;16.0;;;;1.0;;;21.0
Spaubeek-G0970;0;;50.0;807.0;1.0;;1.0;3.0;41.0;;1.0;;1.0;;;
Spijkenisse-G0612;0;;632.0;9.0;317.0;280.0;195.0;25.0;2.0;84.0;;5.0;1.0;2.0;;112.0
Sprang-Capelle-G0849;0;;561.0;161.0;903.0;830.0;129.0;15.0;15.0;437.0;7.0;7.0;7.0;3.0;;322.0
Stad aan 't Haringvliet-G1188;0;;148.0;3.0;215.0;82.0;111.0;2.0;;141.0;;;1.0;;;97.0
Stad Delden-G0179;0;;416.0;1205.0;103.0;99.0;144.0;15.0;54.0;1.0;;;;;2.0;84.0
Standdaarbuiten-G0850;0;;36.0;873.0;7.0;28.0;2.0;1.0;96.0;;;3.0;3.0;;;70.0
Staphorst-G0180;0;;610.0;6.0;1310.0;479.0;402.0;10.0;8.0;1429.0;270.0;11.0;10.0;6.0;5.0;341.0
Stavenisse-G0714;0;;206.0;2.0;46.0;56.0;63.0;2.0;1.0;451.0;1.0;13.0;3.0;1.0;;277.0
Stavoren-G0092;0;;166.0;6.0;165.0;213.0;30.0;5.0;;2.0;;1.0;;;;77.0
Stedum-G0041;0;;303.0;5.0;519.0;278.0;121.0;24.0;;1.0;43.0;9.0;2.0;3.0;18.0;65.0
Steenbergen-G0851;0;;616.0;4050.0;56.0;106.0;132.0;31.0;278.0;33.0;3.0;17.0;9.0;2.0;;600.0
Steenderen-G0280;0;;325.0;951.0;332.0;339.0;195.0;5.0;17.0;8.0;;;2.0;;;117.0
Steenwijk-G0181;0;;2145.0;218.0;707.0;909.0;538.0;198.0;40.0;39.0;51.0;12.0;13.0;25.0;3.0;339.0
Steenwijkerwold-G0182;0;;1465.0;632.0;370.0;1050.0;320.0;186.0;23.0;29.0;100.0;3.0;2.0;9.0;6.0;
Stein-G0971;0;;333.0;2503.0;28.0;50.0;10.0;63.0;68.0;1.0;5.0;;7.0;1.0;;314.0
Stellendam-G1195;0;;286.0;4.0;423.0;91.0;76.0;3.0;1.0;109.0;2.0;;1.0;;;112.0
Stevensweert-G0972;0;;33.0;607.0;1.0;2.0;2.0;4.0;29.0;;;;;;;58.0
Stiphout-G1196;0;;56.0;660.0;1.0;3.0;4.0;5.0;14.0;;;;;2.0;;59.0
Stolwijk-G0615;0;;584.0;13.0;268.0;59.0;391.0;18.0;1.0;254.0;2.0;3.0;;9.0;;149.0
Stoutenburg-G0343;0;;48.0;614.0;52.0;102.0;3.0;4.0;12.0;93.0;;;1.0;1.0;;43.0
Stramproy-G0973;0;;28.0;828.0;2.0;4.0;1.0;;12.0;;;;;;;69.0
Streefkerk-G0616;0;;258.0;3.0;213.0;181.0;104.0;8.0;5.0;234.0;4.0;1.0;;;;83.0
Strijen-G0617;0;;1085.0;14.0;489.0;546.0;452.0;31.0;1.0;255.0;8.0;4.0;5.0;;;183.0
Susteren-G0974;0;;208.0;2108.0;36.0;4.0;8.0;21.0;105.0;1.0;5.0;;1.0;3.0;;283.0
Swalmen-G0975;0;;105.0;2485.0;14.0;10.0;24.0;7.0;117.0;5.0;4.0;;2.0;6.0;;359.0
't Zandt-G0054;0;;770.0;5.0;481.0;268.0;269.0;14.0;2.0;6.0;15.0;26.0;8.0;3.0;7.0;74.0
Tegelen-G0976;0;;273.0;5833.0;18.0;12.0;31.0;81.0;561.0;6.0;8.0;;11.0;3.0;;516.0
Ten Boer-G0009;0;;937.0;12.0;1015.0;259.0;394.0;113.0;8.0;4.0;264.0;40.0;17.0;1.0;7.0;214.0
Ter Aar-G0480;0;;55.0;1288.0;284.0;380.0;53.0;6.0;50.0;98.0;2.0;1.0;1.0;;;68.0
Terheijden-G0853;0;;172.0;2136.0;14.0;33.0;17.0;6.0;75.0;2.0;1.0;3.0;1.0;;;163.0
Termunten-G0042;0;;791.0;13.0;634.0;188.0;240.0;381.0;1.0;;18.0;35.0;4.0;2.0;12.0;540.0
Terneuzen-G0715;0;;2475.0;1293.0;728.0;1076.0;656.0;55.0;123.0;642.0;124.0;43.0;19.0;5.0;;740.0
Terschelling-G0093;0;;1268.0;41.0;312.0;365.0;432.0;40.0;9.0;2.0;1.0;10.0;11.0;13.0;1.0;
Teteringen-G0854;0;;102.0;849.0;6.0;7.0;10.0;6.0;60.0;3.0;2.0;;;;;71.0
Texel-G0448;0;;2361.0;1343.0;747.0;449.0;926.0;146.0;50.0;20.0;6.0;18.0;19.0;14.0;7.0;
Tholen-G0716;0;;288.0;118.0;254.0;376.0;131.0;3.0;14.0;507.0;3.0;57.0;3.0;;;178.0
Thorn-G0977;0;;43.0;902.0;4.0;1.0;1.0;;35.0;1.0;3.0;;;1.0;;67.0
Tiel-G0281;0;;3987.0;2097.0;468.0;527.0;885.0;161.0;104.0;30.0;7.0;23.0;15.0;3.0;;452.0
Tienhoven (Ut)-G1202;0;;32.0;7.0;153.0;135.0;8.0;3.0;1.0;19.0;;;;;;18.0
Tienhoven (ZH)-G0618;0;;43.0;;127.0;18.0;19.0;;1.0;22.0;1.0;;;;;8.0
Tietjerksteradeel-G0094;0;;3225.0;72.0;3288.0;2040.0;746.0;185.0;10.0;128.0;119.0;63.0;1.0;76.0;27.0;627.0
Tilburg-G0855;0;;13771.0;36743.0;639.0;458.0;610.0;1595.0;6107.0;104.0;60.0;97.0;179.0;29.0;;4192.0
Tubbergen-G0183;0;;191.0;5625.0;37.0;384.0;30.0;11.0;41.0;13.0;;1.0;2.0;;;159.0
Tudderen-G1204;0;;21.0;375.0;7.0;3.0;4.0;;4.0;2.0;1.0;;;;;36.0
Tull en 't Waal-G1205;0;;31.0;138.0;18.0;55.0;12.0;;3.0;11.0;1.0;;1.0;;;9.0
Twisk-G0449;0;;254.0;11.0;28.0;5.0;116.0;16.0;;4.0;;4.0;2.0;;;26.0
Ubach over Worms-G0978;0;;565.0;2238.0;48.0;45.0;18.0;298.0;208.0;7.0;9.0;;6.0;4.0;;484.0
Ubbergen-G0282;0;;288.0;2633.0;42.0;63.0;65.0;11.0;124.0;1.0;1.0;8.0;11.0;;;222.0
Uden-G0856;0;;259.0;4599.0;58.0;35.0;84.0;18.0;167.0;5.0;1.0;9.0;39.0;2.0;;229.0
Udenhout-G0857;0;;78.0;2090.0;6.0;1.0;;3.0;99.0;;1.0;2.0;;;;127.0
Uitgeest-G0450;0;;551.0;1274.0;49.0;35.0;124.0;356.0;84.0;4.0;;2.0;2.0;3.0;2.0;140.0
Uithoorn-G0451;0;;536.0;1603.0;253.0;365.0;73.0;36.0;68.0;15.0;5.0;5.0;;2.0;;153.0
Uithuizen-G0043;0;;754.0;324.0;623.0;331.0;310.0;202.0;22.0;1.0;55.0;43.0;10.0;2.0;;152.0
Uithuizermeeden-G0044;0;;711.0;11.0;777.0;727.0;254.0;31.0;2.0;18.0;325.0;53.0;6.0;;5.0;172.0
Ulestraten-G0979;0;;12.0;554.0;;;9.0;;39.0;1.0;;;2.0;;;27.0
Ulrum-G0045;0;;590.0;4.0;890.0;192.0;196.0;49.0;5.0;10.0;314.0;32.0;7.0;;5.0;131.0
Urk-G0184;0;;92.0;9.0;1468.0;208.0;8.0;2.0;;390.0;127.0;2.0;1.0;;;224.0
Urmond-G0980;0;;136.0;1130.0;2.0;17.0;10.0;6.0;30.0;1.0;1.0;;3.0;;;108.0
Ursem-G0452;0;;96.0;605.0;5.0;8.0;26.0;15.0;18.0;1.0;1.0;2.0;16.0;2.0;;31.0
Usquert-G0046;0;;700.0;20.0;60.0;51.0;181.0;30.0;2.0;;5.0;15.0;3.0;3.0;2.0;45.0
Utingeradeel-G0095;0;;1588.0;27.0;291.0;434.0;453.0;65.0;;52.0;6.0;26.0;;90.0;1.0;231.0
Utrecht-G0344;0;;36691.0;26432.0;11441.0;7313.0;8617.0;6026.0;3457.0;1334.0;395.0;1044.0;599.0;330.0;156.0;9319.0
Vaals-G0981;0;;191.0;3435.0;38.0;52.0;23.0;302.0;268.0;4.0;8.0;;9.0;4.0;;654.0
Valburg-G0283;0;;680.0;1377.0;544.0;584.0;163.0;36.0;28.0;366.0;6.0;4.0;6.0;5.0;;240.0
Valkenburg (ZH)-G0619;0;;62.0;45.0;163.0;292.0;38.0;3.0;5.0;58.0;27.0;;;;10.0;26.0
Valkenburg-Houthem-G0982;0;;449.0;4034.0;132.0;112.0;189.0;63.0;676.0;10.0;8.0;;50.0;3.0;;
Valkenswaard-G0858;0;;1024.0;4893.0;70.0;62.0;93.0;35.0;222.0;4.0;4.0;5.0;7.0;3.0;;605.0
Varik-G0284;0;;235.0;133.0;44.0;187.0;41.0;3.0;5.0;23.0;1.0;;;;;50.0
Veen-G0859;0;;98.0;1.0;81.0;97.0;5.0;1.0;;219.0;;;;;;123.0
Veendam-G0047;0;;4258.0;449.0;842.0;590.0;1095.0;731.0;113.0;14.0;79.0;94.0;67.0;13.0;5.0;742.0
Veenendaal-G0345;0;;1987.0;223.0;2193.0;1857.0;244.0;57.0;24.0;1006.0;16.0;19.0;7.0;6.0;5.0;344.0
Veere-G0717;0;;130.0;29.0;176.0;120.0;69.0;1.0;1.0;70.0;15.0;8.0;13.0;;;20.0
Veghel-G0860;0;;206.0;4698.0;22.0;51.0;40.0;17.0;145.0;7.0;5.0;10.0;3.0;1.0;;304.0
Veldhoven-G0861;0;;271.0;4273.0;30.0;44.0;32.0;17.0;77.0;1.0;4.0;11.0;;1.0;;378.0
Veldhuizen-G1207;0;;47.0;257.0;37.0;78.0;12.0;2.0;27.0;13.0;1.0;;;;;10.0
