RegioNaam;@invalid;@blank;KVP;PvdA;VVD;ARP;CHU;Communistische Partij van Nederland;SGP;Gereformeerd Politiek Verbond (GPV);Protestants Christelijke Groep;Pacifistisch-Socialistische Partij (PSP);Samenwerkende Christelijke Groepering;Boeren Partij;Wereldburgers;Lijst Voogd;@abs
Aagtekerke-G1000;3;0;2;9;15;45;123;0;197;0;0;0;0;0;0;0.0;29.0
Aalsmeer-G0358;127;0;1544;2099;1204;1021;1149;131;73;26;0;400;0;0;0;0.0;345.0
Aalten-G0197;211;0;1331;1375;458;2837;1546;4;13;19;0;0;0;14;0;0.0;304.0
Aardenburg-G0648;107;0;1216;346;152;113;71;7;13;2;0;0;0;0;0;0.0;88.0
Aarle-Rixtel-G0739;58;0;1473;98;25;0;0;4;0;0;28;0;0;0;0;0.0;112.0
Abbekerk-G0359;5;0;198;173;80;15;10;14;0;0;0;9;0;0;0;0.0;31.0
Abbenbroek-G0481;17;0;2;211;134;44;23;15;9;0;0;0;0;0;0;0.0;31.0
Abcoude-G0305;39;0;777;306;270;266;490;12;62;5;0;0;0;0;17;0.0;109.0
Achtkarspelen-G0059;185;0;32;2838;488;3696;1480;343;70;293;0;0;0;0;0;0.0;527.0
Adorp-G0001;9;0;0;231;132;324;64;5;0;56;0;0;0;0;0;0.0;39.0
Aduard-G0002;20;0;8;391;254;407;60;19;0;110;0;0;0;0;0;0.0;29.0
Akersloot-G0360;18;0;902;188;139;13;22;16;0;2;0;7;0;0;0;0.0;44.0
Alblasserdam-G0482;190;0;251;2477;656;643;1258;120;894;50;0;0;0;0;0;0.0;412.0
Alkemade-G0483;28;0;3264;114;58;297;147;6;5;3;0;0;0;0;0;1.0;82.0
Alkmaar-G0361;557;0;8081;7935;3127;1434;1028;1008;58;38;0;397;0;0;0;0.0;1229.0
Almelo-G0141;921;0;6560;10386;3070;2327;1849;1789;166;106;0;0;0;0;0;0.0;1221.0
Almkerk-G0740;36;0;16;276;33;0;0;0;26;92;1987;0;0;0;0;0.0;150.0
Alphen aan den Rijn-G0484;185;0;2515;2455;774;2340;3023;154;585;21;0;0;0;0;0;8.0;446.0
Alphen en Riel-G0741;17;0;1671;27;7;0;0;0;1;0;1;0;0;0;0;0.0;32.0
Ambt Delden-G0142;20;0;1702;305;231;35;223;5;6;0;0;0;0;0;0;0.0;113.0
Amby-G0883;52;0;1194;193;0;0;0;6;0;0;0;0;13;0;0;0.0;70.0
Ameide-G0485;23;0;4;363;80;348;141;1;88;0;0;0;0;0;0;0.0;48.0
Ameland-G0060;18;0;366;413;152;113;215;8;1;0;0;0;0;0;0;0.0;87.0
Amerongen-G0306;43;0;101;656;166;287;670;14;296;5;0;0;0;0;10;0.0;190.0
Amersfoort-G0307;1160;0;8600;11411;4973;3389;4593;1058;537;753;0;0;0;0;206;0.0;2422.0
Ammerstol-G0486;26;0;5;441;64;17;14;99;19;0;0;0;0;0;0;0.0;28.0
Ammerzoden-G0198;13;0;1158;121;13;69;213;0;54;0;0;0;0;0;0;0.0;90.0
Amstenrade-G0884;55;0;1246;209;0;0;0;19;0;5;0;0;75;0;0;0.0;59.0
Amsterdam-G0363;23640;0;87761;167445;81298;32173;25950;80261;2951;1675;0;19687;0;0;0;0.0;32113.0
Andel-G0742;10;0;2;107;5;0;0;0;46;5;487;0;0;0;0;0.0;79.0
Andijk-G0364;37;0;409;562;112;820;37;133;35;9;0;49;0;0;0;0.0;76.0
Angerlo-G0199;17;0;1017;236;67;52;329;3;6;1;0;0;0;0;0;0.0;44.0
Ankeveen-G1014;8;0;222;94;30;28;94;25;3;0;0;8;0;0;0;0.0;21.0
Anloo-G0105;153;0;17;1621;1265;90;81;81;0;17;0;0;0;0;0;0.0;253.0
Anna Paulowna-G0366;61;0;1310;1197;473;236;158;169;16;27;0;20;0;0;0;0.0;184.0
Apeldoorn-G0200;1887;0;7251;16642;7606;5603;11068;1113;1162;170;0;0;0;712;0;0.0;3586.0
Appeltern-G0201;30;0;1636;37;10;6;148;0;2;0;0;0;0;0;0;0.0;65.0
Appingedam-G0003;180;0;135;2147;623;968;887;312;0;72;0;0;0;0;0;0.0;328.0
Arcen en Velden-G0885;35;0;2359;86;0;0;0;0;0;0;0;0;18;0;0;0.0;60.0
Arkel-G0487;16;0;23;569;237;124;77;3;38;0;0;0;0;0;0;0.0;61.0
Arnemuiden-G0649;45;0;6;311;28;250;245;5;498;10;0;0;0;0;0;0.0;128.0
Arnhem-G0202;2306;0;21404;23045;8870;4542;5401;1694;348;165;0;0;0;134;0;0.0;3242.0
Asperen-G0488;21;0;17;230;103;250;179;3;154;3;0;0;0;0;0;0.0;56.0
Assen-G0106;484;0;604;6667;2455;2083;1337;429;0;543;0;0;0;0;0;0.0;1217.0
Assendelft-G0367;59;0;1544;1165;243;122;49;533;42;29;0;99;0;0;0;0.0;132.0
Asten-G0743;58;0;3938;95;27;0;0;7;0;0;37;0;0;0;0;0.0;128.0
Avenhorn-G0368;6;0;426;249;119;9;13;8;0;0;0;6;0;0;0;0.0;35.0
Avereest-G0143;105;0;619;1364;569;1299;1873;13;33;33;0;0;0;0;0;0.0;636.0
Axel-G0650;95;0;856;891;326;787;762;8;177;380;0;0;0;0;0;0.0;197.0
Baarderadeel-G0061;39;0;114;1355;579;392;298;21;12;4;0;0;0;0;0;0.0;225.0
Baarland-G0651;15;0;105;79;24;77;112;8;33;0;0;0;0;0;0;0.0;18.0
Baarle-Nassau-G0744;23;0;1880;37;13;0;0;4;0;0;17;0;0;0;0;0.0;65.0
Baarn-G0308;370;0;2064;3127;2077;1883;1093;201;260;89;0;0;0;0;109;0.0;810.0
Baexem-G0886;8;0;715;2;0;0;0;0;0;0;0;0;2;0;0;0.0;11.0
Baflo-G0004;23;0;10;575;229;711;61;20;0;51;0;0;0;0;0;0.0;88.0
Bakel en Milheeze-G0745;57;0;2335;61;7;0;0;8;0;0;26;0;0;0;0;0.0;25.0
Barendrecht-G0489;71;0;75;946;577;1479;679;18;341;47;0;0;0;0;0;0.0;240.0
Barneveld-G0203;169;0;678;1449;572;2155;3822;36;1762;85;0;0;0;179;0;0.0;963.0
Barradeel-G0062;42;0;26;1083;334;1174;1185;42;2;32;0;0;0;0;0;0.0;235.0
Barsingerhorn-G0369;24;0;73;489;295;46;33;93;1;2;0;24;0;0;0;0.0;107.0
Barwoutswaarder-G1017;6;0;83;69;10;92;146;4;50;0;0;0;0;0;0;1.0;25.0
Batenburg-G0204;2;0;252;7;4;4;35;0;0;0;0;0;0;0;0;0.0;17.0
Bathmen-G0144;26;0;24;357;637;26;239;17;3;0;0;0;0;0;0;0.0;71.0
Bedum-G0005;70;0;178;991;439;1791;154;13;0;462;0;0;0;0;0;0.0;74.0
Beegden-G0887;7;0;566;9;0;0;0;0;0;0;0;0;1;0;0;0.0;11.0
Beek-G0888;130;0;4255;387;0;0;0;22;0;4;0;0;89;0;0;0.0;144.0
Beek en Donk-G0746;60;0;2216;91;19;0;0;10;0;0;5;0;0;0;0;0.0;82.0
Beemster-G0370;59;0;1009;1277;737;163;98;110;11;0;0;34;0;0;0;0.0;143.0
Beers-G0747;6;0;1095;8;0;0;0;0;0;0;0;0;0;0;0;0.0;25.0
Beerta-G0006;107;0;20;760;284;39;94;835;0;4;0;0;0;0;0;0.0;140.0
Beesd-G0205;31;0;712;335;79;53;349;29;74;5;0;0;0;7;0;0.0;57.0
Beesel-G0889;79;0;3468;144;0;0;0;10;0;0;0;0;22;0;0;0.0;144.0
Beets-G0371;2;0;9;158;88;13;19;6;0;1;0;4;0;0;0;0.0;23.0
Beilen-G0107;153;0;55;2132;915;1235;1065;51;0;124;0;0;0;0;0;0.0;334.0
Belfeld-G0890;30;0;1529;50;0;0;0;2;0;0;0;0;5;0;0;0.0;41.0
Bellingwolde-G1019;132;0;28;1955;455;182;262;503;0;6;0;0;0;0;0;0.0;264.0
Bemelen-G0891;5;0;155;5;0;0;0;0;0;0;0;0;3;0;0;0.0;5.0
Bemmel-G0206;81;0;4243;306;69;31;228;7;7;2;0;0;0;12;0;0.0;204.0
Bennebroek-G0372;49;0;687;251;391;291;157;17;7;10;0;27;0;0;0;0.0;647.0
Benschop-G0309;6;0;371;118;73;257;177;1;153;0;0;0;0;0;1;0.0;72.0
Benthuizen-G0490;9;0;14;127;46;89;106;1;308;1;0;0;0;0;0;0.0;39.0
Berg en Terblijt-G0892;9;0;1349;16;0;0;0;0;0;0;0;0;16;0;0;0.0;16.0
Bergambacht-G0491;45;0;10;829;325;395;196;49;442;2;0;0;0;0;0;28.0;123.0
Bergen-G0373;81;0;1890;1432;1248;292;142;97;9;7;0;172;0;0;0;0.0;355.0
Bergen-G0893;94;0;4531;150;0;0;0;0;0;0;0;0;20;0;0;0.0;92.0
Bergen op Zoom-G0748;672;0;11335;3244;859;0;0;184;54;0;1021;0;0;0;0;0.0;896.0
Bergeyk-G0749;45;0;2370;73;30;0;0;0;3;1;65;0;0;0;0;0.0;53.0
Bergh-G0207;217;0;6107;555;115;32;83;11;17;7;0;0;0;0;0;0.0;273.0
Bergharen-G0208;5;0;810;42;4;3;104;0;5;0;0;0;0;0;0;0.0;32.0
Berghem-G0750;64;0;1543;148;9;0;0;0;0;0;4;0;0;0;0;0.0;60.0
Bergschenhoek-G0492;34;0;500;310;107;198;622;14;106;44;0;0;0;0;0;2.0;88.0
Berkel en Rodenrijs-G0493;20;0;1564;151;99;356;738;0;30;277;0;0;0;0;0;1.0;95.0
Berkel-Enschot-G0751;17;0;1581;47;13;0;0;1;3;0;10;0;0;0;0;0.0;0.0
Berkenwoude-G0494;9;0;5;107;192;69;24;2;113;0;0;0;0;0;0;12.0;27.0
Berkhout-G0374;11;0;985;524;182;22;16;11;3;0;0;15;0;0;0;0.0;28.0
Berlicum-G0752;23;0;2254;131;21;0;0;3;0;5;25;0;0;0;0;0.0;121.0
Best-G0753;86;0;3907;407;65;0;0;18;9;7;46;0;0;0;0;0.0;227.0
Beuningen-G0209;65;0;1800;131;29;10;74;0;2;0;0;0;0;0;0;0.0;114.0
Beusichem-G0210;28;0;55;445;201;45;168;9;70;3;0;0;0;12;0;0.0;54.0
Beverwijk-G0375;576;0;7326;4891;1452;841;976;1268;42;62;0;336;0;0;0;0.0;876.0
Bierum-G0008;41;0;8;544;196;867;643;18;0;15;0;0;0;0;0;0.0;143.0
Biervliet-G0652;34;0;393;391;130;30;126;4;32;3;0;0;0;0;0;0.0;83.0
Biggekerke-G1022;6;0;1;46;25;142;147;0;81;1;0;0;0;0;0;0.0;34.0
Bingelrade-G0894;2;0;376;2;0;0;0;0;0;0;0;0;2;0;0;0.0;1.0
Bladel en Netersel-G0754;35;0;1862;27;9;0;0;4;0;0;34;0;0;0;0;0.0;90.0
Blankenham-G0145;3;0;15;100;99;4;55;0;0;0;0;0;0;0;0;0.0;17.0
Blaricum-G0376;92;0;1099;543;1005;152;117;66;15;5;0;172;0;0;0;0.0;354.0
Bleiswijk-G0495;16;0;486;217;121;232;316;2;165;0;0;0;0;0;0;6.0;63.0
Bleskensgraaf en Hofwegen-G0496;7;0;1;104;41;233;45;2;243;0;0;0;0;0;0;0.0;87.0
Bloemendaal-G0377;216;0;2669;1876;3918;997;676;77;34;13;0;236;0;0;0;0.0;2033.0
Blokker-G0378;10;0;995;189;177;12;9;9;2;0;0;7;0;0;0;0.0;49.0
Blokzijl-G0146;20;0;6;305;70;156;128;4;4;10;0;0;0;0;0;0.0;49.0
Bocholtz-G0895;71;0;1854;132;0;0;0;13;0;0;0;0;5;0;0;0.0;150.0
Bodegraven-G0497;43;0;896;711;297;1143;656;23;293;34;0;0;0;0;0;5.0;228.0
Boekel-G0755;30;0;2493;41;10;0;0;2;0;0;2;0;0;0;0;0.0;135.0
Bolsward-G0064;76;0;1497;1170;222;581;606;50;7;6;0;0;0;0;0;0.0;214.0
Borculo-G0211;91;0;502;1506;951;302;431;17;13;7;0;0;0;102;0;0.0;183.0
Borger-G0108;163;0;80;2741;1059;632;829;156;0;43;0;0;0;0;0;0.0;96.0
Borgharen-G0896;34;0;574;63;0;0;0;3;0;2;0;0;4;0;0;0.0;24.0
Born-G0897;30;0;1967;97;0;0;0;7;0;0;0;0;9;0;0;0.0;63.0
Borne-G0147;108;0;4175;1623;317;288;576;188;19;5;0;0;0;0;0;0.0;191.0
Borsele-G0654;10;0;126;123;65;74;196;0;232;3;0;0;0;0;0;0.0;70.0
Boskoop-G0499;74;0;1114;962;683;1076;694;38;232;6;0;0;0;0;0;3.0;233.0
Bovenkarspel-G0379;26;0;1293;215;98;28;12;13;2;0;0;6;0;0;0;0.0;77.0
Boxmeer-G0756;76;0;3646;455;38;0;0;0;0;0;59;0;0;0;0;0.0;196.0
Boxtel-G0757;254;0;6266;824;117;0;0;36;10;0;81;0;0;0;0;0.0;410.0
Brakel-G0212;72;0;21;764;71;376;496;0;726;0;0;0;0;0;0;0.0;382.0
Brandwijk-G0500;9;0;2;52;90;209;52;1;98;3;0;0;0;0;0;0.0;38.0
Breda-G0758;1944;0;33915;11385;4047;0;0;539;193;0;2695;0;0;0;0;0.0;2981.0
Breskens-G0655;81;0;224;1028;279;125;365;28;14;0;0;0;0;0;0;0.0;165.0
Breukelen-G0311;57;0;746;531;376;505;722;29;207;81;0;0;0;0;7;0.0;148.0
Brielle-G0501;49;0;176;868;467;207;358;26;23;4;0;0;0;0;0;0.0;150.0
Broek in Waterland-G0380;23;0;41;326;266;78;173;34;5;0;0;25;0;0;0;0.0;68.0
Broekhuizen-G0898;5;0;594;7;0;0;0;0;0;0;0;0;0;0;0;0.0;5.0
Brouwershaven-G0656;13;0;6;304;135;137;45;0;20;32;0;0;0;0;0;0.0;39.0
Bruinisse-G0657;31;0;11;346;203;164;226;0;309;5;0;0;0;0;0;0.0;187.0
Brummen-G0213;211;0;563;3642;1066;445;1319;95;24;14;0;0;0;0;0;0.0;383.0
Brunssum-G0899;440;0;7896;2316;0;0;0;393;0;64;0;0;604;0;0;0.0;350.0
Budel-G0759;96;0;3181;194;46;0;0;15;0;0;44;0;0;0;0;0.0;154.0
Bunde-G0900;27;0;1082;77;0;0;0;4;0;6;0;0;7;0;0;0.0;32.0
Bunnik-G0312;22;0;915;307;149;162;246;7;43;3;0;0;0;0;9;0.0;61.0
Bunschoten-G0313;62;0;18;229;39;2027;90;5;72;1430;0;0;0;0;11;0.0;162.0
Buren-G0214;27;0;61;520;116;60;313;2;67;4;0;0;0;15;0;0.0;61.0
Burgh-G1035;8;0;4;181;92;38;100;0;9;3;0;0;0;0;0;0.0;32.0
Bussum-G0381;644;0;6028;4791;5159;2064;1661;643;224;89;0;322;0;0;0;0.0;1345.0
Buurmalsen-G0215;32;0;45;447;113;123;356;7;121;1;0;0;0;8;0;0.0;98.0
Cadier en Keer-G0901;35;0;680;28;0;0;0;1;0;0;0;0;2;0;0;0.0;38.0
Cadzand-G0658;17;0;17;278;126;30;122;3;6;0;0;0;0;0;0;0.0;38.0
Callantsoog-G0382;7;0;106;283;172;30;19;14;4;0;0;54;0;0;0;0.0;42.0
Capelle aan den IJssel-G0502;131;0;97;1817;483;482;865;54;920;131;0;0;0;0;0;12.0;421.0
Castricum-G0383;104;0;2976;1230;653;265;140;102;10;10;0;93;0;0;0;0.0;906.0
Chaam-G0760;23;0;1103;65;10;0;0;0;4;0;63;0;0;0;0;0.0;81.0
Clinge-G0659;68;0;1416;139;5;4;18;4;2;3;0;0;0;0;0;0.0;131.0
Coevorden-G0109;127;0;1231;1668;615;646;682;23;0;11;0;0;0;0;0;0.0;236.0
Cothen-G0314;10;0;493;37;12;9;59;1;16;0;0;0;0;0;2;0.0;20.0
Cuijk en Sint Agatha-G0761;62;0;2957;256;73;0;0;0;0;0;27;0;0;0;0;0.0;122.0
Culemborg-G0216;171;0;2621;2296;676;303;397;175;197;25;0;0;0;8;0;0.0;242.0
Dalen-G0110;120;0;251;888;854;127;179;8;0;1;0;0;0;0;0;0.0;208.0
Dalfsen-G0148;48;0;1545;549;242;332;1965;7;36;300;0;0;0;0;0;0.0;264.0
Dantumadeel-G0065;138;0;58;2016;477;2568;1775;112;484;221;0;0;0;0;0;0.0;698.0
De Bilt-G0310;345;0;2227;3295;3575;1794;1439;116;322;76;0;0;0;0;111;0.0;625.0
De Lier-G0552;28;0;381;210;159;757;736;7;41;23;0;0;0;0;0;0.0;53.0
De Rijp-G0440;9;0;417;261;82;8;9;49;3;0;0;5;0;0;0;0.0;27.0
De Wijk-G0135;66;0;7;699;691;409;299;14;0;14;0;0;0;0;0;0.0;153.0
Deil-G0217;30;0;232;470;120;47;386;7;65;1;0;0;0;9;0;0.0;87.0
Delft-G0503;1272;0;11029;12791;3999;3758;2848;1704;1103;175;0;0;0;0;0;0.0;2568.0
Delfzijl-G0010;345;0;236;3130;1203;1030;816;706;0;115;0;0;0;0;0;0.0;941.0
Den Bommel-G1024;10;0;244;197;54;212;179;5;107;2;0;0;0;0;0;0.0;71.0
Den Dungen-G0768;10;0;1230;48;4;0;0;1;0;2;0;0;0;0;0;0.0;61.0
Den Ham-G0159;141;0;366;889;135;1332;2020;65;29;131;0;0;0;0;0;0.0;217.0
Den Helder-G0400;727;0;3665;9947;3639;3016;1292;385;152;211;0;373;0;0;0;0.0;1858.0
Denekamp-G0149;69;0;3656;307;52;68;250;26;3;12;0;0;0;0;0;0.0;145.0
Deurne-G0762;172;0;7687;244;43;0;0;33;0;0;202;0;0;0;0;0.0;245.0
Deventer-G0150;963;0;6003;12799;4287;1378;1855;2843;130;115;0;0;0;0;0;0.0;1742.0
Didam-G0218;125;0;4100;182;29;10;47;8;4;2;0;0;0;0;0;0.0;164.0
Diemen-G0384;106;0;1009;958;526;369;470;143;19;15;0;49;0;0;0;0.0;166.0
Diepenheim-G0151;34;0;115;635;304;31;128;11;4;0;0;0;0;0;0;0.0;105.0
Diepenveen-G0152;103;0;1641;1295;1064;191;658;50;11;9;0;0;0;0;0;0.0;304.0
Diessen-G0763;6;0;1030;17;2;0;0;0;2;0;12;0;0;0;0;0.0;30.0
Diever-G0111;49;0;30;761;436;361;78;5;0;12;0;0;0;0;0;0.0;68.0
Dinteloord en Prinsenland-G0764;33;0;944;388;84;0;0;15;144;0;754;0;0;0;0;0.0;180.0
Dinther-G1044;8;0;1268;21;3;0;0;1;0;1;25;0;0;0;0;0.0;50.0
Dinxperlo-G0219;86;0;496;494;149;370;925;6;6;1;0;0;0;0;0;0.0;117.0
Dirksland-G0504;32;0;18;441;228;481;69;6;421;1;0;0;0;0;0;0.0;158.0
Dodewaard-G0220;40;0;22;571;143;226;281;3;199;3;0;0;0;12;0;0.0;61.0
Doesburg-G0221;88;0;1383;1384;219;212;362;44;9;11;0;0;0;0;0;0.0;162.0
Doetinchem-G0222;365;0;4538;4343;1395;647;1470;148;166;20;0;0;0;0;0;0.0;634.0
Dokkum-G0066;34;0;150;1039;240;1625;510;12;32;22;0;0;0;0;0;0.0;163.0
Domburg-G0660;13;0;21;314;100;82;197;0;118;1;0;0;0;0;0;0.0;69.0
Dongen-G0766;129;0;6034;294;59;0;0;0;7;11;171;0;0;0;0;0.0;218.0
Doniawerstal-G0067;34;0;810;776;194;504;821;12;10;2;0;0;0;0;0;0.0;182.0
Doorn-G0315;105;0;313;1149;974;713;840;23;174;22;0;0;0;0;18;0.0;623.0
Doornspijk-G0223;80;0;78;487;155;805;709;14;1134;19;0;0;0;0;0;0.0;289.0
Dordrecht-G0505;1600;0;5125;19080;5174;5498;4209;1720;1136;141;0;0;0;0;0;0.0;4009.0
Dreischor-G1047;12;0;11;301;187;23;79;0;13;4;0;0;0;0;0;0.0;24.0
Dreumel-G0224;26;0;1351;88;16;2;33;0;1;0;0;0;0;0;0;0.0;73.0
Driebergen-Rijsenburg-G0316;153;0;1163;1942;1318;1383;1090;27;407;60;0;0;0;0;42;0.0;543.0
Driewegen-G0661;7;0;50;93;40;63;99;0;12;0;0;0;0;0;0;0.0;24.0
Drunen-G0767;61;0;3003;173;49;0;0;0;2;3;77;0;0;0;0;0.0;85.0
Druten-G0225;100;0;3750;211;47;12;101;0;5;0;0;0;0;0;0;0.0;156.0
Dubbeldam-G0507;71;0;62;1011;585;486;757;36;132;18;0;0;0;0;0;0.0;208.0
Duiven-G0226;38;0;2325;70;14;23;52;3;2;2;0;0;0;0;0;0.0;72.0
Duivendijke-G1050;4;0;7;56;25;93;31;0;11;0;0;0;0;0;0;0.0;19.0
Dussen-G0769;48;0;1418;142;29;0;0;0;71;8;556;0;0;0;0;0.0;144.0
Dwingeloo-G0112;42;0;8;911;572;296;80;0;0;3;0;0;0;0;0;0.0;95.0
Echt-G0902;234;0;6376;434;0;0;0;0;0;0;0;0;56;0;0;0.0;161.0
Echteld-G0227;36;0;45;1064;213;203;306;9;280;1;0;0;0;23;0;0.0;106.0
Edam-Volendam-G0385;69;0;4453;818;492;168;188;83;7;2;0;55;0;0;0;0.0;144.0
Ede-G0228;741;0;2278;6026;3089;5921;6656;157;4031;99;0;0;0;344;0;0.0;1909.0
Eelde-G0113;155;0;131;1456;988;169;151;57;0;16;0;0;0;0;0;0.0;181.0
Eemnes-G0317;25;0;595;167;96;223;130;22;58;0;0;0;0;0;12;0.0;74.0
Eenrum-G0011;31;0;44;796;311;161;26;29;0;143;0;0;0;0;0;0.0;84.0
Eersel-G0770;14;0;2239;23;4;0;0;0;0;0;27;0;0;0;0;0.0;38.0
Eethen-G0771;19;0;52;238;80;0;0;0;127;9;1020;0;0;0;0;0.0;140.0
Egmond aan Zee-G0386;61;0;311;1218;276;123;89;60;6;0;0;38;0;0;0;0.0;196.0
Egmond-Binnen-G0387;12;0;1377;151;86;7;19;11;0;0;0;9;0;0;0;0.0;60.0
Eibergen-G0229;78;0;2958;1682;533;460;835;10;3;17;0;0;0;27;0;0.0;345.0
Eijgelshoven-G0904;150;0;2139;410;0;0;0;76;0;11;0;0;67;0;0;0.0;114.0
Eijsden-G0905;67;0;2345;121;0;0;0;14;0;0;0;0;15;0;0;0.0;109.0
Eindhoven-G0772;2407;0;51459;17988;4884;0;0;966;235;187;4624;0;0;0;0;0.0;3629.0
Elburg-G0230;51;0;48;261;76;304;595;6;351;11;0;0;0;0;0;0.0;132.0
Elkerzee-G1053;1;0;1;67;47;104;54;0;23;2;0;0;0;0;0;0.0;19.0
Ellemeet-G1054;6;0;4;99;45;28;40;0;8;2;0;0;0;0;0;0.0;25.0
Ellewoutsdijk-G0663;4;0;5;117;28;18;86;1;7;0;0;0;0;0;0;0.0;22.0
Elsloo-G0903;84;0;2145;112;0;0;0;12;0;0;0;0;16;0;0;0.0;61.0
Elst-G0231;94;0;3763;1137;350;292;627;21;56;1;0;0;0;23;0;0.0;481.0
Elten-G1055;38;0;354;108;15;15;20;3;1;1;0;0;0;0;0;0.0;31.0
Emmen-G0114;1926;0;5500;10721;2971;4271;4035;2308;0;193;0;0;0;0;0;0.0;1751.0
Empel en Meerwijk-G0773;6;0;529;15;2;0;0;1;0;2;2;0;0;0;0;0.0;34.0
